Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude ( N ),Longitude ( E ),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,SURVEY_DATE
516291,BUILDING,BUILDING,411237.3343N,0284315.5659E,534.5,30.6,NO,,NO,1.07.2021
516559,BUILDING,BUILDING,411229.1981N,0284317.7766E,552.0,45.6,NO,,NO,1.07.2021
518884,BUILDING,BUILDING,411210.5184N,0284344.4711E,575.7,40.1,NO,,NO,1.07.2021
518890,BUILDING,BUILDING,411229.2072N,0284317.7674E,543.4,37.1,NO,,NO,1.07.2021
519268,BUILDING,BUILDING,411618.0733N,0284135.1518E,504.7,7.2,NO,,NO,1.07.2021
519272,BUILDING,BUILDING,411637.9656N,0284254.4544E,350.1,60.3,NO,,NO,1.07.2021
519273,BUILDING,BUILDING,411635.8362N,0284256.8630E,350.1,60.9,NO,,NO,1.07.2021
519274,BUILDING,BUILDING,411637.7172N,0284256.1606E,351.7,61.7,NO,,NO,1.07.2021
519279,BUILDING,BUILDING,411529.4199N,0284255.6577E,350.7,49.6,NO,,NO,1.07.2021
519298,BUILDING,BUILDING,411637.7932N,0284256.8921E,350.1,66.4,NO,,NO,1.07.2021
519299,BUILDING,BUILDING,411639.4510N,0284256.7905E,349.9,64.6,NO,,NO,1.07.2021
519300,BUILDING,BUILDING,411638.0711N,0284253.2779E,350.1,62.2,NO,,NO,1.07.2021
519309,BUILDING,BUILDING,411619.1949N,0284255.2506E,352.4,57.8,NO,,NO,1.07.2021
520022,BUILDING,BUILDING,411558.5383N,0284114.6506E,552.9,43.2,NO,,NO,1.07.2021
520023,BUILDING,BUILDING,411557.5211N,0284114.6657E,547.2,36.0,NO,,NO,1.07.2021
520024,BUILDING,BUILDING,411557.5212N,0284114.6675E,544.6,33.4,NO,,NO,1.07.2021
520025,BUILDING,BUILDING,411557.8010N,0284115.0437E,543.2,32.8,NO,,NO,1.07.2021
520026,BUILDING,BUILDING,411545.3477N,0284052.5876E,481.7,21.1,NO,,NO,1.07.2021
520027,BUILDING,BUILDING,411551.6785N,0284052.4909E,506.5,11.6,NO,,NO,1.07.2021
520028,BUILDING,BUILDING,411601.8537N,0284109.6418E,515.6,17.9,NO,,NO,1.07.2021
520029,BUILDING,BUILDING,411548.3820N,0284053.1310E,488.9,17.9,NO,,NO,1.07.2021
520030,BUILDING,BUILDING,411549.6469N,0284054.6857E,502.1,23.4,NO,,NO,1.07.2021
520031,BUILDING,BUILDING,411549.6458N,0284054.6806E,505.6,26.9,NO,,NO,1.07.2021
520037,BUILDING,BUILDING,411547.6058N,0284059.0795E,489.4,25.7,NO,,NO,1.07.2021
520038,BUILDING,BUILDING,411547.3932N,0284058.9291E,487.1,23.4,NO,,NO,1.07.2021
520039,BUILDING,BUILDING,411547.5021N,0284058.8835E,484.5,20.8,NO,,NO,1.07.2021
520049,BUILDING,BUILDING,411549.2964N,0284054.0756E,508.8,33.2,NO,,NO,1.07.2021
520051,BUILDING,BUILDING,411550.8243N,0284112.4416E,537.4,12.1,NO,,NO,1.07.2021
520052,BUILDING,BUILDING,411547.0336N,0284055.6046E,480.9,23.9,NO,,NO,1.07.2021
520054,BUILDING,BUILDING,411549.9567N,0284058.8209E,506.4,17.0,NO,,NO,1.07.2021
520056,BUILDING,BUILDING,411554.7781N,0284107.9212E,537.4,6.7,NO,,NO,1.07.2021
520057,BUILDING,BUILDING,411555.0189N,0284107.4784E,537.8,6.0,NO,,NO,1.07.2021
520058,BUILDING,BUILDING,411600.0502N,0284112.2296E,523.4,12.5,NO,,NO,1.07.2021
520059,BUILDING,BUILDING,411601.5899N,0284110.6959E,520.1,15.4,NO,,NO,1.07.2021
520060,BUILDING,BUILDING,411601.7302N,0284110.7580E,518.9,14.1,NO,,NO,1.07.2021
520063,BUILDING,BUILDING,411553.7532N,0284107.2478E,553.9,17.2,NO,,NO,1.07.2021
520064,BUILDING,BUILDING,411553.5472N,0284107.5342E,558.0,21.6,NO,,NO,1.07.2021
520065,BUILDING,BUILDING,411554.1408N,0284106.6606E,554.1,16.2,NO,,NO,1.07.2021
520066,BUILDING,BUILDING,411548.6729N,0284054.9173E,480.6,10.7,NO,,NO,1.07.2021
520067,BUILDING,BUILDING,411552.2954N,0284112.3992E,563.2,34.6,NO,,NO,1.07.2021
520068,BUILDING,BUILDING,411602.3141N,0284110.5658E,521.8,21.6,NO,,NO,1.07.2021
520069,BUILDING,BUILDING,411558.8402N,0284112.8387E,527.1,17.2,NO,,NO,1.07.2021
520070,BUILDING,BUILDING,411558.8424N,0284112.8370E,523.9,13.9,NO,,NO,1.07.2021
520071,BUILDING,BUILDING,411557.7953N,0284113.6523E,541.8,31.1,NO,,NO,1.07.2021
520072,BUILDING,BUILDING,411557.8931N,0284113.7569E,539.6,28.8,NO,,NO,1.07.2021
520073,BUILDING,BUILDING,411556.4553N,0284113.3000E,545.7,33.4,NO,,NO,1.07.2021
520074,BUILDING,BUILDING,411556.4661N,0284113.2913E,542.8,30.5,NO,,NO,1.07.2021
520075,BUILDING,BUILDING,411556.9090N,0284113.8161E,546.6,34.3,NO,,NO,1.07.2021
520076,BUILDING,BUILDING,411556.9031N,0284113.8274E,543.5,31.3,NO,,NO,1.07.2021
520077,BUILDING,BUILDING,411557.2188N,0284114.2039E,527.0,15.2,NO,,NO,1.07.2021
520078,BUILDING,BUILDING,411557.2317N,0284114.1859E,527.0,15.2,NO,,NO,1.07.2021
520079,BUILDING,BUILDING,411559.3150N,0284113.4114E,551.3,44.1,NO,,NO,1.07.2021
520080,BUILDING,BUILDING,411559.2815N,0284113.4612E,540.4,33.2,NO,,NO,1.07.2021
520081,BUILDING,BUILDING,411556.5645N,0284102.9911E,548.7,12.8,NO,,NO,1.07.2021
520082,BUILDING,BUILDING,411556.4061N,0284102.2833E,547.2,11.0,NO,,NO,1.07.2021
520083,BUILDING,BUILDING,411556.1167N,0284102.9814E,547.5,10.2,NO,,NO,1.07.2021
520084,BUILDING,BUILDING,411549.8338N,0284110.0087E,552.7,31.4,NO,,NO,1.07.2021
520085,BUILDING,BUILDING,411549.6693N,0284110.0860E,551.3,30.0,NO,,NO,1.07.2021
520086,BUILDING,BUILDING,411550.3075N,0284109.9072E,559.8,35.3,NO,,NO,1.07.2021
520087,BUILDING,BUILDING,411550.2341N,0284109.9399E,558.8,34.3,NO,,NO,1.07.2021
520088,BUILDING,BUILDING,411551.8029N,0284111.1064E,565.7,30.9,NO,,NO,1.07.2021
520089,BUILDING,BUILDING,411552.1183N,0284111.6527E,558.9,25.5,NO,,NO,1.07.2021
520090,BUILDING,BUILDING,411551.3017N,0284112.2485E,546.4,18.3,NO,,NO,1.07.2021
520091,BUILDING,BUILDING,411551.7816N,0284112.8850E,538.5,13.2,NO,,NO,1.07.2021
520092,BUILDING,BUILDING,411550.4703N,0284112.2490E,537.0,12.2,NO,,NO,1.07.2021
520093,BUILDING,BUILDING,411550.1687N,0284112.0136E,534.0,10.1,NO,,NO,1.07.2021
520094,BUILDING,BUILDING,411552.9324N,0284109.2938E,570.7,32.8,NO,,NO,1.07.2021
520095,BUILDING,BUILDING,411553.0926N,0284109.6952E,570.6,33.8,NO,,NO,1.07.2021
520096,BUILDING,BUILDING,411551.3919N,0284109.1690E,549.4,15.6,NO,,NO,1.07.2021
520097,BUILDING,BUILDING,411550.0738N,0284105.4459E,540.9,24.2,NO,,NO,1.07.2021
520098,BUILDING,BUILDING,411550.0527N,0284105.4472E,533.8,17.0,NO,,NO,1.07.2021
520099,BUILDING,BUILDING,411549.3933N,0284105.4895E,526.9,13.3,NO,,NO,1.07.2021
520100,BUILDING,BUILDING,411549.0020N,0284104.5426E,522.0,13.6,NO,,NO,1.07.2021
520101,BUILDING,BUILDING,411550.6714N,0284105.3089E,544.9,25.3,NO,,NO,1.07.2021
520102,BUILDING,BUILDING,411551.0765N,0284107.3459E,558.8,33.0,NO,,NO,1.07.2021
520103,BUILDING,BUILDING,411551.1366N,0284107.9781E,561.9,32.9,NO,,NO,1.07.2021
520104,BUILDING,BUILDING,411551.1390N,0284107.9747E,558.2,29.2,NO,,NO,1.07.2021
520105,BUILDING,BUILDING,411554.3267N,0284100.8193E,566.0,27.7,NO,,NO,1.07.2021
520106,BUILDING,BUILDING,411554.3324N,0284100.8049E,561.1,22.8,NO,,NO,1.07.2021
520117,BUILDING,BUILDING,411548.9770N,0284054.2101E,483.4,9.3,NO,,NO,1.07.2021
520119,BUILDING,BUILDING,411553.8935N,0284108.2166E,545.5,10.8,NO,,NO,1.07.2021
520121,BUILDING,BUILDING,411550.4294N,0284108.0705E,530.8,8.2,NO,,NO,1.07.2021
520123,BUILDING,BUILDING,411549.9050N,0284030.5675E,498.4,35.5,NO,,NO,1.07.2021
520127,BUILDING,BUILDING,411549.4938N,0284031.7176E,481.2,16.3,NO,,NO,1.07.2021
520128,BUILDING,BUILDING,411547.4615N,0284043.0785E,528.9,16.9,NO,,NO,1.07.2021
520129,BUILDING,BUILDING,411548.0900N,0284043.4556E,532.4,15.3,NO,,NO,1.07.2021
520130,BUILDING,BUILDING,411548.9389N,0284041.5175E,551.7,33.2,NO,,NO,1.07.2021
520131,BUILDING,BUILDING,411549.2363N,0284044.5135E,546.4,24.9,NO,,NO,1.07.2021
520132,BUILDING,BUILDING,411553.0366N,0284042.2907E,534.6,22.4,NO,,NO,1.07.2021
520133,BUILDING,BUILDING,411553.0356N,0284042.2580E,536.7,24.5,NO,,NO,1.07.2021
520134,BUILDING,BUILDING,411545.8689N,0284049.9157E,489.6,11.2,NO,,NO,1.07.2021
520135,BUILDING,BUILDING,411553.3588N,0284049.4253E,545.0,28.3,NO,,NO,1.07.2021
520136,BUILDING,BUILDING,411552.3755N,0284045.8078E,540.6,11.1,NO,,NO,1.07.2021
520138,BUILDING,BUILDING,411545.2875N,0284037.3904E,473.3,25.2,NO,,NO,1.07.2021
520139,BUILDING,BUILDING,411547.6291N,0284051.2684E,514.6,35.3,NO,,NO,1.07.2021
520140,BUILDING,BUILDING,411547.7164N,0284051.3760E,512.5,33.2,NO,,NO,1.07.2021
520141,BUILDING,BUILDING,411547.3517N,0284050.9148E,506.2,24.6,NO,,NO,1.07.2021
520142,BUILDING,BUILDING,411547.3751N,0284050.8922E,503.8,22.3,NO,,NO,1.07.2021
520143,BUILDING,BUILDING,411551.2214N,0284038.3768E,496.3,10.0,NO,,NO,1.07.2021
520144,BUILDING,BUILDING,411553.5779N,0284039.6608E,504.8,19.6,NO,,NO,1.07.2021
520145,BUILDING,BUILDING,411553.6186N,0284039.5537E,504.8,19.6,NO,,NO,1.07.2021
520146,BUILDING,BUILDING,411554.5236N,0284039.1285E,499.3,31.4,NO,,NO,1.07.2021
520147,BUILDING,BUILDING,411554.5926N,0284039.3009E,497.5,29.6,NO,,NO,1.07.2021
520150,BUILDING,BUILDING,411555.1808N,0284048.6738E,530.1,26.9,NO,,NO,1.07.2021
520151,BUILDING,BUILDING,411555.7414N,0284046.9926E,516.4,17.8,NO,,NO,1.07.2021
520152,BUILDING,BUILDING,411552.5407N,0284046.4282E,558.2,29.8,NO,,NO,1.07.2021
520153,BUILDING,BUILDING,411549.7495N,0284040.4358E,540.7,29.8,NO,,NO,1.07.2021
520154,BUILDING,BUILDING,411549.7032N,0284040.5683E,538.4,27.4,NO,,NO,1.07.2021
520155,BUILDING,BUILDING,411549.6349N,0284040.2013E,536.5,27.9,NO,,NO,1.07.2021
520156,BUILDING,BUILDING,411549.7599N,0284040.1555E,534.7,26.2,NO,,NO,1.07.2021
520157,BUILDING,BUILDING,411548.2974N,0284038.5831E,517.0,19.6,NO,,NO,1.07.2021
520158,BUILDING,BUILDING,411548.4500N,0284043.3526E,536.6,18.1,NO,,NO,1.07.2021
520159,BUILDING,BUILDING,411546.8221N,0284044.9496E,543.2,39.9,NO,,NO,1.07.2021
520160,BUILDING,BUILDING,411546.7265N,0284044.0820E,529.4,24.4,NO,,NO,1.07.2021
520161,BUILDING,BUILDING,411546.7563N,0284044.0684E,530.8,25.8,NO,,NO,1.07.2021
520162,BUILDING,BUILDING,411550.0298N,0284051.1419E,505.4,9.3,NO,,NO,1.07.2021
520163,BUILDING,BUILDING,411550.4871N,0284051.2648E,505.6,8.7,NO,,NO,1.07.2021
520164,BUILDING,BUILDING,411552.2898N,0284051.6635E,509.3,9.4,NO,,NO,1.07.2021
520165,BUILDING,BUILDING,411551.9778N,0284042.3514E,553.1,34.0,NO,,NO,1.07.2021
520167,BUILDING,BUILDING,411554.1053N,0284046.4111E,531.5,12.1,NO,,NO,1.07.2021
520168,BUILDING,BUILDING,411553.0568N,0284043.0650E,528.4,11.6,NO,,NO,1.07.2021
520169,BUILDING,BUILDING,411553.0444N,0284043.0193E,532.2,15.4,NO,,NO,1.07.2021
520170,BUILDING,BUILDING,411551.6688N,0284041.7630E,530.6,13.7,NO,,NO,1.07.2021
520171,BUILDING,BUILDING,411551.6682N,0284041.7670E,530.6,13.7,NO,,NO,1.07.2021
520172,BUILDING,BUILDING,411552.2058N,0284040.2595E,537.1,36.4,NO,,NO,1.07.2021
520173,BUILDING,BUILDING,411552.2953N,0284039.7947E,531.8,36.4,NO,,NO,1.07.2021
520174,BUILDING,BUILDING,411554.1348N,0284040.0923E,512.8,25.6,NO,,NO,1.07.2021
520175,BUILDING,BUILDING,411548.6330N,0284035.0738E,487.1,10.7,NO,,NO,1.07.2021
520176,BUILDING,BUILDING,411546.6767N,0284034.6470E,498.7,34.6,NO,,NO,1.07.2021
520177,BUILDING,BUILDING,411546.4600N,0284035.0040E,498.6,35.8,NO,,NO,1.07.2021
520179,BUILDING,BUILDING,411551.4776N,0284030.9535E,480.0,43.2,NO,,NO,1.07.2021
520180,BUILDING,BUILDING,411551.0024N,0284031.6606E,480.0,42.2,NO,,NO,1.07.2021
520181,BUILDING,BUILDING,411552.1144N,0284043.3515E,543.4,19.7,NO,,NO,1.07.2021
520182,BUILDING,BUILDING,411552.1305N,0284043.3339E,547.9,24.2,NO,,NO,1.07.2021
520183,BUILDING,BUILDING,411554.4280N,0284047.3192E,528.4,11.5,NO,,NO,1.07.2021
520184,BUILDING,BUILDING,411555.8766N,0284049.2048E,535.0,42.1,NO,,NO,1.07.2021
520185,BUILDING,BUILDING,411555.8980N,0284048.8437E,508.5,15.6,NO,,NO,1.07.2021
520186,BUILDING,BUILDING,411556.1871N,0284048.1366E,503.0,9.4,NO,,NO,1.07.2021
520187,BUILDING,BUILDING,411552.7308N,0284047.2494E,551.9,24.8,NO,,NO,1.07.2021
520188,BUILDING,BUILDING,411553.1109N,0284047.0826E,537.3,12.0,NO,,NO,1.07.2021
520189,BUILDING,BUILDING,411550.1743N,0284051.6078E,524.0,30.4,NO,,NO,1.07.2021
520190,BUILDING,BUILDING,411549.8474N,0284051.8808E,501.4,10.7,NO,,NO,1.07.2021
520191,BUILDING,BUILDING,411549.8576N,0284051.8678E,505.9,15.2,NO,,NO,1.07.2021
520192,BUILDING,BUILDING,411546.6804N,0284036.7091E,504.4,32.4,NO,,NO,1.07.2021
520193,BUILDING,BUILDING,411546.6814N,0284036.7106E,512.9,41.0,NO,,NO,1.07.2021
520194,BUILDING,BUILDING,411546.4147N,0284033.5950E,477.3,19.6,NO,,NO,1.07.2021
520195,BUILDING,BUILDING,411546.9325N,0284033.7250E,472.6,5.0,NO,,NO,1.07.2021
520196,BUILDING,BUILDING,411550.6139N,0284050.2570E,515.9,14.0,NO,,NO,1.07.2021
520204,BUILDING,BUILDING,411615.3478N,0284137.4482E,518.3,29.8,NO,,NO,1.07.2021
520254,BUILDING,BUILDING,411613.8417N,0284136.2821E,483.1,20.7,NO,,NO,1.07.2021
520255,BUILDING,BUILDING,411613.6693N,0284136.9141E,492.6,25.9,NO,,NO,1.07.2021
520257,BUILDING,BUILDING,411616.9046N,0284131.4836E,489.5,20.5,NO,,NO,1.07.2021
520258,BUILDING,BUILDING,411616.9772N,0284129.3657E,476.5,28.1,NO,,NO,1.07.2021
520260,BUILDING,BUILDING,411616.1029N,0284131.3580E,479.6,15.5,NO,,NO,1.07.2021
520261,BUILDING,BUILDING,411617.4787N,0284131.7018E,499.5,29.1,NO,,NO,1.07.2021
520262,BUILDING,BUILDING,411617.9149N,0284132.2988E,486.4,11.2,NO,,NO,1.07.2021
520265,BUILDING,BUILDING,411617.6878N,0284133.5214E,496.3,10.7,NO,,NO,1.07.2021
520266,BUILDING,BUILDING,411618.2177N,0284135.9731E,512.5,9.4,NO,,NO,1.07.2021
520267,BUILDING,BUILDING,411617.7462N,0284136.2050E,535.1,31.4,NO,,NO,1.07.2021
520268,BUILDING,BUILDING,411617.3920N,0284136.8847E,522.5,16.2,NO,,NO,1.07.2021
520269,BUILDING,BUILDING,411617.7661N,0284136.8039E,517.1,10.0,NO,,NO,1.07.2021
520270,BUILDING,BUILDING,411615.5509N,0284136.3632E,507.1,27.2,NO,,NO,1.07.2021
520272,BUILDING,BUILDING,411620.6769N,0284132.6596E,488.2,22.5,NO,,NO,1.07.2021
520273,BUILDING,BUILDING,411619.8342N,0284131.8637E,491.3,31.6,NO,,NO,1.07.2021
520275,BUILDING,BUILDING,411621.4821N,0284133.3372E,481.0,14.7,NO,,NO,1.07.2021
520334,BUILDING,BUILDING,411613.9450N,0284128.5257E,474.1,37.7,NO,,NO,1.07.2021
520337,BUILDING,BUILDING,411617.2508N,0284133.0055E,492.7,11.8,NO,,NO,1.07.2021
520385,BUILDING,BUILDING,411618.3760N,0284134.5075E,515.1,21.0,NO,,NO,1.07.2021
520389,BUILDING,BUILDING,411553.5935N,0284104.4004E,547.1,10.1,NO,,NO,1.07.2021
520390,BUILDING,BUILDING,411554.1461N,0284104.6950E,547.1,9.5,NO,,NO,1.07.2021
520391,BUILDING,BUILDING,411554.9469N,0284115.1947E,527.0,11.2,NO,,NO,1.07.2021
520392,BUILDING,BUILDING,411554.1823N,0284110.5883E,552.1,19.3,NO,,NO,1.07.2021
520393,BUILDING,BUILDING,411548.9640N,0284109.5101E,537.5,16.9,NO,,NO,1.07.2021
520394,BUILDING,BUILDING,411553.9381N,0284110.4146E,551.0,18.6,NO,,NO,1.07.2021
520395,BUILDING,BUILDING,411550.7934N,0284109.4923E,544.2,17.8,NO,,NO,1.07.2021
520396,BUILDING,BUILDING,411552.3196N,0284104.2411E,539.0,16.5,NO,,NO,1.07.2021
520397,BUILDING,BUILDING,411553.0364N,0284105.2155E,545.2,15.9,NO,,NO,1.07.2021
520398,BUILDING,BUILDING,411549.2564N,0284054.7465E,486.6,9.9,NO,,NO,1.07.2021
520399,BUILDING,BUILDING,411552.6697N,0284046.3421E,559.9,32.9,NO,,NO,1.07.2021
520401,BUILDING,BUILDING,411557.8573N,0284115.1397E,545.6,35.3,NO,,NO,1.07.2021
520403,BUILDING,BUILDING,411614.4004N,0284128.6413E,475.3,37.3,NO,,NO,1.07.2021
520408,BUILDING,BUILDING,411617.5777N,0284130.6921E,476.3,15.2,NO,,NO,1.07.2021
520426,BUILDING,BUILDING,411615.6862N,0284132.2763E,486.7,25.6,NO,,NO,1.07.2021
520427,BUILDING,BUILDING,411618.2803N,0284133.3523E,490.1,5.9,NO,,NO,1.07.2021
520442,BUILDING,BUILDING,411617.2365N,0284134.9910E,502.8,8.6,NO,,NO,1.07.2021
520464,BUILDING,BUILDING,411618.3927N,0284135.2777E,507.0,8.6,NO,,NO,1.07.2021
520465,BUILDING,BUILDING,411618.0505N,0284135.1707E,504.7,7.2,NO,,NO,1.07.2021
520466,BUILDING,BUILDING,411618.0578N,0284134.4564E,500.0,6.5,NO,,NO,1.07.2021
520481,BUILDING,BUILDING,411614.6084N,0284147.4052E,521.5,16.4,NO,,NO,1.07.2021
520482,BUILDING,BUILDING,411614.6161N,0284147.3932E,523.4,18.4,NO,,NO,1.07.2021
520483,BUILDING,BUILDING,411612.2611N,0284139.4393E,474.0,7.9,NO,,NO,1.07.2021
520484,BUILDING,BUILDING,411611.2858N,0284140.9448E,487.1,25.1,NO,,NO,1.07.2021
520485,BUILDING,BUILDING,411613.5982N,0284141.1538E,514.5,24.0,NO,,NO,1.07.2021
520486,BUILDING,BUILDING,411615.7627N,0284140.9884E,535.5,23.2,NO,,NO,1.07.2021
520487,BUILDING,BUILDING,411616.6063N,0284138.8431E,529.2,18.9,NO,,NO,1.07.2021
520488,BUILDING,BUILDING,411611.4735N,0284145.4305E,501.0,29.4,NO,,NO,1.07.2021
520491,BUILDING,BUILDING,411616.9062N,0284137.7578E,523.1,15.1,NO,,NO,1.07.2021
520493,BUILDING,BUILDING,411611.8010N,0284146.3694E,507.3,33.2,NO,,NO,1.07.2021
520494,BUILDING,BUILDING,411611.8187N,0284146.3863E,507.5,33.5,NO,,NO,1.07.2021
520495,BUILDING,BUILDING,411611.0365N,0284145.2452E,484.4,20.2,NO,,NO,1.07.2021
520498,BUILDING,BUILDING,411611.2050N,0284141.5118E,475.2,14.3,NO,,NO,1.07.2021
520504,BUILDING,BUILDING,411616.4424N,0284140.2232E,521.3,6.9,NO,,NO,1.07.2021
520505,BUILDING,BUILDING,411616.1486N,0284140.0793E,528.9,17.4,NO,,NO,1.07.2021
520506,BUILDING,BUILDING,411611.8842N,0284139.1559E,480.3,24.3,NO,,NO,1.07.2021
520509,BUILDING,BUILDING,411610.5973N,0284145.1655E,473.3,16.7,NO,,NO,1.07.2021
520510,BUILDING,BUILDING,411610.7395N,0284145.0248E,476.7,20.2,NO,,NO,1.07.2021
520511,BUILDING,BUILDING,411614.8215N,0284146.5470E,540.2,29.1,NO,,NO,1.07.2021
520512,BUILDING,BUILDING,411610.4624N,0284140.6995E,476.6,34.9,NO,,NO,1.07.2021
520514,BUILDING,BUILDING,411611.6864N,0284139.6569E,484.2,26.3,NO,,NO,1.07.2021
520515,BUILDING,BUILDING,411611.4778N,0284140.2725E,484.5,23.7,NO,,NO,1.07.2021
520516,BUILDING,BUILDING,411612.1558N,0284145.4848E,497.7,20.4,NO,,NO,1.07.2021
520517,BUILDING,BUILDING,411613.3472N,0284143.9486E,501.5,14.2,NO,,NO,1.07.2021
520518,BUILDING,BUILDING,411613.3332N,0284143.9475E,497.9,10.6,NO,,NO,1.07.2021
520519,BUILDING,BUILDING,411614.2634N,0284139.0601E,497.1,8.9,NO,,NO,1.07.2021
520523,BUILDING,BUILDING,411614.0963N,0284146.6553E,510.8,10.5,NO,,NO,1.07.2021
520524,BUILDING,BUILDING,411614.0371N,0284147.1868E,504.8,7.4,NO,,NO,1.07.2021
520525,BUILDING,BUILDING,411616.3270N,0284142.9121E,532.5,4.4,NO,,NO,1.07.2021
520544,BUILDING,BUILDING,411556.7913N,0284124.7373E,493.9,22.6,NO,,NO,1.07.2021
520546,BUILDING,BUILDING,411556.3773N,0284129.4021E,479.0,6.7,NO,,NO,1.07.2021
520547,BUILDING,BUILDING,411556.5796N,0284125.7987E,495.3,28.6,NO,,NO,1.07.2021
520548,BUILDING,BUILDING,411557.2176N,0284127.2084E,506.2,24.1,NO,,NO,1.07.2021
520549,BUILDING,BUILDING,411557.3134N,0284128.6101E,503.6,17.3,NO,,NO,1.07.2021
520550,BUILDING,BUILDING,411600.2237N,0284120.0269E,492.2,9.9,NO,,NO,1.07.2021
520551,BUILDING,BUILDING,411556.5885N,0284130.3272E,481.7,11.3,NO,,NO,1.07.2021
520557,BUILDING,BUILDING,411601.7848N,0284124.2711E,517.7,22.3,NO,,NO,1.07.2021
520558,BUILDING,BUILDING,411600.8661N,0284132.3195E,485.0,13.9,NO,,NO,1.07.2021
520559,BUILDING,BUILDING,411559.6707N,0284129.9115E,502.7,9.4,NO,,NO,1.07.2021
520563,BUILDING,BUILDING,411602.2388N,0284131.5136E,480.1,17.7,NO,,NO,1.07.2021
520564,BUILDING,BUILDING,411558.7391N,0284118.1733E,518.1,24.7,NO,,NO,1.07.2021
520565,BUILDING,BUILDING,411555.7102N,0284124.3558E,481.4,20.3,NO,,NO,1.07.2021
520566,BUILDING,BUILDING,411556.5867N,0284125.2472E,481.9,15.4,NO,,NO,1.07.2021
520567,BUILDING,BUILDING,411557.2540N,0284123.8678E,493.3,14.9,NO,,NO,1.07.2021
520568,BUILDING,BUILDING,411556.9352N,0284129.5275E,503.3,23.9,NO,,NO,1.07.2021
520571,BUILDING,BUILDING,411559.9933N,0284116.5950E,492.3,11.2,NO,,NO,1.07.2021
520573,BUILDING,BUILDING,411556.7539N,0284126.7556E,486.1,9.9,NO,,NO,1.07.2021
520575,BUILDING,BUILDING,411559.4727N,0284117.9286E,497.5,12.3,NO,,NO,1.07.2021
520576,BUILDING,BUILDING,411559.4364N,0284117.8866E,507.3,22.1,NO,,NO,1.07.2021
520577,BUILDING,BUILDING,411557.9509N,0284115.6473E,517.0,8.8,NO,,NO,1.07.2021
520578,BUILDING,BUILDING,411557.7682N,0284115.8439E,517.2,10.2,NO,,NO,1.07.2021
520579,BUILDING,BUILDING,411558.6007N,0284117.1594E,518.6,22.7,NO,,NO,1.07.2021
520580,BUILDING,BUILDING,411559.7944N,0284119.4004E,513.2,29.0,NO,,NO,1.07.2021
520581,BUILDING,BUILDING,411558.8652N,0284127.2755E,520.0,27.0,NO,,NO,1.07.2021
520582,BUILDING,BUILDING,411558.4083N,0284129.3401E,520.2,28.1,NO,,NO,1.07.2021
520583,BUILDING,BUILDING,411558.9466N,0284130.7174E,522.1,36.7,NO,,NO,1.07.2021
520584,BUILDING,BUILDING,411559.0326N,0284131.4531E,512.5,31.4,NO,,NO,1.07.2021
520585,BUILDING,BUILDING,411559.8397N,0284133.1763E,481.0,12.3,NO,,NO,1.07.2021
520586,BUILDING,BUILDING,411601.5234N,0284130.0629E,502.7,15.4,NO,,NO,1.07.2021
520587,BUILDING,BUILDING,411600.8192N,0284125.5997E,530.6,33.3,NO,,NO,1.07.2021
520588,BUILDING,BUILDING,411602.2305N,0284126.1604E,517.8,24.2,NO,,NO,1.07.2021
520589,BUILDING,BUILDING,411603.1861N,0284120.6390E,503.3,31.6,NO,,NO,1.07.2021
520590,BUILDING,BUILDING,411603.2964N,0284119.8951E,485.4,19.3,NO,,NO,1.07.2021
520591,BUILDING,BUILDING,411601.9403N,0284120.2999E,488.8,15.7,NO,,NO,1.07.2021
520599,BUILDING,BUILDING,411557.4277N,0284122.8329E,506.0,21.8,NO,,NO,1.07.2021
520600,BUILDING,BUILDING,411557.3134N,0284122.4369E,498.7,14.4,NO,,NO,1.07.2021
520601,BUILDING,BUILDING,411557.0852N,0284122.1022E,495.6,12.3,NO,,NO,1.07.2021
520602,BUILDING,BUILDING,411556.3732N,0284121.8800E,498.9,22.4,NO,,NO,1.07.2021
520603,BUILDING,BUILDING,411556.5242N,0284122.7168E,511.0,36.2,NO,,NO,1.07.2021
520604,BUILDING,BUILDING,411557.8557N,0284124.4533E,499.3,16.8,NO,,NO,1.07.2021
520605,BUILDING,BUILDING,411557.2932N,0284124.3799E,496.9,20.0,NO,,NO,1.07.2021
520606,BUILDING,BUILDING,411556.6175N,0284123.7236E,491.4,18.7,NO,,NO,1.07.2021
520607,BUILDING,BUILDING,411556.9579N,0284123.9192E,487.3,12.0,NO,,NO,1.07.2021
520608,BUILDING,BUILDING,411555.1435N,0284124.0547E,481.7,26.5,NO,,NO,1.07.2021
520609,BUILDING,BUILDING,411555.9340N,0284123.3375E,493.5,26.0,NO,,NO,1.07.2021
520610,BUILDING,BUILDING,411555.8237N,0284122.3578E,489.3,19.5,NO,,NO,1.07.2021
520611,BUILDING,BUILDING,411555.6358N,0284121.4861E,485.5,14.2,NO,,NO,1.07.2021
520612,BUILDING,BUILDING,411554.9990N,0284121.1825E,489.7,22.0,NO,,NO,1.07.2021
520613,BUILDING,BUILDING,411555.7878N,0284128.6754E,487.5,23.9,NO,,NO,1.07.2021
