Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude ( N ),Longitude ( E ),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,SURVEY_DATE
495078,UTILITY_POLE,POLE,411613.3485N,0284139.8598E,509.6,24.5,NO,,NO,1.07.2021
495079,UTILITY_POLE,POLE,411613.8563N,0284137.9377E,496.7,20.0,NO,,NO,1.07.2021
495080,UTILITY_POLE,POLE,411615.2763N,0284145.6719E,535.3,17.0,NO,,NO,1.07.2021
495081,UTILITY_POLE,POLE,411615.7725N,0284143.0021E,534.4,16.1,NO,,NO,1.07.2021
495082,UTILITY_POLE,POLE,411615.7465N,0284141.8010E,532.1,16.4,NO,,NO,1.07.2021
495083,UTILITY_POLE,POLE,411616.5165N,0284140.5309E,542.7,23.6,NO,,NO,1.07.2021
495084,UTILITY_POLE,POLE,411617.0080N,0284138.9775E,535.8,19.6,NO,,NO,1.07.2021
495090,UTILITY_POLE,POLE,411618.1570N,0284132.5165E,503.6,27.3,NO,,NO,1.07.2021
495091,UTILITY_POLE,POLE,411618.3424N,0284131.3685E,491.2,29.5,NO,,NO,1.07.2021
495099,UTILITY_POLE,POLE,411551.0584N,0284030.5249E,473.1,28.4,NO,,NO,1.07.2021
495100,UTILITY_POLE,POLE,411549.2668N,0284030.9947E,493.4,27.5,NO,,NO,1.07.2021
495101,UTILITY_POLE,POLE,411548.7932N,0284030.5303E,494.8,25.8,NO,,NO,1.07.2021
495102,UTILITY_POLE,POLE,411548.7494N,0284030.4414E,494.8,25.8,NO,,NO,1.07.2021
495103,UTILITY_POLE,POLE,411549.0177N,0284031.9405E,500.0,31.0,NO,,NO,1.07.2021
495104,UTILITY_POLE,POLE,411547.5308N,0284030.4454E,490.0,26.6,NO,,NO,1.07.2021
495105,UTILITY_POLE,POLE,411546.6405N,0284030.2174E,486.4,28.8,NO,,NO,1.07.2021
495106,UTILITY_POLE,POLE,411545.9802N,0284030.4634E,472.9,24.0,NO,,NO,1.07.2021
495107,UTILITY_POLE,POLE,411546.3425N,0284031.7474E,478.7,26.1,NO,,NO,1.07.2021
495109,UTILITY_POLE,POLE,411545.8598N,0284033.3464E,480.6,28.7,NO,,NO,1.07.2021
495110,UTILITY_POLE,POLE,411545.5049N,0284034.7774E,481.9,28.5,NO,,NO,1.07.2021
495111,UTILITY_POLE,POLE,411545.2835N,0284036.4503E,474.5,25.4,NO,,NO,1.07.2021
495112,UTILITY_POLE,POLE,411548.4807N,0284033.8247E,504.0,32.5,NO,,NO,1.07.2021
495113,UTILITY_POLE,POLE,411547.9368N,0284035.7131E,510.3,33.0,NO,,NO,1.07.2021
495114,UTILITY_POLE,POLE,411547.5245N,0284037.2439E,513.7,32.0,NO,,NO,1.07.2021
495115,UTILITY_POLE,POLE,411549.7030N,0284037.9665E,520.1,28.6,NO,,NO,1.07.2021
495116,UTILITY_POLE,POLE,411550.6880N,0284038.4801E,521.3,29.8,NO,,NO,1.07.2021
495117,UTILITY_POLE,POLE,411551.5805N,0284039.9651E,531.3,29.5,NO,,NO,1.07.2021
495118,UTILITY_POLE,POLE,411552.9433N,0284039.5690E,518.2,28.9,NO,,NO,1.07.2021
495119,UTILITY_POLE,POLE,411553.6514N,0284040.0825E,517.6,26.0,NO,,NO,1.07.2021
495120,UTILITY_POLE,POLE,411554.2584N,0284040.9673E,522.1,29.5,NO,,NO,1.07.2021
495121,UTILITY_POLE,POLE,411553.5283N,0284041.9326E,535.1,29.7,NO,,NO,1.07.2021
495122,UTILITY_POLE,POLE,411551.7313N,0284044.1084E,557.8,29.1,NO,,NO,1.07.2021
495123,UTILITY_POLE,POLE,411551.1833N,0284042.6712E,553.4,29.1,NO,,NO,1.07.2021
495124,UTILITY_POLE,POLE,411551.2971N,0284042.6862E,553.4,28.7,NO,,NO,1.07.2021
495125,UTILITY_POLE,POLE,411550.2748N,0284042.5470E,551.6,27.8,NO,,NO,1.07.2021
495126,UTILITY_POLE,POLE,411549.4071N,0284043.7653E,551.6,28.9,NO,,NO,1.07.2021
495127,UTILITY_POLE,POLE,411548.5076N,0284042.5369E,548.7,28.8,NO,,NO,1.07.2021
495128,UTILITY_POLE,POLE,411547.7237N,0284042.6275E,540.7,27.5,NO,,NO,1.07.2021
495129,UTILITY_POLE,POLE,411549.1680N,0284041.2699E,545.9,29.0,NO,,NO,1.07.2021
495130,UTILITY_POLE,POLE,411549.2251N,0284039.7205E,535.7,29.9,NO,,NO,1.07.2021
495131,UTILITY_POLE,POLE,411546.9816N,0284039.3311E,517.8,32.1,NO,,NO,1.07.2021
495132,UTILITY_POLE,POLE,411546.4198N,0284041.1163E,521.4,33.0,NO,,NO,1.07.2021
495133,UTILITY_POLE,POLE,411545.9129N,0284041.1948E,498.0,16.7,NO,,NO,1.07.2021
495150,UTILITY_POLE,POLE,411557.1628N,0284050.9272E,495.6,27.5,NO,,NO,1.07.2021
495151,UTILITY_POLE,POLE,411556.2190N,0284051.6921E,490.1,25.6,NO,,NO,1.07.2021
495152,UTILITY_POLE,POLE,411555.2129N,0284052.4353E,487.4,30.0,NO,,NO,1.07.2021
495154,UTILITY_POLE,POLE,411553.6414N,0284054.5095E,477.9,26.8,NO,,NO,1.07.2021
495155,UTILITY_POLE,POLE,411552.5728N,0284055.3910E,489.5,18.9,NO,,NO,1.07.2021
495156,UTILITY_POLE,POLE,411552.9942N,0284052.2756E,513.3,22.1,NO,,NO,1.07.2021
495157,UTILITY_POLE,POLE,411552.4446N,0284048.2944E,543.1,17.5,NO,,NO,1.07.2021
495158,UTILITY_POLE,POLE,411552.9245N,0284049.3354E,545.0,25.8,NO,,NO,1.07.2021
495159,UTILITY_POLE,POLE,411553.8335N,0284048.8587E,539.9,22.3,NO,,NO,1.07.2021
495160,UTILITY_POLE,POLE,411554.8229N,0284048.5708E,536.9,27.8,NO,,NO,1.07.2021
495161,UTILITY_POLE,POLE,411556.4276N,0284046.5148E,508.7,23.8,NO,,NO,1.07.2021
495162,UTILITY_POLE,POLE,411552.1288N,0284045.5404E,559.4,29.2,NO,,NO,1.07.2021
495163,UTILITY_POLE,POLE,411552.1998N,0284047.1698E,559.2,30.5,NO,,NO,1.07.2021
495164,UTILITY_POLE,POLE,411545.4209N,0284044.1489E,526.1,32.8,NO,,NO,1.07.2021
495165,UTILITY_POLE,POLE,411545.7650N,0284042.6631E,523.9,31.8,NO,,NO,1.07.2021
495166,UTILITY_POLE,POLE,411545.6330N,0284045.1874E,528.5,33.5,NO,,NO,1.07.2021
495167,UTILITY_POLE,POLE,411546.2903N,0284047.0049E,522.1,31.9,NO,,NO,1.07.2021
495168,UTILITY_POLE,POLE,411547.0115N,0284048.7098E,527.2,34.8,NO,,NO,1.07.2021
495169,UTILITY_POLE,POLE,411547.9151N,0284049.9658E,522.6,30.5,NO,,NO,1.07.2021
495170,UTILITY_POLE,POLE,411545.5490N,0284050.0513E,495.2,19.2,NO,,NO,1.07.2021
495171,UTILITY_POLE,POLE,411545.3506N,0284052.2657E,484.7,21.0,NO,,NO,1.07.2021
495173,UTILITY_POLE,POLE,411545.5965N,0284056.5276E,473.6,28.6,NO,,NO,1.07.2021
495174,UTILITY_POLE,POLE,411546.2985N,0284058.7171E,475.6,22.5,NO,,NO,1.07.2021
495175,UTILITY_POLE,POLE,411546.8497N,0284058.4795E,482.6,26.4,NO,,NO,1.07.2021
495176,UTILITY_POLE,POLE,411547.2827N,0284057.0812E,474.1,15.3,NO,,NO,1.07.2021
495177,UTILITY_POLE,POLE,411547.3942N,0284057.0450E,474.1,14.3,NO,,NO,1.07.2021
495178,UTILITY_POLE,POLE,411547.4642N,0284056.5245E,487.2,27.6,NO,,NO,1.07.2021
495179,UTILITY_POLE,POLE,411547.7289N,0284056.5286E,489.7,27.1,NO,,NO,1.07.2021
495180,UTILITY_POLE,POLE,411547.3744N,0284055.0071E,490.6,29.1,NO,,NO,1.07.2021
495181,UTILITY_POLE,POLE,411546.5345N,0284053.4800E,482.6,21.9,NO,,NO,1.07.2021
495182,UTILITY_POLE,POLE,411547.4800N,0284052.6029E,494.0,25.3,NO,,NO,1.07.2021
495183,UTILITY_POLE,POLE,411548.8264N,0284051.0499E,521.3,31.9,NO,,NO,1.07.2021
495184,UTILITY_POLE,POLE,411549.9833N,0284052.5384E,520.9,34.6,NO,,NO,1.07.2021
495185,UTILITY_POLE,POLE,411550.4346N,0284053.7662E,521.7,33.2,NO,,NO,1.07.2021
495186,UTILITY_POLE,POLE,411550.0159N,0284054.2489E,506.7,24.2,NO,,NO,1.07.2021
495187,UTILITY_POLE,POLE,411550.9087N,0284055.9513E,522.9,33.4,NO,,NO,1.07.2021
495188,UTILITY_POLE,POLE,411550.0364N,0284056.6372E,513.5,28.1,NO,,NO,1.07.2021
495189,UTILITY_POLE,POLE,411548.7884N,0284056.5617E,493.9,22.4,NO,,NO,1.07.2021
495190,UTILITY_POLE,POLE,411549.2567N,0284058.4771E,497.2,18.2,NO,,NO,1.07.2021
495191,UTILITY_POLE,POLE,411550.5117N,0284057.1527E,509.9,18.6,NO,,NO,1.07.2021
495192,UTILITY_POLE,POLE,411551.0812N,0284057.6907E,528.8,32.8,NO,,NO,1.07.2021
495193,UTILITY_POLE,POLE,411550.6679N,0284058.9158E,522.5,22.5,NO,,NO,1.07.2021
495194,UTILITY_POLE,POLE,411550.7175N,0284058.5984E,516.1,17.4,NO,,NO,1.07.2021
495195,UTILITY_POLE,POLE,411551.4668N,0284101.3684E,541.7,33.2,NO,,NO,1.07.2021
495196,UTILITY_POLE,POLE,411551.2499N,0284104.6838E,543.3,22.8,NO,,NO,1.07.2021
495197,UTILITY_POLE,POLE,411550.3673N,0284105.7160E,538.8,20.1,NO,,NO,1.07.2021
495198,UTILITY_POLE,POLE,411551.3842N,0284105.7715E,551.2,25.1,NO,,NO,1.07.2021
495199,UTILITY_POLE,POLE,411551.4533N,0284106.4415E,548.5,19.6,NO,,NO,1.07.2021
495200,UTILITY_POLE,POLE,411551.7828N,0284105.0454E,556.2,30.2,NO,,NO,1.07.2021
495201,UTILITY_POLE,POLE,411551.9888N,0284106.9549E,565.7,31.7,NO,,NO,1.07.2021
495202,UTILITY_POLE,POLE,411551.9338N,0284107.0943E,565.7,32.5,NO,,NO,1.07.2021
495203,UTILITY_POLE,POLE,411551.4820N,0284106.9176E,548.6,17.4,NO,,NO,1.07.2021
495204,UTILITY_POLE,POLE,411551.5726N,0284107.5658E,556.9,23.9,NO,,NO,1.07.2021
495205,UTILITY_POLE,POLE,411552.3713N,0284106.4036E,554.8,20.5,NO,,NO,1.07.2021
495206,UTILITY_POLE,POLE,411552.7364N,0284105.3755E,554.0,21.7,NO,,NO,1.07.2021
495207,UTILITY_POLE,POLE,411553.3163N,0284105.5195E,555.4,20.3,NO,,NO,1.07.2021
495208,UTILITY_POLE,POLE,411552.7370N,0284102.4923E,549.0,23.1,NO,,NO,1.07.2021
495209,UTILITY_POLE,POLE,411553.1709N,0284101.0773E,557.0,24.1,NO,,NO,1.07.2021
495210,UTILITY_POLE,POLE,411554.2833N,0284101.5643E,564.2,26.4,NO,,NO,1.07.2021
495211,UTILITY_POLE,POLE,411554.2331N,0284056.6469E,517.7,23.9,NO,,NO,1.07.2021
495212,UTILITY_POLE,POLE,411559.2316N,0284058.0830E,484.4,21.3,NO,,NO,1.07.2021
495233,UTILITY_POLE,POLE,411558.9003N,0284108.9549E,482.4,32.1,NO,,NO,1.07.2021
495234,UTILITY_POLE,POLE,411557.6762N,0284109.9890E,509.4,33.2,NO,,NO,1.07.2021
495235,UTILITY_POLE,POLE,411558.0693N,0284110.5405E,499.6,13.9,NO,,NO,1.07.2021
495236,UTILITY_POLE,POLE,411556.6981N,0284110.9198E,526.0,32.5,NO,,NO,1.07.2021
495237,UTILITY_POLE,POLE,411556.0454N,0284111.8241E,533.3,25.1,NO,,NO,1.07.2021
495238,UTILITY_POLE,POLE,411555.6322N,0284111.6355E,543.3,33.1,NO,,NO,1.07.2021
495239,UTILITY_POLE,POLE,411554.7844N,0284112.4744E,552.7,34.0,NO,,NO,1.07.2021
495240,UTILITY_POLE,POLE,411554.4711N,0284112.6540E,555.3,31.9,NO,,NO,1.07.2021
495241,UTILITY_POLE,POLE,411553.6879N,0284112.5548E,561.5,33.5,NO,,NO,1.07.2021
495242,UTILITY_POLE,POLE,411553.3538N,0284111.2891E,561.2,27.1,NO,,NO,1.07.2021
495243,UTILITY_POLE,POLE,411552.7374N,0284111.3688E,560.3,25.3,NO,,NO,1.07.2021
495244,UTILITY_POLE,POLE,411552.7427N,0284110.1541E,563.9,26.6,NO,,NO,1.07.2021
495245,UTILITY_POLE,POLE,411552.1266N,0284110.6416E,565.2,28.2,NO,,NO,1.07.2021
495246,UTILITY_POLE,POLE,411552.1761N,0284108.5806E,570.9,33.4,NO,,NO,1.07.2021
495247,UTILITY_POLE,POLE,411553.5144N,0284108.3426E,559.6,23.0,NO,,NO,1.07.2021
495248,UTILITY_POLE,POLE,411554.4030N,0284108.2492E,550.3,20.1,NO,,NO,1.07.2021
495249,UTILITY_POLE,POLE,411551.3464N,0284110.7884E,562.7,30.7,NO,,NO,1.07.2021
495250,UTILITY_POLE,POLE,411550.1190N,0284110.6537E,555.2,29.7,NO,,NO,1.07.2021
495251,UTILITY_POLE,POLE,411550.0763N,0284111.5297E,539.6,16.0,NO,,NO,1.07.2021
495252,UTILITY_POLE,POLE,411553.2738N,0284120.8314E,484.8,23.9,NO,,NO,1.07.2021
495253,UTILITY_POLE,POLE,411554.2761N,0284120.7785E,489.5,23.8,NO,,NO,1.07.2021
495254,UTILITY_POLE,POLE,411555.0326N,0284120.6398E,494.7,23.6,NO,,NO,1.07.2021
495255,UTILITY_POLE,POLE,411555.5624N,0284119.8452E,506.8,27.2,NO,,NO,1.07.2021
495256,UTILITY_POLE,POLE,411556.0673N,0284121.6420E,499.7,25.4,NO,,NO,1.07.2021
495257,UTILITY_POLE,POLE,411556.5739N,0284119.5271E,508.7,17.9,NO,,NO,1.07.2021
495258,UTILITY_POLE,POLE,411556.7997N,0284119.1043E,523.9,27.8,NO,,NO,1.07.2021
495259,UTILITY_POLE,POLE,411557.6617N,0284118.0320E,523.9,22.4,NO,,NO,1.07.2021
495260,UTILITY_POLE,POLE,411557.5051N,0284118.1547E,516.6,15.1,NO,,NO,1.07.2021
495261,UTILITY_POLE,POLE,411556.8479N,0284116.8910E,538.0,32.1,NO,,NO,1.07.2021
495262,UTILITY_POLE,POLE,411555.8329N,0284115.5267E,538.2,26.3,NO,,NO,1.07.2021
495263,UTILITY_POLE,POLE,411554.8626N,0284114.1778E,549.9,32.0,NO,,NO,1.07.2021
495264,UTILITY_POLE,POLE,411554.2619N,0284113.4286E,543.8,21.3,NO,,NO,1.07.2021
495265,UTILITY_POLE,POLE,411557.6705N,0284112.1430E,523.0,21.1,NO,,NO,1.07.2021
495266,UTILITY_POLE,POLE,411557.7930N,0284114.1089E,533.4,22.2,NO,,NO,1.07.2021
495267,UTILITY_POLE,POLE,411558.6086N,0284113.5065E,539.1,28.4,NO,,NO,1.07.2021
495268,UTILITY_POLE,POLE,411559.0366N,0284112.3852E,539.2,28.8,NO,,NO,1.07.2021
495269,UTILITY_POLE,POLE,411559.9097N,0284111.5553E,542.8,30.9,NO,,NO,1.07.2021
495270,UTILITY_POLE,POLE,411600.7823N,0284110.8369E,538.1,28.3,NO,,NO,1.07.2021
495273,UTILITY_POLE,POLE,411605.1415N,0284124.0094E,491.4,28.5,NO,,NO,1.07.2021
495274,UTILITY_POLE,POLE,411605.1141N,0284124.0639E,484.5,21.3,NO,,NO,1.07.2021
495275,UTILITY_POLE,POLE,411604.3263N,0284123.3337E,503.5,31.1,NO,,NO,1.07.2021
495276,UTILITY_POLE,POLE,411602.7900N,0284122.9535E,517.3,32.8,NO,,NO,1.07.2021
495277,UTILITY_POLE,POLE,411602.7842N,0284123.0558E,517.3,31.4,NO,,NO,1.07.2021
495278,UTILITY_POLE,POLE,411603.0930N,0284122.2571E,497.0,16.1,NO,,NO,1.07.2021
495279,UTILITY_POLE,POLE,411601.4250N,0284121.7788E,511.8,21.1,NO,,NO,1.07.2021
495280,UTILITY_POLE,POLE,411601.2269N,0284122.5736E,522.1,29.4,NO,,NO,1.07.2021
495281,UTILITY_POLE,POLE,411601.2912N,0284122.5385E,522.1,30.2,NO,,NO,1.07.2021
495282,UTILITY_POLE,POLE,411600.2007N,0284121.4635E,519.2,26.1,NO,,NO,1.07.2021
495283,UTILITY_POLE,POLE,411600.5628N,0284121.1024E,514.5,23.0,NO,,NO,1.07.2021
495284,UTILITY_POLE,POLE,411559.4444N,0284120.4378E,523.2,29.0,NO,,NO,1.07.2021
495285,UTILITY_POLE,POLE,411559.6704N,0284120.0051E,513.0,21.0,NO,,NO,1.07.2021
495286,UTILITY_POLE,POLE,411559.1317N,0284119.1836E,516.8,21.7,NO,,NO,1.07.2021
495287,UTILITY_POLE,POLE,411558.6032N,0284119.2749E,529.1,32.2,NO,,NO,1.07.2021
495288,UTILITY_POLE,POLE,411558.7320N,0284118.6727E,518.5,23.2,NO,,NO,1.07.2021
495289,UTILITY_POLE,POLE,411600.1405N,0284118.1703E,502.7,23.6,NO,,NO,1.07.2021
495290,UTILITY_POLE,POLE,411559.3877N,0284116.4243E,513.6,22.6,NO,,NO,1.07.2021
495291,UTILITY_POLE,POLE,411557.8645N,0284117.4932E,525.4,23.3,NO,,NO,1.07.2021
495292,UTILITY_POLE,POLE,411557.0683N,0284116.3952E,525.4,19.8,NO,,NO,1.07.2021
495293,UTILITY_POLE,POLE,411557.2218N,0284120.6318E,509.7,19.1,NO,,NO,1.07.2021
495294,UTILITY_POLE,POLE,411557.5695N,0284121.9018E,518.8,29.9,NO,,NO,1.07.2021
495295,UTILITY_POLE,POLE,411557.8621N,0284123.7723E,496.9,11.4,NO,,NO,1.07.2021
495296,UTILITY_POLE,POLE,411558.3110N,0284124.7832E,515.3,28.7,NO,,NO,1.07.2021
495297,UTILITY_POLE,POLE,411556.3947N,0284123.4549E,501.4,28.7,NO,,NO,1.07.2021
495303,UTILITY_POLE,POLE,411556.0065N,0284124.9371E,482.4,21.2,NO,,NO,1.07.2021
495304,UTILITY_POLE,POLE,411557.1548N,0284124.8299E,504.4,29.2,NO,,NO,1.07.2021
495305,UTILITY_POLE,POLE,411557.5834N,0284126.7525E,511.0,28.1,NO,,NO,1.07.2021
495306,UTILITY_POLE,POLE,411557.9641N,0284127.5747E,516.2,28.6,NO,,NO,1.07.2021
495307,UTILITY_POLE,POLE,411557.7738N,0284128.8070E,518.1,28.1,NO,,NO,1.07.2021
495308,UTILITY_POLE,POLE,411557.1849N,0284129.2145E,505.5,21.4,NO,,NO,1.07.2021
495309,UTILITY_POLE,POLE,411556.0562N,0284130.0627E,477.4,12.8,NO,,NO,1.07.2021
495310,UTILITY_POLE,POLE,411555.9413N,0284129.2588E,494.0,29.6,NO,,NO,1.07.2021
495315,UTILITY_POLE,POLE,411558.5735N,0284130.2468E,509.4,21.0,NO,,NO,1.07.2021
495316,UTILITY_POLE,POLE,411559.5955N,0284129.0918E,523.0,27.0,NO,,NO,1.07.2021
495317,UTILITY_POLE,POLE,411601.7920N,0284126.8266E,522.3,26.2,NO,,NO,1.07.2021
495318,UTILITY_POLE,POLE,411602.1082N,0284125.4235E,512.9,17.3,NO,,NO,1.07.2021
495319,UTILITY_POLE,POLE,411604.4795N,0284125.4793E,499.9,30.5,NO,,NO,1.07.2021
495320,UTILITY_POLE,POLE,411603.8407N,0284126.8567E,503.3,31.3,NO,,NO,1.07.2021
495321,UTILITY_POLE,POLE,411603.4697N,0284127.3555E,498.9,23.7,NO,,NO,1.07.2021
495322,UTILITY_POLE,POLE,411602.7245N,0284129.0073E,499.5,24.8,NO,,NO,1.07.2021
495330,UTILITY_POLE,POLE,411558.7102N,0284134.8485E,473.1,18.6,NO,,NO,1.07.2021
495331,UTILITY_POLE,POLE,411558.4948N,0284134.1173E,479.2,19.8,NO,,NO,1.07.2021
495332,UTILITY_POLE,POLE,411559.2826N,0284133.9250E,486.0,23.8,NO,,NO,1.07.2021
495333,UTILITY_POLE,POLE,411600.4565N,0284133.6834E,479.3,20.3,NO,,NO,1.07.2021
495334,UTILITY_POLE,POLE,411559.6072N,0284135.2147E,475.6,27.0,NO,,NO,1.07.2021
495515,UTILITY_POLE,POLE,411547.4101N,0284024.8950E,493.9,23.9,NO,,NO,1.07.2021
495516,UTILITY_POLE,POLE,411546.1665N,0284025.1521E,498.2,31.5,NO,,NO,1.07.2021
495517,UTILITY_POLE,POLE,411545.1544N,0284025.4654E,493.6,28.5,NO,,NO,1.07.2021
495518,UTILITY_POLE,POLE,411548.6419N,0284024.0103E,502.4,29.0,NO,,NO,1.07.2021
495519,UTILITY_POLE,POLE,411548.3283N,0284022.6840E,495.9,30.4,NO,,NO,1.07.2021
495520,UTILITY_POLE,POLE,411549.4765N,0284022.2038E,503.4,28.5,NO,,NO,1.07.2021
495521,UTILITY_POLE,POLE,411550.0712N,0284021.6516E,505.1,25.0,NO,,NO,1.07.2021
495522,UTILITY_POLE,POLE,411550.1162N,0284027.5984E,495.5,30.3,NO,,NO,1.07.2021
495523,UTILITY_POLE,POLE,411550.6764N,0284025.6403E,499.1,33.5,NO,,NO,1.07.2021
495524,UTILITY_POLE,POLE,411551.4287N,0284023.9421E,503.4,36.7,NO,,NO,1.07.2021
495525,UTILITY_POLE,POLE,411552.7007N,0284022.3402E,501.8,34.5,NO,,NO,1.07.2021
495526,UTILITY_POLE,POLE,411553.8727N,0284021.1088E,505.1,33.7,NO,,NO,1.07.2021
495527,UTILITY_POLE,POLE,411554.7959N,0284019.5309E,497.2,33.0,NO,,NO,1.07.2021
495528,UTILITY_POLE,POLE,411555.9863N,0284018.2950E,489.3,32.1,NO,,NO,1.07.2021
495529,UTILITY_POLE,POLE,411556.9464N,0284017.3929E,483.7,33.5,NO,,NO,1.07.2021
495530,UTILITY_POLE,POLE,411558.1527N,0284016.5193E,474.2,30.3,NO,,NO,1.07.2021
495531,UTILITY_POLE,POLE,411559.1456N,0284015.8383E,475.5,36.9,NO,,NO,1.07.2021
495532,UTILITY_POLE,POLE,411600.2864N,0284015.0707E,482.1,50.3,NO,,NO,1.07.2021
495544,UTILITY_POLE,POLE,411554.7543N,0284017.0833E,492.6,31.2,NO,,NO,1.07.2021
495545,UTILITY_POLE,POLE,411553.4880N,0284017.8237E,497.2,26.4,NO,,NO,1.07.2021
495546,UTILITY_POLE,POLE,411552.4809N,0284018.4216E,511.0,29.3,NO,,NO,1.07.2021
495547,UTILITY_POLE,POLE,411551.4981N,0284018.7818E,516.2,30.1,NO,,NO,1.07.2021
495548,UTILITY_POLE,POLE,411550.4035N,0284018.8320E,516.2,30.1,NO,,NO,1.07.2021
495549,UTILITY_POLE,POLE,411549.8284N,0284020.2263E,504.7,24.3,NO,,NO,1.07.2021
495550,UTILITY_POLE,POLE,411555.9881N,0284015.0067E,485.0,28.4,NO,,NO,1.07.2021
495551,UTILITY_POLE,POLE,411556.1707N,0284014.4765E,478.5,22.0,NO,,NO,1.07.2021
495597,UTILITY_POLE,POLE,411544.7825N,0284044.6047E,528.4,38.9,NO,,NO,1.07.2021
495984,UTILITY_POLE,POLE,411901.3284N,0284330.4846E,306.5,25.3,NO,,NO,1.07.2021
495985,UTILITY_POLE,POLE,411903.1130N,0284330.2192E,314.6,22.2,NO,,NO,1.07.2021
495986,UTILITY_POLE,POLE,411903.4852N,0284331.2881E,327.5,24.2,NO,,NO,1.07.2021
495987,UTILITY_POLE,POLE,411903.7302N,0284332.1238E,330.1,24.3,NO,,NO,1.07.2021
495988,UTILITY_POLE,POLE,411903.4005N,0284334.2268E,330.0,20.6,NO,,NO,1.07.2021
495989,UTILITY_POLE,POLE,411903.9508N,0284333.6640E,336.8,26.5,NO,,NO,1.07.2021
495990,UTILITY_POLE,POLE,411904.7596N,0284332.4000E,332.0,23.5,NO,,NO,1.07.2021
495991,UTILITY_POLE,POLE,411905.4588N,0284331.8630E,329.9,22.1,NO,,NO,1.07.2021
495992,UTILITY_POLE,POLE,411906.6013N,0284332.5725E,341.9,43.5,NO,,NO,1.07.2021
495993,UTILITY_POLE,POLE,411907.2975N,0284332.2846E,322.6,25.2,NO,,NO,1.07.2021
495994,UTILITY_POLE,POLE,411901.1795N,0284335.8167E,330.6,24.0,NO,,NO,1.07.2021
495995,UTILITY_POLE,POLE,411900.2104N,0284331.7592E,300.2,19.6,NO,,NO,1.07.2021
495996,UTILITY_POLE,POLE,411859.1076N,0284332.4887E,304.4,20.6,NO,,NO,1.07.2021
495997,UTILITY_POLE,POLE,411858.1363N,0284333.1750E,310.6,28.8,NO,,NO,1.07.2021
495998,UTILITY_POLE,POLE,411858.2536N,0284332.3446E,299.0,26.9,NO,,NO,1.07.2021
495999,UTILITY_POLE,POLE,411856.3355N,0284335.2476E,311.6,20.3,NO,,NO,1.07.2021
496000,UTILITY_POLE,POLE,411858.7738N,0284330.9443E,291.2,27.5,NO,,NO,1.07.2021
496001,UTILITY_POLE,POLE,411858.2696N,0284330.9239E,287.3,20.6,NO,,NO,1.07.2021
496002,UTILITY_POLE,POLE,411858.6485N,0284330.0192E,286.9,27.5,NO,,NO,1.07.2021
496560,UTILITY_POLE,POLE,411859.6206N,0284320.5450E,284.0,28.5,NO,,NO,1.07.2021
496561,UTILITY_POLE,POLE,411900.8563N,0284319.7882E,285.4,27.5,NO,,NO,1.07.2021
496562,UTILITY_POLE,POLE,411901.1440N,0284318.1980E,282.2,29.2,NO,,NO,1.07.2021
496566,UTILITY_POLE,POLE,411902.5871N,0284317.4369E,286.2,28.8,NO,,NO,1.07.2021
496567,UTILITY_POLE,POLE,411903.6610N,0284316.9830E,296.8,27.4,NO,,NO,1.07.2021
496568,UTILITY_POLE,POLE,411903.8623N,0284315.6809E,292.8,27.9,NO,,NO,1.07.2021
496569,UTILITY_POLE,POLE,411905.4069N,0284314.9693E,297.7,29.1,NO,,NO,1.07.2021
496570,UTILITY_POLE,POLE,411906.1782N,0284313.9695E,292.8,26.0,NO,,NO,1.07.2021
496571,UTILITY_POLE,POLE,411906.4600N,0284312.8658E,292.1,29.4,NO,,NO,1.07.2021
496572,UTILITY_POLE,POLE,411906.9022N,0284313.0415E,291.2,27.2,NO,,NO,1.07.2021
496573,UTILITY_POLE,POLE,411907.0780N,0284314.7806E,303.4,17.9,NO,,NO,1.07.2021
496574,UTILITY_POLE,POLE,411905.0601N,0284316.2467E,301.0,27.7,NO,,NO,1.07.2021
496575,UTILITY_POLE,POLE,411905.5677N,0284316.5850E,301.3,21.6,NO,,NO,1.07.2021
496576,UTILITY_POLE,POLE,411906.4679N,0284318.0701E,323.6,24.6,NO,,NO,1.07.2021
496577,UTILITY_POLE,POLE,411904.7347N,0284317.6070E,305.2,27.0,NO,,NO,1.07.2021
496578,UTILITY_POLE,POLE,411903.5745N,0284317.9569E,297.9,27.2,NO,,NO,1.07.2021
496579,UTILITY_POLE,POLE,411903.7960N,0284318.5269E,290.6,17.4,NO,,NO,1.07.2021
496580,UTILITY_POLE,POLE,411904.0557N,0284319.3104E,307.3,28.7,NO,,NO,1.07.2021
496581,UTILITY_POLE,POLE,411904.2841N,0284319.6510E,308.3,27.2,NO,,NO,1.07.2021
496582,UTILITY_POLE,POLE,411906.4766N,0284319.6794E,333.0,24.9,NO,,NO,1.07.2021
496583,UTILITY_POLE,POLE,411906.7655N,0284320.7239E,339.0,26.6,NO,,NO,1.07.2021
496584,UTILITY_POLE,POLE,411906.0413N,0284321.0559E,330.0,23.8,NO,,NO,1.07.2021
496585,UTILITY_POLE,POLE,411904.7214N,0284320.9283E,313.5,25.6,NO,,NO,1.07.2021
