Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT) ,Height (FT),Lighting,Color of Lighting,Group,
LTCC_1686,BUILDING,BUILDING,375607.090N,0400849.608E,2619.75,172.24,NO INFO,,NO,
LTCC_1687,BUILDING,BUILDING,375605.489N,0400938.934E,2511.48,83.66,NO INFO,,NO,
LTCC_1688,BUILDING,BUILDING,375605.005N,0400944.173E,2511.48,83.66,NO INFO,,NO,
LTCC_1689,BUILDING,BUILDING,375605.457N,0400936.413E,2511.48,83.66,NO INFO,,NO,
LTCC_1690,BUILDING,BUILDING,375604.082N,0401011.211E,2496.33,93.50,NO INFO,,NO,
LTCC_1691,BUILDING,BUILDING,375604.144N,0401019.384E,2409.78,14.76,NO INFO,,NO,
LTCC_1692,BUILDING,BUILDING,375604.023N,0401014.897E,2482.28,83.66,NO INFO,,NO,
LTCC_1693,BUILDING,BUILDING,375604.831N,0400953.935E,2512.24,93.50,NO INFO,,NO,
LTCC_1694,BUILDING,BUILDING,375604.729N,0400955.074E,2510.53,93.50,NO INFO,,NO,
LTCC_1695,BUILDING,BUILDING,375605.713N,0400939.161E,2511.48,83.66,NO INFO,,NO,
LTCC_1696,BUILDING,BUILDING,375604.071N,0401012.026E,2495.41,93.50,NO INFO,,NO,
LTCC_1697,BUILDING,BUILDING,375605.593N,0400938.383E,2511.48,83.66,NO INFO,,NO,
LTCC_1698,BUILDING,BUILDING,375605.441N,0400940.566E,2511.48,83.66,NO INFO,,NO,
LTCC_1699,BUILDING,BUILDING,375604.148N,0401013.777E,2483.73,83.66,NO INFO,,NO,
LTCC_1700,BUILDING,BUILDING,375605.183N,0400946.870E,2511.19,83.66,NO INFO,,NO,
LTCC_1701,BUILDING,BUILDING,375605.116N,0400948.098E,2509.61,83.66,NO INFO,,NO,
LTCC_1702,BUILDING,BUILDING,375604.821N,0400956.483E,2508.79,93.50,NO INFO,,NO,
LTCC_1703,BUILDING,BUILDING,375604.166N,0401012.979E,2494.29,93.50,NO INFO,,NO,
LTCC_1704,BUILDING,BUILDING,375601.974N,0401111.033E,2423.13,83.66,NO INFO,,NO,
LTCC_1705,BUILDING,BUILDING,375605.176N,0400952.321E,2514.30,93.50,NO INFO,,NO,
LTCC_1706,BUILDING,BUILDING,375601.898N,0401114.707E,2417.52,83.66,NO INFO,,NO,
LTCC_1707,BUILDING,BUILDING,375600.691N,0401149.209E,2409.78,83.66,NO INFO,,NO,
LTCC_1708,BUILDING,BUILDING,375604.270N,0401018.382E,2409.78,14.76,NO INFO,,NO,
LTCC_1709,BUILDING,BUILDING,375604.343N,0401020.568E,2409.78,14.76,NO INFO,,NO,
LTCC_1710,BUILDING,BUILDING,375600.565N,0401154.878E,2402.33,83.66,NO INFO,,NO,
LTCC_1711,BUILDING,BUILDING,375604.367N,0401019.428E,2409.78,14.76,NO INFO,,NO,
LTCC_1712,BUILDING,BUILDING,375606.246N,0400922.929E,2547.57,103.35,NO INFO,,NO,
LTCC_1713,BUILDING,BUILDING,375604.198N,0401024.321E,2402.46,14.76,NO INFO,,NO,
LTCC_1714,BUILDING,BUILDING,375604.568N,0401019.300E,2409.78,14.76,NO INFO,,NO,
LTCC_1715,BUILDING,BUILDING,375604.475N,0401020.498E,2409.78,14.76,NO INFO,,NO,
LTCC_1716,BUILDING,BUILDING,375600.933N,0401156.244E,2401.48,83.66,NO INFO,,NO,
LTCC_1717,BUILDING,BUILDING,375600.969N,0401153.427E,2408.33,83.66,NO INFO,,NO,
LTCC_1718,BUILDING,BUILDING,375604.331N,0401027.818E,2403.22,24.61,NO INFO,,NO,
LTCC_1719,BUILDING,BUILDING,375604.585N,0401019.871E,2409.78,14.76,NO INFO,,NO,
LTCC_1720,BUILDING,BUILDING,375602.404N,0401113.049E,2419.69,83.66,NO INFO,,NO,
LTCC_1721,BUILDING,BUILDING,375601.173N,0401150.189E,2413.06,83.66,NO INFO,,NO,
LTCC_1722,BUILDING,BUILDING,375604.792N,0401017.624E,2410.56,14.76,NO INFO,,NO,
LTCC_1723,BUILDING,BUILDING,375604.588N,0401021.192E,2409.78,14.76,NO INFO,,NO,
LTCC_1724,BUILDING,BUILDING,375604.694N,0401025.208E,2409.42,24.61,NO INFO,,NO,
LTCC_1725,BUILDING,BUILDING,375604.674N,0401023.546E,2406.07,14.76,NO INFO,,NO,
LTCC_1726,BUILDING,BUILDING,375604.797N,0401022.320E,2409.78,14.76,NO INFO,,NO,
LTCC_1727,BUILDING,BUILDING,375608.272N,0400845.461E,2621.03,172.24,NO INFO,,NO,
LTCC_1728,BUILDING,BUILDING,375604.555N,0401024.643E,2411.75,24.61,NO INFO,,NO,
LTCC_1729,BUILDING,BUILDING,375605.065N,0401019.600E,2409.78,14.76,NO INFO,,NO,
LTCC_1730,BUILDING,BUILDING,375605.007N,0401021.047E,2409.78,14.76,NO INFO,,NO,
LTCC_1731,BUILDING,BUILDING,375605.111N,0401019.217E,2409.78,14.76,NO INFO,,NO,
LTCC_1732,BUILDING,BUILDING,375605.154N,0401018.809E,2409.78,14.76,NO INFO,,NO,
LTCC_1733,BUILDING,BUILDING,375605.337N,0401017.535E,2410.63,14.76,NO INFO,,NO,
LTCC_1734,BUILDING,BUILDING,375601.234N,0401157.025E,2400.56,83.66,NO INFO,,NO,
LTCC_1735,BUILDING,BUILDING,375604.866N,0401027.720E,2403.22,24.61,NO INFO,,NO,
LTCC_1736,BUILDING,BUILDING,375606.872N,0400931.637E,2503.87,73.82,NO INFO,,NO,
LTCC_1737,BUILDING,BUILDING,375605.030N,0401021.977E,2409.78,14.76,NO INFO,,NO,
LTCC_1738,BUILDING,BUILDING,375605.052N,0401024.115E,2413.71,24.61,NO INFO,,NO,
LTCC_1739,BUILDING,BUILDING,375604.870N,0401029.183E,2403.22,24.61,NO INFO,,NO,
LTCC_1740,BUILDING,BUILDING,375605.236N,0401020.353E,2409.78,14.76,NO INFO,,NO,
LTCC_1741,BUILDING,BUILDING,375606.816N,0400934.517E,2502.30,73.82,NO INFO,,NO,
LTCC_1742,BUILDING,BUILDING,375606.677N,0400940.627E,2521.33,93.50,NO INFO,,NO,
LTCC_1743,BUILDING,BUILDING,375605.449N,0401019.136E,2409.78,14.76,NO INFO,,NO,
LTCC_1744,BUILDING,BUILDING,375608.974N,0400841.360E,2628.51,172.24,NO INFO,,NO,
LTCC_1745,BUILDING,BUILDING,375605.382N,0401020.652E,2409.78,14.76,NO INFO,,NO,
LTCC_1746,BUILDING,BUILDING,375605.156N,0401025.818E,2408.24,24.61,NO INFO,,NO,
LTCC_1747,BUILDING,BUILDING,375605.218N,0401026.493E,2406.79,24.61,NO INFO,,NO,
LTCC_1748,BUILDING,BUILDING,375606.678N,0400942.069E,2521.33,93.50,NO INFO,,NO,
LTCC_1749,BUILDING,BUILDING,375605.301N,0401021.725E,2409.78,14.76,NO INFO,,NO,
LTCC_1750,BUILDING,BUILDING,375606.839N,0400936.610E,2511.48,83.66,NO INFO,,NO,
LTCC_1751,BUILDING,BUILDING,375608.856N,0400843.811E,2625.39,172.24,NO INFO,,NO,
LTCC_1752,BUILDING,BUILDING,375605.236N,0401022.668E,2409.68,14.76,NO INFO,,NO,
LTCC_1753,BUILDING,BUILDING,375605.115N,0401030.280E,2403.22,24.61,NO INFO,,NO,
LTCC_1754,BUILDING,BUILDING,375601.885N,0401152.778E,2413.06,83.66,NO INFO,,NO,
LTCC_1755,BUILDING,BUILDING,375605.527N,0401025.332E,2400.53,14.76,NO INFO,,NO,
LTCC_1756,BUILDING,BUILDING,375606.843N,0400938.951E,2511.48,83.66,NO INFO,,NO,
LTCC_1757,BUILDING,BUILDING,375607.566N,0400922.996E,2458.99,14.76,NO INFO,,NO,
LTCC_1758,BUILDING,BUILDING,375605.608N,0401021.544E,2409.78,14.76,NO INFO,,NO,
LTCC_1759,BUILDING,BUILDING,375605.586N,0401023.021E,2409.09,14.76,NO INFO,,NO,
LTCC_1760,BUILDING,BUILDING,375605.615N,0401022.180E,2409.78,14.76,NO INFO,,NO,
LTCC_1761,BUILDING,BUILDING,375605.725N,0401021.199E,2409.78,14.76,NO INFO,,NO,
LTCC_1762,BUILDING,BUILDING,375605.454N,0401019.553E,2409.78,14.76,NO INFO,,NO,
LTCC_1763,BUILDING,BUILDING,375605.723N,0401024.471E,2403.48,14.76,NO INFO,,NO,
LTCC_1764,BUILDING,BUILDING,375606.015N,0401017.705E,2410.76,14.76,NO INFO,,NO,
LTCC_1765,BUILDING,BUILDING,375606.013N,0401017.967E,2410.30,14.76,NO INFO,,NO,
LTCC_1766,BUILDING,BUILDING,375605.838N,0401024.867E,2403.05,14.76,NO INFO,,NO,
LTCC_1767,BUILDING,BUILDING,375605.892N,0401020.955E,2409.78,14.76,NO INFO,,NO,
LTCC_1768,BUILDING,BUILDING,375607.723N,0400924.818E,2494.85,54.13,NO INFO,,NO,
LTCC_1769,BUILDING,BUILDING,375606.087N,0401018.483E,2409.84,14.76,NO INFO,,NO,
LTCC_1770,BUILDING,BUILDING,375606.082N,0401021.847E,2409.78,14.76,NO INFO,,NO,
LTCC_1771,BUILDING,BUILDING,375607.686N,0400928.965E,2487.99,54.13,NO INFO,,NO,
LTCC_1772,BUILDING,BUILDING,375608.067N,0400926.758E,2490.81,54.13,NO INFO,,NO,
LTCC_1773,BUILDING,BUILDING,375606.062N,0401020.702E,2409.78,14.76,NO INFO,,NO,
LTCC_1774,BUILDING,BUILDING,375606.116N,0401021.656E,2409.78,14.76,NO INFO,,NO,
LTCC_1775,BUILDING,BUILDING,375606.291N,0401021.601E,2409.78,14.76,NO INFO,,NO,
LTCC_1776,BUILDING,BUILDING,375606.170N,0401019.684E,2409.78,14.76,NO INFO,,NO,
LTCC_1777,BUILDING,BUILDING,375606.172N,0401024.003E,2405.94,14.76,NO INFO,,NO,
LTCC_1778,BUILDING,BUILDING,375606.498N,0401015.618E,2413.06,14.76,NO INFO,,NO,
LTCC_1779,BUILDING,BUILDING,375606.204N,0401025.566E,2412.70,24.61,NO INFO,,NO,
LTCC_1780,BUILDING,BUILDING,375606.297N,0401020.428E,2409.78,14.76,NO INFO,,NO,
LTCC_1781,BUILDING,BUILDING,375606.225N,0401026.150E,2411.78,24.61,NO INFO,,NO,
LTCC_1782,BUILDING,BUILDING,375602.688N,0401156.709E,2401.15,83.66,NO INFO,,NO,
LTCC_1783,BUILDING,BUILDING,375603.147N,0401144.914E,2401.84,83.66,NO INFO,,NO,
LTCC_1784,BUILDING,BUILDING,375606.029N,0401034.707E,2400.66,24.61,NO INFO,,NO,
LTCC_1785,BUILDING,BUILDING,375606.391N,0401021.255E,2409.78,14.76,NO INFO,,NO,
LTCC_1786,BUILDING,BUILDING,375606.779N,0401017.678E,2410.83,14.76,NO INFO,,NO,
LTCC_1787,BUILDING,BUILDING,375606.183N,0401033.605E,2402.46,24.61,NO INFO,,NO,
LTCC_1788,BUILDING,BUILDING,375605.630N,0401051.548E,2580.38,221.46,NO INFO,,NO,
LTCC_1789,BUILDING,BUILDING,375606.656N,0401018.843E,2409.78,14.76,NO INFO,,NO,
LTCC_1790,BUILDING,BUILDING,375609.202N,0400901.459E,2585.43,132.87,NO INFO,,NO,
LTCC_1791,BUILDING,BUILDING,375603.176N,0401146.421E,2413.06,83.66,NO INFO,,NO,
LTCC_1792,BUILDING,BUILDING,375606.463N,0401023.811E,2407.74,14.76,NO INFO,,NO,
LTCC_1793,BUILDING,BUILDING,375606.573N,0401022.459E,2409.78,14.76,NO INFO,,NO,
LTCC_1794,BUILDING,BUILDING,375606.574N,0401023.480E,2408.79,14.76,NO INFO,,NO,
LTCC_1795,BUILDING,BUILDING,375606.615N,0401022.186E,2409.78,14.76,NO INFO,,NO,
LTCC_1796,BUILDING,BUILDING,375606.805N,0401018.548E,2409.91,14.76,NO INFO,,NO,
LTCC_1797,BUILDING,BUILDING,375607.045N,0401017.679E,2410.73,14.76,NO INFO,,NO,
LTCC_1798,BUILDING,BUILDING,375606.548N,0401023.116E,2418.83,24.61,NO INFO,,NO,
LTCC_1799,BUILDING,BUILDING,375606.384N,0401035.325E,2400.07,24.61,NO INFO,,NO,
LTCC_1800,BUILDING,BUILDING,375606.959N,0401024.040E,2409.51,14.76,NO INFO,,NO,
LTCC_1801,BUILDING,BUILDING,375607.019N,0401018.221E,2410.14,14.76,NO INFO,,NO,
LTCC_1802,BUILDING,BUILDING,375607.203N,0401019.266E,2409.78,14.76,NO INFO,,NO,
LTCC_1803,BUILDING,BUILDING,375607.149N,0401017.436E,2410.86,14.76,NO INFO,,NO,
LTCC_1804,BUILDING,BUILDING,375605.276N,0401047.088E,2485.24,123.03,NO INFO,,NO,
LTCC_1805,BUILDING,BUILDING,375605.991N,0401053.492E,2578.58,221.46,NO INFO,,NO,
LTCC_1806,BUILDING,BUILDING,375607.023N,0401026.964E,2400.03,14.76,NO INFO,,NO,
LTCC_1807,BUILDING,BUILDING,375607.187N,0401023.292E,2409.78,14.76,NO INFO,,NO,
LTCC_1808,BUILDING,BUILDING,375607.175N,0401020.543E,2409.78,14.76,NO INFO,,NO,
LTCC_1809,BUILDING,BUILDING,375607.118N,0401023.897E,2409.78,14.76,NO INFO,,NO,
LTCC_1810,BUILDING,BUILDING,375607.107N,0401022.010E,2409.78,14.76,NO INFO,,NO,
LTCC_1811,BUILDING,BUILDING,375606.875N,0401019.862E,2409.78,14.76,NO INFO,,NO,
LTCC_1812,BUILDING,BUILDING,375606.790N,0401031.802E,2403.22,24.61,NO INFO,,NO,
LTCC_1813,BUILDING,BUILDING,375607.332N,0401019.506E,2409.78,14.76,NO INFO,,NO,
LTCC_1814,BUILDING,BUILDING,375603.784N,0401147.567E,2413.06,83.66,NO INFO,,NO,
LTCC_1815,BUILDING,BUILDING,375606.842N,0401032.692E,2403.22,24.61,NO INFO,,NO,
LTCC_1816,BUILDING,BUILDING,375607.183N,0401025.504E,2407.48,14.76,NO INFO,,NO,
LTCC_1817,BUILDING,BUILDING,375607.315N,0401025.155E,2408.69,14.76,NO INFO,,NO,
LTCC_1818,BUILDING,BUILDING,375603.856N,0401149.483E,2413.06,83.66,NO INFO,,NO,
LTCC_1819,BUILDING,BUILDING,375607.383N,0401020.731E,2409.78,14.76,NO INFO,,NO,
LTCC_1820,BUILDING,BUILDING,375607.398N,0401020.128E,2409.78,14.76,NO INFO,,NO,
LTCC_1821,BUILDING,BUILDING,375607.316N,0401021.508E,2409.78,14.76,NO INFO,,NO,
LTCC_1822,BUILDING,BUILDING,375610.112N,0400857.864E,2586.02,132.87,NO INFO,,NO,
LTCC_1823,BUILDING,BUILDING,375607.318N,0401023.363E,2409.78,14.76,NO INFO,,NO,
LTCC_1824,BUILDING,BUILDING,375607.306N,0401026.319E,2404.07,14.76,NO INFO,,NO,
LTCC_1825,BUILDING,BUILDING,375608.848N,0400940.826E,2511.48,83.66,NO INFO,,NO,
LTCC_1826,BUILDING,BUILDING,375606.967N,0401034.561E,2401.80,24.61,NO INFO,,NO,
LTCC_1827,BUILDING,BUILDING,375607.548N,0401019.186E,2409.78,14.76,NO INFO,,NO,
LTCC_1828,BUILDING,BUILDING,375607.549N,0401018.473E,2410.14,14.76,NO INFO,,NO,
LTCC_1829,BUILDING,BUILDING,375609.477N,0400922.947E,2547.15,103.35,NO INFO,,NO,
LTCC_1830,BUILDING,BUILDING,375609.016N,0400936.602E,2513.35,83.66,NO INFO,,NO,
LTCC_1831,BUILDING,BUILDING,375608.530N,0400942.521E,2511.48,83.66,NO INFO,,NO,
LTCC_1832,BUILDING,BUILDING,375607.565N,0401020.993E,2409.78,14.76,NO INFO,,NO,
LTCC_1833,BUILDING,BUILDING,375607.119N,0401034.090E,2402.99,24.61,NO INFO,,NO,
LTCC_1834,BUILDING,BUILDING,375608.981N,0400939.041E,2512.20,83.66,NO INFO,,NO,
LTCC_1835,BUILDING,BUILDING,375607.676N,0401017.885E,2410.60,14.76,NO INFO,,NO,
LTCC_1836,BUILDING,BUILDING,375607.605N,0401020.422E,2409.78,14.76,NO INFO,,NO,
LTCC_1837,BUILDING,BUILDING,375607.527N,0401024.614E,2419.62,24.61,NO INFO,,NO,
LTCC_1838,BUILDING,BUILDING,375607.630N,0401023.001E,2409.78,14.76,NO INFO,,NO,
LTCC_1839,BUILDING,BUILDING,375604.146N,0401150.591E,2413.06,83.66,NO INFO,,NO,
LTCC_1840,BUILDING,BUILDING,375608.607N,0400952.787E,2465.52,44.29,NO INFO,,NO,
LTCC_1841,BUILDING,BUILDING,375607.791N,0401019.295E,2409.84,14.76,NO INFO,,NO,
LTCC_1842,BUILDING,BUILDING,375607.716N,0401023.949E,2409.78,14.76,NO INFO,,NO,
LTCC_1843,BUILDING,BUILDING,375608.658N,0400953.808E,2464.24,44.29,NO INFO,,NO,
LTCC_1844,BUILDING,BUILDING,375607.262N,0401033.615E,2403.22,24.61,NO INFO,,NO,
LTCC_1845,BUILDING,BUILDING,375604.258N,0401143.733E,2401.64,83.66,NO INFO,,NO,
LTCC_1846,BUILDING,BUILDING,375607.717N,0401022.467E,2409.78,14.76,NO INFO,,NO,
LTCC_1847,BUILDING,BUILDING,375607.868N,0401020.668E,2409.78,14.76,NO INFO,,NO,
LTCC_1848,BUILDING,BUILDING,375607.903N,0401023.855E,2409.78,14.76,NO INFO,,NO,
LTCC_1849,BUILDING,BUILDING,375610.698N,0400855.771E,2616.86,162.40,NO INFO,,NO,
LTCC_1850,BUILDING,BUILDING,375607.948N,0401014.158E,2423.69,24.61,NO INFO,,NO,
LTCC_1851,BUILDING,BUILDING,375607.898N,0401022.234E,2409.78,14.76,NO INFO,,NO,
LTCC_1852,BUILDING,BUILDING,375608.025N,0401021.466E,2409.78,14.76,NO INFO,,NO,
LTCC_1853,BUILDING,BUILDING,375607.390N,0401032.716E,2403.22,24.61,NO INFO,,NO,
LTCC_1854,BUILDING,BUILDING,375608.020N,0401017.939E,2410.83,14.76,NO INFO,,NO,
LTCC_1855,BUILDING,BUILDING,375608.012N,0401018.763E,2410.33,14.76,NO INFO,,NO,
LTCC_1856,BUILDING,BUILDING,375604.414N,0401151.583E,2413.06,83.66,NO INFO,,NO,
LTCC_1857,BUILDING,BUILDING,375609.955N,0400920.407E,2547.57,103.35,NO INFO,,NO,
LTCC_1858,BUILDING,BUILDING,375607.844N,0401023.358E,2409.78,14.76,NO INFO,,NO,
LTCC_1859,BUILDING,BUILDING,375608.074N,0401020.363E,2409.78,14.76,NO INFO,,NO,
LTCC_1860,BUILDING,BUILDING,375604.513N,0401146.678E,2413.06,83.66,NO INFO,,NO,
LTCC_1861,BUILDING,BUILDING,375607.885N,0401027.164E,2400.79,14.76,NO INFO,,NO,
LTCC_1862,BUILDING,BUILDING,375606.857N,0401046.969E,2485.24,123.03,NO INFO,,NO,
LTCC_1863,BUILDING,BUILDING,375607.915N,0401026.734E,2402.95,14.76,NO INFO,,NO,
LTCC_1864,BUILDING,BUILDING,375608.087N,0401023.731E,2409.78,14.76,NO INFO,,NO,
LTCC_1865,BUILDING,BUILDING,375608.159N,0401019.483E,2419.78,24.61,NO INFO,,NO,
LTCC_1866,BUILDING,BUILDING,375604.842N,0401145.072E,2413.06,83.66,NO INFO,,NO,
LTCC_1867,BUILDING,BUILDING,375608.053N,0401024.702E,2409.78,14.76,NO INFO,,NO,
LTCC_1868,BUILDING,BUILDING,375606.674N,0401051.852E,2402.92,44.29,NO INFO,,NO,
LTCC_1869,BUILDING,BUILDING,375607.648N,0401035.727E,2400.95,24.61,NO INFO,,NO,
LTCC_1870,BUILDING,BUILDING,375607.667N,0401035.284E,2401.61,24.61,NO INFO,,NO,
LTCC_1871,BUILDING,BUILDING,375608.336N,0401018.096E,2410.93,14.76,NO INFO,,NO,
LTCC_1872,BUILDING,BUILDING,375608.256N,0401021.513E,2409.78,14.76,NO INFO,,NO,
LTCC_1873,BUILDING,BUILDING,375604.667N,0401152.578E,2413.06,83.66,NO INFO,,NO,
LTCC_1874,BUILDING,BUILDING,375607.869N,0401030.987E,2403.22,24.61,NO INFO,,NO,
LTCC_1875,BUILDING,BUILDING,375608.199N,0401022.660E,2409.78,14.76,NO INFO,,NO,
LTCC_1876,BUILDING,BUILDING,375608.368N,0401018.978E,2410.40,14.76,NO INFO,,NO,
LTCC_1877,BUILDING,BUILDING,375608.528N,0401018.636E,2410.66,14.76,NO INFO,,NO,
LTCC_1878,BUILDING,BUILDING,375605.013N,0401150.215E,2403.22,73.82,NO INFO,,NO,
LTCC_1879,BUILDING,BUILDING,375607.140N,0401057.497E,2534.02,182.09,NO INFO,,NO,
LTCC_1880,BUILDING,BUILDING,375608.357N,0401026.255E,2406.17,14.76,NO INFO,,NO,
LTCC_1881,BUILDING,BUILDING,375608.527N,0401022.735E,2409.78,14.76,NO INFO,,NO,
LTCC_1882,BUILDING,BUILDING,375608.656N,0401018.215E,2411.02,14.76,NO INFO,,NO,
LTCC_1883,BUILDING,BUILDING,375608.606N,0401021.488E,2409.78,14.76,NO INFO,,NO,
LTCC_1884,BUILDING,BUILDING,375605.083N,0401154.624E,2406.30,83.66,NO INFO,,NO,
LTCC_1885,BUILDING,BUILDING,375608.612N,0401023.982E,2409.78,14.76,NO INFO,,NO,
LTCC_1886,BUILDING,BUILDING,375608.671N,0401022.370E,2409.78,14.76,NO INFO,,NO,
LTCC_1887,BUILDING,BUILDING,375608.232N,0401036.604E,2400.92,24.61,NO INFO,,NO,
LTCC_1888,BUILDING,BUILDING,375608.673N,0401023.562E,2409.78,14.76,NO INFO,,NO,
LTCC_1889,BUILDING,BUILDING,375608.859N,0401023.981E,2409.78,14.76,NO INFO,,NO,
LTCC_1890,BUILDING,BUILDING,375607.378N,0401059.979E,2531.10,182.09,NO INFO,,NO,
LTCC_1891,BUILDING,BUILDING,375608.828N,0401020.756E,2409.78,14.76,NO INFO,,NO,
LTCC_1892,BUILDING,BUILDING,375611.401N,0400902.476E,2588.48,132.87,NO INFO,,NO,
LTCC_1893,BUILDING,BUILDING,375607.681N,0401045.824E,2455.71,93.50,NO INFO,,NO,
LTCC_1894,BUILDING,BUILDING,375608.830N,0401026.673E,2404.17,14.76,NO INFO,,NO,
LTCC_1895,BUILDING,BUILDING,375605.371N,0401151.634E,2413.06,83.66,NO INFO,,NO,
LTCC_1896,BUILDING,BUILDING,375608.578N,0401021.979E,2409.78,14.76,NO INFO,,NO,
LTCC_1897,BUILDING,BUILDING,375605.594N,0401145.491E,2413.06,83.66,NO INFO,,NO,
LTCC_1898,BUILDING,BUILDING,375610.338N,0400936.345E,2514.83,83.66,NO INFO,,NO,
LTCC_1899,BUILDING,BUILDING,375610.181N,0400940.797E,2512.40,83.66,NO INFO,,NO,
LTCC_1900,BUILDING,BUILDING,375605.610N,0401142.744E,2403.48,83.66,NO INFO,,NO,
LTCC_1901,BUILDING,BUILDING,375610.284N,0400939.140E,2513.39,83.66,NO INFO,,NO,
LTCC_1902,BUILDING,BUILDING,375611.823N,0400854.010E,2619.78,162.40,NO INFO,,NO,
LTCC_1903,BUILDING,BUILDING,375606.611N,0401116.075E,2452.43,123.03,NO INFO,,NO,
LTCC_1904,BUILDING,BUILDING,375608.777N,0401026.292E,2406.30,14.76,NO INFO,,NO,
LTCC_1905,BUILDING,BUILDING,375610.979N,0400920.850E,2547.57,103.35,NO INFO,,NO,
LTCC_1906,BUILDING,BUILDING,375608.934N,0401025.491E,2409.78,14.76,NO INFO,,NO,
LTCC_1907,BUILDING,BUILDING,375609.002N,0401024.595E,2409.78,14.76,NO INFO,,NO,
LTCC_1908,BUILDING,BUILDING,375608.441N,0401038.420E,2400.23,24.61,NO INFO,,NO,
LTCC_1909,BUILDING,BUILDING,375610.176N,0400944.727E,2511.48,83.66,NO INFO,,NO,
LTCC_1910,BUILDING,BUILDING,375608.796N,0401027.164E,2402.00,14.76,NO INFO,,NO,
LTCC_1911,BUILDING,BUILDING,375609.077N,0401021.108E,2409.78,14.76,NO INFO,,NO,
LTCC_1912,BUILDING,BUILDING,375605.699N,0401153.469E,2411.22,83.66,NO INFO,,NO,
LTCC_1913,BUILDING,BUILDING,375605.769N,0401147.695E,2413.06,83.66,NO INFO,,NO,
LTCC_1914,BUILDING,BUILDING,375605.395N,0401155.583E,2413.03,93.50,NO INFO,,NO,
LTCC_1915,BUILDING,BUILDING,375609.256N,0401021.991E,2409.78,14.76,NO INFO,,NO,
LTCC_1916,BUILDING,BUILDING,375610.143N,0400946.758E,2511.48,83.66,NO INFO,,NO,
LTCC_1917,BUILDING,BUILDING,375610.074N,0400942.769E,2511.48,83.66,NO INFO,,NO,
LTCC_1918,BUILDING,BUILDING,375609.133N,0401024.154E,2409.78,14.76,NO INFO,,NO,
LTCC_1919,BUILDING,BUILDING,375609.225N,0401019.225E,2410.79,14.76,NO INFO,,NO,
LTCC_1920,BUILDING,BUILDING,375610.194N,0400949.110E,2509.12,83.66,NO INFO,,NO,
LTCC_1921,BUILDING,BUILDING,375609.375N,0401021.683E,2409.78,14.76,NO INFO,,NO,
LTCC_1922,BUILDING,BUILDING,375607.832N,0401102.451E,2528.05,182.09,NO INFO,,NO,
LTCC_1923,BUILDING,BUILDING,375612.176N,0400856.440E,2619.69,162.40,NO INFO,,NO,
LTCC_1924,BUILDING,BUILDING,375610.190N,0400950.540E,2507.58,83.66,NO INFO,,NO,
LTCC_1925,BUILDING,BUILDING,375609.397N,0401024.118E,2409.78,14.76,NO INFO,,NO,
LTCC_1926,BUILDING,BUILDING,375606.927N,0401117.920E,2449.31,123.03,NO INFO,,NO,
LTCC_1927,BUILDING,BUILDING,375606.694N,0401044.234E,2485.76,123.03,NO INFO,,NO,
LTCC_1928,BUILDING,BUILDING,375609.377N,0401022.752E,2409.78,14.76,NO INFO,,NO,
LTCC_1929,BUILDING,BUILDING,375609.394N,0401023.150E,2409.78,14.76,NO INFO,,NO,
LTCC_1930,BUILDING,BUILDING,375609.490N,0401019.616E,2410.76,14.76,NO INFO,,NO,
LTCC_1931,BUILDING,BUILDING,375609.503N,0401024.909E,2409.78,14.76,NO INFO,,NO,
LTCC_1932,BUILDING,BUILDING,375609.645N,0401020.412E,2410.33,14.76,NO INFO,,NO,
LTCC_1933,BUILDING,BUILDING,375609.477N,0401022.026E,2409.78,14.76,NO INFO,,NO,
LTCC_1934,BUILDING,BUILDING,375610.362N,0400951.810E,2505.77,83.66,NO INFO,,NO,
LTCC_1935,BUILDING,BUILDING,375609.305N,0401029.970E,2428.15,49.21,NO INFO,,NO,
LTCC_1936,BUILDING,BUILDING,375610.037N,0401003.354E,2512.34,103.35,NO INFO,,NO,
LTCC_1937,BUILDING,BUILDING,375608.910N,0401038.364E,2401.64,24.61,NO INFO,,NO,
LTCC_1938,BUILDING,BUILDING,375609.428N,0401029.504E,2468.73,88.58,NO INFO,,NO,
LTCC_1939,BUILDING,BUILDING,375610.036N,0401001.224E,2494.69,83.66,NO INFO,,NO,
LTCC_1940,BUILDING,BUILDING,375609.507N,0401023.744E,2409.78,14.76,NO INFO,,NO,
LTCC_1941,BUILDING,BUILDING,375612.286N,0400858.826E,2590.65,132.87,NO INFO,,NO,
LTCC_1942,BUILDING,BUILDING,375609.334N,0401025.608E,2409.25,14.76,NO INFO,,NO,
LTCC_1943,BUILDING,BUILDING,375610.186N,0400957.916E,2517.91,103.35,NO INFO,,NO,
LTCC_1944,BUILDING,BUILDING,375609.669N,0401019.996E,2410.60,14.76,NO INFO,,NO,
LTCC_1945,BUILDING,BUILDING,375609.405N,0401027.203E,2401.64,14.76,NO INFO,,NO,
LTCC_1946,BUILDING,BUILDING,375609.125N,0401035.352E,2405.02,24.61,NO INFO,,NO,
LTCC_1947,BUILDING,BUILDING,375609.514N,0401022.419E,2409.78,14.76,NO INFO,,NO,
