Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT) ,Height (FT),Lighting,Color of Lighting,Group,
LTCC_2836,BUILDING,BUILDING,375628.828N,0401031.624E,2483.63,83.66,NO INFO,,NO,
LTCC_2837,BUILDING,BUILDING,375626.512N,0401138.401E,2403.94,63.98,NO INFO,,NO,
LTCC_2838,BUILDING,BUILDING,375628.740N,0401041.602E,2495.60,103.35,NO INFO,,NO,
LTCC_2839,BUILDING,BUILDING,375629.075N,0401029.941E,2484.94,83.66,NO INFO,,NO,
LTCC_2840,BUILDING,BUILDING,375627.608N,0401113.616E,2437.86,83.66,NO INFO,,NO,
LTCC_2841,BUILDING,BUILDING,375627.102N,0401120.008E,2437.17,83.66,NO INFO,,NO,
LTCC_2842,BUILDING,BUILDING,375627.420N,0401117.857E,2439.17,83.66,NO INFO,,NO,
LTCC_2843,BUILDING,BUILDING,375626.876N,0401131.997E,2429.46,83.66,NO INFO,,NO,
LTCC_2844,BUILDING,BUILDING,375630.731N,0400950.682E,2585.14,152.56,NO INFO,,NO,
LTCC_2845,BUILDING,BUILDING,375627.755N,0401111.267E,2434.61,83.66,NO INFO,,NO,
LTCC_2846,BUILDING,BUILDING,375629.636N,0401016.507E,2495.08,83.66,NO INFO,,NO,
LTCC_2847,BUILDING,BUILDING,375627.467N,0401123.315E,2401.05,54.13,NO INFO,,NO,
LTCC_2848,BUILDING,BUILDING,375627.946N,0401108.791E,2433.79,83.66,NO INFO,,NO,
LTCC_2849,BUILDING,BUILDING,375628.553N,0401054.251E,2453.81,83.66,NO INFO,,NO,
LTCC_2850,BUILDING,BUILDING,375626.883N,0401136.357E,2408.76,63.98,NO INFO,,NO,
LTCC_2851,BUILDING,BUILDING,375628.639N,0401050.468E,2478.25,103.35,NO INFO,,NO,
LTCC_2852,BUILDING,BUILDING,375629.189N,0401040.471E,2498.33,103.35,NO INFO,,NO,
LTCC_2853,BUILDING,BUILDING,375627.238N,0401131.374E,2429.46,83.66,NO INFO,,NO,
LTCC_2854,BUILDING,BUILDING,375627.582N,0401102.584E,2403.77,44.29,NO INFO,,NO,
LTCC_2855,BUILDING,BUILDING,375630.143N,0401020.179E,2529.66,123.03,NO INFO,,NO,
LTCC_2856,BUILDING,BUILDING,375627.430N,0401133.930E,2439.30,93.50,NO INFO,,NO,
LTCC_2857,BUILDING,BUILDING,375628.164N,0401117.045E,2442.75,83.66,NO INFO,,NO,
LTCC_2858,BUILDING,BUILDING,375628.373N,0401110.547E,2435.53,83.66,NO INFO,,NO,
LTCC_2859,BUILDING,BUILDING,375630.176N,0401023.397E,2488.85,83.66,NO INFO,,NO,
LTCC_2860,BUILDING,BUILDING,375627.983N,0401126.003E,2429.46,83.66,NO INFO,,NO,
LTCC_2861,BUILDING,BUILDING,375628.694N,0401107.897E,2437.11,83.66,NO INFO,,NO,
LTCC_2862,BUILDING,BUILDING,375629.306N,0401048.674E,2481.20,103.35,NO INFO,,NO,
LTCC_2863,BUILDING,BUILDING,375630.215N,0401027.412E,2487.07,83.66,NO INFO,,NO,
LTCC_2864,BUILDING,BUILDING,375630.046N,0401030.314E,2485.37,83.66,NO INFO,,NO,
LTCC_2865,BUILDING,BUILDING,375628.397N,0401112.737E,2438.98,83.66,NO INFO,,NO,
LTCC_2866,BUILDING,BUILDING,375628.713N,0401104.936E,2441.73,83.66,NO INFO,,NO,
LTCC_2867,BUILDING,BUILDING,375627.749N,0401130.150E,2429.46,83.66,NO INFO,,NO,
LTCC_2868,BUILDING,BUILDING,375629.206N,0401052.497E,2476.38,103.35,NO INFO,,NO,
LTCC_2869,BUILDING,BUILDING,375629.336N,0401046.815E,2484.32,103.35,NO INFO,,NO,
LTCC_2870,BUILDING,BUILDING,375628.277N,0401128.463E,2429.46,83.66,NO INFO,,NO,
LTCC_2871,BUILDING,BUILDING,375629.982N,0401038.427E,2548.72,152.56,NO INFO,,NO,
LTCC_2872,BUILDING,BUILDING,375632.275N,0400934.939E,2550.13,103.35,NO INFO,,NO,
LTCC_2873,BUILDING,BUILDING,375627.783N,0401137.171E,2402.33,63.98,NO INFO,,NO,
LTCC_2874,BUILDING,BUILDING,375628.231N,0401121.647E,2436.45,83.66,NO INFO,,NO,
LTCC_2875,BUILDING,BUILDING,375629.508N,0401055.131E,2454.00,83.66,NO INFO,,NO,
LTCC_2876,BUILDING,BUILDING,375630.583N,0401026.457E,2487.80,83.66,NO INFO,,NO,
LTCC_2877,BUILDING,BUILDING,375630.442N,0401028.695E,2466.86,63.98,NO INFO,,NO,
LTCC_2878,BUILDING,BUILDING,375628.492N,0401125.083E,2429.46,83.66,NO INFO,,NO,
LTCC_2879,BUILDING,BUILDING,375628.084N,0401133.204E,2429.46,83.66,NO INFO,,NO,
LTCC_2880,BUILDING,BUILDING,375628.598N,0401118.334E,2443.41,83.66,NO INFO,,NO,
LTCC_2881,BUILDING,BUILDING,375631.039N,0401014.890E,2495.08,83.66,NO INFO,,NO,
LTCC_2882,BUILDING,BUILDING,375628.680N,0401127.776E,2429.46,83.66,NO INFO,,NO,
LTCC_2883,BUILDING,BUILDING,375632.558N,0400941.951E,2543.93,103.35,NO INFO,,NO,
LTCC_2884,BUILDING,BUILDING,375631.637N,0401002.975E,2503.08,83.66,NO INFO,,NO,
LTCC_2885,BUILDING,BUILDING,375629.161N,0401109.604E,2437.20,83.66,NO INFO,,NO,
LTCC_2886,BUILDING,BUILDING,375631.260N,0401012.606E,2495.08,83.66,NO INFO,,NO,
LTCC_2887,BUILDING,BUILDING,375630.961N,0401025.506E,2488.42,83.66,NO INFO,,NO,
LTCC_2888,BUILDING,BUILDING,375628.822N,0401128.902E,2429.46,83.66,NO INFO,,NO,
LTCC_2889,BUILDING,BUILDING,375630.295N,0401043.963E,2471.06,83.66,NO INFO,,NO,
LTCC_2890,BUILDING,BUILDING,375632.843N,0400939.665E,2545.93,103.35,NO INFO,,NO,
LTCC_2891,BUILDING,BUILDING,375631.222N,0401020.823E,2530.12,123.03,NO INFO,,NO,
LTCC_2892,BUILDING,BUILDING,375629.272N,0401111.821E,2440.16,83.66,NO INFO,,NO,
LTCC_2893,BUILDING,BUILDING,375628.476N,0401132.491E,2428.81,83.66,NO INFO,,NO,
LTCC_2894,BUILDING,BUILDING,375630.084N,0401050.391E,2479.72,103.35,NO INFO,,NO,
LTCC_2895,BUILDING,BUILDING,375629.588N,0401104.052E,2445.14,83.66,NO INFO,,NO,
LTCC_2896,BUILDING,BUILDING,375629.004N,0401124.245E,2432.19,83.66,NO INFO,,NO,
LTCC_2897,BUILDING,BUILDING,375630.813N,0401036.446E,2550.66,152.56,NO INFO,,NO,
LTCC_2898,BUILDING,BUILDING,375633.037N,0400938.448E,2546.98,103.35,NO INFO,,NO,
LTCC_2899,BUILDING,BUILDING,375631.223N,0401027.808E,2487.57,83.66,NO INFO,,NO,
LTCC_2900,BUILDING,BUILDING,375630.172N,0401053.644E,2475.85,103.35,NO INFO,,NO,
LTCC_2901,BUILDING,BUILDING,375629.049N,0401131.051E,2419.52,73.82,NO INFO,,NO,
LTCC_2902,BUILDING,BUILDING,375629.184N,0401128.215E,2429.46,83.66,NO INFO,,NO,
LTCC_2903,BUILDING,BUILDING,375629.271N,0401126.811E,2429.46,83.66,NO INFO,,NO,
LTCC_2904,BUILDING,BUILDING,375630.581N,0401045.480E,2468.27,83.66,NO INFO,,NO,
LTCC_2905,BUILDING,BUILDING,375629.836N,0401106.804E,2441.83,83.66,NO INFO,,NO,
LTCC_2906,BUILDING,BUILDING,375630.516N,0401055.412E,2474.18,103.35,NO INFO,,NO,
LTCC_2907,BUILDING,BUILDING,375633.159N,0400948.946E,2558.24,123.03,NO INFO,,NO,
LTCC_2908,BUILDING,BUILDING,375629.596N,0401119.845E,2443.86,83.66,NO INFO,,NO,
LTCC_2909,BUILDING,BUILDING,375633.598N,0400935.367E,2550.98,103.35,NO INFO,,NO,
LTCC_2910,BUILDING,BUILDING,375631.855N,0401026.241E,2488.88,83.66,NO INFO,,NO,
LTCC_2911,BUILDING,BUILDING,375630.071N,0401110.927E,2440.98,83.66,NO INFO,,NO,
LTCC_2912,BUILDING,BUILDING,375630.435N,0401107.536E,2442.49,83.66,NO INFO,,NO,
LTCC_2913,BUILDING,BUILDING,375631.182N,0401041.801E,2476.80,83.66,NO INFO,,NO,
LTCC_2914,BUILDING,BUILDING,375630.928N,0401048.306E,2481.96,103.35,NO INFO,,NO,
LTCC_2915,BUILDING,BUILDING,375633.435N,0400947.278E,2559.84,123.03,NO INFO,,NO,
LTCC_2916,BUILDING,BUILDING,375629.785N,0401134.042E,2438.62,103.35,NO INFO,,NO,
LTCC_2917,BUILDING,BUILDING,375629.789N,0401122.911E,2436.68,83.66,NO INFO,,NO,
LTCC_2918,BUILDING,BUILDING,375629.643N,0401131.495E,2405.45,63.98,NO INFO,,NO,
LTCC_2919,BUILDING,BUILDING,375631.003N,0401051.628E,2478.90,103.35,NO INFO,,NO,
LTCC_2920,BUILDING,BUILDING,375632.780N,0401003.839E,2502.62,83.66,NO INFO,,NO,
LTCC_2921,BUILDING,BUILDING,375629.739N,0401127.244E,2429.46,83.66,NO INFO,,NO,
LTCC_2922,BUILDING,BUILDING,375631.392N,0401043.318E,2473.56,83.66,NO INFO,,NO,
LTCC_2923,BUILDING,BUILDING,375630.526N,0401105.850E,2444.62,83.66,NO INFO,,NO,
LTCC_2924,BUILDING,BUILDING,375633.742N,0400945.319E,2551.97,113.19,NO INFO,,NO,
LTCC_2925,BUILDING,BUILDING,375632.732N,0401011.296E,2495.24,83.66,NO INFO,,NO,
LTCC_2926,BUILDING,BUILDING,375629.895N,0401133.638E,2428.77,93.50,NO INFO,,NO,
LTCC_2927,BUILDING,BUILDING,375629.991N,0401125.440E,2431.30,83.66,NO INFO,,NO,
LTCC_2928,BUILDING,BUILDING,375631.708N,0401039.823E,2547.97,152.56,NO INFO,,NO,
LTCC_2929,BUILDING,BUILDING,375630.845N,0401108.205E,2443.34,83.66,NO INFO,,NO,
LTCC_2930,BUILDING,BUILDING,375630.011N,0401129.467E,2427.99,83.66,NO INFO,,NO,
LTCC_2931,BUILDING,BUILDING,375630.089N,0401134.867E,2415.58,83.66,NO INFO,,NO,
LTCC_2932,BUILDING,BUILDING,375634.143N,0400942.969E,2554.00,113.19,NO INFO,,NO,
LTCC_2933,BUILDING,BUILDING,375631.557N,0401052.927E,2478.05,103.35,NO INFO,,NO,
LTCC_2934,BUILDING,BUILDING,375631.157N,0401106.524E,2445.87,83.66,NO INFO,,NO,
LTCC_2935,BUILDING,BUILDING,375630.182N,0401132.228E,2401.61,63.98,NO INFO,,NO,
LTCC_2936,BUILDING,BUILDING,375632.666N,0401016.452E,2493.93,83.66,NO INFO,,NO,
LTCC_2937,BUILDING,BUILDING,375631.889N,0401045.708E,2469.26,83.66,NO INFO,,NO,
LTCC_2938,BUILDING,BUILDING,375632.498N,0401031.714E,2545.21,142.72,NO INFO,,NO,
LTCC_2939,BUILDING,BUILDING,375630.471N,0401125.898E,2431.40,83.66,NO INFO,,NO,
LTCC_2940,BUILDING,BUILDING,375630.751N,0401124.112E,2435.79,83.66,NO INFO,,NO,
LTCC_2941,BUILDING,BUILDING,375630.461N,0401134.168E,2415.03,83.66,NO INFO,,NO,
LTCC_2942,BUILDING,BUILDING,375630.598N,0401128.120E,2429.00,83.66,NO INFO,,NO,
LTCC_2943,BUILDING,BUILDING,375631.528N,0401107.301E,2445.87,83.66,NO INFO,,NO,
LTCC_2944,BUILDING,BUILDING,375631.096N,0401123.445E,2428.38,73.82,NO INFO,,NO,
LTCC_2945,BUILDING,BUILDING,375632.655N,0401049.436E,2527.26,147.64,NO INFO,,NO,
LTCC_2946,BUILDING,BUILDING,375633.679N,0401006.761E,2501.31,83.66,NO INFO,,NO,
LTCC_2947,BUILDING,BUILDING,375632.660N,0401037.343E,2550.36,152.56,NO INFO,,NO,
LTCC_2948,BUILDING,BUILDING,375632.660N,0401050.522E,2525.92,147.64,NO INFO,,NO,
LTCC_2949,BUILDING,BUILDING,375634.519N,0400950.181E,2557.61,123.03,NO INFO,,NO,
LTCC_2950,BUILDING,BUILDING,375633.116N,0401030.169E,2556.46,152.56,NO INFO,,NO,
LTCC_2951,BUILDING,BUILDING,375630.908N,0401130.275E,2411.94,73.82,NO INFO,,NO,
LTCC_2952,BUILDING,BUILDING,375631.284N,0401124.568E,2434.68,83.66,NO INFO,,NO,
LTCC_2953,BUILDING,BUILDING,375633.473N,0401021.267E,2531.63,123.03,NO INFO,,NO,
LTCC_2954,BUILDING,BUILDING,375631.157N,0401128.620E,2425.56,83.66,NO INFO,,NO,
LTCC_2955,BUILDING,BUILDING,375631.640N,0401109.208E,2444.78,83.66,NO INFO,,NO,
LTCC_2956,BUILDING,BUILDING,375631.437N,0401122.803E,2429.00,73.82,NO INFO,,NO,
LTCC_2957,BUILDING,BUILDING,375631.194N,0401127.514E,2428.74,83.66,NO INFO,,NO,
LTCC_2958,BUILDING,BUILDING,375633.855N,0401012.133E,2496.39,83.66,NO INFO,,NO,
LTCC_2959,BUILDING,BUILDING,375632.867N,0401049.924E,2437.93,59.06,NO INFO,,NO,
LTCC_2960,BUILDING,BUILDING,375633.624N,0401014.099E,2495.08,83.66,NO INFO,,NO,
LTCC_2961,BUILDING,BUILDING,375632.909N,0401043.160E,2475.79,83.66,NO INFO,,NO,
LTCC_2962,BUILDING,BUILDING,375631.472N,0401115.619E,2426.18,63.98,NO INFO,,NO,
LTCC_2963,BUILDING,BUILDING,375631.015N,0401135.385E,2407.84,83.66,NO INFO,,NO,
LTCC_2964,BUILDING,BUILDING,375634.515N,0401005.273E,2503.97,83.66,NO INFO,,NO,
LTCC_2965,BUILDING,BUILDING,375632.967N,0401047.662E,2476.41,93.50,NO INFO,,NO,
LTCC_2966,BUILDING,BUILDING,375634.286N,0401010.954E,2498.65,83.66,NO INFO,,NO,
LTCC_2967,BUILDING,BUILDING,375633.755N,0401028.586E,2557.74,152.56,NO INFO,,NO,
LTCC_2968,BUILDING,BUILDING,375631.620N,0401130.329E,2409.42,73.82,NO INFO,,NO,
LTCC_2969,BUILDING,BUILDING,375631.667N,0401129.055E,2422.61,83.66,NO INFO,,NO,
LTCC_2970,BUILDING,BUILDING,375634.412N,0401009.202E,2500.49,83.66,NO INFO,,NO,
LTCC_2971,BUILDING,BUILDING,375632.252N,0401108.531E,2445.87,83.66,NO INFO,,NO,
LTCC_2972,BUILDING,BUILDING,375634.159N,0401019.587E,2533.01,123.03,NO INFO,,NO,
LTCC_2973,BUILDING,BUILDING,375631.806N,0401123.562E,2426.84,73.82,NO INFO,,NO,
LTCC_2974,BUILDING,BUILDING,375631.718N,0401131.350E,2405.97,73.82,NO INFO,,NO,
LTCC_2975,BUILDING,BUILDING,375635.524N,0400944.073E,2553.87,113.19,NO INFO,,NO,
LTCC_2976,BUILDING,BUILDING,375632.032N,0401121.527E,2442.59,83.66,NO INFO,,NO,
LTCC_2977,BUILDING,BUILDING,375635.790N,0400938.994E,2528.94,83.66,NO INFO,,NO,
LTCC_2978,BUILDING,BUILDING,375634.760N,0401007.918E,2502.82,83.66,NO INFO,,NO,
LTCC_2979,BUILDING,BUILDING,375633.916N,0401033.031E,2554.27,152.56,NO INFO,,NO,
LTCC_2980,BUILDING,BUILDING,375632.200N,0401118.927E,2445.87,83.66,NO INFO,,NO,
LTCC_2981,BUILDING,BUILDING,375632.352N,0401122.604E,2429.33,73.82,NO INFO,,NO,
LTCC_2982,BUILDING,BUILDING,375633.813N,0401040.883E,2547.70,152.56,NO INFO,,NO,
LTCC_2983,BUILDING,BUILDING,375632.328N,0401124.615E,2433.33,83.66,NO INFO,,NO,
LTCC_2984,BUILDING,BUILDING,375632.147N,0401130.700E,2406.43,73.82,NO INFO,,NO,
LTCC_2985,BUILDING,BUILDING,375632.662N,0401113.841E,2416.34,54.13,NO INFO,,NO,
LTCC_2986,BUILDING,BUILDING,375633.685N,0401046.421E,2479.99,93.50,NO INFO,,NO,
LTCC_2987,BUILDING,BUILDING,375635.817N,0400950.999E,2557.28,123.03,NO INFO,,NO,
LTCC_2988,BUILDING,BUILDING,375632.357N,0401128.544E,2411.25,73.82,NO INFO,,NO,
LTCC_2989,BUILDING,BUILDING,375632.892N,0401120.293E,2416.34,54.13,NO INFO,,NO,
LTCC_2990,BUILDING,BUILDING,375632.706N,0401123.970E,2434.38,83.66,NO INFO,,NO,
LTCC_2991,BUILDING,BUILDING,375634.386N,0401027.362E,2558.89,152.56,NO INFO,,NO,
LTCC_2992,BUILDING,BUILDING,375632.259N,0401133.847E,2406.17,83.66,NO INFO,,NO,
LTCC_2993,BUILDING,BUILDING,375633.947N,0401045.044E,2482.84,93.50,NO INFO,,NO,
LTCC_2994,BUILDING,BUILDING,375633.592N,0401111.874E,2406.50,44.29,NO INFO,,NO,
LTCC_2995,BUILDING,BUILDING,375635.147N,0401018.024E,2534.38,123.03,NO INFO,,NO,
LTCC_2996,BUILDING,BUILDING,375636.238N,0400947.330E,2551.08,113.19,NO INFO,,NO,
LTCC_2997,BUILDING,BUILDING,375632.986N,0401117.678E,2445.87,83.66,NO INFO,,NO,
LTCC_2998,BUILDING,BUILDING,375634.006N,0401048.980E,2476.12,93.50,NO INFO,,NO,
LTCC_2999,BUILDING,BUILDING,375631.738N,0401204.966E,2439.73,118.11,NO INFO,,NO,
LTCC_3000,BUILDING,BUILDING,375631.815N,0401204.192E,2438.68,118.11,NO INFO,,NO,
LTCC_3001,BUILDING,BUILDING,375632.724N,0401127.088E,2424.28,83.66,NO INFO,,NO,
LTCC_3002,BUILDING,BUILDING,375634.548N,0401038.810E,2550.39,152.56,NO INFO,,NO,
LTCC_3003,BUILDING,BUILDING,375633.257N,0401120.586E,2445.37,83.66,NO INFO,,NO,
LTCC_3004,BUILDING,BUILDING,375632.801N,0401129.434E,2407.28,73.82,NO INFO,,NO,
LTCC_3005,BUILDING,BUILDING,375634.414N,0401043.683E,2486.32,93.50,NO INFO,,NO,
LTCC_3006,BUILDING,BUILDING,375633.353N,0401117.057E,2445.87,83.66,NO INFO,,NO,
LTCC_3007,BUILDING,BUILDING,375636.878N,0400940.024E,2528.71,83.66,NO INFO,,NO,
LTCC_3008,BUILDING,BUILDING,375635.653N,0401016.790E,2534.45,123.03,NO INFO,,NO,
LTCC_3009,BUILDING,BUILDING,375632.897N,0401132.164E,2408.43,83.66,NO INFO,,NO,
LTCC_3010,BUILDING,BUILDING,375636.793N,0400945.351E,2553.25,113.19,NO INFO,,NO,
LTCC_3011,BUILDING,BUILDING,375634.417N,0401055.178E,2409.02,34.45,NO INFO,,NO,
LTCC_3012,BUILDING,BUILDING,375635.932N,0401013.250E,2498.33,83.66,NO INFO,,NO,
LTCC_3013,BUILDING,BUILDING,375633.246N,0401127.614E,2420.41,83.66,NO INFO,,NO,
LTCC_3014,BUILDING,BUILDING,375633.801N,0401118.622E,2426.18,63.98,NO INFO,,NO,
LTCC_3015,BUILDING,BUILDING,375633.495N,0401122.961E,2436.68,83.66,NO INFO,,NO,
LTCC_3016,BUILDING,BUILDING,375633.573N,0401130.679E,2420.01,93.50,NO INFO,,NO,
LTCC_3017,BUILDING,BUILDING,375636.083N,0401008.980E,2503.97,83.66,NO INFO,,NO,
LTCC_3018,BUILDING,BUILDING,375636.137N,0401015.568E,2534.45,123.03,NO INFO,,NO,
LTCC_3019,BUILDING,BUILDING,375636.368N,0401006.682E,2506.99,83.66,NO INFO,,NO,
LTCC_3020,BUILDING,BUILDING,375635.875N,0401024.090E,2492.88,83.66,NO INFO,,NO,
LTCC_3021,BUILDING,BUILDING,375633.857N,0401116.003E,2445.87,83.66,NO INFO,,NO,
LTCC_3022,BUILDING,BUILDING,375637.694N,0400934.535E,2606.07,152.56,NO INFO,,NO,
LTCC_3023,BUILDING,BUILDING,375634.471N,0401112.907E,2406.50,44.29,NO INFO,,NO,
LTCC_3024,BUILDING,BUILDING,375633.467N,0401131.045E,2409.48,83.66,NO INFO,,NO,
LTCC_3025,BUILDING,BUILDING,375636.252N,0401024.820E,2453.38,44.29,NO INFO,,NO,
LTCC_3026,BUILDING,BUILDING,375633.827N,0401127.931E,2417.85,83.66,NO INFO,,NO,
LTCC_3027,BUILDING,BUILDING,375635.107N,0401047.478E,2479.76,93.50,NO INFO,,NO,
LTCC_3028,BUILDING,BUILDING,375634.236N,0401118.913E,2436.02,73.82,NO INFO,,NO,
LTCC_3029,BUILDING,BUILDING,375635.589N,0401034.143E,2555.45,152.56,NO INFO,,NO,
LTCC_3030,BUILDING,BUILDING,375637.365N,0400950.110E,2558.66,123.03,NO INFO,,NO,
LTCC_3031,BUILDING,BUILDING,375636.284N,0401022.636E,2493.93,83.66,NO INFO,,NO,
LTCC_3032,BUILDING,BUILDING,375634.105N,0401123.287E,2434.12,83.66,NO INFO,,NO,
LTCC_3033,BUILDING,BUILDING,375636.068N,0401027.973E,2559.22,152.56,NO INFO,,NO,
LTCC_3034,BUILDING,BUILDING,375634.461N,0401112.135E,2406.50,44.29,NO INFO,,NO,
LTCC_3035,BUILDING,BUILDING,375635.422N,0401045.982E,2482.91,93.50,NO INFO,,NO,
LTCC_3036,BUILDING,BUILDING,375635.549N,0401040.976E,2489.34,93.50,NO INFO,,NO,
LTCC_3037,BUILDING,BUILDING,375634.272N,0401115.260E,2445.87,83.66,NO INFO,,NO,
LTCC_3038,BUILDING,BUILDING,375636.540N,0401025.000E,2453.38,44.29,NO INFO,,NO,
LTCC_3039,BUILDING,BUILDING,375636.830N,0401014.111E,2468.04,54.13,NO INFO,,NO,
LTCC_3040,BUILDING,BUILDING,375634.577N,0401120.719E,2419.00,63.98,NO INFO,,NO,
LTCC_3041,BUILDING,BUILDING,375636.328N,0401031.500E,2557.55,152.56,NO INFO,,NO,
LTCC_3042,BUILDING,BUILDING,375634.508N,0401123.979E,2430.45,83.66,NO INFO,,NO,
LTCC_3043,BUILDING,BUILDING,375635.751N,0401051.587E,2404.20,24.61,NO INFO,,NO,
LTCC_3044,BUILDING,BUILDING,375634.496N,0401121.623E,2437.20,83.66,NO INFO,,NO,
LTCC_3045,BUILDING,BUILDING,375634.752N,0401123.562E,2430.64,83.66,NO INFO,,NO,
LTCC_3046,BUILDING,BUILDING,375634.788N,0401116.390E,2445.87,83.66,NO INFO,,NO,
LTCC_3047,BUILDING,BUILDING,375637.956N,0400951.974E,2556.63,123.03,NO INFO,,NO,
LTCC_3048,BUILDING,BUILDING,375635.942N,0401042.869E,2488.52,93.50,NO INFO,,NO,
LTCC_3049,BUILDING,BUILDING,375637.299N,0401012.901E,2470.37,54.13,NO INFO,,NO,
LTCC_3050,BUILDING,BUILDING,375636.838N,0401021.264E,2494.95,83.66,NO INFO,,NO,
LTCC_3051,BUILDING,BUILDING,375637.446N,0401009.972E,2524.61,103.35,NO INFO,,NO,
LTCC_3052,BUILDING,BUILDING,375636.232N,0401051.043E,2405.61,24.61,NO INFO,,NO,
LTCC_3053,BUILDING,BUILDING,375637.733N,0401011.912E,2521.59,103.35,NO INFO,,NO,
LTCC_3054,BUILDING,BUILDING,375638.749N,0400935.664E,2605.05,152.56,NO INFO,,NO,
LTCC_3055,BUILDING,BUILDING,375635.169N,0401119.990E,2438.91,83.66,NO INFO,,NO,
LTCC_3056,BUILDING,BUILDING,375636.319N,0401052.480E,2403.35,24.61,NO INFO,,NO,
LTCC_3057,BUILDING,BUILDING,375637.917N,0401011.370E,2522.70,103.35,NO INFO,,NO,
LTCC_3058,BUILDING,BUILDING,375634.826N,0401128.595E,2402.56,73.82,NO INFO,,NO,
LTCC_3059,BUILDING,BUILDING,375635.434N,0401109.620E,2445.87,83.66,NO INFO,,NO,
LTCC_3060,BUILDING,BUILDING,375635.513N,0401116.545E,2445.87,83.66,NO INFO,,NO,
LTCC_3061,BUILDING,BUILDING,375636.290N,0401100.374E,2406.04,34.45,NO INFO,,NO,
LTCC_3062,BUILDING,BUILDING,375636.716N,0401050.479E,2407.02,24.61,NO INFO,,NO,
LTCC_3063,BUILDING,BUILDING,375636.717N,0401045.509E,2484.32,93.50,NO INFO,,NO,
LTCC_3064,BUILDING,BUILDING,375636.800N,0401051.946E,2404.72,24.61,NO INFO,,NO,
LTCC_3065,BUILDING,BUILDING,375635.490N,0401122.173E,2430.58,83.66,NO INFO,,NO,
LTCC_3066,BUILDING,BUILDING,375636.783N,0401056.170E,2399.93,24.61,NO INFO,,NO,
LTCC_3067,BUILDING,BUILDING,375637.568N,0401029.016E,2560.33,152.56,NO INFO,,NO,
LTCC_3068,BUILDING,BUILDING,375635.540N,0401124.677E,2422.51,83.66,NO INFO,,NO,
LTCC_3069,BUILDING,BUILDING,375635.568N,0401127.266E,2403.15,73.82,NO INFO,,NO,
LTCC_3070,BUILDING,BUILDING,375635.741N,0401119.290E,2437.34,83.66,NO INFO,,NO,
LTCC_3071,BUILDING,BUILDING,375637.199N,0401049.943E,2408.40,24.61,NO INFO,,NO,
LTCC_3072,BUILDING,BUILDING,375637.424N,0401042.367E,2488.85,93.50,NO INFO,,NO,
LTCC_3073,BUILDING,BUILDING,375637.283N,0401051.404E,2405.74,24.61,NO INFO,,NO,
LTCC_3074,BUILDING,BUILDING,375636.123N,0401111.437E,2445.87,83.66,NO INFO,,NO,
LTCC_3075,BUILDING,BUILDING,375637.556N,0401035.310E,2477.26,73.82,NO INFO,,NO,
LTCC_3076,BUILDING,BUILDING,375638.357N,0401017.497E,2556.10,142.72,NO INFO,,NO,
LTCC_3077,BUILDING,BUILDING,375639.830N,0400936.806E,2604.72,152.56,NO INFO,,NO,
LTCC_3078,BUILDING,BUILDING,375637.259N,0401055.628E,2400.95,24.61,NO INFO,,NO,
LTCC_3079,BUILDING,BUILDING,375637.585N,0401047.614E,2412.40,24.61,NO INFO,,NO,
LTCC_3080,BUILDING,BUILDING,375636.399N,0401115.108E,2436.02,73.82,NO INFO,,NO,
LTCC_3081,BUILDING,BUILDING,375639.473N,0400953.072E,2584.84,152.56,NO INFO,,NO,
LTCC_3082,BUILDING,BUILDING,375636.653N,0401112.948E,2406.50,44.29,NO INFO,,NO,
LTCC_3083,BUILDING,BUILDING,375637.540N,0401053.007E,2403.58,24.61,NO INFO,,NO,
LTCC_3084,BUILDING,BUILDING,375637.682N,0401049.404E,2409.42,24.61,NO INFO,,NO,
LTCC_3085,BUILDING,BUILDING,375637.554N,0401044.132E,2487.34,93.50,NO INFO,,NO,
LTCC_3086,BUILDING,BUILDING,375636.286N,0401120.852E,2429.46,83.66,NO INFO,,NO,
LTCC_3087,BUILDING,BUILDING,375637.750N,0401050.875E,2407.05,24.61,NO INFO,,NO,
LTCC_3088,BUILDING,BUILDING,375637.542N,0401057.215E,2400.00,24.61,NO INFO,,NO,
LTCC_3089,BUILDING,BUILDING,375636.909N,0401113.630E,2445.87,83.66,NO INFO,,NO,
LTCC_3090,BUILDING,BUILDING,375636.634N,0401120.001E,2429.46,83.66,NO INFO,,NO,
LTCC_3091,BUILDING,BUILDING,375638.197N,0401033.483E,2479.69,73.82,NO INFO,,NO,
LTCC_3092,BUILDING,BUILDING,375636.722N,0401115.706E,2436.02,73.82,NO INFO,,NO,
LTCC_3093,BUILDING,BUILDING,375638.069N,0401047.066E,2413.75,24.61,NO INFO,,NO,
LTCC_3094,BUILDING,BUILDING,375638.991N,0401015.977E,2558.96,142.72,NO INFO,,NO,
LTCC_3095,BUILDING,BUILDING,375637.195N,0401112.292E,2426.18,63.98,NO INFO,,NO,
LTCC_3096,BUILDING,BUILDING,375636.466N,0401122.952E,2423.13,83.66,NO INFO,,NO,
LTCC_3097,BUILDING,BUILDING,375638.596N,0401026.381E,2513.65,103.35,NO INFO,,NO,
