Obstacle_Designator ,AIXM_NAME,Obstacle Type (AIXM),Latitude,Longitude,Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,
LTAW10221,TREE,TREE,401911.20N,0362608.78E,2017.69,17.84,NO INFO,,NO,
LTAW10222,TREE,TREE,401911.36N,0362608.57E,2043.94,45.78,NO INFO,,NO,
LTAW10223,TREE,TREE,401911.51N,0362608.52E,2043.94,47.08,NO INFO,,NO,
LTAW10224,TREE,TREE,401911.41N,0362607.92E,2017.69,18.73,NO INFO,,NO,
LTAW10225,TREE,TREE,401911.71N,0362607.80E,2004.57,9.85,NO INFO,,NO,
LTAW10226,TREE,TREE,401912.10N,0362607.83E,2004.57,11.09,NO INFO,,NO,
LTAW10227,TREE,TREE,401911.82N,0362609.23E,2014.41,17.38,NO INFO,,NO,
LTAW10228,TREE,TREE,401912.04N,0362609.21E,2040.66,44.84,NO INFO,,NO,
LTAW10229,TREE,TREE,401912.78N,0362608.49E,2011.13,19.69,NO INFO,,NO,
LTAW10230,TREE,TREE,401912.75N,0362608.85E,2014.41,22.05,NO INFO,,NO,
LTAW10231,TREE,TREE,401912.92N,0362609.40E,2011.13,19.57,NO INFO,,NO,
LTAW10232,TREE,TREE,401913.18N,0362609.44E,2007.85,17.90,NO INFO,,NO,
LTAW10233,TREE,TREE,401913.90N,0362609.50E,2024.25,38.84,NO INFO,,NO,
LTAW10234,TREE,TREE,401913.72N,0362609.56E,2037.38,51.03,NO INFO,,NO,
LTAW10235,TREE,TREE,401913.77N,0362609.97E,2037.38,51.71,NO INFO,,NO,
LTAW10236,TREE,TREE,401913.79N,0362609.71E,2037.38,51.53,NO INFO,,NO,
LTAW10237,TREE,TREE,401913.81N,0362608.80E,2024.25,38.78,NO INFO,,NO,
LTAW10238,TREE,TREE,401913.77N,0362608.53E,2017.69,32.11,NO INFO,,NO,
LTAW10239,TREE,TREE,401913.64N,0362608.89E,2004.57,17.54,NO INFO,,NO,
LTAW10240,TREE,TREE,401912.96N,0362609.82E,2027.53,36.17,NO INFO,,NO,
LTAW10241,TREE,TREE,401912.85N,0362609.78E,2027.53,35.73,NO INFO,,NO,
LTAW10242,TREE,TREE,401912.88N,0362610.49E,2017.69,26.22,NO INFO,,NO,
LTAW10243,TREE,TREE,401913.24N,0362610.10E,2020.97,30.72,NO INFO,,NO,
LTAW10244,TREE,TREE,401913.38N,0362610.15E,2017.69,28.81,NO INFO,,NO,
LTAW10245,TREE,TREE,401913.63N,0362610.44E,2011.13,25.07,NO INFO,,NO,
LTAW10246,TREE,TREE,401913.59N,0362610.54E,2011.13,24.67,NO INFO,,NO,
LTAW10247,TREE,TREE,401912.52N,0362610.31E,2011.13,17.63,NO INFO,,NO,
LTAW10248,TREE,TREE,401912.22N,0362610.22E,2014.41,19.46,NO INFO,,NO,
LTAW10249,TREE,TREE,401911.87N,0362609.76E,2011.13,13.85,NO INFO,,NO,
LTAW10250,TREE,TREE,401911.31N,0362609.35E,2020.97,21.24,NO INFO,,NO,
LTAW10251,TREE,TREE,401912.77N,0362611.59E,2024.25,33.12,NO INFO,,NO,
LTAW10252,TREE,TREE,401912.90N,0362611.56E,2020.97,30.28,NO INFO,,NO,
LTAW10253,TREE,TREE,401913.21N,0362612.65E,2007.85,21.87,NO INFO,,NO,
LTAW10254,TREE,TREE,401912.62N,0362612.38E,2004.57,14.03,NO INFO,,NO,
LTAW10255,TREE,TREE,401917.14N,0362604.10E,2007.85,39.36,NO INFO,,NO,
LTAW10256,TREE,TREE,401917.24N,0362604.33E,2007.85,40.39,NO INFO,,NO,
LTAW10257,TREE,TREE,401917.32N,0362604.91E,2004.57,37.71,NO INFO,,NO,
LTAW10258,TREE,TREE,401917.48N,0362605.37E,2024.25,58.11,NO INFO,,NO,
LTAW10259,TREE,TREE,401917.65N,0362605.94E,2027.53,62.05,NO INFO,,NO,
LTAW10260,TREE,TREE,401917.33N,0362605.99E,2034.10,67.02,NO INFO,,NO,
LTAW10261,TREE,TREE,401917.33N,0362606.46E,2004.57,37.72,NO INFO,,NO,
LTAW10262,TREE,TREE,401917.72N,0362608.41E,2007.85,39.66,NO INFO,,NO,
LTAW10263,TREE,TREE,401917.53N,0362608.55E,2014.41,45.44,NO INFO,,NO,
LTAW10264,TREE,TREE,401913.16N,0362640.26E,2073.47,23.20,NO INFO,,NO,
LTAW10265,TREE,TREE,401912.55N,0362641.23E,2073.47,17.16,NO INFO,,NO,
LTAW10266,TREE,TREE,401912.61N,0362641.74E,2070.18,16.33,NO INFO,,NO,
LTAW10267,TREE,TREE,401914.18N,0362637.18E,2060.34,22.06,NO INFO,,NO,
LTAW10268,TREE,TREE,401913.93N,0362637.66E,2063.62,21.63,NO INFO,,NO,
LTAW10269,TREE,TREE,401913.92N,0362638.12E,2070.18,29.32,NO INFO,,NO,
LTAW10270,TREE,TREE,401914.02N,0362638.58E,2066.90,30.05,NO INFO,,NO,
LTAW10271,TREE,TREE,401914.22N,0362639.02E,2060.34,30.45,NO INFO,,NO,
LTAW10272,TREE,TREE,401914.43N,0362638.76E,2047.22,23.52,NO INFO,,NO,
LTAW10273,TREE,TREE,401915.02N,0362638.51E,2011.13,9.19,NO INFO,,NO,
LTAW10274,TREE,TREE,401914.84N,0362638.75E,2027.53,20.35,NO INFO,,NO,
LTAW10275,TREE,TREE,401914.34N,0362638.53E,2047.22,20.07,NO INFO,,NO,
LTAW10276,TREE,TREE,401914.19N,0362639.70E,2057.06,28.12,NO INFO,,NO,
LTAW10277,TREE,TREE,401915.52N,0362629.87E,2011.13,22.40,NO INFO,,NO,
LTAW10278,TREE,TREE,401915.46N,0362627.70E,2057.06,66.03,NO INFO,,NO,
LTAW10279,TREE,TREE,401915.50N,0362628.24E,2040.66,51.53,NO INFO,,NO,
LTAW10280,TREE,TREE,401914.57N,0362628.50E,2060.34,60.93,NO INFO,,NO,
LTAW10281,TREE,TREE,401915.34N,0362628.87E,2034.10,44.14,NO INFO,,NO,
LTAW10282,TREE,TREE,401915.15N,0362628.52E,2057.06,64.52,NO INFO,,NO,
LTAW10283,TREE,TREE,401914.44N,0362629.02E,2066.90,66.52,NO INFO,,NO,
LTAW10284,TREE,TREE,401914.10N,0362629.01E,2070.18,63.72,NO INFO,,NO,
LTAW10285,TREE,TREE,401913.90N,0362629.27E,2083.31,73.54,NO INFO,,NO,
LTAW10286,TREE,TREE,401913.64N,0362629.47E,2070.18,55.15,NO INFO,,NO,
LTAW10287,TREE,TREE,401913.35N,0362629.61E,2043.94,23.38,NO INFO,,NO,
LTAW10288,TREE,TREE,401912.96N,0362629.86E,2080.03,50.56,NO INFO,,NO,
LTAW10289,TREE,TREE,401913.59N,0362628.61E,2070.18,52.50,NO INFO,,NO,
LTAW10290,TREE,TREE,401913.71N,0362629.08E,2083.31,69.17,NO INFO,,NO,
LTAW10291,TREE,TREE,401912.97N,0362630.67E,2040.66,10.63,NO INFO,,NO,
LTAW10292,TREE,TREE,401915.78N,0362626.95E,2014.41,23.56,NO INFO,,NO,
LTAW10293,TREE,TREE,401915.91N,0362626.16E,2014.41,21.17,NO INFO,,NO,
LTAW10294,TREE,TREE,401917.18N,0362627.09E,2020.97,55.20,NO INFO,,NO,
LTAW10295,TREE,TREE,401916.98N,0362627.15E,2034.10,63.74,NO INFO,,NO,
LTAW10296,TREE,TREE,401916.92N,0362626.96E,2014.41,41.91,NO INFO,,NO,
LTAW10297,TREE,TREE,401917.08N,0362626.61E,2037.38,66.30,NO INFO,,NO,
LTAW10298,TREE,TREE,401917.17N,0362626.19E,2014.41,42.71,NO INFO,,NO,
LTAW10299,TREE,TREE,401917.38N,0362625.74E,2007.85,40.08,NO INFO,,NO,
LTAW10300,TREE,TREE,401921.02N,0362632.60E,2017.69,72.81,NO INFO,,NO,
LTAW10301,TREE,TREE,401920.93N,0362632.70E,2020.97,74.64,NO INFO,,NO,
LTAW10302,TREE,TREE,401920.79N,0362632.41E,2020.97,74.89,NO INFO,,NO,
LTAW10303,TREE,TREE,401920.92N,0362632.23E,2017.69,73.69,NO INFO,,NO,
LTAW10304,TREE,TREE,401920.29N,0362631.33E,2020.97,76.27,NO INFO,,NO,
LTAW10305,TREE,TREE,401919.98N,0362631.02E,2011.13,64.76,NO INFO,,NO,
LTAW10306,TREE,TREE,401919.54N,0362630.98E,2007.85,59.35,NO INFO,,NO,
LTAW10307,TREE,TREE,401919.33N,0362630.44E,2007.85,58.88,NO INFO,,NO,
LTAW10308,TREE,TREE,401919.31N,0362630.19E,2014.41,65.35,NO INFO,,NO,
LTAW10309,TREE,TREE,401919.16N,0362628.83E,2014.41,63.87,NO INFO,,NO,
LTAW10310,TREE,TREE,401918.84N,0362628.72E,2007.85,56.01,NO INFO,,NO,
LTAW10311,TREE,TREE,401918.95N,0362628.02E,2007.85,55.70,NO INFO,,NO,
LTAW10312,TREE,TREE,401918.57N,0362628.05E,2007.85,55.28,NO INFO,,NO,
LTAW10313,TREE,TREE,401919.44N,0362628.23E,2004.57,53.98,NO INFO,,NO,
LTAW10314,TREE,TREE,401920.24N,0362627.91E,2014.41,66.30,NO INFO,,NO,
LTAW10315,TREE,TREE,401918.34N,0362626.98E,2017.69,61.88,NO INFO,,NO,
LTAW10316,TREE,TREE,401918.13N,0362626.62E,2017.69,59.95,NO INFO,,NO,
LTAW10317,TREE,TREE,401917.99N,0362626.70E,2020.97,62.69,NO INFO,,NO,
LTAW10318,TREE,TREE,401917.81N,0362626.85E,2014.41,55.09,NO INFO,,NO,
LTAW10319,TREE,TREE,401917.16N,0362627.40E,2007.85,43.32,NO INFO,,NO,
LTAW10320,TREE,TREE,401917.42N,0362623.83E,2004.57,33.73,NO INFO,,NO,
LTAW10321,TREE,TREE,401917.32N,0362623.12E,2004.57,32.61,NO INFO,,NO,
LTAW10322,TREE,TREE,401916.28N,0362623.56E,2011.13,23.64,NO INFO,,NO,
LTAW10323,TREE,TREE,401911.75N,0362625.89E,2073.47,22.67,NO INFO,,NO,
LTAW10324,TREE,TREE,401911.40N,0362626.32E,2070.18,16.67,NO INFO,,NO,
LTAW10325,TREE,TREE,401911.27N,0362626.54E,2080.03,25.38,NO INFO,,NO,
LTAW10326,TREE,TREE,401911.15N,0362626.72E,2076.75,21.30,NO INFO,,NO,
LTAW10327,TREE,TREE,401909.96N,0362626.98E,2093.15,21.00,NO INFO,,NO,
LTAW10328,TREE,TREE,401910.16N,0362628.18E,2099.71,23.62,NO INFO,,NO,
LTAW10329,TREE,TREE,401915.13N,0362659.30E,2063.62,38.39,NO INFO,,NO,
LTAW10330,TREE,TREE,401915.09N,0362658.59E,2057.06,31.97,NO INFO,,NO,
LTAW10331,TREE,TREE,401915.12N,0362658.00E,2066.90,42.49,NO INFO,,NO,
LTAW10332,TREE,TREE,401914.99N,0362656.71E,2057.06,32.07,NO INFO,,NO,
LTAW10333,TREE,TREE,401915.60N,0362656.32E,2040.66,25.13,NO INFO,,NO,
LTAW10334,TREE,TREE,401915.06N,0362655.67E,2050.50,28.30,NO INFO,,NO,
LTAW10335,TREE,TREE,401916.04N,0362654.63E,2047.22,39.18,NO INFO,,NO,
LTAW10336,TREE,TREE,401916.06N,0362654.20E,2040.66,33.47,NO INFO,,NO,
LTAW10337,TREE,TREE,401914.51N,0362653.20E,2037.38,10.25,NO INFO,,NO,
LTAW10338,TREE,TREE,401916.37N,0362655.83E,2040.66,36.55,NO INFO,,NO,
LTAW10339,TREE,TREE,401916.74N,0362656.65E,2037.38,38.05,NO INFO,,NO,
LTAW10340,TREE,TREE,401916.59N,0362700.11E,2037.38,33.51,NO INFO,,NO,
LTAW10341,TREE,TREE,401917.29N,0362658.80E,2024.25,29.62,NO INFO,,NO,
LTAW10342,TREE,TREE,401917.20N,0362658.04E,2024.25,29.44,NO INFO,,NO,
LTAW10343,TREE,TREE,401917.49N,0362657.37E,2037.38,48.79,NO INFO,,NO,
LTAW10344,TREE,TREE,401917.31N,0362656.36E,2040.66,52.39,NO INFO,,NO,
LTAW10345,TREE,TREE,401916.79N,0362656.04E,2030.82,34.05,NO INFO,,NO,
LTAW10346,TREE,TREE,401918.36N,0362657.22E,2007.85,28.41,NO INFO,,NO,
LTAW10347,TREE,TREE,401918.58N,0362657.87E,2007.85,29.20,NO INFO,,NO,
LTAW10348,TREE,TREE,401918.16N,0362656.24E,2007.85,28.43,NO INFO,,NO,
LTAW10349,TREE,TREE,401918.21N,0362655.47E,2007.85,30.12,NO INFO,,NO,
LTAW10350,TREE,TREE,401918.26N,0362654.72E,2011.13,35.43,NO INFO,,NO,
LTAW10351,TREE,TREE,401918.71N,0362659.80E,2004.57,23.34,NO INFO,,NO,
LTAW10352,TREE,TREE,401918.42N,0362648.68E,2017.69,60.39,NO INFO,,NO,
LTAW10353,TREE,TREE,401917.04N,0362647.30E,2017.69,54.88,NO INFO,,NO,
LTAW10354,TREE,TREE,401917.98N,0362648.28E,2020.97,60.37,NO INFO,,NO,
LTAW10355,TREE,TREE,401918.01N,0362649.52E,2004.57,36.76,NO INFO,,NO,
LTAW10356,TREE,TREE,401918.74N,0362647.98E,2007.85,61.85,NO INFO,,NO,
LTAW10357,TREE,TREE,401918.39N,0362647.18E,2007.85,66.35,NO INFO,,NO,
LTAW10358,TREE,TREE,401916.58N,0362646.72E,2004.57,41.11,NO INFO,,NO,
LTAW10359,TREE,TREE,401916.04N,0362646.25E,2007.85,38.96,NO INFO,,NO,
LTAW10360,TREE,TREE,401915.90N,0362645.47E,2007.85,43.88,NO INFO,,NO,
LTAW10361,TREE,TREE,401916.37N,0362644.61E,2004.57,53.61,NO INFO,,NO,
LTAW10362,TREE,TREE,401915.91N,0362644.67E,2004.57,47.08,NO INFO,,NO,
LTAW10363,TREE,TREE,401914.08N,0362646.43E,2020.97,27.91,NO INFO,,NO,
LTAW10364,TREE,TREE,401913.52N,0362644.47E,2020.97,24.26,NO INFO,,NO,
LTAW10365,TREE,TREE,401914.00N,0362645.96E,2007.85,16.47,NO INFO,,NO,
LTAW10366,TREE,TREE,401912.54N,0362646.89E,2047.22,28.90,NO INFO,,NO,
LTAW10367,TREE,TREE,401913.21N,0362646.62E,2024.25,16.50,NO INFO,,NO,
LTAW10368,TREE,TREE,401911.44N,0362647.52E,2076.75,26.58,NO INFO,,NO,
LTAW10369,TREE,TREE,401910.91N,0362645.54E,2076.75,17.08,NO INFO,,NO,
LTAW10370,TREE,TREE,401910.89N,0362646.26E,2076.75,18.37,NO INFO,,NO,
LTAW10371,TREE,TREE,401910.61N,0362646.00E,2089.87,21.51,NO INFO,,NO,
LTAW10372,TREE,TREE,401910.36N,0362646.79E,2089.87,21.46,NO INFO,,NO,
LTAW10373,TREE,TREE,401910.58N,0362650.02E,2102.99,25.88,NO INFO,,NO,
LTAW10374,TREE,TREE,401911.56N,0362649.54E,2083.31,23.77,NO INFO,,NO,
LTAW10375,TREE,TREE,401911.85N,0362649.29E,2070.18,16.61,NO INFO,,NO,
LTAW10376,TREE,TREE,401912.88N,0362649.16E,2057.06,20.04,NO INFO,,NO,
LTAW10377,TREE,TREE,401913.64N,0362641.79E,2043.94,20.01,NO INFO,,NO,
LTAW10378,TREE,TREE,401909.76N,0362650.36E,2102.99,13.40,NO INFO,,NO,
LTAW10379,TREE,TREE,401924.04N,0362706.70E,2004.57,42.17,NO INFO,,NO,
LTAW10380,TREE,TREE,401923.87N,0362706.01E,2007.85,45.62,NO INFO,,NO,
LTAW10381,TREE,TREE,401923.74N,0362706.41E,2020.97,55.90,NO INFO,,NO,
LTAW10382,TREE,TREE,401923.78N,0362706.76E,2024.25,59.32,NO INFO,,NO,
LTAW10383,TREE,TREE,401923.81N,0362707.03E,2004.57,39.55,NO INFO,,NO,
LTAW10384,TREE,TREE,401923.68N,0362707.29E,2024.25,58.17,NO INFO,,NO,
LTAW10385,TREE,TREE,401923.37N,0362707.32E,2037.38,68.37,NO INFO,,NO,
LTAW10386,TREE,TREE,401922.85N,0362705.39E,2011.13,44.67,NO INFO,,NO,
LTAW10387,TREE,TREE,401922.99N,0362705.33E,2011.13,46.08,NO INFO,,NO,
LTAW10388,TREE,TREE,401923.15N,0362704.85E,2004.57,46.13,NO INFO,,NO,
LTAW10389,TREE,TREE,401922.69N,0362704.86E,2011.13,46.66,NO INFO,,NO,
LTAW10390,TREE,TREE,401922.40N,0362705.16E,2020.97,55.00,NO INFO,,NO,
LTAW10391,TREE,TREE,401922.01N,0362705.22E,2020.97,52.39,NO INFO,,NO,
LTAW10392,TREE,TREE,401921.90N,0362704.42E,2011.13,50.26,NO INFO,,NO,
LTAW10393,TREE,TREE,401922.43N,0362704.93E,2024.25,60.85,NO INFO,,NO,
LTAW10394,TREE,TREE,401921.66N,0362704.75E,2014.41,49.14,NO INFO,,NO,
LTAW10395,TREE,TREE,401922.28N,0362704.74E,2024.25,62.16,NO INFO,,NO,
LTAW10396,TREE,TREE,401921.82N,0362704.72E,2017.69,53.42,NO INFO,,NO,
LTAW10397,TREE,TREE,401921.27N,0362704.19E,2004.57,42.15,NO INFO,,NO,
LTAW10398,TREE,TREE,401921.00N,0362704.28E,2004.57,40.07,NO INFO,,NO,
LTAW10399,TREE,TREE,401920.78N,0362704.27E,2004.57,39.19,NO INFO,,NO,
LTAW10400,TREE,TREE,401920.31N,0362703.72E,2007.85,39.99,NO INFO,,NO,
LTAW10401,TREE,TREE,401920.24N,0362704.18E,2011.13,40.88,NO INFO,,NO,
LTAW10402,TREE,TREE,401919.97N,0362704.42E,2011.13,37.58,NO INFO,,NO,
LTAW10403,TREE,TREE,401919.79N,0362704.15E,2011.13,37.52,NO INFO,,NO,
LTAW10404,TREE,TREE,401919.51N,0362704.72E,2004.57,21.00,NO INFO,,NO,
LTAW10405,TREE,TREE,401919.50N,0362703.73E,2004.57,30.39,NO INFO,,NO,
LTAW10406,TREE,TREE,401919.75N,0362703.00E,2004.57,33.19,NO INFO,,NO,
LTAW10407,TREE,TREE,401919.50N,0362703.03E,2007.85,34.62,NO INFO,,NO,
LTAW10408,TREE,TREE,401919.14N,0362702.98E,2004.57,26.57,NO INFO,,NO,
LTAW10409,TREE,TREE,401919.59N,0362706.27E,2020.97,32.13,NO INFO,,NO,
LTAW10410,TREE,TREE,401920.77N,0362706.37E,2004.57,22.47,NO INFO,,NO,
LTAW10411,TREE,TREE,401918.93N,0362705.67E,2011.13,21.09,NO INFO,,NO,
LTAW10412,TREE,TREE,401916.13N,0362705.95E,2063.62,40.73,NO INFO,,NO,
LTAW10413,TREE,TREE,401915.79N,0362705.24E,2063.62,39.17,NO INFO,,NO,
LTAW10414,TREE,TREE,401915.73N,0362704.79E,2066.90,43.13,NO INFO,,NO,
LTAW10415,TREE,TREE,401915.88N,0362703.69E,2063.62,46.23,NO INFO,,NO,
LTAW10416,TREE,TREE,401915.76N,0362703.07E,2053.78,37.37,NO INFO,,NO,
LTAW10417,TREE,TREE,401915.63N,0362702.25E,2047.22,30.89,NO INFO,,NO,
LTAW10418,TREE,TREE,401915.60N,0362701.77E,2060.34,43.73,NO INFO,,NO,
LTAW10419,TREE,TREE,401916.33N,0362704.24E,2030.82,18.68,NO INFO,,NO,
LTAW10420,TREE,TREE,401921.49N,0362711.13E,2017.69,27.56,NO INFO,,NO,
LTAW10421,TREE,TREE,401921.26N,0362709.98E,2017.69,27.58,NO INFO,,NO,
LTAW10422,TREE,TREE,401920.95N,0362711.95E,2030.82,35.12,NO INFO,,NO,
LTAW10423,TREE,TREE,401920.55N,0362712.17E,2024.25,24.67,NO INFO,,NO,
LTAW10424,TREE,TREE,401920.26N,0362712.11E,2037.38,34.81,NO INFO,,NO,
LTAW10425,TREE,TREE,401919.73N,0362712.00E,2053.78,45.83,NO INFO,,NO,
LTAW10426,TREE,TREE,401919.34N,0362712.47E,2050.50,38.94,NO INFO,,NO,
LTAW10427,TREE,TREE,401919.32N,0362712.01E,2047.22,35.48,NO INFO,,NO,
LTAW10428,TREE,TREE,401918.35N,0362712.60E,2053.78,32.37,NO INFO,,NO,
LTAW10429,TREE,TREE,401918.18N,0362712.39E,2053.78,30.60,NO INFO,,NO,
LTAW10430,TREE,TREE,401917.86N,0362709.88E,2050.50,33.31,NO INFO,,NO,
LTAW10431,TREE,TREE,401917.54N,0362710.08E,2053.78,26.98,NO INFO,,NO,
LTAW10432,TREE,TREE,401916.86N,0362712.64E,2093.15,49.85,NO INFO,,NO,
LTAW10433,TREE,TREE,401916.36N,0362713.03E,2086.59,35.33,NO INFO,,NO,
LTAW10434,TREE,TREE,401916.83N,0362711.89E,2093.15,50.41,NO INFO,,NO,
LTAW10435,TREE,TREE,401917.19N,0362712.00E,2089.87,51.52,NO INFO,,NO,
LTAW10436,TREE,TREE,401917.48N,0362712.10E,2080.03,42.66,NO INFO,,NO,
LTAW10437,TREE,TREE,401917.98N,0362712.01E,2060.34,35.19,NO INFO,,NO,
LTAW10438,TREE,TREE,401917.17N,0362711.43E,2070.18,33.59,NO INFO,,NO,
LTAW10439,TREE,TREE,401916.56N,0362711.61E,2086.59,40.40,NO INFO,,NO,
LTAW10440,TREE,TREE,401916.36N,0362710.31E,2089.87,43.43,NO INFO,,NO,
LTAW10441,TREE,TREE,401916.28N,0362709.50E,2083.31,38.36,NO INFO,,NO,
LTAW10442,TREE,TREE,401916.61N,0362708.36E,2076.75,40.60,NO INFO,,NO,
LTAW10443,TREE,TREE,401916.23N,0362707.39E,2060.34,25.41,NO INFO,,NO,
LTAW10444,TREE,TREE,401916.14N,0362707.16E,2076.75,43.36,NO INFO,,NO,
LTAW10445,TREE,TREE,401915.97N,0362706.58E,2066.90,37.39,NO INFO,,NO,
LTAW10446,TREE,TREE,401909.70N,0362728.34E,2194.86,29.32,NO INFO,,NO,
LTAW10447,TREE,TREE,401910.12N,0362728.89E,2194.86,29.80,NO INFO,,NO,
LTAW10448,TREE,TREE,401910.42N,0362729.29E,2191.57,28.03,NO INFO,,NO,
LTAW10449,TREE,TREE,401910.78N,0362729.84E,2191.57,27.65,NO INFO,,NO,
LTAW10450,TREE,TREE,401912.96N,0362730.43E,2181.73,27.39,NO INFO,,NO,
LTAW10451,TREE,TREE,401915.02N,0362728.03E,2122.68,15.27,NO INFO,,NO,
LTAW10452,TREE,TREE,401914.57N,0362729.47E,2135.80,11.42,NO INFO,,NO,
LTAW10453,TREE,TREE,401915.77N,0362733.65E,2125.96,15.50,NO INFO,,NO,
LTAW10454,TREE,TREE,401917.97N,0362732.68E,2116.12,25.34,NO INFO,,NO,
LTAW10455,TREE,TREE,401912.61N,0362740.97E,2207.98,43.36,NO INFO,,NO,
LTAW10456,TREE,TREE,401912.78N,0362741.55E,2211.26,47.31,NO INFO,,NO,
LTAW10457,TREE,TREE,401912.80N,0362741.84E,2204.70,40.47,NO INFO,,NO,
LTAW10458,TREE,TREE,401913.10N,0362742.76E,2201.42,37.06,NO INFO,,NO,
LTAW10459,TREE,TREE,401913.33N,0362743.34E,2191.57,27.54,NO INFO,,NO,
LTAW10460,TREE,TREE,401913.59N,0362744.34E,2188.29,25.48,NO INFO,,NO,
LTAW10461,TREE,TREE,401913.65N,0362744.42E,2194.86,32.46,NO INFO,,NO,
LTAW10462,TREE,TREE,401913.46N,0362745.25E,2201.42,38.48,NO INFO,,NO,
LTAW10463,TREE,TREE,401938.84N,0361955.11E,2011.13,48.96,NO INFO,,NO,
LTAW10464,TREE,TREE,401939.06N,0361955.04E,2024.25,61.17,NO INFO,,NO,
LTAW10465,TREE,TREE,401939.77N,0361954.19E,2007.85,39.39,NO INFO,,NO,
LTAW10466,TREE,TREE,401939.76N,0361959.67E,2007.85,46.79,NO INFO,,NO,
LTAW10467,TREE,TREE,401939.31N,0361959.86E,2014.41,55.79,NO INFO,,NO,
LTAW10468,TREE,TREE,401939.08N,0362000.08E,2004.57,47.64,NO INFO,,NO,
LTAW10469,TREE,TREE,401935.33N,0361951.36E,2004.57,57.21,NO INFO,,NO,
LTAW10470,TREE,TREE,401934.58N,0361950.00E,2014.41,67.46,NO INFO,,NO,
LTAW10471,TREE,TREE,401939.41N,0361944.03E,2027.53,51.60,NO INFO,,NO,
LTAW10472,TREE,TREE,401939.33N,0361943.96E,2027.53,51.84,NO INFO,,NO,
LTAW10473,TREE,TREE,401939.35N,0361943.72E,2030.82,54.71,NO INFO,,NO,
LTAW10474,TREE,TREE,401939.26N,0361943.59E,2020.97,45.22,NO INFO,,NO,
LTAW10475,TREE,TREE,401939.21N,0361943.31E,2024.25,48.38,NO INFO,,NO,
LTAW10476,TREE,TREE,401939.14N,0361942.94E,2020.97,45.00,NO INFO,,NO,
LTAW10477,TREE,TREE,401939.09N,0361942.25E,2034.10,57.63,NO INFO,,NO,
LTAW10478,TREE,TREE,401939.98N,0361946.25E,2014.41,38.43,NO INFO,,NO,
LTAW10479,TREE,TREE,401940.03N,0361946.57E,2011.13,35.18,NO INFO,,NO,
LTAW10480,TREE,TREE,401939.36N,0362019.76E,2007.85,87.56,NO INFO,,NO,
LTAW10481,TREE,TREE,401939.23N,0362001.42E,2004.57,51.57,NO INFO,,NO,
LTAW10484,TREE,TREE,401928.11N,0362356.15E,1932.39,78.41,NO INFO,,NO,
LTAW10487,TREE,TREE,401931.40N,0362401.71E,1925.83,68.88,NO INFO,,NO,
LTAW10488,TREE,TREE,401931.56N,0362402.08E,1922.55,65.60,NO INFO,,NO,
LTAW10489,TREE,TREE,401931.63N,0362402.40E,1922.55,65.64,NO INFO,,NO,
LTAW10490,TREE,TREE,401931.72N,0362402.81E,1922.55,65.65,NO INFO,,NO,
LTAW10491,TREE,TREE,401931.73N,0362403.20E,1915.99,59.06,NO INFO,,NO,
LTAW10492,TREE,TREE,401931.67N,0362403.48E,1922.55,65.60,NO INFO,,NO,
LTAW10493,TREE,TREE,401931.67N,0362404.04E,1922.55,65.63,NO INFO,,NO,
LTAW10494,TREE,TREE,401931.65N,0362404.54E,1929.11,72.36,NO INFO,,NO,
LTAW10495,TREE,TREE,401931.62N,0362404.93E,1929.11,72.28,NO INFO,,NO,
LTAW10496,TREE,TREE,401931.75N,0362405.28E,1919.27,62.42,NO INFO,,NO,
LTAW10497,TREE,TREE,401931.74N,0362405.66E,1929.11,72.19,NO INFO,,NO,
LTAW10498,TREE,TREE,401931.69N,0362406.01E,1929.11,72.18,NO INFO,,NO,
LTAW10499,TREE,TREE,401931.86N,0362406.64E,1929.11,72.12,NO INFO,,NO,
LTAW10532,TREE,TREE,401937.53N,0362427.08E,1922.55,62.30,NO INFO,,NO,
LTAW10533,TREE,TREE,401937.65N,0362427.17E,1922.55,62.30,NO INFO,,NO,
LTAW10534,TREE,TREE,401937.76N,0362427.00E,1912.71,52.42,NO INFO,,NO,
LTAW10535,TREE,TREE,401938.20N,0362426.92E,1925.83,68.85,NO INFO,,NO,
LTAW10536,TREE,TREE,401938.81N,0362426.83E,1902.86,42.61,NO INFO,,NO,
LTAW10541,TREE,TREE,401924.83N,0362540.12E,2004.57,82.89,NO INFO,,NO,
LTAW10542,TREE,TREE,401927.05N,0362554.32E,2004.57,78.06,NO INFO,,NO,
LTAW10543,TREE,TREE,401925.92N,0362603.91E,2014.41,81.65,NO INFO,,NO,
LTAW10544,TREE,TREE,401925.41N,0362606.15E,2011.13,76.11,NO INFO,,NO,
LTAW10545,TREE,TREE,401925.46N,0362606.93E,2004.57,70.21,NO INFO,,NO,
LTAW10546,TREE,TREE,401925.47N,0362614.23E,2007.85,76.03,NO INFO,,NO,
LTAW10547,TREE,TREE,401925.22N,0362613.34E,2004.57,69.90,NO INFO,,NO,
LTAW10548,TREE,TREE,401927.00N,0362706.74E,2011.13,73.05,NO INFO,,NO,
LTAW10549,TREE,TREE,401925.76N,0362707.00E,2014.41,64.42,NO INFO,,NO,
LTAW10550,TREE,TREE,401925.45N,0362706.94E,2020.97,68.65,NO INFO,,NO,
