Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),ElevationAtTop(FT),Height(FT),Lighting,ColorOfLighting,Group,,,,,,,,
LTBO508,BUILDING,BUILDING,384147.72N,0292434.39E,3283,34,NO INFO,,NO,,,,,,,,
LTBO509,BUILDING,BUILDING,384146.56N,0292432.86E,3279,44,NO INFO,,NO,,,,,,,,
LTBO510,BUILDING,BUILDING,384147.30N,0292423.44E,3216,44,NO INFO,,NO,,,,,,,,
LTBO511,BUILDING,BUILDING,384128.58N,0292424.22E,3256,34,NO INFO,,NO,,,,,,,,
LTBO512,BUILDING,BUILDING,384127.94N,0292423.65E,3251,34,NO INFO,,NO,,,,,,,,
LTBO513,BUILDING,BUILDING,384126.44N,0292419.40E,3157,25,NO INFO,,NO,,,,,,,,
LTBO514,BUILDING,BUILDING,384127.38N,0292418.81E,3149,15,NO INFO,,NO,,,,,,,,
LTBO515,BUILDING,BUILDING,384127.17N,0292417.88E,3145,25,NO INFO,,NO,,,,,,,,
LTBO516,BUILDING,BUILDING,384128.10N,0292418.68E,3153,15,NO INFO,,NO,,,,,,,,
LTBO517,BUILDING,BUILDING,384128.74N,0292418.64E,3166,34,NO INFO,,NO,,,,,,,,
LTBO518,BUILDING,BUILDING,384125.96N,0292418.59E,3146,25,NO INFO,,NO,,,,,,,,
LTBO519,BUILDING,BUILDING,384125.53N,0292419.20E,3135,15,NO INFO,,NO,,,,,,,,
LTBO520,BUILDING,BUILDING,384125.30N,0292419.07E,3143,25,NO INFO,,NO,,,,,,,,
LTBO521,BUILDING,BUILDING,384125.01N,0292419.77E,3155,34,NO INFO,,NO,,,,,,,,
LTBO522,BUILDING,BUILDING,384124.20N,0292419.75E,3142,25,NO INFO,,NO,,,,,,,,
LTBO523,BUILDING,BUILDING,384124.82N,0292418.72E,3141,34,NO INFO,,NO,,,,,,,,
LTBO524,BUILDING,BUILDING,384124.55N,0292418.52E,3138,34,NO INFO,,NO,,,,,,,,
LTBO525,BUILDING,BUILDING,384123.88N,0292418.96E,3136,25,NO INFO,,NO,,,,,,,,
LTBO526,MINARET,BUILDING,384120.78N,0292414.59E,3155,92,NO INFO,,NO,,,,,,,,
LTBO527,BUILDING,BUILDING,384120.21N,0292417.80E,3149,25,NO INFO,,NO,,,,,,,,
LTBO528,BUILDING,BUILDING,384120.56N,0292417.60E,3154,34,NO INFO,,NO,,,,,,,,
LTBO529,BUILDING,BUILDING,384137.76N,0292446.31E,3381,34,NO INFO,,NO,,,,,,,,
LTBO530,BUILDING,BUILDING,384116.87N,0292425.99E,3227,34,NO INFO,,NO,,,,,,,,
LTBO531,BUILDING,BUILDING,384122.50N,0292427.05E,3213,34,NO INFO,,NO,,,,,,,,
LTBO532,BUILDING,BUILDING,384123.31N,0292432.11E,3151,34,NO INFO,,NO,,,,,,,,
LTBO533,BUILDING,BUILDING,384121.59N,0292433.54E,3148,34,NO INFO,,NO,,,,,,,,
LTBO534,BUILDING,BUILDING,384113.41N,0292425.82E,3209,54,NO INFO,,NO,,,,,,,,
LTBO535,MINARET,BUILDING,384113.89N,0292425.80E,3253,92,NO INFO,,NO,,,,,,,,
LTBO536,BUILDING,BUILDING,384112.38N,0292427.40E,3154,34,NO INFO,,NO,,,,,,,,
LTBO537,BUILDING,BUILDING,384110.42N,0292424.33E,3140,34,NO INFO,,NO,,,,,,,,
LTBO538,BUILDING,BUILDING,384110.06N,0292424.70E,3134,34,NO INFO,,NO,,,,,,,,
LTBO539,BUILDING,BUILDING,384110.27N,0292425.24E,3135,34,NO INFO,,NO,,,,,,,,
LTBO540,BUILDING,BUILDING,384110.45N,0292428.63E,3094,15,NO INFO,,NO,,,,,,,,
LTBO541,BUILDING,BUILDING,384110.27N,0292427.70E,3106,25,NO INFO,,NO,,,,,,,,
LTBO542,BUILDING,BUILDING,384110.15N,0292428.13E,3091,15,NO INFO,,NO,,,,,,,,
LTBO543,BUILDING,BUILDING,384110.00N,0292428.52E,3089,15,NO INFO,,NO,,,,,,,,
LTBO544,BUILDING,BUILDING,384109.76N,0292428.96E,3088,15,NO INFO,,NO,,,,,,,,
LTBO545,BUILDING,BUILDING,384110.68N,0292428.02E,3108,25,NO INFO,,NO,,,,,,,,
LTBO546,BUILDING,BUILDING,384112.70N,0292429.57E,3118,34,NO INFO,,NO,,,,,,,,
LTBO547,BUILDING,BUILDING,384113.03N,0292428.63E,3138,34,NO INFO,,NO,,,,,,,,
LTBO548,BUILDING,BUILDING,384113.07N,0292430.29E,3118,34,NO INFO,,NO,,,,,,,,
LTBO549,BUILDING,BUILDING,384114.05N,0292431.03E,3118,34,NO INFO,,NO,,,,,,,,
LTBO550,BUILDING,BUILDING,384114.50N,0292429.87E,3127,34,NO INFO,,NO,,,,,,,,
LTBO551,BUILDING,BUILDING,384114.93N,0292430.42E,3119,34,NO INFO,,NO,,,,,,,,
LTBO552,BUILDING,BUILDING,384114.74N,0292430.85E,3118,34,NO INFO,,NO,,,,,,,,
LTBO553,BUILDING,BUILDING,384114.57N,0292431.50E,3118,34,NO INFO,,NO,,,,,,,,
LTBO554,BUILDING,BUILDING,384112.55N,0292435.24E,3158,34,NO INFO,,NO,,,,,,,,
LTBO555,BUILDING,BUILDING,384111.81N,0292430.81E,3118,34,NO INFO,,NO,,,,,,,,
LTBO556,BUILDING,BUILDING,384110.90N,0292431.46E,3128,44,NO INFO,,NO,,,,,,,,
LTBO557,BUILDING,BUILDING,384110.49N,0292431.77E,3118,34,NO INFO,,NO,,,,,,,,
LTBO558,BUILDING,BUILDING,384110.01N,0292432.68E,3118,34,NO INFO,,NO,,,,,,,,
LTBO559,BUILDING,BUILDING,384109.97N,0292433.08E,3118,34,NO INFO,,NO,,,,,,,,
LTBO560,BUILDING,BUILDING,384110.19N,0292437.25E,3151,34,NO INFO,,NO,,,,,,,,
LTBO561,BUILDING,BUILDING,384109.41N,0292429.93E,3091,15,NO INFO,,NO,,,,,,,,
LTBO562,BUILDING,BUILDING,384108.97N,0292429.55E,3083,15,NO INFO,,NO,,,,,,,,
LTBO563,BUILDING,BUILDING,384108.84N,0292429.83E,3084,15,NO INFO,,NO,,,,,,,,
LTBO564,BUILDING,BUILDING,384108.80N,0292430.33E,3097,25,NO INFO,,NO,,,,,,,,
LTBO565,BUILDING,BUILDING,384108.30N,0292430.20E,3096,25,NO INFO,,NO,,,,,,,,
LTBO566,BUILDING,BUILDING,384107.72N,0292431.95E,3128,34,NO INFO,,NO,,,,,,,,
LTBO567,BUILDING,BUILDING,384107.52N,0292432.54E,3135,34,NO INFO,,NO,,,,,,,,
LTBO568,BUILDING,BUILDING,384105.25N,0292434.59E,3146,34,NO INFO,,NO,,,,,,,,
LTBO569,BUILDING,BUILDING,384106.79N,0292433.00E,3140,34,NO INFO,,NO,,,,,,,,
LTBO570,BUILDING,BUILDING,384104.96N,0292433.97E,3139,34,NO INFO,,NO,,,,,,,,
LTBO571,BUILDING,BUILDING,384103.66N,0292430.16E,3086,15,NO INFO,,NO,,,,,,,,
LTBO572,BUILDING,BUILDING,384103.89N,0292429.94E,3084,15,NO INFO,,NO,,,,,,,,
LTBO573,BUILDING,BUILDING,384104.33N,0292429.67E,3082,15,NO INFO,,NO,,,,,,,,
LTBO574,BUILDING,BUILDING,384104.71N,0292429.95E,3094,25,NO INFO,,NO,,,,,,,,
LTBO575,BUILDING,BUILDING,384101.27N,0292434.50E,3147,34,NO INFO,,NO,,,,,,,,
LTBO576,BUILDING,BUILDING,384103.94N,0292429.19E,3079,15,NO INFO,,NO,,,,,,,,
LTBO577,BUILDING,BUILDING,384103.68N,0292429.41E,3081,15,NO INFO,,NO,,,,,,,,
LTBO578,BUILDING,BUILDING,384103.40N,0292428.64E,3087,25,NO INFO,,NO,,,,,,,,
LTBO579,BUILDING,BUILDING,384103.01N,0292428.85E,3080,15,NO INFO,,NO,,,,,,,,
LTBO580,BUILDING,BUILDING,384102.26N,0292429.66E,3097,25,NO INFO,,NO,,,,,,,,
LTBO581,BUILDING,BUILDING,384102.86N,0292429.96E,3087,15,NO INFO,,NO,,,,,,,,
LTBO582,BUILDING,BUILDING,384103.17N,0292429.76E,3085,15,NO INFO,,NO,,,,,,,,
LTBO583,BUILDING,BUILDING,384101.50N,0292430.00E,3088,15,NO INFO,,NO,,,,,,,,
LTBO584,BUILDING,BUILDING,384101.71N,0292429.49E,3083,15,NO INFO,,NO,,,,,,,,
LTBO585,BUILDING,BUILDING,384101.36N,0292429.39E,3081,15,NO INFO,,NO,,,,,,,,
LTBO586,BUILDING,BUILDING,384100.93N,0292429.56E,3090,25,NO INFO,,NO,,,,,,,,
LTBO587,BUILDING,BUILDING,384100.97N,0292430.07E,3085,15,NO INFO,,NO,,,,,,,,
LTBO588,BUILDING,BUILDING,384100.35N,0292429.74E,3088,25,NO INFO,,NO,,,,,,,,
LTBO589,BUILDING,BUILDING,384056.25N,0292434.66E,3108,34,NO INFO,,NO,,,,,,,,
LTBO590,BUILDING,BUILDING,384058.17N,0292435.91E,3130,34,NO INFO,,NO,,,,,,,,
LTBO591,BUILDING,BUILDING,384055.37N,0292434.74E,3093,34,NO INFO,,NO,,,,,,,,
LTBO592,BUILDING,BUILDING,384056.41N,0292437.47E,3103,34,NO INFO,,NO,,,,,,,,
LTBO593,BUILDING,BUILDING,384054.97N,0292437.17E,3084,34,NO INFO,,NO,,,,,,,,
LTBO594,BUILDING,BUILDING,384058.63N,0292436.58E,3134,34,NO INFO,,NO,,,,,,,,
LTBO595,BUILDING,BUILDING,384059.68N,0292437.18E,3142,34,NO INFO,,NO,,,,,,,,
LTBO596,BUILDING,BUILDING,384058.21N,0292440.51E,3108,34,NO INFO,,NO,,,,,,,,
LTBO597,BUILDING,BUILDING,384058.68N,0292441.38E,3107,34,NO INFO,,NO,,,,,,,,
LTBO598,BUILDING,BUILDING,384057.68N,0292440.86E,3100,34,NO INFO,,NO,,,,,,,,
LTBO599,BUILDING,BUILDING,384054.90N,0292440.94E,3079,34,NO INFO,,NO,,,,,,,,
LTBO600,BUILDING,BUILDING,384054.51N,0292441.23E,3058,15,NO INFO,,NO,,,,,,,,
LTBO601,BUILDING,BUILDING,384054.34N,0292440.58E,3065,25,NO INFO,,NO,,,,,,,,
LTBO602,BUILDING,BUILDING,384054.10N,0292440.46E,3052,15,NO INFO,,NO,,,,,,,,
LTBO603,BUILDING,BUILDING,384053.69N,0292440.88E,3060,25,NO INFO,,NO,,,,,,,,
LTBO604,BUILDING,BUILDING,384053.13N,0292439.60E,3082,54,NO INFO,,NO,,,,,,,,
LTBO605,BUILDING,BUILDING,384053.99N,0292439.48E,3070,34,NO INFO,,NO,,,,,,,,
LTBO606,BUILDING,BUILDING,384054.40N,0292440.03E,3054,15,NO INFO,,NO,,,,,,,,
LTBO607,BUILDING,BUILDING,384054.38N,0292438.64E,3086,44,NO INFO,,NO,,,,,,,,
LTBO608,BUILDING,BUILDING,384054.41N,0292438.03E,3058,15,NO INFO,,NO,,,,,,,,
LTBO609,BUILDING,BUILDING,384054.58N,0292436.20E,3063,15,NO INFO,,NO,,,,,,,,
LTBO610,BUILDING,BUILDING,384054.53N,0292435.50E,3062,15,NO INFO,,NO,,,,,,,,
LTBO611,BUILDING,BUILDING,384053.86N,0292435.32E,3055,15,NO INFO,,NO,,,,,,,,
LTBO612,BUILDING,BUILDING,384053.88N,0292435.92E,3074,34,NO INFO,,NO,,,,,,,,
LTBO613,BUILDING,BUILDING,384053.69N,0292436.51E,3052,15,NO INFO,,NO,,,,,,,,
LTBO614,BUILDING,BUILDING,384053.59N,0292437.25E,3071,34,NO INFO,,NO,,,,,,,,
LTBO615,BUILDING,BUILDING,384053.61N,0292437.94E,3071,34,NO INFO,,NO,,,,,,,,
LTBO616,BUILDING,BUILDING,384053.57N,0292438.50E,3079,44,NO INFO,,NO,,,,,,,,
LTBO617,BUILDING,BUILDING,384053.03N,0292438.78E,3063,34,NO INFO,,NO,,,,,,,,
LTBO618,BUILDING,BUILDING,384052.22N,0292439.00E,3045,25,NO INFO,,NO,,,,,,,,
LTBO619,BUILDING,BUILDING,384052.98N,0292437.88E,3054,25,NO INFO,,NO,,,,,,,,
LTBO620,BUILDING,BUILDING,384053.12N,0292437.25E,3056,25,NO INFO,,NO,,,,,,,,
LTBO621,BUILDING,BUILDING,384052.54N,0292436.30E,3050,25,NO INFO,,NO,,,,,,,,
LTBO622,BUILDING,BUILDING,384052.91N,0292434.66E,3063,34,NO INFO,,NO,,,,,,,,
LTBO623,BUILDING,BUILDING,384053.56N,0292435.20E,3071,34,NO INFO,,NO,,,,,,,,
LTBO624,BUILDING,BUILDING,384053.46N,0292433.95E,3058,25,NO INFO,,NO,,,,,,,,
LTBO625,BUILDING,BUILDING,384053.69N,0292433.24E,3070,34,NO INFO,,NO,,,,,,,,
LTBO626,BUILDING,BUILDING,384054.76N,0292433.41E,3073,25,NO INFO,,NO,,,,,,,,
LTBO627,BUILDING,BUILDING,384053.31N,0292432.26E,3071,44,NO INFO,,NO,,,,,,,,
LTBO628,BUILDING,BUILDING,384055.73N,0292430.71E,3071,25,NO INFO,,NO,,,,,,,,
LTBO629,BUILDING,BUILDING,384056.78N,0292429.32E,3081,44,NO INFO,,NO,,,,,,,,
LTBO630,BUILDING,BUILDING,384058.17N,0292429.54E,3075,25,NO INFO,,NO,,,,,,,,
LTBO631,BUILDING,BUILDING,384056.74N,0292430.93E,3072,15,NO INFO,,NO,,,,,,,,
LTBO632,BUILDING,BUILDING,384057.20N,0292431.26E,3088,25,NO INFO,,NO,,,,,,,,
LTBO633,BUILDING,BUILDING,384057.00N,0292431.39E,3078,15,NO INFO,,NO,,,,,,,,
LTBO634,BUILDING,BUILDING,384057.37N,0292430.99E,3077,15,NO INFO,,NO,,,,,,,,
LTBO635,BUILDING,BUILDING,384057.74N,0292430.81E,3087,25,NO INFO,,NO,,,,,,,,
LTBO636,BUILDING,BUILDING,384058.05N,0292430.97E,3092,25,NO INFO,,NO,,,,,,,,
LTBO637,BUILDING,BUILDING,384058.38N,0292430.80E,3091,25,NO INFO,,NO,,,,,,,,
LTBO638,BUILDING,BUILDING,384058.68N,0292430.57E,3081,15,NO INFO,,NO,,,,,,,,
LTBO639,BUILDING,BUILDING,384058.94N,0292430.54E,3093,25,NO INFO,,NO,,,,,,,,
LTBO640,BUILDING,BUILDING,384059.31N,0292430.52E,3092,25,NO INFO,,NO,,,,,,,,
LTBO641,BUILDING,BUILDING,384059.25N,0292429.19E,3077,25,NO INFO,,NO,,,,,,,,
LTBO642,BUILDING,BUILDING,384100.07N,0292428.77E,3087,34,NO INFO,,NO,,,,,,,,
LTBO643,BUILDING,BUILDING,384100.00N,0292429.31E,3081,25,NO INFO,,NO,,,,,,,,
LTBO644,BUILDING,BUILDING,384054.89N,0292432.48E,3073,25,NO INFO,,NO,,,,,,,,
LTBO645,BUILDING,BUILDING,384055.40N,0292432.85E,3071,15,NO INFO,,NO,,,,,,,,
LTBO646,BUILDING,BUILDING,384055.75N,0292432.17E,3072,15,NO INFO,,NO,,,,,,,,
LTBO647,BUILDING,BUILDING,384102.06N,0292428.94E,3088,25,NO INFO,,NO,,,,,,,,
LTBO648,BUILDING,BUILDING,384103.02N,0292427.97E,3093,34,NO INFO,,NO,,,,,,,,
LTBO649,BUILDING,BUILDING,384105.15N,0292427.69E,3086,34,NO INFO,,NO,,,,,,,,
LTBO650,BUILDING,BUILDING,384105.52N,0292428.43E,3082,25,NO INFO,,NO,,,,,,,,
LTBO651,BUILDING,BUILDING,384104.71N,0292429.31E,3079,15,NO INFO,,NO,,,,,,,,
LTBO652,BUILDING,BUILDING,384104.97N,0292429.54E,3092,25,NO INFO,,NO,,,,,,,,
LTBO653,BUILDING,BUILDING,384104.17N,0292428.70E,3085,25,NO INFO,,NO,,,,,,,,
LTBO654,BUILDING,BUILDING,384104.93N,0292425.12E,3100,54,NO INFO,,NO,,,,,,,,
LTBO655,MINARET,BUILDING,384105.39N,0292424.34E,3138,92,NO INFO,,NO,,,,,,,,
LTBO656,BUILDING,BUILDING,384109.40N,0292423.24E,3105,15,NO INFO,,NO,,,,,,,,
LTBO657,BUILDING,BUILDING,384109.19N,0292423.77E,3102,15,NO INFO,,NO,,,,,,,,
LTBO658,BUILDING,BUILDING,384109.56N,0292424.32E,3115,25,NO INFO,,NO,,,,,,,,
LTBO659,BUILDING,BUILDING,384109.92N,0292423.98E,3124,25,NO INFO,,NO,,,,,,,,
LTBO660,BUILDING,BUILDING,384108.64N,0292425.30E,3098,25,NO INFO,,NO,,,,,,,,
LTBO661,BUILDING,BUILDING,384108.75N,0292426.29E,3093,25,NO INFO,,NO,,,,,,,,
LTBO662,BUILDING,BUILDING,384109.42N,0292427.10E,3089,15,NO INFO,,NO,,,,,,,,
LTBO663,BUILDING,BUILDING,384109.33N,0292426.74E,3098,25,NO INFO,,NO,,,,,,,,
LTBO664,BUILDING,BUILDING,384109.60N,0292426.33E,3100,15,NO INFO,,NO,,,,,,,,
LTBO665,BUILDING,BUILDING,384109.44N,0292425.92E,3099,15,NO INFO,,NO,,,,,,,,
LTBO666,BUILDING,BUILDING,384109.18N,0292425.59E,3095,15,NO INFO,,NO,,,,,,,,
LTBO667,BUILDING,BUILDING,384109.19N,0292425.22E,3097,15,NO INFO,,NO,,,,,,,,
LTBO668,BUILDING,BUILDING,384109.63N,0292424.96E,3115,25,NO INFO,,NO,,,,,,,,
LTBO669,BUILDING,BUILDING,384109.73N,0292425.51E,3116,25,NO INFO,,NO,,,,,,,,
LTBO670,BUILDING,BUILDING,384109.79N,0292427.16E,3097,15,NO INFO,,NO,,,,,,,,
LTBO671,BUILDING,BUILDING,384109.67N,0292427.56E,3092,15,NO INFO,,NO,,,,,,,,
LTBO672,BUILDING,BUILDING,384107.01N,0292429.39E,3081,15,NO INFO,,NO,,,,,,,,
LTBO673,BUILDING,BUILDING,384107.25N,0292429.73E,3083,15,NO INFO,,NO,,,,,,,,
LTBO674,BUILDING,BUILDING,384107.92N,0292430.10E,3096,25,NO INFO,,NO,,,,,,,,
LTBO675,BUILDING,BUILDING,384106.46N,0292428.34E,3088,34,NO INFO,,NO,,,,,,,,
LTBO676,BUILDING,BUILDING,384105.64N,0292429.51E,3096,25,NO INFO,,NO,,,,,,,,
LTBO677,BUILDING,BUILDING,384105.86N,0292429.74E,3098,25,NO INFO,,NO,,,,,,,,
LTBO678,BUILDING,BUILDING,384106.50N,0292429.60E,3084,15,NO INFO,,NO,,,,,,,,
LTBO679,BUILDING,BUILDING,384109.40N,0292422.68E,3115,25,NO INFO,,NO,,,,,,,,
LTBO680,BUILDING,BUILDING,384109.33N,0292422.26E,3115,25,NO INFO,,NO,,,,,,,,
LTBO681,BUILDING,BUILDING,384109.80N,0292422.57E,3122,25,NO INFO,,NO,,,,,,,,
LTBO682,BUILDING,BUILDING,384109.10N,0292421.62E,3118,34,NO INFO,,NO,,,,,,,,
LTBO683,BUILDING,BUILDING,384109.43N,0292421.76E,3114,25,NO INFO,,NO,,,,,,,,
LTBO684,BUILDING,BUILDING,384109.53N,0292420.96E,3115,25,NO INFO,,NO,,,,,,,,
LTBO685,BUILDING,BUILDING,384109.92N,0292420.92E,3138,44,NO INFO,,NO,,,,,,,,
LTBO686,BUILDING,BUILDING,384110.26N,0292420.74E,3120,25,NO INFO,,NO,,,,,,,,
LTBO687,BUILDING,BUILDING,384110.70N,0292420.47E,3135,34,NO INFO,,NO,,,,,,,,
LTBO688,BUILDING,BUILDING,384111.14N,0292420.14E,3122,25,NO INFO,,NO,,,,,,,,
LTBO689,BUILDING,BUILDING,384111.29N,0292420.55E,3132,25,NO INFO,,NO,,,,,,,,
LTBO690,BUILDING,BUILDING,384110.87N,0292421.21E,3143,34,NO INFO,,NO,,,,,,,,
LTBO691,BUILDING,BUILDING,384110.40N,0292421.31E,3137,34,NO INFO,,NO,,,,,,,,
LTBO692,BUILDING,BUILDING,384110.05N,0292421.48E,3133,34,NO INFO,,NO,,,,,,,,
LTBO693,BUILDING,BUILDING,384111.55N,0292420.24E,3118,15,NO INFO,,NO,,,,,,,,
LTBO694,BUILDING,BUILDING,384111.69N,0292420.68E,3127,15,NO INFO,,NO,,,,,,,,
LTBO695,BUILDING,BUILDING,384109.70N,0292420.10E,3119,34,NO INFO,,NO,,,,,,,,
LTBO696,BUILDING,BUILDING,384112.81N,0292419.78E,3123,25,NO INFO,,NO,,,,,,,,
LTBO697,BUILDING,BUILDING,384113.13N,0292420.01E,3123,15,NO INFO,,NO,,,,,,,,
LTBO698,BUILDING,BUILDING,384113.46N,0292419.94E,3125,15,NO INFO,,NO,,,,,,,,
LTBO699,BUILDING,BUILDING,384114.02N,0292419.95E,3138,25,NO INFO,,NO,,,,,,,,
LTBO700,BUILDING,BUILDING,384115.25N,0292418.66E,3127,25,NO INFO,,NO,,,,,,,,
LTBO701,BUILDING,BUILDING,384114.90N,0292419.62E,3132,15,NO INFO,,NO,,,,,,,,
LTBO702,BUILDING,BUILDING,384116.41N,0292420.43E,3197,34,NO INFO,,NO,,,,,,,,
LTBO703,BUILDING,BUILDING,384137.62N,0292613.22E,3118,34,NO INFO,,NO,,,,,,,,
LTBO704,BUILDING,BUILDING,384150.96N,0292616.42E,3053,34,NO INFO,,NO,,,,,,,,
LTBO705,BUILDING,BUILDING,384149.39N,0292617.32E,3053,34,NO INFO,,NO,,,,,,,,
LTBO706,BUILDING,BUILDING,384149.57N,0292617.56E,3063,44,NO INFO,,NO,,,,,,,,
LTBO707,BUILDING,BUILDING,384147.65N,0292616.37E,3072,54,NO INFO,,NO,,,,,,,,
LTBO708,BUILDING,BUILDING,384146.48N,0292617.02E,3053,34,NO INFO,,NO,,,,,,,,
LTBO709,BUILDING,BUILDING,384146.07N,0292614.91E,3046,25,NO INFO,,NO,,,,,,,,
LTBO710,BUILDING,BUILDING,384146.03N,0292614.49E,3052,25,NO INFO,,NO,,,,,,,,
LTBO711,BUILDING,BUILDING,384145.79N,0292613.87E,3059,25,NO INFO,,NO,,,,,,,,
LTBO712,BUILDING,BUILDING,384146.95N,0292613.95E,3052,25,NO INFO,,NO,,,,,,,,
LTBO713,BUILDING,BUILDING,384147.37N,0292614.01E,3047,25,NO INFO,,NO,,,,,,,,
LTBO714,BUILDING,BUILDING,384147.92N,0292613.81E,3047,25,NO INFO,,NO,,,,,,,,
LTBO715,BUILDING,BUILDING,384147.25N,0292613.33E,3049,15,NO INFO,,NO,,,,,,,,
LTBO716,BUILDING,BUILDING,384147.25N,0292612.75E,3055,15,NO INFO,,NO,,,,,,,,
LTBO717,BUILDING,BUILDING,384145.20N,0292615.30E,3047,25,NO INFO,,NO,,,,,,,,
LTBO718,BUILDING,BUILDING,384145.97N,0292617.92E,3063,44,NO INFO,,NO,,,,,,,,
LTBO719,BUILDING,BUILDING,384144.01N,0292618.84E,3063,44,NO INFO,,NO,,,,,,,,
LTBO720,BUILDING,BUILDING,384144.50N,0292615.46E,3045,25,NO INFO,,NO,,,,,,,,
LTBO721,BUILDING,BUILDING,384143.84N,0292615.00E,3049,25,NO INFO,,NO,,,,,,,,
LTBO722,BUILDING,BUILDING,384144.19N,0292614.32E,3057,25,NO INFO,,NO,,,,,,,,
LTBO723,BUILDING,BUILDING,384144.23N,0292613.45E,3065,25,NO INFO,,NO,,,,,,,,
LTBO724,BUILDING,BUILDING,384144.85N,0292613.39E,3066,25,NO INFO,,NO,,,,,,,,
LTBO725,BUILDING,BUILDING,384145.00N,0292613.86E,3061,25,NO INFO,,NO,,,,,,,,
LTBO726,BUILDING,BUILDING,384145.31N,0292613.32E,3064,25,NO INFO,,NO,,,,,,,,
LTBO727,BUILDING,BUILDING,384143.20N,0292614.20E,3056,25,NO INFO,,NO,,,,,,,,
LTBO728,BUILDING,BUILDING,384142.84N,0292614.24E,3053,25,NO INFO,,NO,,,,,,,,
LTBO729,BUILDING,BUILDING,384142.58N,0292614.17E,3055,25,NO INFO,,NO,,,,,,,,
LTBO730,BUILDING,BUILDING,384142.21N,0292613.98E,3047,15,NO INFO,,NO,,,,,,,,
LTBO731,BUILDING,BUILDING,384142.20N,0292613.41E,3063,25,NO INFO,,NO,,,,,,,,
LTBO732,BUILDING,BUILDING,384141.61N,0292613.02E,3064,25,NO INFO,,NO,,,,,,,,
LTBO733,BUILDING,BUILDING,384141.58N,0292613.84E,3055,25,NO INFO,,NO,,,,,,,,
LTBO734,BUILDING,BUILDING,384140.88N,0292613.92E,3063,25,NO INFO,,NO,,,,,,,,
LTBO735,BUILDING,BUILDING,384141.00N,0292614.85E,3050,25,NO INFO,,NO,,,,,,,,
LTBO736,BUILDING,BUILDING,384141.97N,0292614.46E,3049,25,NO INFO,,NO,,,,,,,,
LTBO737,BUILDING,BUILDING,384142.59N,0292614.73E,3046,25,NO INFO,,NO,,,,,,,,
LTBO738,BUILDING,BUILDING,384143.02N,0292615.06E,3046,25,NO INFO,,NO,,,,,,,,
LTBO739,BUILDING,BUILDING,384142.85N,0292619.34E,3053,34,NO INFO,,NO,,,,,,,,
LTBO740,BUILDING,BUILDING,384141.48N,0292619.95E,3053,34,NO INFO,,NO,,,,,,,,
LTBO741,BUILDING,BUILDING,384140.06N,0292615.48E,3052,25,NO INFO,,NO,,,,,,,,
LTBO742,BUILDING,BUILDING,384139.48N,0292616.14E,3059,25,NO INFO,,NO,,,,,,,,
LTBO743,BUILDING,BUILDING,384139.09N,0292617.12E,3048,25,NO INFO,,NO,,,,,,,,
LTBO744,BUILDING,BUILDING,384138.74N,0292616.80E,3056,25,NO INFO,,NO,,,,,,,,
LTBO745,BUILDING,BUILDING,384138.77N,0292617.97E,3046,25,NO INFO,,NO,,,,,,,,
LTBO746,BUILDING,BUILDING,384138.30N,0292617.78E,3056,25,NO INFO,,NO,,,,,,,,
LTBO747,BUILDING,BUILDING,384138.31N,0292617.49E,3057,25,NO INFO,,NO,,,,,,,,
LTBO748,BUILDING,BUILDING,384138.20N,0292617.24E,3061,25,NO INFO,,NO,,,,,,,,
LTBO749,BUILDING,BUILDING,384138.45N,0292618.34E,3048,25,NO INFO,,NO,,,,,,,,
LTBO750,BUILDING,BUILDING,384137.83N,0292618.30E,3054,25,NO INFO,,NO,,,,,,,,
LTBO751,BUILDING,BUILDING,384141.49N,0292621.99E,3047,34,NO INFO,,NO,,,,,,,,
LTBO752,BUILDING,BUILDING,384142.66N,0292621.37E,3053,34,NO INFO,,NO,,,,,,,,
LTBO753,BUILDING,BUILDING,384144.73N,0292621.35E,3063,44,NO INFO,,NO,,,,,,,,
LTBO754,BUILDING,BUILDING,384145.61N,0292620.36E,3063,44,NO INFO,,NO,,,,,,,,
LTBO755,BUILDING,BUILDING,384142.99N,0292623.42E,3047,34,NO INFO,,NO,,,,,,,,
LTBO756,BUILDING,BUILDING,384146.05N,0292625.69E,3045,25,NO INFO,,NO,,,,,,,,
LTBO757,BUILDING,BUILDING,384145.91N,0292626.02E,3045,25,NO INFO,,NO,,,,,,,,
LTBO758,BUILDING,BUILDING,384144.82N,0292627.93E,3046,25,NO INFO,,NO,,,,,,,,
LTBO759,BUILDING,BUILDING,384143.64N,0292628.36E,3047,25,NO INFO,,NO,,,,,,,,
LTBO760,BUILDING,BUILDING,384144.30N,0292629.08E,3057,25,NO INFO,,NO,,,,,,,,
LTBO761,BUILDING,BUILDING,384144.44N,0292629.53E,3063,25,NO INFO,,NO,,,,,,,,
LTBO762,BUILDING,BUILDING,384143.77N,0292629.91E,3066,25,NO INFO,,NO,,,,,,,,
LTBO763,BUILDING,BUILDING,384143.44N,0292629.30E,3048,15,NO INFO,,NO,,,,,,,,
LTBO764,BUILDING,BUILDING,384142.93N,0292629.70E,3065,25,NO INFO,,NO,,,,,,,,
