Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),ElevationAtTop(FT),Height(FT),Lighting,ColorOfLighting,Group,,,,,,,,
LTBO1778,BUILDING,BUILDING,383946.53N,0292516.13E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1779,BUILDING,BUILDING,383946.38N,0292515.68E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1780,BUILDING,BUILDING,383946.74N,0292515.07E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1781,BUILDING,BUILDING,383947.55N,0292514.85E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1782,BUILDING,BUILDING,383947.53N,0292515.24E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1783,BUILDING,BUILDING,383947.53N,0292515.57E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1784,BUILDING,BUILDING,383947.40N,0292516.01E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1785,BUILDING,BUILDING,383947.75N,0292516.09E,3047,25,NO INFO,,NO,,,,,,,,
LTBO1786,BUILDING,BUILDING,383947.88N,0292515.57E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1787,BUILDING,BUILDING,383947.94N,0292515.04E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1788,BUILDING,BUILDING,383947.69N,0292517.16E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1789,BUILDING,BUILDING,383947.28N,0292516.67E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1790,BUILDING,BUILDING,383947.14N,0292517.51E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1791,BUILDING,BUILDING,383946.74N,0292519.55E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1792,BUILDING,BUILDING,383947.42N,0292517.98E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1793,BUILDING,BUILDING,383947.55N,0292517.65E,3065,44,NO INFO,,NO,,,,,,,,
LTBO1794,BUILDING,BUILDING,383947.97N,0292519.69E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1795,BUILDING,BUILDING,383948.36N,0292517.56E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1796,BUILDING,BUILDING,383948.81N,0292515.10E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1797,BUILDING,BUILDING,383949.24N,0292515.21E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1798,BUILDING,BUILDING,383949.91N,0292516.32E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1799,BUILDING,BUILDING,383951.27N,0292517.39E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1800,BUILDING,BUILDING,383954.97N,0292515.11E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1801,BUILDING,BUILDING,383955.56N,0292515.14E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1802,BUILDING,BUILDING,383958.59N,0292514.45E,3065,54,NO INFO,,NO,,,,,,,,
LTBO1803,BUILDING,BUILDING,383958.07N,0292515.76E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1804,BUILDING,BUILDING,383958.99N,0292516.15E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1805,BUILDING,BUILDING,383959.07N,0292515.71E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1806,BUILDING,BUILDING,383959.19N,0292515.18E,3058,44,NO INFO,,NO,,,,,,,,
LTBO1807,BUILDING,BUILDING,383959.30N,0292514.59E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1808,BUILDING,BUILDING,384000.58N,0292516.24E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1809,BUILDING,BUILDING,384001.28N,0292516.44E,3060,44,NO INFO,,NO,,,,,,,,
LTBO1810,BUILDING,BUILDING,384002.07N,0292515.86E,3054,44,NO INFO,,NO,,,,,,,,
LTBO1811,BUILDING,BUILDING,384002.29N,0292515.19E,3070,64,NO INFO,,NO,,,,,,,,
LTBO1812,BUILDING,BUILDING,384002.87N,0292512.45E,3049,54,NO INFO,,NO,,,,,,,,
LTBO1813,BUILDING,BUILDING,384002.53N,0292513.64E,3053,54,NO INFO,,NO,,,,,,,,
LTBO1814,BUILDING,BUILDING,384003.41N,0292510.89E,3054,64,NO INFO,,NO,,,,,,,,
LTBO1815,BUILDING,BUILDING,384003.37N,0292511.50E,3056,64,NO INFO,,NO,,,,,,,,
LTBO1816,BUILDING,BUILDING,384003.78N,0292509.15E,3048,64,NO INFO,,NO,,,,,,,,
LTBO1817,BUILDING,BUILDING,383929.26N,0292506.36E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1818,BUILDING,BUILDING,383930.53N,0292508.52E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1819,BUILDING,BUILDING,383931.64N,0292508.99E,3087,54,NO INFO,,NO,,,,,,,,
LTBO1820,BUILDING,BUILDING,383932.72N,0292511.25E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1821,BUILDING,BUILDING,383930.86N,0292514.74E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1822,BUILDING,BUILDING,383931.52N,0292513.42E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1823,BUILDING,BUILDING,383931.84N,0292513.80E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1824,BUILDING,BUILDING,383932.25N,0292512.94E,3056,25,NO INFO,,NO,,,,,,,,
LTBO1825,BUILDING,BUILDING,383932.43N,0292512.48E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1826,BUILDING,BUILDING,383933.18N,0292512.78E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1827,BUILDING,BUILDING,383932.77N,0292513.59E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1828,BUILDING,BUILDING,383933.95N,0292511.67E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1829,BUILDING,BUILDING,383934.32N,0292511.01E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1830,BUILDING,BUILDING,383934.59N,0292506.47E,3074,64,NO INFO,,NO,,,,,,,,
LTBO1831,BUILDING,BUILDING,383935.65N,0292509.08E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1832,BUILDING,BUILDING,383935.42N,0292509.96E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1833,BUILDING,BUILDING,383935.18N,0292510.22E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1834,BUILDING,BUILDING,383936.67N,0292508.14E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1835,BUILDING,BUILDING,383937.56N,0292507.68E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1836,BUILDING,BUILDING,383937.26N,0292509.18E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1837,BUILDING,BUILDING,383937.71N,0292509.42E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1838,BUILDING,BUILDING,383937.94N,0292509.16E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1839,BUILDING,BUILDING,383938.06N,0292508.68E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1840,BUILDING,BUILDING,383938.15N,0292508.35E,3047,25,NO INFO,,NO,,,,,,,,
LTBO1841,BUILDING,BUILDING,383938.79N,0292509.13E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1842,BUILDING,BUILDING,383938.68N,0292509.38E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1843,BUILDING,BUILDING,383938.56N,0292509.89E,3089,54,NO INFO,,NO,,,,,,,,
LTBO1844,BUILDING,BUILDING,383936.84N,0292510.33E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1845,BUILDING,BUILDING,383936.69N,0292510.76E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1846,BUILDING,BUILDING,383936.36N,0292511.90E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1847,BUILDING,BUILDING,383936.47N,0292511.49E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1848,BUILDING,BUILDING,383937.40N,0292511.84E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1849,BUILDING,BUILDING,383937.46N,0292511.23E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1850,BUILDING,BUILDING,383938.19N,0292511.15E,3089,54,NO INFO,,NO,,,,,,,,
LTBO1851,BUILDING,BUILDING,383936.14N,0292512.43E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1852,BUILDING,BUILDING,383935.77N,0292513.09E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1853,BUILDING,BUILDING,383936.39N,0292514.52E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1854,BUILDING,BUILDING,383936.78N,0292513.61E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1855,BUILDING,BUILDING,383937.03N,0292512.47E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1856,BUILDING,BUILDING,383937.44N,0292514.53E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1857,BUILDING,BUILDING,383937.13N,0292515.57E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1858,BUILDING,BUILDING,383936.63N,0292516.13E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1859,BUILDING,BUILDING,383936.21N,0292515.12E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1860,BUILDING,BUILDING,383935.94N,0292515.78E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1861,BUILDING,BUILDING,383935.49N,0292516.97E,3081,44,NO INFO,,NO,,,,,,,,
LTBO1862,BUILDING,BUILDING,383935.06N,0292514.08E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1863,BUILDING,BUILDING,383934.21N,0292513.45E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1864,BUILDING,BUILDING,383934.49N,0292513.80E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1865,BUILDING,BUILDING,383934.59N,0292514.94E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1866,BUILDING,BUILDING,383935.09N,0292515.26E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1867,BUILDING,BUILDING,383934.04N,0292514.49E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1868,BUILDING,BUILDING,383933.68N,0292514.19E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1869,BUILDING,BUILDING,383933.65N,0292515.32E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1870,BUILDING,BUILDING,383933.03N,0292514.90E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1871,BUILDING,BUILDING,383932.42N,0292514.40E,3077,44,NO INFO,,NO,,,,,,,,
LTBO1872,BUILDING,BUILDING,383932.17N,0292515.76E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1873,BUILDING,BUILDING,383932.74N,0292516.16E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1874,BUILDING,BUILDING,383932.67N,0292517.14E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1875,BUILDING,BUILDING,383931.91N,0292516.54E,3078,44,NO INFO,,NO,,,,,,,,
LTBO1876,BUILDING,BUILDING,383932.10N,0292517.58E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1877,BUILDING,BUILDING,383931.60N,0292517.18E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1878,BUILDING,BUILDING,383932.63N,0292517.80E,3051,15,NO INFO,,NO,,,,,,,,
LTBO1879,BUILDING,BUILDING,383931.18N,0292516.63E,3072,39,NO INFO,,NO,,,,,,,,
LTBO1880,BUILDING,BUILDING,383930.81N,0292517.51E,3056,25,NO INFO,,NO,,,,,,,,
LTBO1881,BUILDING,BUILDING,383931.39N,0292518.39E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1882,BUILDING,BUILDING,383931.87N,0292518.54E,3071,34,NO INFO,,NO,,,,,,,,
LTBO1883,BUILDING,BUILDING,383930.94N,0292519.60E,3074,39,NO INFO,,NO,,,,,,,,
LTBO1884,BUILDING,BUILDING,383931.98N,0292520.83E,3076,34,NO INFO,,NO,,,,,,,,
LTBO1885,BUILDING,BUILDING,383930.48N,0292519.05E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1886,BUILDING,BUILDING,383933.57N,0292519.75E,3077,34,NO INFO,,NO,,,,,,,,
LTBO1887,BUILDING,BUILDING,383929.88N,0292516.94E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1888,BUILDING,BUILDING,383930.02N,0292516.49E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1889,BUILDING,BUILDING,383930.29N,0292515.85E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1890,BUILDING,BUILDING,383930.53N,0292515.52E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1891,BUILDING,BUILDING,383939.69N,0292510.21E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1892,BUILDING,BUILDING,383939.43N,0292509.91E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1893,BUILDING,BUILDING,383939.68N,0292509.43E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1894,BUILDING,BUILDING,383939.86N,0292508.80E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1895,BUILDING,BUILDING,383940.11N,0292507.91E,3068,44,NO INFO,,NO,,,,,,,,
LTBO1896,BUILDING,BUILDING,383940.21N,0292507.58E,3056,34,NO INFO,,NO,,,,,,,,
LTBO1897,BUILDING,BUILDING,383940.32N,0292507.13E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1898,BUILDING,BUILDING,383940.60N,0292507.50E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1899,BUILDING,BUILDING,383940.22N,0292509.27E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1900,BUILDING,BUILDING,383940.67N,0292509.77E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1901,BUILDING,BUILDING,383940.58N,0292510.30E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1902,BUILDING,BUILDING,383940.06N,0292510.10E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1903,BUILDING,BUILDING,383940.97N,0292510.05E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1904,BUILDING,BUILDING,383941.19N,0292509.64E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1905,BUILDING,BUILDING,383940.87N,0292509.09E,3045,15,NO INFO,,NO,,,,,,,,
LTBO1906,BUILDING,BUILDING,383941.06N,0292508.63E,3052,25,NO INFO,,NO,,,,,,,,
LTBO1907,BUILDING,BUILDING,383941.16N,0292508.20E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1908,BUILDING,BUILDING,383941.45N,0292507.07E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1909,BUILDING,BUILDING,383941.96N,0292506.69E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1910,BUILDING,BUILDING,383940.58N,0292506.40E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1911,BUILDING,BUILDING,383943.82N,0292505.94E,3052,44,NO INFO,,NO,,,,,,,,
LTBO1912,BUILDING,BUILDING,383942.58N,0292507.36E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1913,BUILDING,BUILDING,383942.17N,0292508.83E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1914,BUILDING,BUILDING,383941.97N,0292509.23E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1915,BUILDING,BUILDING,383941.76N,0292509.96E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1916,BUILDING,BUILDING,383941.57N,0292510.60E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1917,BUILDING,BUILDING,383942.44N,0292510.82E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1918,BUILDING,BUILDING,383942.69N,0292509.65E,3073,44,NO INFO,,NO,,,,,,,,
LTBO1919,BUILDING,BUILDING,383943.29N,0292507.89E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1920,BUILDING,BUILDING,383943.64N,0292506.67E,3065,54,NO INFO,,NO,,,,,,,,
LTBO1921,BUILDING,BUILDING,383943.32N,0292506.40E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1922,BUILDING,BUILDING,383944.03N,0292508.55E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1923,BUILDING,BUILDING,383943.91N,0292508.99E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1924,BUILDING,BUILDING,383943.73N,0292509.42E,3070,44,NO INFO,,NO,,,,,,,,
LTBO1925,BUILDING,BUILDING,383943.34N,0292510.20E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1926,BUILDING,BUILDING,383943.19N,0292510.68E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1927,BUILDING,BUILDING,383943.07N,0292511.06E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1928,BUILDING,BUILDING,383943.78N,0292511.38E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1929,BUILDING,BUILDING,383944.54N,0292511.73E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1930,BUILDING,BUILDING,383944.61N,0292511.02E,3063,34,NO INFO,,NO,,,,,,,,
LTBO1931,BUILDING,BUILDING,383944.08N,0292510.52E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1932,BUILDING,BUILDING,383945.00N,0292510.11E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1933,BUILDING,BUILDING,383945.08N,0292509.28E,3056,34,NO INFO,,NO,,,,,,,,
LTBO1934,BUILDING,BUILDING,383944.48N,0292509.24E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1935,BUILDING,BUILDING,383945.01N,0292507.85E,3060,44,NO INFO,,NO,,,,,,,,
LTBO1936,BUILDING,BUILDING,383945.24N,0292506.74E,3053,44,NO INFO,,NO,,,,,,,,
LTBO1937,BUILDING,BUILDING,383946.45N,0292507.28E,3053,44,NO INFO,,NO,,,,,,,,
LTBO1938,BUILDING,BUILDING,383946.30N,0292508.21E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1939,BUILDING,BUILDING,383945.83N,0292509.50E,3065,44,NO INFO,,NO,,,,,,,,
LTBO1940,BUILDING,BUILDING,383946.54N,0292510.00E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1941,BUILDING,BUILDING,383946.98N,0292510.27E,3064,44,NO INFO,,NO,,,,,,,,
LTBO1942,BUILDING,BUILDING,383946.67N,0292511.06E,3067,44,NO INFO,,NO,,,,,,,,
LTBO1943,BUILDING,BUILDING,383946.41N,0292511.89E,3069,44,NO INFO,,NO,,,,,,,,
LTBO1944,BUILDING,BUILDING,383946.02N,0292511.77E,3081,54,NO INFO,,NO,,,,,,,,
LTBO1945,BUILDING,BUILDING,383945.65N,0292512.70E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1946,BUILDING,BUILDING,383946.60N,0292513.40E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1947,BUILDING,BUILDING,383947.21N,0292512.59E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1948,BUILDING,BUILDING,383947.73N,0292513.90E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1949,BUILDING,BUILDING,383948.02N,0292512.84E,3047,25,NO INFO,,NO,,,,,,,,
LTBO1950,BUILDING,BUILDING,383948.32N,0292513.16E,3047,25,NO INFO,,NO,,,,,,,,
LTBO1951,BUILDING,BUILDING,383947.97N,0292511.93E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1952,BUILDING,BUILDING,383948.59N,0292512.20E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1953,BUILDING,BUILDING,383948.77N,0292505.29E,3045,54,NO INFO,,NO,,,,,,,,
LTBO1954,MINARET,BUILDING,383948.91N,0292504.79E,3087,98,NO INFO,,NO,,,,,,,,
LTBO1955,BUILDING,BUILDING,383949.63N,0292510.86E,3055,44,NO INFO,,NO,,,,,,,,
LTBO1956,BUILDING,BUILDING,383949.49N,0292511.49E,3059,44,NO INFO,,NO,,,,,,,,
LTBO1957,BUILDING,BUILDING,383949.20N,0292512.45E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1958,BUILDING,BUILDING,383949.44N,0292513.40E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1959,BUILDING,BUILDING,383948.91N,0292514.06E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1960,BUILDING,BUILDING,383949.65N,0292514.18E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1961,BUILDING,BUILDING,383950.45N,0292513.77E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1962,BUILDING,BUILDING,383950.67N,0292512.74E,3060,44,NO INFO,,NO,,,,,,,,
LTBO1963,BUILDING,BUILDING,383950.15N,0292512.67E,3060,44,NO INFO,,NO,,,,,,,,
LTBO1964,BUILDING,BUILDING,383950.25N,0292511.89E,3058,44,NO INFO,,NO,,,,,,,,
LTBO1965,BUILDING,BUILDING,383951.56N,0292514.45E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1966,BUILDING,BUILDING,383951.22N,0292513.16E,3059,44,NO INFO,,NO,,,,,,,,
LTBO1967,BUILDING,BUILDING,383951.95N,0292512.93E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1968,BUILDING,BUILDING,383951.48N,0292512.53E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1969,BUILDING,BUILDING,383953.54N,0292514.86E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1970,BUILDING,BUILDING,383954.17N,0292514.88E,3059,44,NO INFO,,NO,,,,,,,,
LTBO1971,BUILDING,BUILDING,384015.78N,0292438.85E,3070,84,NO INFO,,NO,,,,,,,,
LTBO1972,BUILDING,BUILDING,384008.10N,0292642.34E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1973,BUILDING,BUILDING,384110.24N,0292430.47E,3118,34,NO INFO,,NO,,,,,,,,
LTBO1974,BUILDING,BUILDING,383939.07N,0292512.12E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1975,BUILDING,BUILDING,383939.18N,0292511.68E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1976,BUILDING,BUILDING,384224.10N,0292508.90E,3500,34,NO INFO,,NO,,,,,,,,
LTBO1977,BUILDING,BUILDING,384224.85N,0292508.23E,3502,34,NO INFO,,NO,,,,,,,,
LTBO1978,BUILDING,BUILDING,384225.42N,0292508.89E,3481,34,NO INFO,,NO,,,,,,,,
LTBO1979,BUILDING,BUILDING,384202.15N,0292726.04E,3164,34,NO INFO,,NO,,,,,,,,
LTBO1980,BUILDING,BUILDING,384153.35N,0292726.99E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1981,BUILDING,BUILDING,384152.78N,0292725.67E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1982,BUILDING,BUILDING,384152.91N,0292726.14E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1983,BUILDING,BUILDING,384136.67N,0292619.75E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1984,BUILDING,BUILDING,384137.25N,0292617.67E,3051,15,NO INFO,,NO,,,,,,,,
LTBO1985,BUILDING,BUILDING,384136.61N,0292618.06E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1986,BUILDING,BUILDING,384136.35N,0292618.57E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1987,BUILDING,BUILDING,384136.52N,0292618.92E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1988,BUILDING,BUILDING,384136.83N,0292619.09E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1989,BUILDING,BUILDING,384137.24N,0292618.94E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1990,BUILDING,BUILDING,384148.13N,0292618.44E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1991,BUILDING,BUILDING,384147.57N,0292618.85E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1992,MEDIUM VOLTAGE MAST,POLE,384315.30N,0292547.21E,3543,98,NO INFO,,NO,,,,,,,,
LTBO1993,MEDIUM VOLTAGE MAST,POLE,384315.52N,0292535.23E,3581,98,NO INFO,,NO,,,,,,,,
LTBO1994,MEDIUM VOLTAGE MAST,POLE,384315.94N,0292507.07E,3468,98,NO INFO,,NO,,,,,,,,
LTBO1995,MEDIUM VOLTAGE MAST,POLE,384315.72N,0292519.97E,3542,98,NO INFO,,NO,,,,,,,,
LTBO1996,MEDIUM VOLTAGE MAST,POLE,384314.97N,0292618.26E,3475,98,NO INFO,,NO,,,,,,,,
LTBO1997,MEDIUM VOLTAGE MAST,POLE,384314.73N,0292630.92E,3601,98,NO INFO,,NO,,,,,,,,
LTBO1998,MEDIUM VOLTAGE MAST,POLE,384314.56N,0292642.72E,3542,98,NO INFO,,NO,,,,,,,,
LTBO1999,MEDIUM VOLTAGE MAST,POLE,384314.24N,0292701.68E,3652,98,NO INFO,,NO,,,,,,,,
LTBO2000,MEDIUM VOLTAGE MAST,POLE,384314.04N,0292714.71E,3674,98,NO INFO,,NO,,,,,,,,
LTBO2001,MEDIUM VOLTAGE MAST,POLE,384313.72N,0292735.10E,3674,98,NO INFO,,NO,,,,,,,,
LTBO2002,MEDIUM VOLTAGE MAST,POLE,384312.68N,0292753.18E,3510,98,NO INFO,,NO,,,,,,,,
LTBO2003,MEDIUM VOLTAGE MAST,POLE,384311.53N,0292812.99E,3508,98,NO INFO,,NO,,,,,,,,
LTBO2004,MEDIUM VOLTAGE MAST,POLE,384311.14N,0292821.14E,3476,98,NO INFO,,NO,,,,,,,,
LTBO2005,MEDIUM VOLTAGE MAST,POLE,384310.11N,0292838.78E,3488,98,NO INFO,,NO,,,,,,,,
LTBO2006,MEDIUM VOLTAGE MAST,POLE,384309.04N,0292855.51E,3478,98,NO INFO,,NO,,,,,,,,
LTBO2007,MEDIUM VOLTAGE MAST,POLE,384307.98N,0292914.82E,3383,98,NO INFO,,NO,,,,,,,,
LTBO2008,MEDIUM VOLTAGE MAST,POLE,384307.08N,0292929.71E,3345,98,NO INFO,,NO,,,,,,,,
LTBO2009,MEDIUM VOLTAGE MAST,POLE,384306.12N,0292947.08E,3340,98,NO INFO,,NO,,,,,,,,
LTBO2010,MEDIUM VOLTAGE MAST,POLE,384305.38N,0293000.09E,3325,98,NO INFO,,NO,,,,,,,,
LTBO2011,MEDIUM VOLTAGE MAST,POLE,384303.83N,0293025.85E,3300,98,NO INFO,,NO,,,,,,,,
LTBO2012,MEDIUM VOLTAGE MAST,POLE,384319.25N,0292522.02E,3527,98,NO INFO,,NO,,,,,,,,
LTBO2013,MEDIUM VOLTAGE MAST,POLE,384315.51N,0292453.44E,3367,98,NO INFO,,NO,,,,,,,,
LTBO2014,BUILDING,BUILDING,384003.06N,0292639.42E,3059,25,NO INFO,,NO,,,,,,,,
LTBO2015,BUILDING,BUILDING,384117.86N,0292420.34E,3211,34,NO INFO,,NO,,,,,,,,
LTBO2016,BUILDING,BUILDING,383935.13N,0292511.22E,3059,25,NO INFO,,NO,,,,,,,,
LTBO2017,BUILDING,BUILDING,384121.97N,0292303.06E,3375,34,NO INFO,,NO,,,,,,,,
LTBO2018,BUILDING,BUILDING,384130.38N,0292345.35E,3296,15,NO INFO,,NO,,,,,,,,
LTBO2019,BUILDING,BUILDING,384140.59N,0292342.29E,3305,25,NO INFO,,NO,,,,,,,,
LTBO2020,BUILDING,BUILDING,384128.28N,0292449.64E,3301,34,NO INFO,,NO,,,,,,,,
LTBO2021,BASE STATION,POLE,384005.71N,0292620.73E,3161,170,YES,RED,NO,,,,,,,,
LTBO2025,BUILDING,BUILDING,384107.70N,0292552.40E,3055,44,NO INFO,,NO,,,,,,,,
LTBO2026,BUILDING,BUILDING,384111.95N,0292551.36E,3055,15,NO INFO,,NO,,,,,,,,
LTBO2027,BUILDING,BUILDING,384113.09N,0292554.15E,3052,15,NO INFO,,NO,,,,,,,,
LTBO2028,HIGH VOLTAGE MAST,POLE,384103.98N,0292550.20E,3054,66,NO INFO,,NO,,,,,,,,
LTBO2029,HIGH VOLTAGE MAST,POLE,384055.85N,0292528.52E,3080,98,NO INFO,,NO,,,,,,,,
