Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,
LTBA1012,BUILDING,BUILDING,410042.846N,0284948.901E,315.0,54.13,NO INFO,,NO,,,,,
LTBA1013,BUILDING,BUILDING,410042.258N,0284948.292E,344.9,83.66,NO INFO,,NO,,,,,
LTBA1014,BUILDING,BUILDING,410040.760N,0284947.348E,325.6,63.97,NO INFO,,NO,,,,,
LTBA1015,BUILDING,BUILDING,410039.718N,0284945.295E,336.9,73.81,NO INFO,,NO,,,,,
LTBA1016,BUILDING,BUILDING,410039.476N,0284945.656E,317.1,54.13,NO INFO,,NO,,,,,
LTBA1017,BUILDING,BUILDING,410041.654N,0284949.767E,314.5,54.13,NO INFO,,NO,,,,,
LTBA1018,BUILDING,BUILDING,410040.689N,0284948.764E,334.3,73.81,NO INFO,,NO,,,,,
LTBA1019,BUILDING,BUILDING,410040.942N,0284948.919E,324.5,63.97,NO INFO,,NO,,,,,
LTBA1020,BUILDING,BUILDING,410040.067N,0284948.893E,323.7,63.97,NO INFO,,NO,,,,,
LTBA1021,BUILDING,BUILDING,410040.453N,0284949.314E,323.9,63.97,NO INFO,,NO,,,,,
LTBA1022,BUILDING,BUILDING,410039.036N,0284943.826E,337.0,73.81,NO INFO,,NO,,,,,
LTBA1023,BUILDING,BUILDING,410037.456N,0284944.206E,333.4,73.81,NO INFO,,NO,,,,,
LTBA1024,BUILDING,BUILDING,410036.596N,0284945.430E,321.2,63.97,NO INFO,,NO,,,,,
LTBA1025,BUILDING,BUILDING,410037.270N,0284946.154E,333.4,73.81,NO INFO,,NO,,,,,
LTBA1026,BUILDING,BUILDING,410036.056N,0284946.361E,330.7,73.81,NO INFO,,NO,,,,,
LTBA1027,BUILDING,BUILDING,410036.235N,0284947.462E,343.1,83.66,NO INFO,,NO,,,,,
LTBA1028,BUILDING,BUILDING,410035.787N,0284948.026E,333.4,73.81,NO INFO,,NO,,,,,
LTBA1029,BUILDING,BUILDING,410034.919N,0284949.199E,312.3,54.13,NO INFO,,NO,,,,,
LTBA1030,BUILDING,BUILDING,410035.237N,0284944.663E,328.3,73.81,NO INFO,,NO,,,,,
LTBA1031,BUILDING,BUILDING,410030.372N,0284947.684E,321.8,73.81,NO INFO,,NO,,,,,
LTBA1032,BUILDING,BUILDING,410043.390N,0284942.177E,318.9,54.13,NO INFO,,NO,,,,,
LTBA1033,BUILDING,BUILDING,410040.694N,0284941.604E,338.3,73.81,NO INFO,,NO,,,,,
LTBA1034,BUILDING,BUILDING,410034.842N,0284943.528E,326.8,73.81,NO INFO,,NO,,,,,
LTBA1035,BUILDING,BUILDING,410031.418N,0284944.311E,308.3,63.97,NO INFO,,NO,,,,,
LTBA1036,BUILDING,BUILDING,410032.212N,0284942.913E,328.5,83.66,NO INFO,,NO,,,,,
LTBA1037,BUILDING,BUILDING,410030.720N,0284943.637E,323.1,83.66,NO INFO,,NO,,,,,
LTBA1038,BUILDING,BUILDING,410036.761N,0284946.984E,333.3,73.81,NO INFO,,NO,,,,,
LTBA1039,BUILDING,BUILDING,410040.855N,0284944.384E,327.2,63.97,NO INFO,,NO,,,,,
LTBA1040,BUILDING,BUILDING,410040.941N,0284945.264E,336.2,73.81,NO INFO,,NO,,,,,
LTBA1041,BUILDING,BUILDING,410038.798N,0284948.925E,352.8,93.50,NO INFO,,NO,,,,,
LTBA1042,BUILDING,BUILDING,410036.740N,0284949.369E,343.7,83.66,NO INFO,,NO,,,,,
LTBA1043,BUILDING,BUILDING,410028.032N,0284950.966E,322.2,73.81,NO INFO,,NO,,,,,
LTBA1044,BUILDING,BUILDING,410027.729N,0284949.847E,309.0,63.97,NO INFO,,NO,,,,,
LTBA1045,BUILDING,BUILDING,410027.637N,0284943.615E,289.8,63.97,NO INFO,,NO,,,,,
LTBA1046,BUILDING,BUILDING,410027.574N,0284941.105E,273.5,54.13,NO INFO,,NO,,,,,
LTBA1047,BUILDING,BUILDING,410027.850N,0284946.338E,278.4,44.29,NO INFO,,NO,,,,,
LTBA1048,BUILDING,BUILDING,410027.626N,0284942.945E,287.5,63.97,NO INFO,,NO,,,,,
LTBA1049,BUILDING,BUILDING,410027.240N,0284940.610E,290.1,73.81,NO INFO,,NO,,,,,
LTBA1050,BUILDING,BUILDING,410030.164N,0284941.225E,278.2,44.29,NO INFO,,NO,,,,,
LTBA1051,BUILDING,BUILDING,410030.316N,0284944.027E,302.1,63.97,NO INFO,,NO,,,,,
LTBA1052,BUILDING,BUILDING,410029.541N,0284944.423E,269.0,34.44,NO INFO,,NO,,,,,
LTBA1053,BUILDING,BUILDING,410026.208N,0284949.056E,283.8,44.29,NO INFO,,NO,,,,,
LTBA1054,BUILDING,BUILDING,410026.054N,0284946.187E,293.4,63.97,NO INFO,,NO,,,,,
LTBA1055,BUILDING,BUILDING,410023.823N,0284940.658E,267.4,73.81,NO INFO,,NO,,,,,
LTBA1056,BUILDING,BUILDING,410026.548N,0284944.121E,276.7,54.13,NO INFO,,NO,,,,,
LTBA1057,BUILDING,BUILDING,410025.990N,0284944.739E,296.6,73.81,NO INFO,,NO,,,,,
LTBA1058,BUILDING,BUILDING,410025.349N,0284944.602E,284.4,63.97,NO INFO,,NO,,,,,
LTBA1059,BUILDING,BUILDING,410026.947N,0284951.139E,300.4,54.13,NO INFO,,NO,,,,,
LTBA1060,BUILDING,BUILDING,410033.122N,0284949.867E,328.1,73.81,NO INFO,,NO,,,,,
LTBA1061,BUILDING,BUILDING,410039.464N,0284946.298E,326.3,63.97,NO INFO,,NO,,,,,
LTBA1062,BUILDING,BUILDING,410023.335N,0284933.097E,267.5,73.81,NO INFO,,NO,,,,,
LTBA1063,BUILDING,BUILDING,410025.831N,0284931.714E,261.0,54.13,NO INFO,,NO,,,,,
LTBA1064,BUILDING,BUILDING,410026.194N,0284933.168E,268.7,54.13,NO INFO,,NO,,,,,
LTBA1065,BUILDING,BUILDING,410027.978N,0284930.385E,284.7,73.81,NO INFO,,NO,,,,,
LTBA1066,BUILDING,BUILDING,410028.994N,0284930.639E,293.1,73.81,NO INFO,,NO,,,,,
LTBA1067,BUILDING,BUILDING,410033.170N,0284935.995E,333.3,83.66,NO INFO,,NO,,,,,
LTBA1068,BUILDING,BUILDING,410024.221N,0284935.153E,271.9,73.81,NO INFO,,NO,,,,,
LTBA1069,BUILDING,BUILDING,410025.213N,0284936.183E,277.0,73.81,NO INFO,,NO,,,,,
LTBA1070,BUILDING,BUILDING,410025.991N,0284937.672E,288.0,83.66,NO INFO,,NO,,,,,
LTBA1071,BUILDING,BUILDING,410026.700N,0284935.218E,302.0,83.66,NO INFO,,NO,,,,,
LTBA1072,BUILDING,BUILDING,410028.094N,0284935.363E,318.6,93.50,NO INFO,,NO,,,,,
LTBA1073,BUILDING,BUILDING,410027.461N,0284936.092E,305.2,83.66,NO INFO,,NO,,,,,
LTBA1074,BUILDING,BUILDING,410027.415N,0284936.738E,303.7,83.66,NO INFO,,NO,,,,,
LTBA1075,BUILDING,BUILDING,410027.820N,0284938.040E,285.1,63.97,NO INFO,,NO,,,,,
LTBA1076,BUILDING,BUILDING,410028.030N,0284936.791E,297.5,73.81,NO INFO,,NO,,,,,
LTBA1077,BUILDING,BUILDING,410029.149N,0284938.268E,311.8,83.66,NO INFO,,NO,,,,,
LTBA1078,BUILDING,BUILDING,410029.678N,0284935.713E,305.4,73.81,NO INFO,,NO,,,,,
LTBA1079,BUILDING,BUILDING,410029.522N,0284936.906E,304.4,73.81,NO INFO,,NO,,,,,
LTBA1080,BUILDING,BUILDING,410030.352N,0284936.926E,318.0,83.66,NO INFO,,NO,,,,,
LTBA1081,BUILDING,BUILDING,410031.848N,0284938.061E,305.5,63.97,NO INFO,,NO,,,,,
LTBA1082,BUILDING,BUILDING,410033.309N,0284937.037E,322.8,73.81,NO INFO,,NO,,,,,
LTBA1083,BUILDING,BUILDING,410033.340N,0284937.597E,322.9,73.81,NO INFO,,NO,,,,,
LTBA1084,BUILDING,BUILDING,410033.901N,0284937.016E,314.2,63.97,NO INFO,,NO,,,,,
LTBA1085,BUILDING,BUILDING,410034.034N,0284935.155E,338.0,93.50,NO INFO,,NO,,,,,
LTBA1086,BUILDING,BUILDING,410036.253N,0284932.592E,328.2,73.81,NO INFO,,NO,,,,,
LTBA1087,BUILDING,BUILDING,410035.387N,0284934.861E,317.3,63.97,NO INFO,,NO,,,,,
LTBA1088,BUILDING,BUILDING,410035.152N,0284935.711E,316.8,63.97,NO INFO,,NO,,,,,
LTBA1089,BUILDING,BUILDING,410037.847N,0284930.940E,332.4,73.81,NO INFO,,NO,,,,,
LTBA1090,BUILDING,BUILDING,410038.907N,0284931.552E,328.6,63.97,NO INFO,,NO,,,,,
LTBA1091,BUILDING,BUILDING,410038.594N,0284932.952E,328.0,63.97,NO INFO,,NO,,,,,
LTBA1092,BUILDING,BUILDING,410039.706N,0284932.312E,312.4,44.29,NO INFO,,NO,,,,,
LTBA1093,BUILDING,BUILDING,410028.626N,0284939.707E,288.9,63.97,NO INFO,,NO,,,,,
LTBA1094,BUILDING,BUILDING,410028.460N,0284941.243E,269.3,44.29,NO INFO,,NO,,,,,
LTBA1095,BUILDING,BUILDING,410028.523N,0284940.521E,268.8,44.29,NO INFO,,NO,,,,,
LTBA1096,BUILDING,BUILDING,410028.415N,0284941.853E,269.9,44.29,NO INFO,,NO,,,,,
LTBA1097,BUILDING,BUILDING,410029.834N,0284940.103E,305.8,73.81,NO INFO,,NO,,,,,
LTBA1098,BUILDING,BUILDING,410034.845N,0284939.150E,316.2,63.97,NO INFO,,NO,,,,,
LTBA1099,BUILDING,BUILDING,410035.218N,0284940.550E,316.7,63.97,NO INFO,,NO,,,,,
LTBA1100,BUILDING,BUILDING,410035.740N,0284940.192E,318.9,63.97,NO INFO,,NO,,,,,
LTBA1101,BUILDING,BUILDING,410036.455N,0284938.102E,341.2,83.66,NO INFO,,NO,,,,,
LTBA1102,BUILDING,BUILDING,410036.767N,0284938.760E,321.6,63.97,NO INFO,,NO,,,,,
LTBA1103,BUILDING,BUILDING,410036.423N,0284939.107E,311.3,54.13,NO INFO,,NO,,,,,
LTBA1104,BUILDING,BUILDING,410037.015N,0284939.604E,292.5,34.44,NO INFO,,NO,,,,,
LTBA1105,BUILDING,BUILDING,410036.665N,0284941.093E,330.6,73.81,NO INFO,,NO,,,,,
LTBA1106,BUILDING,BUILDING,410038.980N,0284940.930E,325.9,63.97,NO INFO,,NO,,,,,
LTBA1107,BUILDING,BUILDING,410038.011N,0284939.993E,334.0,73.81,NO INFO,,NO,,,,,
LTBA1108,BUILDING,BUILDING,410038.254N,0284939.169E,315.2,54.13,NO INFO,,NO,,,,,
LTBA1109,BUILDING,BUILDING,410038.604N,0284938.351E,345.9,83.66,NO INFO,,NO,,,,,
LTBA1110,BUILDING,BUILDING,410039.267N,0284940.450E,326.6,63.97,NO INFO,,NO,,,,,
LTBA1111,BUILDING,BUILDING,410039.601N,0284940.229E,326.3,63.97,NO INFO,,NO,,,,,
LTBA1112,BUILDING,BUILDING,410039.951N,0284940.856E,336.7,73.81,NO INFO,,NO,,,,,
LTBA1113,BUILDING,BUILDING,410040.153N,0284940.992E,337.1,73.81,NO INFO,,NO,,,,,
LTBA1114,BUILDING,BUILDING,410039.145N,0284938.631E,326.4,63.97,NO INFO,,NO,,,,,
LTBA1115,BUILDING,BUILDING,410038.966N,0284938.003E,326.5,63.97,NO INFO,,NO,,,,,
LTBA1116,BUILDING,BUILDING,410041.138N,0284938.074E,338.2,73.81,NO INFO,,NO,,,,,
LTBA1117,BUILDING,BUILDING,410041.291N,0284938.352E,328.4,63.97,NO INFO,,NO,,,,,
LTBA1118,BUILDING,BUILDING,410041.399N,0284935.851E,341.6,73.81,NO INFO,,NO,,,,,
LTBA1119,BUILDING,BUILDING,410041.036N,0284935.336E,341.4,73.81,NO INFO,,NO,,,,,
LTBA1120,BUILDING,BUILDING,410042.771N,0284935.632E,343.7,73.81,NO INFO,,NO,,,,,
LTBA1121,BUILDING,BUILDING,410043.779N,0284935.623E,315.9,44.29,NO INFO,,NO,,,,,
LTBA1122,BUILDING,BUILDING,410042.870N,0284940.481E,350.8,83.66,NO INFO,,NO,,,,,
LTBA1123,BUILDING,BUILDING,410044.135N,0284938.831E,332.6,63.97,NO INFO,,NO,,,,,
LTBA1124,BUILDING,BUILDING,410042.287N,0284933.090E,346.4,73.81,NO INFO,,NO,,,,,
LTBA1125,BUILDING,BUILDING,410025.274N,0284933.311E,282.2,73.81,NO INFO,,NO,,,,,
LTBA1126,BUILDING,BUILDING,410041.451N,0284943.025E,319.3,54.13,NO INFO,,NO,,,,,
LTBA1127,BUILDING,BUILDING,410037.397N,0284941.883E,332.3,73.81,NO INFO,,NO,,,,,
LTBA1128,BUILDING,BUILDING,410044.033N,0284934.103E,335.7,63.97,NO INFO,,NO,,,,,
LTBA1129,BUILDING,BUILDING,410042.013N,0284933.992E,325.0,54.13,NO INFO,,NO,,,,,
LTBA1130,BUILDING,BUILDING,410038.342N,0284939.793E,335.0,73.81,NO INFO,,NO,,,,,
LTBA1131,BUILDING,BUILDING,410034.100N,0284940.447E,313.3,63.97,NO INFO,,NO,,,,,
LTBA1132,BUILDING,BUILDING,410032.786N,0284939.726E,328.2,83.66,NO INFO,,NO,,,,,
LTBA1133,BUILDING,BUILDING,410031.104N,0284940.627E,311.4,73.81,NO INFO,,NO,,,,,
LTBA1134,BUILDING,BUILDING,410024.970N,0284944.772E,284.5,63.97,NO INFO,,NO,,,,,
LTBA1135,BUILDING,BUILDING,410028.926N,0284944.380E,296.7,63.97,NO INFO,,NO,,,,,
LTBA1136,BUILDING,BUILDING,410029.100N,0284943.459E,305.1,73.81,NO INFO,,NO,,,,,
LTBA1137,BUILDING,BUILDING,410025.268N,0284952.570E,316.8,73.81,NO INFO,,NO,,,,,
LTBA1138,BUILDING,BUILDING,410024.835N,0284952.596E,316.4,73.81,NO INFO,,NO,,,,,
LTBA1139,BUILDING,BUILDING,410028.024N,0284952.525E,321.4,73.81,NO INFO,,NO,,,,,
LTBA1140,BUILDING,BUILDING,410028.693N,0284952.547E,313.6,63.97,NO INFO,,NO,,,,,
LTBA1141,BUILDING,BUILDING,410032.393N,0284953.353E,306.7,54.13,NO INFO,,NO,,,,,
LTBA1142,BUILDING,BUILDING,410037.499N,0284950.601E,321.8,63.97,NO INFO,,NO,,,,,
LTBA1143,BUILDING,BUILDING,410037.310N,0284948.642E,284.6,24.60,NO INFO,,NO,,,,,
LTBA1144,BUILDING,BUILDING,410037.077N,0284948.940E,304.2,44.29,NO INFO,,NO,,,,,
LTBA1145,BUILDING,BUILDING,410037.985N,0284947.764E,314.9,54.13,NO INFO,,NO,,,,,
LTBA1146,BUILDING,BUILDING,410038.847N,0284946.762E,306.1,44.29,NO INFO,,NO,,,,,
LTBA1147,BUILDING,BUILDING,410039.707N,0284945.985E,307.1,44.29,NO INFO,,NO,,,,,
LTBA1148,BUILDING,BUILDING,410043.227N,0284942.384E,309.0,44.29,NO INFO,,NO,,,,,
LTBA1149,BUILDING,BUILDING,410044.810N,0284935.046E,297.8,24.60,NO INFO,,NO,,,,,
LTBA1150,BUILDING,BUILDING,410044.910N,0284933.164E,320.6,44.29,NO INFO,,NO,,,,,
LTBA1151,BUILDING,BUILDING,410044.301N,0284930.025E,293.0,14.76,NO INFO,,NO,,,,,
LTBA1152,BUILDING,BUILDING,410022.462N,0284934.651E,268.4,83.66,NO INFO,,NO,,,,,
LTBA1153,BUILDING,BUILDING,410044.240N,0284951.457E,310.0,54.13,NO INFO,,NO,,,,,
LTBA1154,BUILDING,BUILDING,410043.726N,0284947.208E,295.6,34.44,NO INFO,,NO,,,,,
LTBA1155,BUILDING,BUILDING,410043.322N,0284946.692E,325.5,63.97,NO INFO,,NO,,,,,
LTBA1156,BUILDING,BUILDING,410045.429N,0284946.439E,311.0,54.13,NO INFO,,NO,,,,,
LTBA1157,BUILDING,BUILDING,410039.835N,0284950.479E,303.2,44.29,NO INFO,,NO,,,,,
LTBA1158,BUILDING,BUILDING,410028.866N,0284946.523E,283.6,44.29,NO INFO,,NO,,,,,
LTBA1159,BUILDING,BUILDING,410037.499N,0284933.910E,315.4,54.13,NO INFO,,NO,,,,,
LTBA1160,BUILDING,BUILDING,410040.052N,0284946.653E,286.6,24.60,NO INFO,,NO,,,,,
LTBA1161,BUILDING,BUILDING,410031.436N,0284933.818E,269.0,34.44,NO INFO,,NO,,,,,
LTBA1162,BUILDING,BUILDING,410031.593N,0284931.658E,277.5,44.29,NO INFO,,NO,,,,,
LTBA1163,BUILDING,BUILDING,410034.435N,0284930.567E,261.9,14.76,NO INFO,,NO,,,,,
LTBA1164,BUILDING,BUILDING,410036.775N,0284930.842E,273.7,24.60,NO INFO,,NO,,,,,
LTBA1165,BUILDING,BUILDING,410036.955N,0284930.109E,267.0,14.76,NO INFO,,NO,,,,,
LTBA1166,BUILDING,BUILDING,410035.659N,0284930.381E,271.8,24.60,NO INFO,,NO,,,,,
LTBA1167,BUILDING,BUILDING,410035.721N,0284930.815E,262.4,14.76,NO INFO,,NO,,,,,
LTBA1168,BUILDING,BUILDING,410036.094N,0284931.524E,265.2,14.76,NO INFO,,NO,,,,,
LTBA1169,BUILDING,BUILDING,410035.655N,0284931.428E,264.3,14.76,NO INFO,,NO,,,,,
LTBA1170,BUILDING,BUILDING,410035.245N,0284931.301E,263.6,14.76,NO INFO,,NO,,,,,
LTBA1171,BUILDING,BUILDING,410035.431N,0284932.411E,315.1,63.97,NO INFO,,NO,,,,,
LTBA1172,BUILDING,BUILDING,410038.105N,0284929.882E,294.8,34.44,NO INFO,,NO,,,,,
LTBA1173,BUILDING,BUILDING,410029.597N,0284941.102E,304.7,73.81,NO INFO,,NO,,,,,
LTBA1174,BUILDING,BUILDING,410043.399N,0284937.295E,295.1,24.60,NO INFO,,NO,,,,,
LTBA1175,BUILDING,BUILDING,410041.614N,0284933.771E,285.0,14.76,NO INFO,,NO,,,,,
LTBA1176,BUILDING,BUILDING,410041.806N,0284933.474E,286.5,14.76,NO INFO,,NO,,,,,
LTBA1177,BUILDING,BUILDING,410029.794N,0284933.624E,272.9,44.29,NO INFO,,NO,,,,,
LTBA1178,BUILDING,BUILDING,410028.261N,0284939.960E,257.4,34.44,NO INFO,,NO,,,,,
LTBA1179,BUILDING,BUILDING,410041.480N,0284938.089E,319.2,54.13,NO INFO,,NO,,,,,
LTBA1180,BUILDING,BUILDING,410041.907N,0284938.781E,319.7,54.13,NO INFO,,NO,,,,,
LTBA1181,BUILDING,BUILDING,410041.448N,0284940.581E,319.1,54.13,NO INFO,,NO,,,,,
LTBA1182,BUILDING,BUILDING,410040.376N,0284941.302E,327.5,63.97,NO INFO,,NO,,,,,
LTBA1183,BUILDING,BUILDING,410043.710N,0284941.576E,309.4,44.29,NO INFO,,NO,,,,,
LTBA1184,BUILDING,BUILDING,410023.996N,0284944.492E,270.4,54.13,NO INFO,,NO,,,,,
LTBA1185,BUILDING,BUILDING,410025.778N,0284941.495E,261.1,54.13,NO INFO,,NO,,,,,
LTBA1186,BUILDING,BUILDING,410024.537N,0284945.477E,256.4,34.44,NO INFO,,NO,,,,,
LTBA1187,BUILDING,BUILDING,410024.862N,0284944.313E,272.6,54.13,NO INFO,,NO,,,,,
LTBA1188,BUILDING,BUILDING,410024.968N,0284945.137E,295.5,73.81,NO INFO,,NO,,,,,
LTBA1189,BUILDING,BUILDING,410026.738N,0284948.193E,302.0,63.97,NO INFO,,NO,,,,,
LTBA1190,BUILDING,BUILDING,410027.005N,0284947.711E,301.1,63.97,NO INFO,,NO,,,,,
LTBA1191,BUILDING,BUILDING,410024.325N,0284947.055E,272.6,44.29,NO INFO,,NO,,,,,
LTBA1192,BUILDING,BUILDING,410024.335N,0284947.337E,273.2,44.29,NO INFO,,NO,,,,,
LTBA1193,BUILDING,BUILDING,410024.873N,0284948.913E,300.3,63.97,NO INFO,,NO,,,,,
LTBA1194,BUILDING,BUILDING,410026.354N,0284942.004E,275.5,63.97,NO INFO,,NO,,,,,
LTBA1195,BUILDING,BUILDING,410026.664N,0284941.574E,266.7,54.13,NO INFO,,NO,,,,,
LTBA1196,BUILDING,BUILDING,410026.847N,0284944.081E,287.3,63.97,NO INFO,,NO,,,,,
LTBA1197,BUILDING,BUILDING,410024.722N,0284951.120E,295.3,54.13,NO INFO,,NO,,,,,
LTBA1198,BUILDING,BUILDING,410023.645N,0284950.268E,309.9,73.81,NO INFO,,NO,,,,,
LTBA1199,BUILDING,BUILDING,410023.568N,0284949.828E,279.2,44.29,NO INFO,,NO,,,,,
LTBA1200,BUILDING,BUILDING,410023.970N,0284949.538E,319.1,83.66,NO INFO,,NO,,,,,
LTBA1201,BUILDING,BUILDING,410027.896N,0284947.172E,291.2,54.13,NO INFO,,NO,,,,,
LTBA1202,BUILDING,BUILDING,410036.823N,0284939.836E,292.0,34.44,NO INFO,,NO,,,,,
LTBA1203,BUILDING,BUILDING,410043.068N,0284947.019E,325.5,63.97,NO INFO,,NO,,,,,
LTBA1204,BUILDING,BUILDING,410044.044N,0284950.269E,303.3,44.29,NO INFO,,NO,,,,,
LTBA1205,BUILDING,BUILDING,410025.424N,0284945.786E,289.7,63.97,NO INFO,,NO,,,,,
LTBA1206,BUILDING,BUILDING,410025.454N,0284946.281E,281.7,54.13,NO INFO,,NO,,,,,
LTBA1207,BUILDING,BUILDING,410025.771N,0284945.754E,300.5,73.81,NO INFO,,NO,,,,,
LTBA1208,BUILDING,BUILDING,410027.000N,0284946.799E,297.4,63.97,NO INFO,,NO,,,,,
LTBA1209,BUILDING,BUILDING,410026.650N,0284946.030E,274.2,44.29,NO INFO,,NO,,,,,
LTBA1210,BUILDING,BUILDING,410037.972N,0284943.504E,324.5,63.97,NO INFO,,NO,,,,,
LTBA1211,BUILDING,BUILDING,410038.158N,0284944.849E,335.4,73.81,NO INFO,,NO,,,,,
LTBA1212,BUILDING,BUILDING,410037.812N,0284945.699E,324.6,63.97,NO INFO,,NO,,,,,
LTBA1213,BUILDING,BUILDING,410037.538N,0284945.449E,324.2,63.97,NO INFO,,NO,,,,,
LTBA1214,BUILDING,BUILDING,410034.936N,0284947.646E,330.8,73.81,NO INFO,,NO,,,,,
LTBA1215,BUILDING,BUILDING,410025.035N,0284941.975E,259.7,54.13,NO INFO,,NO,,,,,
LTBA1216,BUILDING,BUILDING,410031.030N,0284950.238E,305.9,54.13,NO INFO,,NO,,,,,
LTBA1217,BUILDING,BUILDING,410032.053N,0284948.988E,305.7,54.13,NO INFO,,NO,,,,,
LTBA1218,BUILDING,BUILDING,410032.325N,0284948.020E,315.4,63.97,NO INFO,,NO,,,,,
LTBA1219,BUILDING,BUILDING,410030.404N,0284944.929E,313.7,73.81,NO INFO,,NO,,,,,
LTBA1220,BUILDING,BUILDING,410031.807N,0284943.497E,328.1,83.66,NO INFO,,NO,,,,,
LTBA1221,BUILDING,BUILDING,410030.223N,0284944.453E,282.2,44.29,NO INFO,,NO,,,,,
LTBA1222,BUILDING,BUILDING,410034.523N,0284948.272E,330.0,73.81,NO INFO,,NO,,,,,
LTBA1223,BUILDING,BUILDING,410026.007N,0284943.930E,283.5,63.97,NO INFO,,NO,,,,,
LTBA1224,BUILDING,BUILDING,410030.521N,0284949.568E,285.5,34.44,NO INFO,,NO,,,,,
LTBA1225,BUILDING,BUILDING,410042.505N,0284938.263E,331.8,63.97,NO INFO,,NO,,,,,
LTBA1226,BUILDING,BUILDING,410032.796N,0284948.743E,297.1,44.29,NO INFO,,NO,,,,,
LTBA1227,BUILDING,BUILDING,410027.797N,0284950.155E,300.1,54.13,NO INFO,,NO,,,,,
LTBA1228,BUILDING,BUILDING,410036.804N,0284942.744E,311.3,54.13,NO INFO,,NO,,,,,
LTBA1229,BUILDING,BUILDING,410043.751N,0284932.329E,329.3,54.13,NO INFO,,NO,,,,,
LTBA1230,BUILDING,BUILDING,410044.085N,0284932.142E,320.6,44.29,NO INFO,,NO,,,,,
LTBA1231,BUILDING,BUILDING,410044.230N,0284932.023E,301.9,24.60,NO INFO,,NO,,,,,
LTBA1232,BUILDING,BUILDING,410022.699N,0284952.498E,310.9,73.81,NO INFO,,NO,,,,,
LTBA1233,BUILDING,BUILDING,410023.192N,0284951.363E,312.0,73.81,NO INFO,,NO,,,,,
LTBA1234,BUILDING,BUILDING,410023.098N,0284950.599E,299.7,63.97,NO INFO,,NO,,,,,
LTBA1235,BUILDING,BUILDING,410023.073N,0284950.129E,288.6,54.13,NO INFO,,NO,,,,,
LTBA1236,BUILDING,BUILDING,410023.024N,0284949.781E,286.9,54.13,NO INFO,,NO,,,,,
LTBA1237,BUILDING,BUILDING,410023.011N,0284949.369E,285.5,54.13,NO INFO,,NO,,,,,
LTBA1238,BUILDING,BUILDING,410022.908N,0284949.063E,284.8,54.13,NO INFO,,NO,,,,,
LTBA1239,BUILDING,BUILDING,410022.950N,0284948.641E,273.6,44.29,NO INFO,,NO,,,,,
LTBA1240,BUILDING,BUILDING,410022.589N,0284949.880E,285.7,54.13,NO INFO,,NO,,,,,
LTBA1241,BUILDING,BUILDING,410022.668N,0284950.621E,298.2,63.97,NO INFO,,NO,,,,,
LTBA1242,BUILDING,BUILDING,410022.765N,0284951.359E,300.7,63.97,NO INFO,,NO,,,,,
LTBA1243,BUILDING,BUILDING,410022.618N,0284949.321E,284.4,54.13,NO INFO,,NO,,,,,
LTBA1244,BUILDING,BUILDING,410022.548N,0284948.788E,281.8,54.13,NO INFO,,NO,,,,,
LTBA1245,BUILDING,BUILDING,410022.730N,0284946.476E,274.1,54.13,NO INFO,,NO,,,,,
LTBA1246,BUILDING,BUILDING,410022.624N,0284945.691E,261.7,44.29,NO INFO,,NO,,,,,
LTBA1247,BUILDING,BUILDING,410022.571N,0284945.322E,259.1,44.29,NO INFO,,NO,,,,,
LTBA1248,BUILDING,BUILDING,410022.243N,0284944.801E,265.6,54.13,NO INFO,,NO,,,,,
LTBA1249,BUILDING,BUILDING,410022.258N,0284944.143E,262.8,54.13,NO INFO,,NO,,,,,
LTBA1250,BUILDING,BUILDING,410023.071N,0284952.508E,311.8,73.81,NO INFO,,NO,,,,,
LTBA1251,BUILDING,BUILDING,410041.797N,0284942.569E,299.9,34.44,NO INFO,,NO,,,,,
LTBA1252,BUILDING,BUILDING,410022.894N,0284940.546E,263.2,73.81,NO INFO,,NO,,,,,
LTBA1253,BUILDING,BUILDING,410022.813N,0284942.852E,267.5,63.97,NO INFO,,NO,,,,,
LTBA1254,BUILDING,BUILDING,410022.910N,0284943.548E,271.7,63.97,NO INFO,,NO,,,,,
LTBA1255,BUILDING,BUILDING,410023.404N,0284944.068E,275.6,63.97,NO INFO,,NO,,,,,
LTBA1256,BUILDING,BUILDING,410023.353N,0284945.058E,280.9,63.97,NO INFO,,NO,,,,,
LTBA1257,BUILDING,BUILDING,410023.395N,0284945.592E,292.5,73.81,NO INFO,,NO,,,,,
LTBA1258,BUILDING,BUILDING,410023.048N,0284944.747E,258.0,44.29,NO INFO,,NO,,,,,
LTBA1259,BUILDING,BUILDING,410023.671N,0284946.770E,298.9,73.81,NO INFO,,NO,,,,,
LTBA1260,BUILDING,BUILDING,410022.803N,0284947.248E,286.8,63.97,NO INFO,,NO,,,,,
LTBA1261,BUILDING,BUILDING,410022.892N,0284947.645E,268.8,44.29,NO INFO,,NO,,,,,
LTBA1262,BUILDING,BUILDING,410022.964N,0284947.958E,270.4,44.29,NO INFO,,NO,,,,,
LTBA1263,BUILDING,BUILDING,410023.255N,0284946.506E,266.5,44.29,NO INFO,,NO,,,,,
