Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,
LTBA4946,BUILDING,BUILDING,410015.771N,0284717.285E,269.0,24.60,NO INFO,,NO,,,,,
LTBA4947,BUILDING,BUILDING,410015.972N,0284717.312E,259.6,14.76,NO INFO,,NO,,,,,
LTBA4948,BUILDING,BUILDING,410011.530N,0284717.929E,301.0,63.97,NO INFO,,NO,,,,,
LTBA4949,BUILDING,BUILDING,410011.839N,0284717.957E,272.2,34.44,NO INFO,,NO,,,,,
LTBA4950,BUILDING,BUILDING,410011.224N,0284718.027E,290.8,54.13,NO INFO,,NO,,,,,
LTBA4951,BUILDING,BUILDING,410010.677N,0284718.054E,280.3,44.29,NO INFO,,NO,,,,,
LTBA4952,BUILDING,BUILDING,410009.741N,0284718.152E,288.1,54.13,NO INFO,,NO,,,,,
LTBA4953,BUILDING,BUILDING,410010.049N,0284718.112E,288.8,54.13,NO INFO,,NO,,,,,
LTBA4954,BUILDING,BUILDING,410010.369N,0284718.061E,269.8,34.44,NO INFO,,NO,,,,,
LTBA4955,BUILDING,BUILDING,410009.994N,0284717.166E,309.7,73.81,NO INFO,,NO,,,,,
LTBA4956,BUILDING,BUILDING,410011.157N,0284716.973E,282.4,44.29,NO INFO,,NO,,,,,
LTBA4957,BUILDING,BUILDING,410008.189N,0284717.141E,275.7,44.29,NO INFO,,NO,,,,,
LTBA4958,BUILDING,BUILDING,410007.785N,0284717.898E,264.1,34.44,NO INFO,,NO,,,,,
LTBA4959,BUILDING,BUILDING,410003.742N,0284719.350E,289.9,63.97,NO INFO,,NO,,,,,
LTBA4960,BUILDING,BUILDING,410003.508N,0284719.443E,279.7,54.13,NO INFO,,NO,,,,,
LTBA4961,BUILDING,BUILDING,410002.960N,0284719.637E,288.1,63.97,NO INFO,,NO,,,,,
LTBA4962,BUILDING,BUILDING,410003.261N,0284719.548E,278.9,54.13,NO INFO,,NO,,,,,
LTBA4963,BUILDING,BUILDING,410003.975N,0284719.268E,280.5,54.13,NO INFO,,NO,,,,,
LTBA4964,BUILDING,BUILDING,410004.226N,0284719.173E,280.6,54.13,NO INFO,,NO,,,,,
LTBA4965,BUILDING,BUILDING,410004.810N,0284718.992E,281.0,54.13,NO INFO,,NO,,,,,
LTBA4966,BUILDING,BUILDING,410004.473N,0284719.078E,270.9,44.29,NO INFO,,NO,,,,,
LTBA4967,BUILDING,BUILDING,410005.690N,0284718.569E,292.3,63.97,NO INFO,,NO,,,,,
LTBA4968,BUILDING,BUILDING,410005.440N,0284718.667E,282.1,54.13,NO INFO,,NO,,,,,
LTBA4969,BUILDING,BUILDING,410005.189N,0284718.759E,281.7,54.13,NO INFO,,NO,,,,,
LTBA4970,BUILDING,BUILDING,410006.619N,0284717.472E,284.9,54.13,NO INFO,,NO,,,,,
LTBA4971,BUILDING,BUILDING,410006.157N,0284717.624E,294.2,63.97,NO INFO,,NO,,,,,
LTBA4972,BUILDING,BUILDING,410006.777N,0284718.113E,264.6,34.44,NO INFO,,NO,,,,,
LTBA4973,BUILDING,BUILDING,410005.044N,0284718.076E,292.5,63.97,NO INFO,,NO,,,,,
LTBA4974,BUILDING,BUILDING,410005.282N,0284717.979E,282.8,54.13,NO INFO,,NO,,,,,
LTBA4975,BUILDING,BUILDING,410005.532N,0284717.892E,263.9,34.44,NO INFO,,NO,,,,,
LTBA4976,BUILDING,BUILDING,410005.781N,0284717.784E,264.0,34.44,NO INFO,,NO,,,,,
LTBA4977,BUILDING,BUILDING,410004.103N,0284718.467E,271.4,44.29,NO INFO,,NO,,,,,
LTBA4978,BUILDING,BUILDING,410004.329N,0284718.348E,271.5,44.29,NO INFO,,NO,,,,,
LTBA4979,BUILDING,BUILDING,410004.792N,0284718.221E,272.1,44.29,NO INFO,,NO,,,,,
LTBA4980,BUILDING,BUILDING,410004.577N,0284718.257E,272.0,44.29,NO INFO,,NO,,,,,
LTBA4981,BUILDING,BUILDING,410003.616N,0284718.643E,271.2,44.29,NO INFO,,NO,,,,,
LTBA4982,BUILDING,BUILDING,410003.865N,0284718.560E,261.4,34.44,NO INFO,,NO,,,,,
LTBA4983,BUILDING,BUILDING,410008.919N,0284720.092E,295.2,63.97,NO INFO,,NO,,,,,
LTBA4984,BUILDING,BUILDING,410008.775N,0284719.404E,294.9,63.97,NO INFO,,NO,,,,,
LTBA4985,BUILDING,BUILDING,410008.238N,0284720.353E,284.2,54.13,NO INFO,,NO,,,,,
LTBA4986,BUILDING,BUILDING,410008.052N,0284719.723E,284.0,54.13,NO INFO,,NO,,,,,
LTBA4987,BUILDING,BUILDING,410007.749N,0284719.034E,283.7,54.13,NO INFO,,NO,,,,,
LTBA4988,BUILDING,BUILDING,410008.045N,0284718.898E,284.1,54.13,NO INFO,,NO,,,,,
LTBA4989,BUILDING,BUILDING,410007.086N,0284719.561E,292.5,63.97,NO INFO,,NO,,,,,
LTBA4990,BUILDING,BUILDING,410006.190N,0284719.545E,291.8,63.97,NO INFO,,NO,,,,,
LTBA4991,BUILDING,BUILDING,410006.102N,0284720.349E,291.1,63.97,NO INFO,,NO,,,,,
LTBA4992,BUILDING,BUILDING,410005.688N,0284719.741E,290.8,63.97,NO INFO,,NO,,,,,
LTBA4993,BUILDING,BUILDING,410003.704N,0284720.543E,288.7,63.97,NO INFO,,NO,,,,,
LTBA4994,BUILDING,BUILDING,410003.180N,0284720.772E,267.9,44.29,NO INFO,,NO,,,,,
LTBA4995,BUILDING,BUILDING,410003.453N,0284720.641E,268.2,44.29,NO INFO,,NO,,,,,
LTBA4996,BUILDING,BUILDING,410004.446N,0284720.249E,269.9,44.29,NO INFO,,NO,,,,,
LTBA4997,BUILDING,BUILDING,410004.717N,0284720.123E,269.6,44.29,NO INFO,,NO,,,,,
LTBA4998,BUILDING,BUILDING,410004.199N,0284720.355E,260.0,34.44,NO INFO,,NO,,,,,
LTBA4999,BUILDING,BUILDING,410005.441N,0284719.841E,270.0,44.29,NO INFO,,NO,,,,,
LTBA5000,BUILDING,BUILDING,410005.941N,0284719.648E,291.6,63.97,NO INFO,,NO,,,,,
LTBA5001,BUILDING,BUILDING,410006.435N,0284719.443E,282.2,54.13,NO INFO,,NO,,,,,
LTBA5002,BUILDING,BUILDING,410005.476N,0284720.594E,279.9,54.13,NO INFO,,NO,,,,,
LTBA5003,BUILDING,BUILDING,410004.949N,0284720.821E,279.3,54.13,NO INFO,,NO,,,,,
LTBA5004,BUILDING,BUILDING,410005.847N,0284720.428E,271.0,44.29,NO INFO,,NO,,,,,
LTBA5005,BUILDING,BUILDING,410006.856N,0284720.074E,271.9,44.29,NO INFO,,NO,,,,,
LTBA5006,BUILDING,BUILDING,410006.683N,0284719.340E,282.5,54.13,NO INFO,,NO,,,,,
LTBA5007,BUILDING,BUILDING,410006.354N,0284720.245E,261.8,34.44,NO INFO,,NO,,,,,
LTBA5008,BUILDING,BUILDING,410006.600N,0284720.135E,262.0,34.44,NO INFO,,NO,,,,,
LTBA5009,BUILDING,BUILDING,410004.574N,0284720.968E,269.5,44.29,NO INFO,,NO,,,,,
LTBA5010,BUILDING,BUILDING,410003.606N,0284721.350E,267.8,44.29,NO INFO,,NO,,,,,
LTBA5011,BUILDING,BUILDING,410003.319N,0284721.462E,267.5,44.29,NO INFO,,NO,,,,,
LTBA5012,BUILDING,BUILDING,410003.835N,0284721.275E,258.5,34.44,NO INFO,,NO,,,,,
LTBA5013,BUILDING,BUILDING,410004.081N,0284721.164E,259.0,34.44,NO INFO,,NO,,,,,
LTBA5014,BUILDING,BUILDING,410004.326N,0284721.066E,259.5,34.44,NO INFO,,NO,,,,,
LTBA5015,BUILDING,BUILDING,410006.817N,0284721.026E,290.9,63.97,NO INFO,,NO,,,,,
LTBA5016,BUILDING,BUILDING,410007.327N,0284720.784E,281.9,54.13,NO INFO,,NO,,,,,
LTBA5017,BUILDING,BUILDING,410006.334N,0284721.222E,280.7,54.13,NO INFO,,NO,,,,,
LTBA5018,BUILDING,BUILDING,410006.582N,0284721.118E,271.1,44.29,NO INFO,,NO,,,,,
LTBA5019,BUILDING,BUILDING,410007.043N,0284720.908E,271.6,44.29,NO INFO,,NO,,,,,
LTBA5020,BUILDING,BUILDING,410005.590N,0284721.522E,270.2,44.29,NO INFO,,NO,,,,,
LTBA5021,BUILDING,BUILDING,410005.838N,0284721.413E,270.4,44.29,NO INFO,,NO,,,,,
LTBA5022,BUILDING,BUILDING,410006.086N,0284721.311E,270.7,44.29,NO INFO,,NO,,,,,
LTBA5023,BUILDING,BUILDING,410004.848N,0284721.831E,268.3,44.29,NO INFO,,NO,,,,,
LTBA5024,BUILDING,BUILDING,410005.095N,0284721.723E,259.4,34.44,NO INFO,,NO,,,,,
LTBA5025,BUILDING,BUILDING,410005.342N,0284721.623E,259.7,34.44,NO INFO,,NO,,,,,
LTBA5026,BUILDING,BUILDING,410004.351N,0284722.012E,267.4,44.29,NO INFO,,NO,,,,,
LTBA5027,BUILDING,BUILDING,410004.600N,0284721.921E,258.2,34.44,NO INFO,,NO,,,,,
LTBA5028,BUILDING,BUILDING,410004.106N,0284722.124E,257.7,34.44,NO INFO,,NO,,,,,
LTBA5029,BUILDING,BUILDING,410003.550N,0284722.351E,276.5,54.13,NO INFO,,NO,,,,,
LTBA5030,BUILDING,BUILDING,410003.855N,0284722.223E,257.3,34.44,NO INFO,,NO,,,,,
LTBA5031,BUILDING,BUILDING,410007.049N,0284721.987E,280.9,54.13,NO INFO,,NO,,,,,
LTBA5032,BUILDING,BUILDING,410007.358N,0284721.881E,261.7,34.44,NO INFO,,NO,,,,,
LTBA5033,BUILDING,BUILDING,410006.291N,0284722.248E,289.5,63.97,NO INFO,,NO,,,,,
LTBA5034,BUILDING,BUILDING,410006.714N,0284722.046E,270.7,44.29,NO INFO,,NO,,,,,
LTBA5035,BUILDING,BUILDING,410005.766N,0284722.434E,278.5,54.13,NO INFO,,NO,,,,,
LTBA5036,BUILDING,BUILDING,410005.478N,0284722.508E,258.8,34.44,NO INFO,,NO,,,,,
LTBA5037,BUILDING,BUILDING,410005.194N,0284722.629E,258.4,34.44,NO INFO,,NO,,,,,
LTBA5038,BUILDING,BUILDING,410008.471N,0284721.652E,293.8,63.97,NO INFO,,NO,,,,,
LTBA5039,BUILDING,BUILDING,410009.364N,0284721.283E,295.5,63.97,NO INFO,,NO,,,,,
LTBA5040,BUILDING,BUILDING,410008.968N,0284721.470E,275.0,44.29,NO INFO,,NO,,,,,
LTBA5041,BUILDING,BUILDING,410010.499N,0284720.162E,298.2,63.97,NO INFO,,NO,,,,,
LTBA5042,BUILDING,BUILDING,410012.058N,0284719.942E,300.4,63.97,NO INFO,,NO,,,,,
LTBA5043,BUILDING,BUILDING,410011.398N,0284720.064E,279.7,44.29,NO INFO,,NO,,,,,
LTBA5044,BUILDING,BUILDING,410011.576N,0284719.139E,300.1,63.97,NO INFO,,NO,,,,,
LTBA5045,BUILDING,BUILDING,410011.915N,0284719.082E,290.8,54.13,NO INFO,,NO,,,,,
LTBA5046,BUILDING,BUILDING,410012.240N,0284719.035E,291.2,54.13,NO INFO,,NO,,,,,
LTBA5047,BUILDING,BUILDING,410010.909N,0284719.276E,309.2,73.81,NO INFO,,NO,,,,,
LTBA5048,BUILDING,BUILDING,410010.619N,0284719.321E,279.0,44.29,NO INFO,,NO,,,,,
LTBA5049,BUILDING,BUILDING,410010.232N,0284719.365E,288.3,54.13,NO INFO,,NO,,,,,
LTBA5050,BUILDING,BUILDING,410009.897N,0284719.434E,267.9,34.44,NO INFO,,NO,,,,,
LTBA5051,BUILDING,BUILDING,410021.689N,0284717.643E,308.2,54.13,NO INFO,,NO,,,,,
LTBA5052,BUILDING,BUILDING,410021.056N,0284717.716E,317.2,63.97,NO INFO,,NO,,,,,
LTBA5053,BUILDING,BUILDING,410020.652N,0284717.766E,296.3,44.29,NO INFO,,NO,,,,,
LTBA5054,BUILDING,BUILDING,410019.707N,0284717.846E,323.8,73.81,NO INFO,,NO,,,,,
LTBA5055,BUILDING,BUILDING,410020.392N,0284717.817E,286.2,34.44,NO INFO,,NO,,,,,
LTBA5056,BUILDING,BUILDING,410021.368N,0284717.689E,298.2,44.29,NO INFO,,NO,,,,,
LTBA5057,BUILDING,BUILDING,410022.010N,0284717.618E,299.0,44.29,NO INFO,,NO,,,,,
LTBA5058,BUILDING,BUILDING,410018.843N,0284717.950E,292.9,44.29,NO INFO,,NO,,,,,
LTBA5059,BUILDING,BUILDING,410018.264N,0284717.988E,291.8,44.29,NO INFO,,NO,,,,,
LTBA5060,BUILDING,BUILDING,410018.598N,0284717.952E,292.4,44.29,NO INFO,,NO,,,,,
LTBA5061,BUILDING,BUILDING,410019.118N,0284717.891E,273.9,24.60,NO INFO,,NO,,,,,
LTBA5062,BUILDING,BUILDING,410017.612N,0284718.013E,300.5,54.13,NO INFO,,NO,,,,,
LTBA5063,BUILDING,BUILDING,410017.861N,0284717.986E,301.0,54.13,NO INFO,,NO,,,,,
LTBA5064,BUILDING,BUILDING,410017.364N,0284718.032E,300.2,54.13,NO INFO,,NO,,,,,
LTBA5065,BUILDING,BUILDING,410016.823N,0284718.092E,319.1,73.81,NO INFO,,NO,,,,,
LTBA5066,BUILDING,BUILDING,410017.118N,0284718.065E,289.7,44.29,NO INFO,,NO,,,,,
LTBA5067,BUILDING,BUILDING,410016.519N,0284718.116E,298.9,54.13,NO INFO,,NO,,,,,
LTBA5068,BUILDING,BUILDING,410015.953N,0284718.207E,317.2,73.81,NO INFO,,NO,,,,,
LTBA5069,BUILDING,BUILDING,410014.694N,0284718.427E,286.4,44.29,NO INFO,,NO,,,,,
LTBA5070,BUILDING,BUILDING,410015.136N,0284718.352E,295.9,54.13,NO INFO,,NO,,,,,
LTBA5071,BUILDING,BUILDING,410013.508N,0284718.785E,314.0,73.81,NO INFO,,NO,,,,,
LTBA5072,BUILDING,BUILDING,410013.864N,0284718.737E,315.0,73.81,NO INFO,,NO,,,,,
LTBA5073,BUILDING,BUILDING,410013.151N,0284718.867E,313.1,73.81,NO INFO,,NO,,,,,
LTBA5074,BUILDING,BUILDING,410012.811N,0284718.933E,272.7,34.44,NO INFO,,NO,,,,,
LTBA5075,BUILDING,BUILDING,410012.964N,0284719.773E,312.2,73.81,NO INFO,,NO,,,,,
LTBA5076,BUILDING,BUILDING,410013.693N,0284719.650E,314.1,73.81,NO INFO,,NO,,,,,
LTBA5077,BUILDING,BUILDING,410014.910N,0284719.411E,295.8,54.13,NO INFO,,NO,,,,,
LTBA5078,BUILDING,BUILDING,410014.459N,0284719.504E,296.0,54.13,NO INFO,,NO,,,,,
LTBA5079,BUILDING,BUILDING,410015.416N,0284719.224E,286.8,44.29,NO INFO,,NO,,,,,
LTBA5080,BUILDING,BUILDING,410015.999N,0284718.898E,297.9,54.13,NO INFO,,NO,,,,,
LTBA5081,BUILDING,BUILDING,410016.837N,0284718.813E,299.4,54.13,NO INFO,,NO,,,,,
LTBA5082,BUILDING,BUILDING,410016.426N,0284718.863E,288.9,44.29,NO INFO,,NO,,,,,
LTBA5083,BUILDING,BUILDING,410017.190N,0284718.769E,270.3,24.60,NO INFO,,NO,,,,,
LTBA5084,BUILDING,BUILDING,410018.403N,0284718.617E,301.9,54.13,NO INFO,,NO,,,,,
LTBA5085,BUILDING,BUILDING,410017.975N,0284718.669E,281.5,34.44,NO INFO,,NO,,,,,
LTBA5086,BUILDING,BUILDING,410019.191N,0284718.517E,323.2,73.81,NO INFO,,NO,,,,,
LTBA5087,BUILDING,BUILDING,410018.854N,0284718.559E,283.1,34.44,NO INFO,,NO,,,,,
LTBA5088,BUILDING,BUILDING,410019.536N,0284718.479E,294.5,44.29,NO INFO,,NO,,,,,
LTBA5089,BUILDING,BUILDING,410019.928N,0284718.405E,305.3,54.13,NO INFO,,NO,,,,,
LTBA5090,BUILDING,BUILDING,410020.229N,0284718.398E,296.1,44.29,NO INFO,,NO,,,,,
LTBA5091,BUILDING,BUILDING,410020.754N,0284718.356E,326.3,73.81,NO INFO,,NO,,,,,
LTBA5092,BUILDING,BUILDING,410021.419N,0284718.263E,298.6,44.29,NO INFO,,NO,,,,,
LTBA5093,BUILDING,BUILDING,410021.461N,0284719.207E,289.3,34.44,NO INFO,,NO,,,,,
LTBA5094,BUILDING,BUILDING,410020.905N,0284719.284E,317.7,63.97,NO INFO,,NO,,,,,
LTBA5095,BUILDING,BUILDING,410021.163N,0284719.230E,288.6,34.44,NO INFO,,NO,,,,,
LTBA5096,BUILDING,BUILDING,410019.201N,0284719.442E,313.9,63.97,NO INFO,,NO,,,,,
LTBA5097,BUILDING,BUILDING,410019.515N,0284719.426E,314.7,63.97,NO INFO,,NO,,,,,
LTBA5098,BUILDING,BUILDING,410020.220N,0284719.342E,296.8,44.29,NO INFO,,NO,,,,,
LTBA5099,BUILDING,BUILDING,410019.924N,0284719.375E,286.5,34.44,NO INFO,,NO,,,,,
LTBA5100,BUILDING,BUILDING,410018.799N,0284719.466E,303.5,54.13,NO INFO,,NO,,,,,
LTBA5101,BUILDING,BUILDING,410018.490N,0284719.529E,293.3,44.29,NO INFO,,NO,,,,,
LTBA5102,BUILDING,BUILDING,410017.910N,0284719.598E,311.5,63.97,NO INFO,,NO,,,,,
LTBA5103,BUILDING,BUILDING,410017.227N,0284719.667E,300.5,54.13,NO INFO,,NO,,,,,
LTBA5104,BUILDING,BUILDING,410016.912N,0284719.700E,300.2,54.13,NO INFO,,NO,,,,,
LTBA5105,BUILDING,BUILDING,410017.572N,0284719.631E,281.4,34.44,NO INFO,,NO,,,,,
LTBA5106,BUILDING,BUILDING,410016.248N,0284719.811E,299.1,54.13,NO INFO,,NO,,,,,
LTBA5107,BUILDING,BUILDING,410016.018N,0284719.865E,298.8,54.13,NO INFO,,NO,,,,,
LTBA5108,BUILDING,BUILDING,410016.518N,0284719.761E,280.0,34.44,NO INFO,,NO,,,,,
LTBA5109,BUILDING,BUILDING,410016.687N,0284720.416E,300.9,54.13,NO INFO,,NO,,,,,
LTBA5110,BUILDING,BUILDING,410016.458N,0284720.450E,300.3,54.13,NO INFO,,NO,,,,,
LTBA5111,BUILDING,BUILDING,410016.200N,0284720.560E,280.5,34.44,NO INFO,,NO,,,,,
LTBA5112,BUILDING,BUILDING,410016.157N,0284720.245E,280.0,34.44,NO INFO,,NO,,,,,
LTBA5113,BUILDING,BUILDING,410017.227N,0284720.340E,321.1,73.81,NO INFO,,NO,,,,,
LTBA5114,BUILDING,BUILDING,410016.954N,0284720.386E,291.6,44.29,NO INFO,,NO,,,,,
LTBA5115,BUILDING,BUILDING,410018.252N,0284720.212E,313.7,63.97,NO INFO,,NO,,,,,
LTBA5116,BUILDING,BUILDING,410017.989N,0284720.246E,293.3,44.29,NO INFO,,NO,,,,,
LTBA5117,BUILDING,BUILDING,410017.503N,0284720.321E,282.4,34.44,NO INFO,,NO,,,,,
LTBA5118,BUILDING,BUILDING,410017.745N,0284720.289E,282.8,34.44,NO INFO,,NO,,,,,
LTBA5119,BUILDING,BUILDING,410019.474N,0284720.072E,315.6,63.97,NO INFO,,NO,,,,,
LTBA5120,BUILDING,BUILDING,410019.060N,0284720.088E,305.3,54.13,NO INFO,,NO,,,,,
LTBA5121,BUILDING,BUILDING,410018.785N,0284720.137E,304.7,54.13,NO INFO,,NO,,,,,
LTBA5122,BUILDING,BUILDING,410018.510N,0284720.168E,284.2,34.44,NO INFO,,NO,,,,,
LTBA5123,BUILDING,BUILDING,410020.185N,0284719.960E,316.8,63.97,NO INFO,,NO,,,,,
LTBA5124,BUILDING,BUILDING,410019.896N,0284720.008E,297.0,44.29,NO INFO,,NO,,,,,
LTBA5125,BUILDING,BUILDING,410021.102N,0284719.854E,299.5,44.29,NO INFO,,NO,,,,,
LTBA5126,BUILDING,BUILDING,410021.377N,0284719.820E,300.3,44.29,NO INFO,,NO,,,,,
LTBA5127,BUILDING,BUILDING,410020.783N,0284719.906E,298.8,44.29,NO INFO,,NO,,,,,
LTBA5128,BUILDING,BUILDING,410020.503N,0284719.930E,278.2,24.60,NO INFO,,NO,,,,,
LTBA5129,BUILDING,BUILDING,410021.583N,0284719.790E,270.8,14.76,NO INFO,,NO,,,,,
LTBA5130,BUILDING,BUILDING,410006.309N,0284727.011E,291.4,63.97,NO INFO,,NO,,,,,
LTBA5131,BUILDING,BUILDING,410006.168N,0284724.814E,279.2,54.13,NO INFO,,NO,,,,,
LTBA5132,BUILDING,BUILDING,410006.097N,0284724.064E,289.1,63.97,NO INFO,,NO,,,,,
LTBA5133,BUILDING,BUILDING,410006.074N,0284723.560E,289.0,63.97,NO INFO,,NO,,,,,
LTBA5134,BUILDING,BUILDING,410005.607N,0284724.155E,288.1,63.97,NO INFO,,NO,,,,,
LTBA5135,BUILDING,BUILDING,410005.769N,0284723.440E,279.1,54.13,NO INFO,,NO,,,,,
LTBA5136,BUILDING,BUILDING,410006.050N,0284723.209E,259.2,34.44,NO INFO,,NO,,,,,
LTBA5137,BUILDING,BUILDING,410006.126N,0284724.427E,259.2,34.44,NO INFO,,NO,,,,,
LTBA5138,BUILDING,BUILDING,410006.200N,0284725.388E,279.9,54.13,NO INFO,,NO,,,,,
LTBA5139,BUILDING,BUILDING,410005.809N,0284726.611E,270.1,44.29,NO INFO,,NO,,,,,
LTBA5140,BUILDING,BUILDING,410005.716N,0284725.735E,269.3,44.29,NO INFO,,NO,,,,,
LTBA5141,BUILDING,BUILDING,410005.776N,0284726.152E,269.7,44.29,NO INFO,,NO,,,,,
LTBA5142,BUILDING,BUILDING,410007.287N,0284733.952E,311.7,73.81,NO INFO,,NO,,,,,
LTBA5143,BUILDING,BUILDING,410007.657N,0284733.998E,302.3,63.97,NO INFO,,NO,,,,,
LTBA5144,BUILDING,BUILDING,410007.550N,0284733.158E,301.6,63.97,NO INFO,,NO,,,,,
LTBA5145,BUILDING,BUILDING,410007.469N,0284732.272E,310.3,73.81,NO INFO,,NO,,,,,
LTBA5146,BUILDING,BUILDING,410006.665N,0284731.143E,278.4,44.29,NO INFO,,NO,,,,,
LTBA5147,BUILDING,BUILDING,410006.688N,0284731.731E,289.4,54.13,NO INFO,,NO,,,,,
LTBA5148,BUILDING,BUILDING,410006.659N,0284731.454E,279.2,44.29,NO INFO,,NO,,,,,
LTBA5149,BUILDING,BUILDING,410006.988N,0284733.083E,291.1,54.13,NO INFO,,NO,,,,,
LTBA5150,BUILDING,BUILDING,410006.868N,0284732.747E,290.9,54.13,NO INFO,,NO,,,,,
LTBA5151,BUILDING,BUILDING,410006.773N,0284732.208E,270.5,34.44,NO INFO,,NO,,,,,
LTBA5152,BUILDING,BUILDING,410006.974N,0284734.204E,292.0,54.13,NO INFO,,NO,,,,,
LTBA5153,BUILDING,BUILDING,410006.886N,0284733.689E,271.9,34.44,NO INFO,,NO,,,,,
LTBA5154,BUILDING,BUILDING,410001.074N,0284737.206E,302.0,73.81,NO INFO,,NO,,,,,
LTBA5155,BUILDING,BUILDING,410001.588N,0284736.904E,303.2,73.81,NO INFO,,NO,,,,,
LTBA5156,BUILDING,BUILDING,410001.547N,0284737.360E,283.2,54.13,NO INFO,,NO,,,,,
LTBA5157,BUILDING,BUILDING,410002.673N,0284737.015E,304.3,73.81,NO INFO,,NO,,,,,
LTBA5158,BUILDING,BUILDING,410003.475N,0284737.220E,286.7,54.13,NO INFO,,NO,,,,,
LTBA5159,BUILDING,BUILDING,410004.024N,0284737.412E,288.7,54.13,NO INFO,,NO,,,,,
LTBA5160,BUILDING,BUILDING,410004.825N,0284735.976E,300.0,63.97,NO INFO,,NO,,,,,
LTBA5161,BUILDING,BUILDING,410004.810N,0284736.701E,300.2,63.97,NO INFO,,NO,,,,,
LTBA5162,BUILDING,BUILDING,410004.808N,0284737.131E,290.8,54.13,NO INFO,,NO,,,,,
LTBA5163,BUILDING,BUILDING,410004.797N,0284737.443E,271.4,34.44,NO INFO,,NO,,,,,
LTBA5164,BUILDING,BUILDING,410007.355N,0284737.222E,304.5,63.97,NO INFO,,NO,,,,,
LTBA5165,BUILDING,BUILDING,410007.409N,0284736.738E,284.3,44.29,NO INFO,,NO,,,,,
LTBA5166,BUILDING,BUILDING,410020.409N,0284737.173E,327.3,54.13,NO INFO,,NO,,,,,
LTBA5167,BUILDING,BUILDING,410019.760N,0284737.299E,316.1,44.29,NO INFO,,NO,,,,,
LTBA5168,BUILDING,BUILDING,410019.177N,0284737.272E,315.1,44.29,NO INFO,,NO,,,,,
LTBA5169,BUILDING,BUILDING,410019.614N,0284734.935E,338.0,63.97,NO INFO,,NO,,,,,
LTBA5170,BUILDING,BUILDING,410017.911N,0284737.101E,322.3,54.13,NO INFO,,NO,,,,,
LTBA5171,BUILDING,BUILDING,410017.854N,0284737.450E,312.2,44.29,NO INFO,,NO,,,,,
LTBA5172,BUILDING,BUILDING,410015.703N,0284737.411E,338.2,73.81,NO INFO,,NO,,,,,
LTBA5173,BUILDING,BUILDING,410014.981N,0284737.300E,296.5,34.44,NO INFO,,NO,,,,,
LTBA5174,BUILDING,BUILDING,410014.481N,0284737.251E,285.5,24.60,NO INFO,,NO,,,,,
LTBA5175,BUILDING,BUILDING,410013.883N,0284737.153E,292.8,34.44,NO INFO,,NO,,,,,
LTBA5176,BUILDING,BUILDING,410010.604N,0284737.109E,303.7,54.13,NO INFO,,NO,,,,,
LTBA5177,BUILDING,BUILDING,410010.638N,0284737.423E,294.3,44.29,NO INFO,,NO,,,,,
LTBA5178,BUILDING,BUILDING,410010.075N,0284736.512E,312.1,63.97,NO INFO,,NO,,,,,
LTBA5179,BUILDING,BUILDING,410009.979N,0284737.089E,282.3,34.44,NO INFO,,NO,,,,,
LTBA5180,BUILDING,BUILDING,410009.300N,0284736.919E,310.2,63.97,NO INFO,,NO,,,,,
LTBA5181,BUILDING,BUILDING,410008.667N,0284737.438E,308.4,63.97,NO INFO,,NO,,,,,
LTBA5182,BUILDING,BUILDING,410021.591N,0284737.354E,300.6,24.60,NO INFO,,NO,,,,,
LTBA5183,BUILDING,BUILDING,410002.180N,0284737.052E,284.3,54.13,NO INFO,,NO,,,,,
LTBA5184,BUILDING,BUILDING,410002.054N,0284739.750E,273.4,44.29,NO INFO,,NO,,,,,
LTBA5185,BUILDING,BUILDING,410005.932N,0284731.890E,294.9,63.97,NO INFO,,NO,,,,,
LTBA5186,BUILDING,BUILDING,410005.858N,0284731.575E,264.3,34.44,NO INFO,,NO,,,,,
LTBA5187,BUILDING,BUILDING,410006.236N,0284733.530E,310.4,73.81,NO INFO,,NO,,,,,
LTBA5188,BUILDING,BUILDING,410006.153N,0284733.033E,287.4,54.13,NO INFO,,NO,,,,,
LTBA5189,BUILDING,BUILDING,410006.077N,0284732.656E,276.6,44.29,NO INFO,,NO,,,,,
LTBA5190,BUILDING,BUILDING,410006.050N,0284732.166E,264.8,34.44,NO INFO,,NO,,,,,
LTBA5191,BUILDING,BUILDING,410006.095N,0284732.417E,266.8,34.44,NO INFO,,NO,,,,,
LTBA5192,BUILDING,BUILDING,410005.953N,0284734.365E,310.2,73.81,NO INFO,,NO,,,,,
LTBA5193,BUILDING,BUILDING,410005.615N,0284733.180E,308.0,73.81,NO INFO,,NO,,,,,
LTBA5194,BUILDING,BUILDING,410005.794N,0284733.929E,290.0,54.13,NO INFO,,NO,,,,,
LTBA5195,BUILDING,BUILDING,410005.189N,0284731.670E,272.1,44.29,NO INFO,,NO,,,,,
LTBA5196,BUILDING,BUILDING,410005.304N,0284732.079E,272.5,44.29,NO INFO,,NO,,,,,
LTBA5197,BUILDING,BUILDING,410005.394N,0284732.443E,263.4,34.44,NO INFO,,NO,,,,,
