Obstacle_designator,AIXM_NAME  ,OTHER Type(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,color of lighting,Group
ENR4570,WIND POWER PLANT,WINDMILL,415646.22N,0264609.15E,2165,591,YES,OTHER,NO
ENR4571,WIND POWER PLANT,WINDMILL,415642.00N,0264620.89E,2090,591,YES,OTHER,NO
ENR4572,WIND POWER PLANT,WINDMILL,415718.03N,0264539.63E,2297,591,YES,OTHER,NO
ENR4573,WIND POWER PLANT,WINDMILL,415718.55N,0264555.70E,2228,591,YES,OTHER,NO
ENR4574,WIND POWER PLANT,WINDMILL,415720.73N,0264613.15E,2198,591,YES,OTHER,NO
ENR4575,WIND POWER PLANT,WINDMILL,415722.32N,0264628.96E,2152,591,YES,OTHER,NO
ENR4576,WIND POWER PLANT,WINDMILL,415726.31N,0264646.32E,2129,591,YES,OTHER,NO
ENR4577,WIND POWER PLANT,WINDMILL,415728.57N,0264702.26E,2080,591,YES,OTHER,NO
ENR4578,WIND POWER PLANT,WINDMILL,415740.96N,0265048.59E,2352,591,YES,OTHER,NO
ENR4579,WIND POWER PLANT,WINDMILL,415739.52N,0265102.02E,2375,591,YES,OTHER,NO
ENR4580,WIND POWER PLANT,WINDMILL,415732.57N,0265113.33E,2411,591,YES,OTHER,NO
ENR4581,WIND POWER PLANT,WINDMILL,415728.85N,0265125.46E,2405,591,YES,OTHER,NO
ENR4582,WIND POWER PLANT,WINDMILL,415724.69N,0265137.85E,2349,591,YES,OTHER,NO
ENR4583,WIND POWER PLANT,WINDMILL,415722.14N,0265150.32E,2313,591,YES,OTHER,NO
ENR4584,WIND POWER PLANT,WINDMILL,415720.66N,0265203.18E,2260,591,YES,OTHER,NO
ENR4585,WIND POWER PLANT,WINDMILL,415713.77N,0265217.92E,2152,591,YES,OTHER,NO
ENR4586,WIND POWER PLANT,WINDMILL,403804.52N,0360607.04E,5613,593,YES,OTHER,NO
ENR4587,WIND POWER PLANT,WINDMILL,403810.10N,0360556.73E,5702,593,YES,OTHER,NO
ENR4588,WIND POWER PLANT,WINDMILL,403808.88N,0360539.37E,5574,593,YES,OTHER,NO
ENR4589,WIND POWER PLANT,WINDMILL,403803.05N,0360619.49E,5518,593,YES,OTHER,NO
ENR4590,WIND POWER PLANT,WINDMILL,403817.99N,0360641.26E,5406,593,YES,OTHER,NO
ENR4591,WIND POWER PLANT,WINDMILL,403749.71N,0360722.44E,5111,593,YES,OTHER,NO
ENR4592,WIND POWER PLANT,WINDMILL,403806.65N,0360653.09E,5298,593,YES,OTHER,NO
ENR4593,WIND POWER PLANT,WINDMILL,403828.43N,0360532.46E,5305,593,YES,OTHER,NO
ENR4594,WIND POWER PLANT,WINDMILL,403752.18N,0360712.39E,5124,594,YES,OTHER,NO
ENR4595,WIND POWER PLANT,WINDMILL,403800.56N,0360702.44E,5269,594,YES,OTHER,NO
ENR4596,WIND POWER PLANT,WINDMILL,403829.47N,0360647.56E,5400,594,YES,OTHER,NO
ENR4597,WIND POWER PLANT,WINDMILL,403737.13N,0360640.97E,5088,594,YES,OTHER,NO
ENR4598,WIND POWER PLANT,WINDMILL,403722.51N,0360700.01E,4727,594,YES,OTHER,NO
ENR4599,WIND POWER PLANT,WINDMILL,403728.78N,0360734.25E,4744,594,YES,OTHER,NO
ENR4600,WIND POWER PLANT,WINDMILL,380510.14N,0301934.93E,6056,466,YES,OTHER,NO
ENR4601,WIND POWER PLANT,WINDMILL,380507.94N,0301922.04E,6053,466,YES,OTHER,NO
ENR4602,WIND POWER PLANT,WINDMILL,380507.26N,0301907.28E,6033,466,YES,OTHER,NO
ENR4603,WIND POWER PLANT,WINDMILL,380507.48N,0301854.04E,5968,466,YES,OTHER,NO
ENR4604,WIND POWER PLANT,WINDMILL,380519.07N,0301848.20E,5791,433,YES,OTHER,NO
ENR4605,WIND POWER PLANT,WINDMILL,380519.72N,0301942.53E,5823,433,YES,OTHER,NO
ENR4606,WIND POWER PLANT,WINDMILL,380549.38N,0301857.78E,5781,433,YES,OTHER,NO
ENR4607,WIND POWER PLANT,WINDMILL,380606.52N,0301809.54E,5584,433,YES,OTHER,NO
ENR4608,WIND POWER PLANT,WINDMILL,380623.62N,0301813.39E,5545,433,YES,OTHER,NO
ENR4609,WIND POWER PLANT,WINDMILL,380623.80N,0301851.23E,5709,433,YES,OTHER,NO
ENR4610,WIND POWER PLANT,WINDMILL,380641.00N,0301856.34E,5712,433,YES,OTHER,NO
ENR4611,WIND POWER PLANT,WINDMILL,380533.00N,0301900.73E,5797,433,YES,OTHER,NO
ENR4612,WIND POWER PLANT,WINDMILL,395110.19N,0274602.68E,1229,589,YES,OTHER,NO
ENR4613,WIND POWER PLANT,WINDMILL,395106.84N,0274625.10E,1212,589,YES,OTHER,NO
ENR4614,WIND POWER PLANT,WINDMILL,395102.77N,0274636.80E,1376,589,YES,OTHER,NO
ENR4615,WIND POWER PLANT,WINDMILL,395114.04N,0274651.10E,1488,589,YES,OTHER,NO
ENR4616,WIND POWER PLANT,WINDMILL,395114.76N,0274710.10E,1380,589,YES,OTHER,NO
ENR4617,WIND POWER PLANT,WINDMILL,395053.84N,0274613.44E,1527,589,YES,OTHER,NO
ENR4618,WIND POWER PLANT,WINDMILL,394947.24N,0274555.73E,1754,589,YES,OTHER,NO
ENR4619,WIND POWER PLANT,WINDMILL,394936.26N,0274607.54E,1816,589,YES,OTHER,NO
ENR4620,WIND POWER PLANT,WINDMILL,394928.60N,0274619.24E,1763,589,YES,OTHER,NO
ENR4621,WIND POWER PLANT,WINDMILL,394932.59N,0274749.70E,1488,589,YES,OTHER,NO
ENR4622,WIND POWER PLANT,WINDMILL,394930.65N,0274804.03E,1508,589,YES,OTHER,NO
ENR4623,WIND POWER PLANT,WINDMILL,394935.76N,0274816.67E,1655,589,YES,OTHER,NO
ENR4624,WIND POWER PLANT,WINDMILL,394932.48N,0274829.56E,1717,589,YES,OTHER,NO
ENR4625,WIND POWER PLANT,WINDMILL,394946.49N,0274842.48E,1527,589,YES,OTHER,NO
ENR4626,WIND POWER PLANT,WINDMILL,394947.28N,0274856.70E,1455,589,YES,OTHER,NO
ENR4627,WIND POWER PLANT,WINDMILL,394853.24N,0274524.48E,1685,589,YES,OTHER,NO
ENR4628,WIND POWER PLANT,WINDMILL,394857.17N,0274541.94E,2000,589,YES,OTHER,NO
ENR4629,WIND POWER PLANT,WINDMILL,394853.53N,0274653.76E,1553,589,YES,OTHER,NO
ENR4630,WIND POWER PLANT,WINDMILL,394852.24N,0274708.27E,1622,589,YES,OTHER,NO
ENR4631,WIND POWER PLANT,WINDMILL,394850.58N,0274724.29E,1658,589,YES,OTHER,NO
ENR4632,WIND POWER PLANT,WINDMILL,394800.83N,0274552.49E,1836,589,YES,OTHER,NO
ENR4633,WIND POWER PLANT,WINDMILL,394802.48N,0274605.56E,1803,589,YES,OTHER,NO
ENR4634,WIND POWER PLANT,WINDMILL,394810.12N,0274643.18E,1737,589,YES,OTHER,NO
ENR4635,WIND POWER PLANT,WINDMILL,394741.35N,0274630.97E,1875,589,YES,OTHER,NO
ENR4636,WIND POWER PLANT,WINDMILL,394702.33N,0274454.89E,2114,589,YES,OTHER,NO
ENR4637,WIND POWER PLANT,WINDMILL,394659.88N,0274506.23E,2042,589,YES,OTHER,NO
ENR4638,WIND POWER PLANT,WINDMILL,394659.59N,0274518.54E,2019,589,YES,OTHER,NO
ENR4639,WIND POWER PLANT,WINDMILL,394658.33N,0274531.03E,2032,589,YES,OTHER,NO
ENR4640,WIND POWER PLANT,WINDMILL,394654.26N,0274543.74E,2029,589,YES,OTHER,NO
ENR4641,WIND POWER PLANT,WINDMILL,394642.64N,0274554.47E,2003,589,YES,OTHER,NO
ENR4642,WIND POWER PLANT,WINDMILL,410331.07N,0282633.43E,968,377,YES,OTHER,NO
ENR4643,WIND POWER PLANT,WINDMILL,410328.19N,0282643.94E,876,377,YES,OTHER,NO
ENR4644,WIND POWER PLANT,WINDMILL,401027.16N,0363134.82E,5643,427,YES,OTHER,NO
ENR4645,WIND POWER PLANT,WINDMILL,401040.04N,0363150.74E,5712,427,YES,OTHER,NO
ENR4646,WIND POWER PLANT,WINDMILL,401037.78N,0363159.12E,5738,427,YES,OTHER,NO
ENR4647,WIND POWER PLANT,WINDMILL,401045.41N,0363207.01E,5745,427,YES,OTHER,NO
ENR4648,WIND POWER PLANT,WINDMILL,401046.56N,0363227.38E,5587,427,YES,OTHER,NO
ENR4649,WIND POWER PLANT,WINDMILL,401054.01N,0363243.69E,5607,427,YES,OTHER,NO
ENR4650,WIND POWER PLANT,WINDMILL,401050.77N,0363259.60E,5659,427,YES,OTHER,NO
ENR4651,WIND POWER PLANT,WINDMILL,401038.78N,0363314.29E,5712,427,YES,OTHER,NO
ENR4652,WIND POWER PLANT,WINDMILL,401105.60N,0363327.58E,5774,427,YES,OTHER,NO
ENR4653,WIND POWER PLANT,WINDMILL,401113.92N,0363356.95E,5722,427,YES,OTHER,NO
ENR4654,WIND POWER PLANT,WINDMILL,401051.71N,0363355.22E,5758,427,YES,OTHER,NO
ENR4655,WIND POWER PLANT,WINDMILL,401047.10N,0363401.56E,5777,427,YES,OTHER,NO
ENR4656,WIND POWER PLANT,WINDMILL,401105.64N,0363409.91E,5728,427,YES,OTHER,NO
ENR4657,WIND POWER PLANT,WINDMILL,401110.36N,0363420.17E,5676,427,YES,OTHER,NO
ENR4658,WIND POWER PLANT,WINDMILL,401103.52N,0363449.37E,5810,427,YES,OTHER,NO
ENR4659,WIND POWER PLANT,WINDMILL,401110.90N,0363458.55E,5830,427,YES,OTHER,NO
ENR4660,WIND POWER PLANT,WINDMILL,401116.15N,0363349.03E,5733,490,YES,OTHER,NO
ENR4661,WIND POWER PLANT,WINDMILL,401117.27N,0363340.10E,5763,490,YES,OTHER,NO
ENR4663,WIND POWER PLANT,WINDMILL,401112.16N,0363600.40E,6006,490,YES,OTHER,NO
ENR4664,WIND POWER PLANT,WINDMILL,401121.44N,0363555.00E,5966,490,YES,OTHER,NO
ENR4665,WIND POWER PLANT,WINDMILL,401125.01N,0363545.74E,5917,490,YES,OTHER,NO
ENR4666,WIND POWER PLANT,WINDMILL,401122.49N,0363532.06E,5881,490,YES,OTHER,NO
ENR4667,WIND POWER PLANT,WINDMILL,401124.11N,0363523.35E,5901,490,YES,OTHER,NO
ENR4668,WIND POWER PLANT,WINDMILL,401043.64N,0363143.93E,5723,490,YES,OTHER,NO
ENR4669,WIND POWER PLANT,WINDMILL,401049.15N,0363138.86E,5684,490,YES,OTHER,NO
ENR4670,WIND POWER PLANT,WINDMILL,401038.32N,0363243.62E,5671,490,YES,OTHER,NO
ENR4671,WIND POWER PLANT,WINDMILL,401049.37N,0363236.10E,5654,490,YES,OTHER,NO
ENR4672,WIND POWER PLANT,WINDMILL,401113.24N,0363441.09E,5723,490,YES,OTHER,NO
ENR4673,WIND POWER PLANT,WINDMILL,401058.69N,0363507.22E,5858,490,YES,OTHER,NO
ENR4674,WIND POWER PLANT,WINDMILL,401102.90N,0363517.09E,5855,490,YES,OTHER,NO
ENR4675,WIND POWER PLANT,WINDMILL,401056.50N,0363310.73E,5733,490,YES,OTHER,NO
ENR4676,WIND POWER PLANT,WINDMILL,401037.02N,0363130.11E,5658,490,YES,OTHER,NO
ENR4677,WIND POWER PLANT,WINDMILL,401103.91N,0363318.76E,5802,490,YES,OTHER,NO
ENR4678,WIND POWER PLANT,WINDMILL,402021.34N,0285949.24E,2069,490,YES,OTHER,NO
ENR4679,WIND POWER PLANT,WINDMILL,402020.98N,0290002.05E,2092,490,YES,OTHER,NO
ENR4680,WIND POWER PLANT,WINDMILL,402020.36N,0290015.66E,2196,490,YES,OTHER,NO
ENR4681,WIND POWER PLANT,WINDMILL,402024.90N,0290027.40E,2213,490,YES,OTHER,NO
ENR4682,WIND POWER PLANT,WINDMILL,395448.19N,0281916.86E,2634,390,YES,OTHER,NO
ENR4683,WIND POWER PLANT,WINDMILL,395431.49N,0282003.88E,3199,390,YES,OTHER,NO
ENR4684,WIND POWER PLANT,WINDMILL,395349.41N,0282031.28E,3317,390,YES,OTHER,NO
ENR4685,WIND POWER PLANT,WINDMILL,395118.28N,0281927.29E,4662,394,YES,OTHER,NO
ENR4686,WIND POWER PLANT,WINDMILL,395052.61N,0282014.60E,4331,394,YES,OTHER,NO
ENR4687,WIND POWER PLANT,WINDMILL,395102.38N,0282145.82E,3428,394,YES,OTHER,NO
ENR4688,WIND POWER PLANT,WINDMILL,395011.04N,0282148.07E,3484,394,YES,OTHER,NO
ENR4689,WIND POWER PLANT,WINDMILL,395128.98N,0282341.09E,3606,390,YES,OTHER,NO
ENR4690,WIND POWER PLANT,WINDMILL,395137.55N,0282431.53E,3356,390,YES,OTHER,NO
ENR4691,WIND POWER PLANT,WINDMILL,395132.40N,0282554.37E,3310,390,YES,OTHER,NO
ENR4692,WIND POWER PLANT,WINDMILL,395043.45N,0282850.40E,3802,390,YES,OTHER,NO
ENR4693,WIND POWER PLANT,WINDMILL,395001.19N,0282840.97E,3881,390,YES,OTHER,NO
ENR4694,WIND POWER PLANT,WINDMILL,394812.73N,0282808.33E,3314,390,YES,OTHER,NO
ENR4695,WIND POWER PLANT,WINDMILL,394808.69N,0282857.94E,3035,390,YES,OTHER,NO
ENR4696,WIND POWER PLANT,WINDMILL,394828.96N,0282952.66E,2995,390,YES,OTHER,NO
ENR4697,WIND POWER PLANT,WINDMILL,381433.40N,0264641.05E,602,490,YES,OTHER,NO
ENR4698,WIND POWER PLANT,WINDMILL,381347.93N,0264735.20E,855,490,YES,OTHER,NO
ENR4699,WIND POWER PLANT,WINDMILL,381411.40N,0264641.88E,507,490,YES,OTHER,NO
ENR4700,WIND POWER PLANT,WINDMILL,381332.45N,0264732.10E,851,490,YES,OTHER,NO
ENR4701,WIND POWER PLANT,WINDMILL,381458.52N,0264722.92E,563,490,YES,OTHER,NO
ENR4702,WIND POWER PLANT,WINDMILL,381355.24N,0264656.32E,556,490,YES,OTHER,NO
ENR4703,WIND POWER PLANT,WINDMILL,381447.29N,0264650.88E,691,490,YES,OTHER,NO
ENR4704,WIND POWER PLANT,WINDMILL,390244.45N,0270105.02E,551,443,YES,OTHER,NO
ENR4705,WIND POWER PLANT,WINDMILL,390240.81N,0270123.09E,466,443,YES,OTHER,NO
ENR4706,WIND POWER PLANT,WINDMILL,390233.00N,0270133.82E,472,443,YES,OTHER,NO
ENR4707,WIND POWER PLANT,WINDMILL,390223.71N,0270142.89E,472,443,YES,OTHER,NO
ENR4708,WIND POWER PLANT,WINDMILL,390216.12N,0270154.44E,476,443,YES,OTHER,NO
ENR4709,WIND POWER PLANT,WINDMILL,390208.74N,0270205.35E,476,443,YES,OTHER,NO
ENR4710,WIND POWER PLANT,WINDMILL,390230.84N,0270213.96E,476,443,YES,OTHER,NO
ENR4711,WIND POWER PLANT,WINDMILL,390306.52N,0270106.10E,469,443,YES,OTHER,NO
ENR4712,WIND POWER PLANT,WINDMILL,390225.51N,0270222.27E,476,443,YES,OTHER,NO
ENR4713,WIND POWER PLANT,WINDMILL,390215.22N,0270229.18E,479,443,YES,OTHER,NO
ENR4714,WIND POWER PLANT,WINDMILL,390151.42N,0270148.54E,472,443,YES,OTHER,NO
ENR4715,WIND POWER PLANT,WINDMILL,390147.93N,0270201.46E,476,443,YES,OTHER,NO
ENR4716,WIND POWER PLANT,WINDMILL,390221.41N,0270109.41E,466,443,YES,OTHER,NO
ENR4717,WIND POWER PLANT,WINDMILL,390229.65N,0270044.68E,466,443,YES,OTHER,NO
ENR4718,WIND POWER PLANT,WINDMILL,390159.88N,0270140.73E,472,443,YES,OTHER,NO
ENR4719,WIND POWER PLANT,WINDMILL,390257.59N,0270139.04E,472,443,YES,OTHER,NO
ENR4720,WIND POWER PLANT,WINDMILL,390249.45N,0270146.60E,476,443,YES,OTHER,NO
ENR4721,WIND POWER PLANT,WINDMILL,390248.70N,0270051.01E,502,443,YES,OTHER,NO
ENR4722,WIND POWER PLANT,WINDMILL,390210.64N,0270119.70E,469,443,YES,OTHER,NO
ENR4723,WIND POWER PLANT,WINDMILL,390225.76N,0270056.74E,466,443,YES,OTHER,NO
ENR4724,WIND POWER PLANT,WINDMILL,404703.23N,0271804.18E,3446,448,YES,OTHER,NO
ENR4725,WIND POWER PLANT,WINDMILL,404722.96N,0271803.67E,3410,448,YES,OTHER,NO
ENR4726,WIND POWER PLANT,WINDMILL,404720.29N,0271834.56E,3384,448,YES,OTHER,NO
ENR4727,WIND POWER PLANT,WINDMILL,404727.82N,0271902.64E,3319,448,YES,OTHER,NO
ENR4728,WIND POWER PLANT,WINDMILL,401903.58N,0282128.87E,1946,427,YES,OTHER,NO
ENR4729,WIND POWER PLANT,WINDMILL,401854.76N,0282135.06E,1975,427,YES,OTHER,NO
ENR4730,WIND POWER PLANT,WINDMILL,401856.27N,0282148.24E,1900,427,YES,OTHER,NO
ENR4731,WIND POWER PLANT,WINDMILL,401857.28N,0282200.98E,1795,427,YES,OTHER,NO
ENR4732,WIND POWER PLANT,WINDMILL,401828.58N,0282126.93E,1854,427,YES,OTHER,NO
ENR4733,WIND POWER PLANT,WINDMILL,401801.01N,0282114.94E,1785,427,YES,OTHER,NO
ENR4734,WIND POWER PLANT,WINDMILL,401756.00N,0282124.34E,1923,427,YES,OTHER,NO
ENR4735,WIND POWER PLANT,WINDMILL,401755.28N,0282137.91E,1814,427,YES,OTHER,NO
ENR4736,WIND POWER PLANT,WINDMILL,401751.65N,0282149.82E,1785,427,YES,OTHER,NO
ENR4737,WIND POWER PLANT,WINDMILL,401746.32N,0282202.28E,1699,427,YES,OTHER,NO
ENR4738,WIND POWER PLANT,WINDMILL,401739.73N,0282209.77E,1575,427,YES,OTHER,NO
ENR4739,WIND POWER PLANT,WINDMILL,401829.02N,0282139.02E,1804,427,YES,OTHER,NO
ENR4740,WIND POWER PLANT,WINDMILL,402209.95N,0280353.32E,1132,410,YES,OTHER,NO
ENR4741,WIND POWER PLANT,WINDMILL,402202.93N,0280456.57E,1414,410,YES,OTHER,NO
ENR4742,WIND POWER PLANT,WINDMILL,402215.64N,0280333.08E,945,410,YES,OTHER,NO
ENR4743,WIND POWER PLANT,WINDMILL,402213.26N,0280343.20E,961,410,YES,OTHER,NO
ENR4744,WIND POWER PLANT,WINDMILL,402157.02N,0280432.38E,1335,410,YES,OTHER,NO
ENR4745,WIND POWER PLANT,WINDMILL,402204.51N,0280610.12E,1634,492,YES,OTHER,NO
ENR4746,WIND POWER PLANT,WINDMILL,402206.71N,0280621.64E,1604,492,YES,OTHER,NO
ENR4747,WIND POWER PLANT,WINDMILL,381403.95N,0262620.83E,666,410,YES,OTHER,NO
ENR4748,WIND POWER PLANT,WINDMILL,381405.39N,0262631.74E,715,410,YES,OTHER,NO
ENR4749,WIND POWER PLANT,WINDMILL,381406.36N,0262643.98E,745,410,YES,OTHER,NO
ENR4750,WIND POWER PLANT,WINDMILL,381408.45N,0262654.78E,745,410,YES,OTHER,NO
ENR4751,WIND POWER PLANT,WINDMILL,381411.98N,0262705.00E,755,410,YES,OTHER,NO
ENR4752,WIND POWER PLANT,WINDMILL,381327.23N,0262637.21E,607,410,YES,OTHER,NO
ENR4753,WIND POWER PLANT,WINDMILL,381327.01N,0262710.58E,801,410,YES,OTHER,NO
ENR4754,WIND POWER PLANT,WINDMILL,381330.14N,0262720.99E,804,410,YES,OTHER,NO
ENR4755,WIND POWER PLANT,WINDMILL,381334.00N,0262730.96E,814,410,YES,OTHER,NO
ENR4756,WIND POWER PLANT,WINDMILL,381403.26N,0262610.64E,614,410,YES,OTHER,NO
ENR4757,WIND POWER PLANT,WINDMILL,381326.04N,0262626.16E,607,410,YES,OTHER,NO
ENR4758,WIND POWER PLANT,WINDMILL,381327.59N,0262659.46E,712,410,YES,OTHER,NO
ENR4759,WIND POWER PLANT,WINDMILL,383520.54N,0262649.78E,2103,394,YES,OTHER,NO
ENR4760,WIND POWER PLANT,WINDMILL,383509.49N,0262705.18E,2034,394,YES,OTHER,NO
ENR4761,WIND POWER PLANT,WINDMILL,383457.36N,0262730.17E,2047,394,YES,OTHER,NO
ENR4762,WIND POWER PLANT,WINDMILL,383527.85N,0262629.00E,2041,394,YES,OTHER,NO
ENR4763,WIND POWER PLANT,WINDMILL,362706.37N,0361354.91E,1929,456,YES,OTHER,NO
ENR4764,WIND POWER PLANT,WINDMILL,362704.03N,0361344.54E,1965,456,YES,OTHER,NO
ENR4765,WIND POWER PLANT,WINDMILL,362659.03N,0361333.31E,2152,456,YES,OTHER,NO
ENR4766,WIND POWER PLANT,WINDMILL,362650.93N,0361330.47E,2024,456,YES,OTHER,NO
ENR4767,WIND POWER PLANT,WINDMILL,362627.19N,0361328.20E,2005,456,YES,OTHER,NO
ENR4768,WIND POWER PLANT,WINDMILL,362621.80N,0361320.60E,2115,456,YES,OTHER,NO
ENR4769,WIND POWER PLANT,WINDMILL,362613.60N,0361312.86E,2303,456,YES,OTHER,NO
ENR4770,WIND POWER PLANT,WINDMILL,362604.04N,0361300.13E,2379,456,YES,OTHER,NO
ENR4771,WIND POWER PLANT,WINDMILL,362557.32N,0361254.18E,2487,456,YES,OTHER,NO
ENR4772,WIND POWER PLANT,WINDMILL,375351.79N,0271906.99E,2023,415,YES,OTHER,NO
ENR4773,WIND POWER PLANT,WINDMILL,375347.07N,0271920.96E,2118,415,YES,OTHER,NO
ENR4774,WIND POWER PLANT,WINDMILL,375347.22N,0271935.11E,2187,415,YES,OTHER,NO
ENR4775,WIND POWER PLANT,WINDMILL,375355.81N,0271948.32E,2121,415,YES,OTHER,NO
ENR4776,WIND POWER PLANT,WINDMILL,375359.38N,0272001.94E,2219,415,YES,OTHER,NO
ENR4777,WIND POWER PLANT,WINDMILL,381543.27N,0262811.93E,1017,426,YES,OTHER,NO
ENR4778,WIND POWER PLANT,WINDMILL,381540.72N,0262822.80E,1171,426,YES,OTHER,NO
ENR4779,WIND POWER PLANT,WINDMILL,381540.68N,0262834.25E,1214,426,YES,OTHER,NO
ENR4780,WIND POWER PLANT,WINDMILL,381548.71N,0262855.09E,1148,426,YES,OTHER,NO
ENR4781,WIND POWER PLANT,WINDMILL,381551.80N,0262913.56E,1066,426,YES,OTHER,NO
ENR4782,WIND POWER PLANT,WINDMILL,381547.88N,0262932.93E,1233,426,YES,OTHER,NO
ENR4783,WIND POWER PLANT,WINDMILL,381534.52N,0262942.54E,1181,426,YES,OTHER,NO
ENR4784,WIND POWER PLANT,WINDMILL,381521.96N,0262930.55E,1148,426,YES,OTHER,NO
ENR4785,WIND POWER PLANT,WINDMILL,381521.53N,0262919.21E,1148,426,YES,OTHER,NO
ENR4786,WIND POWER PLANT,WINDMILL,381519.37N,0262905.57E,1115,426,YES,OTHER,NO
ENR4787,WIND POWER PLANT,WINDMILL,381508.42N,0262849.48E,1066,426,YES,OTHER,NO
ENR4788,WIND POWER PLANT,WINDMILL,381459.68N,0262834.28E,1083,410,YES,OTHER,NO
ENR4789,WIND POWER PLANT,WINDMILL,381457.88N,0262817.26E,1079,410,YES,OTHER,NO
ENR4790,WIND POWER PLANT,WINDMILL,381459.68N,0262806.02E,1010,410,YES,OTHER,NO
ENR4791,WIND POWER PLANT,WINDMILL,381504.43N,0262756.09E,954,426,YES,OTHER,NO
ENR4792,WIND POWER PLANT,WINDMILL,381359.27N,0262946.43E,1013,426,YES,OTHER,NO
ENR4793,WIND POWER PLANT,WINDMILL,381359.52N,0262934.98E,1168,410,YES,OTHER,NO
ENR4794,WIND POWER PLANT,WINDMILL,381358.51N,0262923.17E,1161,410,YES,OTHER,NO
ENR4795,WIND POWER PLANT,WINDMILL,381401.07N,0262911.11E,1082,426,YES,OTHER,NO
ENR4796,WIND POWER PLANT,WINDMILL,381343.10N,0262914.93E,1250,410,YES,OTHER,NO
ENR4797,WIND POWER PLANT,WINDMILL,360652.88N,0360245.74E,1499,443,YES,OTHER,NO
ENR4798,WIND POWER PLANT,WINDMILL,360642.95N,0360243.84E,1578,443,YES,OTHER,NO
ENR4799,WIND POWER PLANT,WINDMILL,360634.96N,0360234.01E,1634,443,YES,OTHER,NO
ENR4800,WIND POWER PLANT,WINDMILL,360622.25N,0360225.55E,1768,443,YES,OTHER,NO
ENR4801,WIND POWER PLANT,WINDMILL,360619.84N,0360236.06E,1680,443,YES,OTHER,NO
ENR4802,WIND POWER PLANT,WINDMILL,360614.33N,0360245.24E,1686,443,YES,OTHER,NO
ENR4803,WIND POWER PLANT,WINDMILL,360610.94N,0360215.32E,1749,443,YES,OTHER,NO
ENR4804,WIND POWER PLANT,WINDMILL,360604.21N,0360222.92E,1919,443,YES,OTHER,NO
ENR4805,WIND POWER PLANT,WINDMILL,360553.81N,0360223.39E,2001,443,YES,OTHER,NO
ENR4806,WIND POWER PLANT,WINDMILL,360547.69N,0360204.31E,1949,443,YES,OTHER,NO
ENR4807,WIND POWER PLANT,WINDMILL,360538.94N,0360214.21E,1942,443,YES,OTHER,NO
ENR4808,WIND POWER PLANT,WINDMILL,360521.44N,0360207.84E,1903,443,YES,OTHER,NO
ENR4809,WIND POWER PLANT,WINDMILL,360522.34N,0360154.55E,2005,443,YES,OTHER,NO
ENR4810,WIND POWER PLANT,WINDMILL,360518.56N,0360215.79E,1749,443,YES,OTHER,NO
ENR4811,WIND POWER PLANT,WINDMILL,360537.46N,0360226.16E,1883,443,YES,OTHER,NO
ENR4812,WIND POWER PLANT,WINDMILL,360514.32N,0360222.24E,1581,443,YES,OTHER,NO
ENR4813,WIND POWER PLANT,WINDMILL,360550.24N,0360242.36E,1722,443,YES,OTHER,NO
ENR4814,WIND POWER PLANT,WINDMILL,360509.10N,0360229.54E,1424,443,YES,OTHER,NO
ENR4815,WIND POWER PLANT,WINDMILL,360524.58N,0360234.33E,1555,443,YES,OTHER,NO
ENR4816,WIND POWER PLANT,WINDMILL,360708.80N,0360249.96E,1312,443,YES,OTHER,NO
ENR4817,WIND POWER PLANT,WINDMILL,360628.08N,0360218.92E,1552,443,YES,OTHER,NO
ENR4818,WIND POWER PLANT,WINDMILL,360658.90N,0360237.21E,1355,443,YES,OTHER,NO
ENR4819,WIND POWER PLANT,WINDMILL,360635.71N,0360251.04E,1506,443,YES,OTHER,NO
ENR4820,WIND POWER PLANT,WINDMILL,360644.68N,0360231.24E,1489,443,YES,OTHER,NO
ENR4821,WIND POWER PLANT,WINDMILL,360539.95N,0360153.22E,1788,443,YES,OTHER,NO
ENR4822,WIND POWER PLANT,WINDMILL,360533.25N,0360237.25E,1696,443,YES,OTHER,NO
ENR4823,WIND POWER PLANT,WINDMILL,360548.26N,0360153.08E,1811,443,YES,OTHER,NO
ENR4824,WIND POWER PLANT,WINDMILL,360650.76N,0360259.64E,1460,443,YES,OTHER,NO
ENR4825,WIND POWER PLANT,WINDMILL,360603.60N,0360247.69E,1690,443,YES,OTHER,NO
ENR4826,WIND POWER PLANT,WINDMILL,360706.74N,0360238.26E,1197,443,YES,OTHER,NO
ENR4827,WIND POWER PLANT,WINDMILL,371226.39N,0364035.36E,5838,448,YES,OTHER,NO
ENR4828,WIND POWER PLANT,WINDMILL,371230.38N,0364053.15E,5527,448,YES,OTHER,NO
ENR4829,WIND POWER PLANT,WINDMILL,371151.58N,0364053.65E,4949,448,YES,OTHER,NO
ENR4830,WIND POWER PLANT,WINDMILL,371143.80N,0364056.24E,4861,448,YES,OTHER,NO
ENR4831,WIND POWER PLANT,WINDMILL,371136.78N,0364101.46E,4838,448,YES,OTHER,NO
ENR4832,WIND POWER PLANT,WINDMILL,371129.08N,0364104.45E,4841,448,YES,OTHER,NO
ENR4833,WIND POWER PLANT,WINDMILL,371119.68N,0364105.96E,4696,448,YES,OTHER,NO
