Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,
LTAP_1154,MAST,POLE,405024.34N,0352938.80E,1938.00,32.81,NO,,NO,,
LTAP_1155,MAST,POLE,405026.68N,0352936.35E,1943.68,32.81,NO,,NO,,
LTAP_1156,MAST,POLE,405037.19N,0352920.68E,1982.52,32.81,NO,,NO,,
LTAP_1157,MAST,POLE,405039.34N,0352917.20E,1989.65,32.81,NO,,NO,,
LTAP_1158,MAST,POLE,405046.28N,0352906.27E,2002.83,32.81,NO,,NO,,
LTAP_1159,MAST,POLE,405051.49N,0352858.17E,2020.93,32.81,NO,,NO,,
LTAP_1160,SURVEILLANCE TWR,TOWER,404916.40N,0353034.69E,1790.11,11.15,YES,RED,NO,,
LTAP_1161,SURVEILLANCE TWR,TOWER,405008.24N,0353209.72E,1766.74,7.78,YES,RED,NO,,
LTAP_1162,NET BARRIER STUD,BUILDING,404915.75N,0353027.52E,1793.30,7.54,YES,RED,NO,,
LTAP_1163,NET BARRIER STUD,BUILDING,404918.54N,0353024.94E,1795.58,7.54,YES,RED,NO,,
LTAP_1164,HOOK BARRIER STUD,BUILDING,405009.69N,0353207.37E,1769.55,7.54,YES,RED,NO,,
LTAP_1165,HOOK BARRIER STUD,BUILDING,405012.49N,0353204.77E,1775.35,7.74,YES,RED,NO,,
LTAP_1166,HOOK BARRIER STUD,BUILDING,404925.03N,0353044.96E,1784.78,7.64,YES,RED,NO,,
LTAP_1167,HOOK BARRIER STUD,BUILDING,404928.02N,0353042.18E,1792.12,7.54,YES,RED,NO,,
LTAP_1168,BUILDING,BUILDING,405158.82N,0352758.24E,2293.30,34.45,NO,,NO,,
LTAP_1169,BUILDING,BUILDING,405158.80N,0352801.09E,2286.47,34.45,NO,,NO,,
LTAP_1170,BUILDING,BUILDING,405158.36N,0352748.49E,2322.47,39.37,NO,,NO,,
LTAP_1171,BUILDING,BUILDING,405132.68N,0352832.91E,2131.39,32.81,NO,,NO,,
LTAP_1172,BUILDING,BUILDING,405130.09N,0352825.25E,2127.72,32.81,NO,,NO,,
LTAP_1173,MOSQUE,BUILDING,405137.61N,0352732.73E,2237.66,59.05,NO,,NO,,
LTAP_1174,BUILDING,BUILDING,405147.72N,0352730.29E,2268.29,34.45,NO,,NO,,
LTAP_1175,BUILDING,BUILDING,405048.57N,0352802.26E,2011.13,34.45,NO,,NO,,
LTAP_1176,BUILDING,BUILDING,405048.78N,0352759.44E,2011.13,32.81,NO,,NO,,
LTAP_1177,BUILDING,BUILDING,405048.44N,0352746.18E,2012.56,34.45,NO,,NO,,
LTAP_1178,BUILDING,BUILDING,405035.85N,0352747.42E,1994.73,34.45,NO,,NO,,
LTAP_1179,BUILDING,BUILDING,405008.28N,0352738.64E,2022.61,54.13,NO,,NO,,
LTAP_1180,BASE STATION,OTHER,405133.52N,0353542.03E,2263.75,82.02,NO,,NO,,
LTAP_1181,BASE STATION,OTHER,405134.04N,0353542.92E,2272.44,98.42,NO,,NO,,
LTAP_1182,GP ANTENNA,ANTENNA,404928.32N,0353037.13E,1820.84,32.81,NO,,NO,,
LTAP_1183,TACAN ANTENNA,ANTENNA,404931.04N,0353035.46E,1819.01,29.53,YES,RED,NO,,
LTAP_1184,HOOK BARRIER STUD,BUILDING,404934.34N,0353035.38E,1798.09,7.71,YES,RED,NO,,
LTAP_1185,HOOK BARRIER STUD,BUILDING,404937.32N,0353032.63E,1800.04,7.55,YES,RED,NO,,
LTAP_1186,BUILDING,BUILDING,404947.33N,0353105.42E,1783.36,16.40,YES,RED,NO,,
LTAP_1187,RAPCON,BUILDING,404946.93N,0353104.68E,1787.54,19.68,NO,,NO,,
LTAP_1188,TREE,TREE,404947.36N,0353104.47E,1784.39,16.40,NO,,NO,,
LTAP_1189,BUILDING,BUILDING,404945.86N,0353106.48E,1780.92,14.76,NO,,NO,,
LTAP_1190,BUILDING,BUILDING,404946.08N,0353106.29E,1781.07,14.76,NO,,NO,,
LTAP_1191,BUILDING,BUILDING,404946.28N,0353105.56E,1781.82,14.76,YES,RED,NO,,
LTAP_1192,TREE,TREE,404947.28N,0353103.42E,1785.57,16.40,NO,,NO,,
LTAP_1193,TREE,TREE,404946.29N,0353104.05E,1785.12,16.40,NO,,NO,,
LTAP_1194,TREE,TREE,404948.23N,0353105.00E,1783.95,16.40,NO,,NO,,
LTAP_1195,TREE,TREE,404947.99N,0353105.26E,1783.63,16.40,NO,,NO,,
LTAP_1196,TREE,TREE,404945.70N,0353107.12E,1781.89,16.40,NO,,NO,,
LTAP_1197,TREE,TREE,404945.21N,0353105.21E,1784.12,16.40,NO,,NO,,
LTAP_1198,TREE,TREE,404945.51N,0353105.02E,1784.24,16.40,NO,,NO,,
LTAP_1199,HOOK BARRIER STUD,BUILDING,405019.08N,0353158.13E,1785.45,7.74,YES,RED,NO,,
LTAP_1200,HOOK BARRIER STUD,BUILDING,405022.02N,0353155.42E,1789.65,7.81,YES,RED,NO,,
LTAP_1201,B6 WIND SOCK,OTHER,405022.77N,0353213.45E,1800.55,22.12,NO,,NO,,
LTAP_1202,NET BARRIER ,BUILDING,405020.94N,0353220.43E,1776.99,7.81,YES,RED,NO,,
LTAP_1203,NET BARRIER ,BUILDING,405018.12N,0353223.03E,1771.99,7.78,YES,RED,NO,,
LTAP_1204,BETON BARIYER,BUILDING,405015.38N,0353224.02E,1771.32,10.50,YES,RED,NO,,
LTAP_1205,BETON BARIYER,BUILDING,405014.35N,0353223.69E,1770.53,10.50,YES,RED,NO,,
LTAP_1206,BETON BARIYER,BUILDING,405014.80N,0353224.62E,1770.33,10.50,YES,RED,NO,,
LTAP_1207,CONTAINER,BUILDING,405012.28N,0353158.16E,1779.83,8.20,YES,RED,NO,,
LTAP_1208,B4 WIND SOCK,OTHER,405011.45N,0353158.13E,1790.71,22.12,NO,,NO,,
LTAP_1209,B4 METEOROLOGY MAST,POLE,405011.53N,0353156.18E,1817.51,49.26,NO,,NO,,
LTAP_1210,MAST,POLE,404925.11N,0353029.44E,1817.01,26.25,NO,,NO,,
LTAP_1211,CAMERA MAST,POLE,404932.12N,0353012.23E,1840.93,32.81,NO,,NO,,
LTAP_1213,BUILDING,BUILDING,404925.23N,0353002.96E,1820.84,16.40,YES,RED,NO,,
LTAP_1214,BUILDING,BUILDING,404926.61N,0353003.80E,1821.48,14.76,YES,RED,NO,,
LTAP_1215,ANTENNA,ANTENNA,404947.23N,0353028.98E,1878.26,8.20,YES,RED,NO,,
LTAP_1216,ANTENNA,ANTENNA,404949.05N,0353028.42E,1912.71,42.65,NO,,NO,,
LTAP_1217,ANTENNA,ANTENNA,404947.56N,0353029.63E,1889.74,19.68,NO,,NO,,
LTAP_1218,BUILDING,BUILDING,404948.13N,0353029.43E,1884.82,14.76,NO,,NO,,
LTAP_1219,ANTENNA,ANTENNA,404947.80N,0353028.89E,1879.90,9.84,NO,,NO,,
LTAP_1220,WATCH BOX,BUILDING,404939.89N,0353024.53E,1850.16,45.93,YES,RED,NO,,
LTAP_1221,WATCH BOX,BUILDING,405044.08N,0353224.90E,1845.27,45.93,YES,RED,NO,,
LTAP_1222,MAST,POLE,405207.03N,0353144.39E,1990.90,32.81,NO,,NO,,
LTAP_1223,MAST,POLE,405207.48N,0353144.92E,1990.68,32.81,NO,,NO,,
LTAP_1224,MAST,POLE,405207.37N,0353145.55E,1989.41,32.81,NO,,NO,,
LTAP_1225,MAST,POLE,405157.36N,0353126.34E,2001.26,32.81,NO,,NO,,
LTAP_1226,MAST,POLE,405217.00N,0353140.21E,2013.08,32.81,NO,,NO,,
LTAP_1227,MAST,POLE,405210.45N,0353143.48E,1996.38,32.81,NO,,NO,,
LTAP_1228,MAST,POLE,405232.86N,0353139.28E,2043.69,32.81,NO,,NO,,
LTAP_1229,MAST,POLE,405229.67N,0353140.40E,2031.69,32.81,NO,,NO,,
LTAP_1230,MAST,POLE,405222.04N,0353138.77E,2019.13,32.81,NO,,NO,,
LTAP_1231,MAST,POLE,405236.17N,0353139.30E,2050.50,32.81,NO,,NO,,
LTAP_1232,MAST,POLE,405244.11N,0353139.68E,2066.90,32.81,NO,,NO,,
LTAP_1233,MAST,POLE,405247.40N,0353142.74E,2116.66,73.82,NO,,NO,,
LTAP_1234,MAST,POLE,405248.06N,0353139.87E,2124.32,73.82,NO,,NO,,
LTAP_1235,MAST,POLE,405246.96N,0353148.62E,2124.32,73.82,NO,,NO,,
LTAP_1236,MEDIUM VOLTAGE MAST,POLE,405332.07N,0353300.79E,2459.32,114.83,NO,,NO,,
LTAP_1237,MEDIUM VOLTAGE MAST,POLE,405333.21N,0353251.14E,2444.20,114.83,NO,,NO,,
LTAP_1238,MEDIUM VOLTAGE MAST,POLE,405334.14N,0353241.75E,2434.36,114.83,NO,,NO,,
LTAP_1239,MEDIUM VOLTAGE MAST,POLE,405336.13N,0353219.31E,2509.81,114.83,NO,,NO,,
LTAP_1240,MEDIUM VOLTAGE MAST,POLE,405337.02N,0353211.06E,2542.62,114.83,NO,,NO,,
LTAP_1241,MEDIUM VOLTAGE MAST,POLE,405337.77N,0353148.61E,2546.38,114.83,NO,,NO,,
LTAP_1242,MEDIUM VOLTAGE MAST,POLE,405337.77N,0353132.94E,2553.94,114.83,NO,,NO,,
LTAP_1243,MEDIUM VOLTAGE MAST,POLE,405337.70N,0353121.13E,2509.81,114.83,NO,,NO,,
LTAP_1244,MEDIUM VOLTAGE MAST,POLE,405337.56N,0353114.21E,2579.93,114.83,NO,,NO,,
LTAP_1245,SURVEILLANCE TOWER,BUILDING,404924.54N,0353026.50E,1803.46,16.49,NO,,NO,,
LTAP_1246,CONCRETE BLOCK,BUILDING,405026.38N,0353153.93E,1797.46,9.84,NO,,NO,,
LTAP_1247,BUILDING,BUILDING,405223.84N,0353249.16E,1997.42,34.45,NO,,NO,,
LTAP_1248,MINARET,BUILDING,405223.97N,0353246.15E,2040.57,78.74,NO,,NO,,
LTAP_1249,BUILDING,BUILDING,405223.87N,0353244.75E,1996.38,34.45,NO,,NO,,
LTAP_1250,BUILDING,BUILDING,405224.17N,0353239.92E,1994.33,34.45,NO,,NO,,
LTAP_1251,BASE STATION,OTHER,405211.89N,0352930.13E,2396.62,164.04,NO,,NO,,
LTAP_1252,BASE STATION,OTHER,405211.96N,0352912.28E,2437.59,178.80,YES,RED,NO,,
LTAP_1253,FLAG MAST,POLE,405206.53N,0352756.09E,2532.78,203.49,NO,,NO,,
LTAP_1254,BUILDING,BUILDING,405155.50N,0352751.17E,2303.38,34.45,NO,,NO,,
LTAP_1255,BUILDING,BUILDING,405155.48N,0352752.04E,2304.08,34.45,NO,,NO,,
LTAP_1256,BUILDING,BUILDING,405155.13N,0352754.69E,2305.69,34.45,NO,,NO,,
LTAP_1257,BUILDING,BUILDING,405148.51N,0352750.79E,2281.80,34.45,NO,,NO,,
LTAP_1258,BUILDING,BUILDING,405031.58N,0352749.81E,2017.69,32.81,NO,,NO,,
LTAP_1259,BASE STATION,OTHER,405021.61N,0352734.41E,2044.23,72.18,NO,,NO,,
LTAP_1260,CAMERA MAST,POLE,404934.47N,0353016.30E,1839.45,32.81,NO,,NO,,
LTAP_1261,SCHOOL BUILDING,BUILDING,405151.75N,0352904.66E,2343.60,32.97,NO,,NO,,
LTAP_1262,SCHOOL BUILDING,BUILDING,405215.93N,0353009.58E,2312.44,65.74,NO,,NO,,
LTAP_1263,TACAN CONTAINER,BUILDING,404930.92N,0353035.63E,1809.26,8.24,NO,,NO,,
LTAP_1264,GLIDE PATH CONTAINER,BUILDING,404927.80N,0353037.06E,1800.79,8.24,NO,,NO,,
LTAP_1265,GLIDE PATH MAST,POLE,404925.94N,0353033.68E,1812.72,19.82,NO,,NO,,
LTAP_1266,B1 METEOROLOGY RWR MAST,POLE,404926.37N,0353032.62E,1808.56,8.24,NO,,NO,,
LTAP_1267,B1 METEOROLOGY RWR MAST,POLE,404925.77N,0353031.58E,1800.98,8.24,NO,,NO,,
LTAP_1268,B4 METEOROLOGY RWR MAST,POLE,405010.91N,0353156.73E,1767.51,8.24,NO,,NO,,
LTAP_1269,B4 METEOROLOGY RWR MAST,POLE,405010.34N,0353155.70E,1767.30,8.24,NO,,NO,,
LTAP_1270,ALFA1  WIND SOCK,OTHER,404916.01N,0353033.89E,1781.70,22.12,YES,RED,NO,,
LTAP_1271,B1 WIND SOCK,OTHER,404925.06N,0353025.80E,1795.13,22.12,NO,,NO,,
LTAP_1272,C4 LIGHTING POLE,POLE,405026.21N,0353153.83E,1820.57,26.30,YES,RED,NO,,
LTAP_1273,SURVEILLANCE TOWER,BUILDING,405022.83N,0353214.45E,1784.38,16.49,NO,,NO,,
