Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,,,
LTBF_7042,BUILDING,BUILDING,393811.286N,0275351.829E,492.56,34.45,NO INFO,,NO,,,,
LTBF_7043,BUILDING,BUILDING,393810.565N,0275352.003E,498.11,34.45,NO INFO,,NO,,,,
LTBF_7044,BUILDING,BUILDING,393807.570N,0275350.852E,500.71,24.61,NO INFO,,NO,,,,
LTBF_7045,BUILDING,BUILDING,393807.705N,0275351.270E,501.95,24.61,NO INFO,,NO,,,,
LTBF_7046,BUILDING,BUILDING,393807.884N,0275351.678E,503.19,24.61,NO INFO,,NO,,,,
LTBF_7047,BUILDING,BUILDING,393808.782N,0275351.592E,500.52,24.61,NO INFO,,NO,,,,
LTBF_7048,BUILDING,BUILDING,393808.925N,0275352.067E,501.76,24.61,NO INFO,,NO,,,,
LTBF_7049,BUILDING,BUILDING,393809.154N,0275352.689E,493.40,14.76,NO INFO,,NO,,,,
LTBF_7050,BUILDING,BUILDING,393809.268N,0275353.105E,494.01,14.76,NO INFO,,NO,,,,
LTBF_7051,BUILDING,BUILDING,393810.473N,0275350.560E,498.38,34.45,NO INFO,,NO,,,,
LTBF_7052,BUILDING,BUILDING,393809.647N,0275350.347E,523.85,54.13,NO INFO,,NO,,,,
LTBF_7053,BUILDING,BUILDING,393810.853N,0275351.366E,495.71,34.45,NO INFO,,NO,,,,
LTBF_7054,BUILDING,BUILDING,393811.689N,0275351.796E,491.15,34.45,NO INFO,,NO,,,,
LTBF_7055,BUILDING,BUILDING,393814.083N,0275352.935E,489.67,44.29,NO INFO,,NO,,,,
LTBF_7056,BUILDING,BUILDING,393814.077N,0275353.452E,488.83,44.29,NO INFO,,NO,,,,
LTBF_7057,BUILDING,BUILDING,393814.051N,0275354.067E,489.23,44.29,NO INFO,,NO,,,,
LTBF_7058,BUILDING,BUILDING,393810.559N,0275351.418E,497.24,34.45,NO INFO,,NO,,,,
LTBF_7059,BUILDING,BUILDING,393811.148N,0275351.285E,493.77,34.45,NO INFO,,NO,,,,
LTBF_7060,BUILDING,BUILDING,393812.545N,0275350.988E,489.73,34.45,NO INFO,,NO,,,,
LTBF_7061,BUILDING,BUILDING,393809.575N,0275352.542E,499.47,24.61,NO INFO,,NO,,,,
LTBF_7062,BUILDING,BUILDING,393809.449N,0275352.077E,499.10,24.61,NO INFO,,NO,,,,
LTBF_7063,BUILDING,BUILDING,393903.241N,0275339.156E,493.55,63.98,NO INFO,,NO,,,,
LTBF_7064,BUILDING,BUILDING,393903.639N,0275339.934E,496.04,63.98,NO INFO,,NO,,,,
LTBF_7065,BUILDING,BUILDING,393818.913N,0275322.931E,529.39,54.13,NO INFO,,NO,,,,
LTBF_7066,BUILDING,BUILDING,393819.626N,0275323.680E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7067,BUILDING,BUILDING,393818.043N,0275324.223E,527.10,54.13,NO INFO,,NO,,,,
LTBF_7068,BUILDING,BUILDING,393819.129N,0275325.540E,529.81,54.13,NO INFO,,NO,,,,
LTBF_7069,BUILDING,BUILDING,393817.351N,0275325.152E,526.38,54.13,NO INFO,,NO,,,,
LTBF_7070,BUILDING,BUILDING,393818.062N,0275326.156E,528.53,54.13,NO INFO,,NO,,,,
LTBF_7071,BUILDING,BUILDING,393818.549N,0275326.699E,529.58,54.13,NO INFO,,NO,,,,
LTBF_7072,BUILDING,BUILDING,393819.271N,0275327.741E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7073,BUILDING,BUILDING,393819.735N,0275328.209E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7074,BUILDING,BUILDING,393819.999N,0275328.711E,490.49,14.76,NO INFO,,NO,,,,
LTBF_7075,BUILDING,BUILDING,393820.707N,0275329.532E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7076,BUILDING,BUILDING,393821.532N,0275330.530E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7077,BUILDING,BUILDING,393821.849N,0275330.855E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7078,BUILDING,BUILDING,393822.496N,0275331.543E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7079,BUILDING,BUILDING,393823.187N,0275330.632E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7080,BUILDING,BUILDING,393822.183N,0275329.360E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7081,BUILDING,BUILDING,393822.707N,0275329.980E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7082,BUILDING,BUILDING,393821.656N,0275328.558E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7083,BUILDING,BUILDING,393819.789N,0275326.229E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7084,BUILDING,BUILDING,393818.672N,0275324.964E,528.51,54.13,NO INFO,,NO,,,,
LTBF_7085,BUILDING,BUILDING,393821.134N,0275330.142E,490.49,14.76,NO INFO,,NO,,,,
LTBF_7086,BUILDING,BUILDING,393821.613N,0275328.134E,490.49,14.76,NO INFO,,NO,,,,
LTBF_7087,BUILDING,BUILDING,393821.202N,0275327.945E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7088,BUILDING,BUILDING,393820.970N,0275327.374E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7089,BUILDING,BUILDING,393820.469N,0275326.848E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7090,BUILDING,BUILDING,393820.734N,0275325.091E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7091,BUILDING,BUILDING,393821.084N,0275325.583E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7092,BUILDING,BUILDING,393821.862N,0275326.412E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7093,BUILDING,BUILDING,393821.479N,0275326.007E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7094,BUILDING,BUILDING,393820.204N,0275324.561E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7095,BUILDING,BUILDING,393823.127N,0275325.999E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7096,BUILDING,BUILDING,393822.593N,0275325.323E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7097,BUILDING,BUILDING,393823.686N,0275326.750E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7098,BUILDING,BUILDING,393823.317N,0275328.569E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7099,BUILDING,BUILDING,393823.814N,0275329.186E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7100,BUILDING,BUILDING,393823.830N,0275328.040E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7101,BUILDING,BUILDING,393822.275N,0275327.239E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7102,BUILDING,BUILDING,393822.851N,0275327.700E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7103,BUILDING,BUILDING,393824.327N,0275327.291E,510.17,34.45,NO INFO,,NO,,,,
LTBF_7104,BUILDING,BUILDING,393822.060N,0275324.611E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7105,BUILDING,BUILDING,393820.930N,0275323.326E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7106,BUILDING,BUILDING,393821.185N,0275323.754E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7107,BUILDING,BUILDING,393820.636N,0275322.858E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7108,BUILDING,BUILDING,393819.890N,0275321.741E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7109,BUILDING,BUILDING,393821.570N,0275323.904E,510.17,34.45,NO INFO,,NO,,,,
LTBF_7110,BUILDING,BUILDING,393819.669N,0275322.118E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7111,BUILDING,BUILDING,393821.541N,0275322.134E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7112,BUILDING,BUILDING,393822.282N,0275323.105E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7113,BUILDING,BUILDING,393823.033N,0275323.931E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7114,BUILDING,BUILDING,393823.782N,0275324.775E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7115,BUILDING,BUILDING,393824.506N,0275325.580E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7116,BUILDING,BUILDING,393823.873N,0275323.783E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7117,BUILDING,BUILDING,393824.357N,0275324.362E,490.49,14.76,NO INFO,,NO,,,,
LTBF_7118,BUILDING,BUILDING,393823.064N,0275322.768E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7119,BUILDING,BUILDING,393823.505N,0275323.143E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7120,BUILDING,BUILDING,393822.005N,0275321.472E,510.17,34.45,NO INFO,,NO,,,,
LTBF_7121,BUILDING,BUILDING,393822.444N,0275321.883E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7122,BUILDING,BUILDING,393823.547N,0275321.799E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7123,BUILDING,BUILDING,393824.615N,0275321.547E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7124,BUILDING,BUILDING,393824.522N,0275322.472E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7125,BUILDING,BUILDING,393824.486N,0275323.048E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7126,BUILDING,BUILDING,393824.742N,0275320.357E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7127,BUILDING,BUILDING,393829.036N,0275312.881E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7128,BUILDING,BUILDING,393830.164N,0275318.480E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7129,BUILDING,BUILDING,393824.590N,0275315.664E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7130,BUILDING,BUILDING,393823.144N,0275317.159E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7131,BUILDING,BUILDING,393823.663N,0275317.732E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7132,BUILDING,BUILDING,393823.079N,0275318.606E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7133,BUILDING,BUILDING,393822.808N,0275319.012E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7134,BUILDING,BUILDING,393822.621N,0275318.073E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7135,BUILDING,BUILDING,393822.342N,0275318.411E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7136,BUILDING,BUILDING,393822.513N,0275319.381E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7137,BUILDING,BUILDING,393824.199N,0275317.020E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7138,BUILDING,BUILDING,393823.721N,0275316.402E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7139,BUILDING,BUILDING,393823.823N,0275319.904E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7140,BUILDING,BUILDING,393824.144N,0275318.501E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7141,BUILDING,BUILDING,393824.170N,0275319.323E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7142,BUILDING,BUILDING,393821.762N,0275312.587E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7143,BUILDING,BUILDING,393822.226N,0275312.602E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7144,BUILDING,BUILDING,393822.628N,0275312.578E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7145,BUILDING,BUILDING,393822.942N,0275312.711E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7146,BUILDING,BUILDING,393823.331N,0275312.903E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7147,BUILDING,BUILDING,393824.022N,0275313.210E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7148,BUILDING,BUILDING,393824.351N,0275313.512E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7149,BUILDING,BUILDING,393823.571N,0275314.214E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7150,BUILDING,BUILDING,393822.131N,0275314.112E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7151,BUILDING,BUILDING,393822.406N,0275314.459E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7152,BUILDING,BUILDING,393822.766N,0275314.480E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7153,BUILDING,BUILDING,393823.236N,0275314.814E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7154,BUILDING,BUILDING,393821.273N,0275313.788E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7155,BUILDING,BUILDING,393821.624N,0275315.395E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7156,BUILDING,BUILDING,393820.999N,0275315.680E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7157,BUILDING,BUILDING,393821.389N,0275316.256E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7158,BUILDING,BUILDING,393820.637N,0275316.628E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7159,BUILDING,BUILDING,393820.077N,0275317.187E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7160,BUILDING,BUILDING,393821.828N,0275316.870E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7161,BUILDING,BUILDING,393821.575N,0275317.194E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7162,BUILDING,BUILDING,393821.419N,0275317.612E,510.17,34.45,NO INFO,,NO,,,,
LTBF_7163,BUILDING,BUILDING,393822.292N,0275315.850E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7164,BUILDING,BUILDING,393822.949N,0275316.087E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7165,BUILDING,BUILDING,393822.420N,0275316.699E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7166,BUILDING,BUILDING,393821.758N,0275319.001E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7167,BUILDING,BUILDING,393823.196N,0275319.955E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7168,BUILDING,BUILDING,393823.478N,0275319.366E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7169,BUILDING,BUILDING,393823.910N,0275318.877E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7170,BUILDING,BUILDING,393822.864N,0275320.304E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7171,BUILDING,BUILDING,393822.426N,0275320.692E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7172,BUILDING,BUILDING,393602.724N,0275344.794E,492.10,14.76,NO INFO,,NO,,,,
LTBF_7173,BUILDING,BUILDING,393550.909N,0275351.560E,486.29,54.13,NO INFO,,NO,,,,
LTBF_7174,BUILDING,BUILDING,393550.093N,0275352.559E,487.98,63.98,NO INFO,,NO,,,,
LTBF_7175,BUILDING,BUILDING,393607.584N,0275225.875E,521.45,24.61,NO INFO,,NO,,,,
LTBF_7176,BUILDING,BUILDING,393608.199N,0275226.023E,522.42,24.61,NO INFO,,NO,,,,
LTBF_7177,BUILDING,BUILDING,393841.229N,0275325.652E,490.02,54.13,NO INFO,,NO,,,,
LTBF_7178,BUILDING,BUILDING,393841.070N,0275326.249E,489.10,54.13,NO INFO,,NO,,,,
LTBF_7179,BUILDING,BUILDING,393845.708N,0275330.055E,485.80,54.13,NO INFO,,NO,,,,
LTBF_7180,BUILDING,BUILDING,393812.826N,0275311.861E,527.01,54.13,NO INFO,,NO,,,,
LTBF_7181,BUILDING,BUILDING,393813.504N,0275311.966E,527.20,54.13,NO INFO,,NO,,,,
LTBF_7182,BUILDING,BUILDING,393814.048N,0275311.940E,537.34,63.98,NO INFO,,NO,,,,
LTBF_7183,BUILDING,BUILDING,393814.939N,0275311.934E,548.59,73.82,NO INFO,,NO,,,,
LTBF_7184,BUILDING,BUILDING,393815.748N,0275312.019E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7185,BUILDING,BUILDING,393817.913N,0275312.097E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7186,BUILDING,BUILDING,393816.690N,0275312.035E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7187,BUILDING,BUILDING,393817.168N,0275312.019E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7188,BUILDING,BUILDING,393818.398N,0275312.182E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7189,BUILDING,BUILDING,393818.935N,0275312.272E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7190,BUILDING,BUILDING,393819.752N,0275312.225E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7191,BUILDING,BUILDING,393820.188N,0275312.271E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7192,BUILDING,BUILDING,393820.298N,0275313.385E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7193,BUILDING,BUILDING,393818.605N,0275313.407E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7194,BUILDING,BUILDING,393818.144N,0275313.341E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7195,BUILDING,BUILDING,393819.744N,0275313.577E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7196,BUILDING,BUILDING,393819.177N,0275313.550E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7197,BUILDING,BUILDING,393812.897N,0275312.787E,526.12,54.13,NO INFO,,NO,,,,
LTBF_7198,BUILDING,BUILDING,393814.476N,0275312.937E,537.43,63.98,NO INFO,,NO,,,,
LTBF_7199,BUILDING,BUILDING,393814.467N,0275313.488E,527.25,54.13,NO INFO,,NO,,,,
LTBF_7200,BUILDING,BUILDING,393817.272N,0275313.249E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7201,BUILDING,BUILDING,393815.514N,0275313.064E,528.99,54.13,NO INFO,,NO,,,,
LTBF_7202,BUILDING,BUILDING,393816.044N,0275313.253E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7203,BUILDING,BUILDING,393816.817N,0275313.285E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7204,BUILDING,BUILDING,393816.368N,0275313.037E,510.17,34.45,NO INFO,,NO,,,,
LTBF_7205,BUILDING,BUILDING,393816.408N,0275313.425E,510.17,34.45,NO INFO,,NO,,,,
LTBF_7206,BUILDING,BUILDING,393817.641N,0275312.921E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7207,BUILDING,BUILDING,393817.663N,0275313.391E,520.01,44.29,NO INFO,,NO,,,,
LTBF_7208,BUILDING,BUILDING,393818.211N,0275315.152E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7209,BUILDING,BUILDING,393817.794N,0275315.827E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7210,BUILDING,BUILDING,393819.893N,0275315.514E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7211,BUILDING,BUILDING,393819.373N,0275316.177E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7212,BUILDING,BUILDING,393818.584N,0275317.213E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7213,BUILDING,BUILDING,393818.110N,0275317.764E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7214,BUILDING,BUILDING,393817.289N,0275315.022E,549.54,73.82,NO INFO,,NO,,,,
LTBF_7215,BUILDING,BUILDING,393816.112N,0275314.647E,519.37,44.29,NO INFO,,NO,,,,
LTBF_7216,BUILDING,BUILDING,393815.412N,0275314.473E,518.47,44.29,NO INFO,,NO,,,,
LTBF_7217,BUILDING,BUILDING,393816.028N,0275316.175E,528.43,54.13,NO INFO,,NO,,,,
LTBF_7218,BUILDING,BUILDING,393815.498N,0275315.568E,527.76,54.13,NO INFO,,NO,,,,
LTBF_7219,BUILDING,BUILDING,393816.560N,0275317.166E,528.63,54.13,NO INFO,,NO,,,,
LTBF_7220,BUILDING,BUILDING,393817.357N,0275316.399E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7221,BUILDING,BUILDING,393817.079N,0275317.121E,529.39,54.13,NO INFO,,NO,,,,
LTBF_7222,BUILDING,BUILDING,393814.688N,0275314.897E,526.83,54.13,NO INFO,,NO,,,,
LTBF_7223,BUILDING,BUILDING,393814.145N,0275314.088E,526.52,54.13,NO INFO,,NO,,,,
LTBF_7224,BUILDING,BUILDING,393813.904N,0275314.631E,525.68,54.13,NO INFO,,NO,,,,
LTBF_7225,BUILDING,BUILDING,393812.750N,0275313.273E,515.55,44.29,NO INFO,,NO,,,,
LTBF_7226,BUILDING,BUILDING,393813.582N,0275314.213E,515.56,44.29,NO INFO,,NO,,,,
LTBF_7227,BUILDING,BUILDING,393813.091N,0275313.793E,515.36,44.29,NO INFO,,NO,,,,
LTBF_7228,BUILDING,BUILDING,393814.935N,0275316.711E,526.33,54.13,NO INFO,,NO,,,,
LTBF_7229,BUILDING,BUILDING,393814.614N,0275317.095E,525.60,54.13,NO INFO,,NO,,,,
LTBF_7230,BUILDING,BUILDING,393814.040N,0275316.366E,525.04,54.13,NO INFO,,NO,,,,
LTBF_7231,BUILDING,BUILDING,393813.644N,0275315.890E,524.76,54.13,NO INFO,,NO,,,,
LTBF_7232,BUILDING,BUILDING,393813.192N,0275315.274E,524.33,54.13,NO INFO,,NO,,,,
LTBF_7233,BUILDING,BUILDING,393812.710N,0275314.722E,524.13,54.13,NO INFO,,NO,,,,
LTBF_7234,BUILDING,BUILDING,393811.942N,0275315.844E,522.60,54.13,NO INFO,,NO,,,,
LTBF_7235,BUILDING,BUILDING,393812.463N,0275316.383E,522.76,54.13,NO INFO,,NO,,,,
LTBF_7236,BUILDING,BUILDING,393812.894N,0275316.930E,522.93,54.13,NO INFO,,NO,,,,
LTBF_7237,BUILDING,BUILDING,393813.298N,0275317.474E,523.36,54.13,NO INFO,,NO,,,,
LTBF_7238,BUILDING,BUILDING,393815.278N,0275319.052E,525.60,54.13,NO INFO,,NO,,,,
LTBF_7239,BUILDING,BUILDING,393814.891N,0275319.462E,524.87,54.13,NO INFO,,NO,,,,
LTBF_7240,BUILDING,BUILDING,393815.846N,0275318.244E,546.74,73.82,NO INFO,,NO,,,,
LTBF_7241,MOSQUE,BUILDING,393814.286N,0275318.396E,504.74,34.45,NO INFO,,NO,,,,
LTBF_7242,MINARET,BUILDING,393814.539N,0275318.490E,529.85,59.06,NO INFO,,NO,,,,
LTBF_7243,BUILDING,BUILDING,393812.703N,0275318.513E,521.79,54.13,NO INFO,,NO,,,,
LTBF_7244,BUILDING,BUILDING,393813.591N,0275319.592E,522.74,54.13,NO INFO,,NO,,,,
LTBF_7245,BUILDING,BUILDING,393811.998N,0275319.458E,520.33,54.13,NO INFO,,NO,,,,
LTBF_7246,BUILDING,BUILDING,393812.787N,0275320.460E,521.03,54.13,NO INFO,,NO,,,,
LTBF_7247,BUILDING,BUILDING,393811.927N,0275317.713E,521.23,54.13,NO INFO,,NO,,,,
LTBF_7248,BUILDING,BUILDING,393811.561N,0275318.471E,500.63,34.45,NO INFO,,NO,,,,
LTBF_7249,BUILDING,BUILDING,393814.039N,0275320.675E,542.63,73.82,NO INFO,,NO,,,,
LTBF_7250,BUILDING,BUILDING,393813.546N,0275321.325E,541.53,73.82,NO INFO,,NO,,,,
LTBF_7251,BUILDING,BUILDING,393812.853N,0275322.488E,539.60,73.82,NO INFO,,NO,,,,
LTBF_7252,BUILDING,BUILDING,393811.890N,0275320.966E,519.29,54.13,NO INFO,,NO,,,,
LTBF_7253,BUILDING,BUILDING,393812.288N,0275321.409E,519.72,54.13,NO INFO,,NO,,,,
LTBF_7254,BUILDING,BUILDING,393811.622N,0275320.504E,489.74,24.61,NO INFO,,NO,,,,
LTBF_7255,BUILDING,BUILDING,393810.737N,0275319.375E,518.93,54.13,NO INFO,,NO,,,,
LTBF_7256,BUILDING,BUILDING,393810.427N,0275319.793E,508.48,44.29,NO INFO,,NO,,,,
LTBF_7257,BUILDING,BUILDING,393810.279N,0275320.095E,488.48,24.61,NO INFO,,NO,,,,
LTBF_7258,BUILDING,BUILDING,393810.022N,0275320.485E,507.71,44.29,NO INFO,,NO,,,,
LTBF_7259,BUILDING,BUILDING,393810.589N,0275321.314E,517.41,54.13,NO INFO,,NO,,,,
LTBF_7260,BUILDING,BUILDING,393811.854N,0275323.168E,537.75,73.82,NO INFO,,NO,,,,
LTBF_7261,BUILDING,BUILDING,393811.503N,0275324.634E,516.78,54.13,NO INFO,,NO,,,,
LTBF_7262,BUILDING,BUILDING,393811.117N,0275324.209E,516.49,54.13,NO INFO,,NO,,,,
LTBF_7263,BUILDING,BUILDING,393810.043N,0275322.392E,526.03,63.98,NO INFO,,NO,,,,
LTBF_7264,BUILDING,BUILDING,393809.694N,0275322.806E,525.42,63.98,NO INFO,,NO,,,,
LTBF_7265,BUILDING,BUILDING,393811.047N,0275322.047E,517.36,54.13,NO INFO,,NO,,,,
LTBF_7266,BUILDING,BUILDING,393811.486N,0275322.043E,518.12,54.13,NO INFO,,NO,,,,
LTBF_7267,BUILDING,BUILDING,393810.471N,0275322.988E,516.20,54.13,NO INFO,,NO,,,,
LTBF_7268,BUILDING,BUILDING,393810.849N,0275323.546E,516.33,54.13,NO INFO,,NO,,,,
LTBF_7269,BUILDING,BUILDING,393808.999N,0275323.384E,514.50,54.13,NO INFO,,NO,,,,
LTBF_7270,BUILDING,BUILDING,393808.697N,0275323.870E,513.89,54.13,NO INFO,,NO,,,,
LTBF_7271,BUILDING,BUILDING,393810.168N,0275325.529E,514.31,54.13,NO INFO,,NO,,,,
LTBF_7272,BUILDING,BUILDING,393810.672N,0275325.732E,515.12,54.13,NO INFO,,NO,,,,
LTBF_7273,BUILDING,BUILDING,393809.155N,0275324.186E,494.36,34.45,NO INFO,,NO,,,,
LTBF_7274,BUILDING,BUILDING,393809.678N,0275324.708E,494.53,34.45,NO INFO,,NO,,,,
LTBF_7275,BUILDING,BUILDING,393809.340N,0275321.666E,506.18,44.29,NO INFO,,NO,,,,
LTBF_7276,BUILDING,BUILDING,393808.418N,0275322.771E,504.49,44.29,NO INFO,,NO,,,,
LTBF_7277,BUILDING,BUILDING,393808.855N,0275322.183E,505.41,44.29,NO INFO,,NO,,,,
LTBF_7278,BUILDING,BUILDING,393809.077N,0275321.939E,495.88,34.45,NO INFO,,NO,,,,
LTBF_7279,BUILDING,BUILDING,393808.237N,0275323.187E,504.03,44.29,NO INFO,,NO,,,,
LTBF_7280,BUILDING,BUILDING,393821.041N,0275318.193E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7281,BUILDING,BUILDING,393820.656N,0275318.501E,539.70,63.98,NO INFO,,NO,,,,
LTBF_7282,BUILDING,BUILDING,393820.138N,0275319.031E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7283,BUILDING,BUILDING,393819.503N,0275319.548E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7284,BUILDING,BUILDING,393819.065N,0275317.776E,529.86,54.13,NO INFO,,NO,,,,
LTBF_7285,BUILDING,BUILDING,393818.694N,0275318.544E,500.33,24.61,NO INFO,,NO,,,,
LTBF_7286,BUILDING,BUILDING,393817.329N,0275318.679E,548.79,73.82,NO INFO,,NO,,,,
LTBF_7287,BUILDING,BUILDING,393816.506N,0275319.622E,537.13,63.98,NO INFO,,NO,,,,
LTBF_7288,BUILDING,BUILDING,393816.168N,0275320.032E,536.40,63.98,NO INFO,,NO,,,,
LTBF_7289,BUILDING,BUILDING,393815.312N,0275321.138E,534.33,63.98,NO INFO,,NO,,,,
LTBF_7290,BUILDING,BUILDING,393815.735N,0275320.752E,535.31,63.98,NO INFO,,NO,,,,
LTBF_7291,BUILDING,BUILDING,393815.919N,0275321.759E,535.00,63.98,NO INFO,,NO,,,,
LTBF_7292,BUILDING,BUILDING,393815.641N,0275322.579E,534.30,63.98,NO INFO,,NO,,,,
LTBF_7293,BUILDING,BUILDING,393815.221N,0275322.925E,533.32,63.98,NO INFO,,NO,,,,
LTBF_7294,BUILDING,BUILDING,393814.565N,0275322.243E,532.76,63.98,NO INFO,,NO,,,,
