Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,,,
LTBF_1516,BUILDING,BUILDING,393801.749N,0275250.538E,509.13,24.61,NO INFO,,NO,,,,
LTBF_1517,BUILDING,BUILDING,393759.929N,0275251.092E,528.62,44.29,NO INFO,,NO,,,,
LTBF_1518,BUILDING,BUILDING,393800.487N,0275251.107E,528.28,44.29,NO INFO,,NO,,,,
LTBF_1519,BUILDING,BUILDING,393800.548N,0275250.472E,529.11,44.29,NO INFO,,NO,,,,
LTBF_1520,BUILDING,BUILDING,393759.899N,0275250.339E,510.05,24.61,NO INFO,,NO,,,,
LTBF_1521,BUILDING,BUILDING,393926.180N,0275357.935E,533.67,54.13,NO INFO,,NO,,,,
LTBF_1522,BUILDING,BUILDING,393926.665N,0275358.062E,511.90,34.45,NO INFO,,NO,,,,
LTBF_1523,BUILDING,BUILDING,393926.676N,0275359.119E,518.57,44.29,NO INFO,,NO,,,,
LTBF_1524,BUILDING,BUILDING,393927.667N,0275357.939E,509.64,34.45,NO INFO,,NO,,,,
LTBF_1525,BUILDING,BUILDING,393927.676N,0275359.230E,505.83,34.45,NO INFO,,NO,,,,
LTBF_1526,BUILDING,BUILDING,393927.717N,0275358.355E,498.05,24.61,NO INFO,,NO,,,,
LTBF_1527,BUILDING,BUILDING,393927.591N,0275356.999E,531.87,54.13,NO INFO,,NO,,,,
LTBF_1528,BUILDING,BUILDING,393927.693N,0275356.462E,523.96,44.29,NO INFO,,NO,,,,
LTBF_1529,BUILDING,BUILDING,393928.102N,0275357.106E,510.78,34.45,NO INFO,,NO,,,,
LTBF_1530,BUILDING,BUILDING,393928.686N,0275357.118E,509.14,34.45,NO INFO,,NO,,,,
LTBF_1531,BUILDING,BUILDING,393929.949N,0275356.571E,508.26,34.45,NO INFO,,NO,,,,
LTBF_1532,BUILDING,BUILDING,393930.650N,0275357.393E,503.67,34.45,NO INFO,,NO,,,,
LTBF_1533,BUILDING,BUILDING,393930.897N,0275355.421E,510.24,34.45,NO INFO,,NO,,,,
LTBF_1534,BUILDING,BUILDING,393931.770N,0275354.766E,502.77,24.61,NO INFO,,NO,,,,
LTBF_1535,BUILDING,BUILDING,393928.829N,0275358.486E,533.92,63.98,NO INFO,,NO,,,,
LTBF_1536,BUILDING,BUILDING,393930.142N,0275400.557E,514.07,54.13,NO INFO,,NO,,,,
LTBF_1537,BUILDING,BUILDING,393929.555N,0275401.178E,513.77,54.13,NO INFO,,NO,,,,
LTBF_1538,BUILDING,BUILDING,393928.327N,0275359.103E,513.75,44.29,NO INFO,,NO,,,,
LTBF_1539,BUILDING,BUILDING,393929.759N,0275359.915E,507.56,44.29,NO INFO,,NO,,,,
LTBF_1540,BUILDING,BUILDING,393928.777N,0275359.972E,499.91,34.45,NO INFO,,NO,,,,
LTBF_1541,BUILDING,BUILDING,393929.117N,0275400.599E,497.04,34.45,NO INFO,,NO,,,,
LTBF_1542,BUILDING,BUILDING,393929.195N,0275358.926E,531.23,63.98,NO INFO,,NO,,,,
LTBF_1543,BUILDING,BUILDING,393926.348N,0275356.180E,528.43,44.29,NO INFO,,NO,,,,
LTBF_1544,BUILDING,BUILDING,393926.388N,0275355.871E,519.86,34.45,NO INFO,,NO,,,,
LTBF_1545,BUILDING,BUILDING,393926.530N,0275353.257E,528.24,34.45,NO INFO,,NO,,,,
LTBF_1546,BUILDING,BUILDING,393926.643N,0275353.631E,525.73,34.45,NO INFO,,NO,,,,
LTBF_1547,BUILDING,BUILDING,393927.085N,0275353.301E,536.30,44.29,NO INFO,,NO,,,,
LTBF_1548,BUILDING,BUILDING,393927.061N,0275353.681E,524.99,34.45,NO INFO,,NO,,,,
LTBF_1549,BUILDING,BUILDING,393926.958N,0275354.857E,521.31,34.45,NO INFO,,NO,,,,
LTBF_1550,BUILDING,BUILDING,393926.965N,0275355.889E,517.93,34.45,NO INFO,,NO,,,,
LTBF_1551,BUILDING,BUILDING,393926.890N,0275356.320E,517.14,34.45,NO INFO,,NO,,,,
LTBF_1552,BUILDING,BUILDING,393926.922N,0275356.669E,515.39,34.45,NO INFO,,NO,,,,
LTBF_1553,BUILDING,BUILDING,393926.660N,0275356.978E,515.72,34.45,NO INFO,,NO,,,,
LTBF_1554,BUILDING,BUILDING,393926.445N,0275357.015E,515.56,34.45,NO INFO,,NO,,,,
LTBF_1555,BUILDING,BUILDING,393926.341N,0275356.588E,507.47,24.61,NO INFO,,NO,,,,
LTBF_1556,BUILDING,BUILDING,393927.006N,0275355.305E,510.02,24.61,NO INFO,,NO,,,,
LTBF_1557,BUILDING,BUILDING,393926.946N,0275357.045E,494.43,14.76,NO INFO,,NO,,,,
LTBF_1558,BUILDING,BUILDING,393926.382N,0275354.972E,532.24,44.29,NO INFO,,NO,,,,
LTBF_1559,BUILDING,BUILDING,393927.756N,0275354.516E,530.03,44.29,NO INFO,,NO,,,,
LTBF_1560,BUILDING,BUILDING,393927.833N,0275354.155E,531.50,44.29,NO INFO,,NO,,,,
LTBF_1561,BUILDING,BUILDING,393927.833N,0275353.410E,524.59,34.45,NO INFO,,NO,,,,
LTBF_1562,BUILDING,BUILDING,393927.817N,0275353.765E,523.12,34.45,NO INFO,,NO,,,,
LTBF_1563,BUILDING,BUILDING,393928.279N,0275353.611E,522.74,34.45,NO INFO,,NO,,,,
LTBF_1564,BUILDING,BUILDING,393928.443N,0275354.347E,519.43,34.45,NO INFO,,NO,,,,
LTBF_1565,BUILDING,BUILDING,393928.439N,0275354.614E,518.70,34.45,NO INFO,,NO,,,,
LTBF_1566,BUILDING,BUILDING,393928.806N,0275354.487E,518.45,34.45,NO INFO,,NO,,,,
LTBF_1567,BUILDING,BUILDING,393928.815N,0275355.410E,524.86,44.29,NO INFO,,NO,,,,
LTBF_1568,BUILDING,BUILDING,393928.652N,0275355.765E,523.76,44.29,NO INFO,,NO,,,,
LTBF_1569,BUILDING,BUILDING,393928.146N,0275355.192E,517.24,34.45,NO INFO,,NO,,,,
LTBF_1570,BUILDING,BUILDING,393928.123N,0275355.690E,515.77,34.45,NO INFO,,NO,,,,
LTBF_1571,BUILDING,BUILDING,393928.607N,0275356.551E,501.87,24.61,NO INFO,,NO,,,,
LTBF_1572,BUILDING,BUILDING,393928.926N,0275356.542E,501.13,24.61,NO INFO,,NO,,,,
LTBF_1573,BUILDING,BUILDING,393928.064N,0275356.398E,502.99,24.61,NO INFO,,NO,,,,
LTBF_1574,BUILDING,BUILDING,393928.739N,0275356.127E,493.13,14.76,NO INFO,,NO,,,,
LTBF_1575,BUILDING,BUILDING,393927.678N,0275355.456E,517.62,34.45,NO INFO,,NO,,,,
LTBF_1576,BUILDING,BUILDING,393926.361N,0275353.645E,526.47,34.45,NO INFO,,NO,,,,
LTBF_1577,BUILDING,BUILDING,393925.513N,0275353.196E,546.68,54.13,NO INFO,,NO,,,,
LTBF_1578,BUILDING,BUILDING,393925.468N,0275354.349E,546.26,54.13,NO INFO,,NO,,,,
LTBF_1579,BUILDING,BUILDING,393925.348N,0275354.896E,544.86,54.13,NO INFO,,NO,,,,
LTBF_1580,BUILDING,BUILDING,393925.332N,0275355.240E,544.23,54.13,NO INFO,,NO,,,,
LTBF_1581,BUILDING,BUILDING,393925.316N,0275355.594E,523.28,34.45,NO INFO,,NO,,,,
LTBF_1582,BUILDING,BUILDING,393925.451N,0275353.970E,536.42,44.29,NO INFO,,NO,,,,
LTBF_1583,BUILDING,BUILDING,393925.525N,0275353.497E,526.57,34.45,NO INFO,,NO,,,,
LTBF_1584,BUILDING,BUILDING,393925.932N,0275353.440E,527.29,34.45,NO INFO,,NO,,,,
LTBF_1585,BUILDING,BUILDING,393925.220N,0275356.188E,521.84,34.45,NO INFO,,NO,,,,
LTBF_1586,BUILDING,BUILDING,393925.436N,0275356.160E,521.39,34.45,NO INFO,,NO,,,,
LTBF_1587,BUILDING,BUILDING,393925.276N,0275357.004E,518.86,34.45,NO INFO,,NO,,,,
LTBF_1588,BUILDING,BUILDING,393925.263N,0275357.281E,508.84,24.61,NO INFO,,NO,,,,
LTBF_1589,BUILDING,BUILDING,393930.085N,0275353.985E,508.31,24.61,NO INFO,,NO,,,,
LTBF_1590,BUILDING,BUILDING,393924.802N,0275354.820E,526.57,34.45,NO INFO,,NO,,,,
LTBF_1591,BUILDING,BUILDING,393924.690N,0275357.461E,499.66,14.76,NO INFO,,NO,,,,
LTBF_1592,BUILDING,BUILDING,393929.738N,0275350.296E,541.00,34.45,NO INFO,,NO,,,,
LTBF_1593,BUILDING,BUILDING,393929.710N,0275350.716E,537.97,34.45,NO INFO,,NO,,,,
LTBF_1594,BUILDING,BUILDING,393929.678N,0275349.379E,547.20,34.45,NO INFO,,NO,,,,
LTBF_1595,BUILDING,BUILDING,393929.707N,0275349.859E,544.17,34.45,NO INFO,,NO,,,,
LTBF_1596,BUILDING,BUILDING,393930.422N,0275349.281E,544.89,34.45,NO INFO,,NO,,,,
LTBF_1597,BUILDING,BUILDING,393930.468N,0275349.763E,542.89,34.45,NO INFO,,NO,,,,
LTBF_1598,BUILDING,BUILDING,393929.669N,0275348.822E,551.75,34.45,NO INFO,,NO,,,,
LTBF_1599,BUILDING,BUILDING,393929.641N,0275348.330E,564.05,44.29,NO INFO,,NO,,,,
LTBF_1600,BUILDING,BUILDING,393930.187N,0275348.784E,549.61,34.45,NO INFO,,NO,,,,
LTBF_1601,BUILDING,BUILDING,393930.491N,0275350.376E,538.98,34.45,NO INFO,,NO,,,,
LTBF_1602,BUILDING,BUILDING,393930.501N,0275350.711E,537.46,34.45,NO INFO,,NO,,,,
LTBF_1603,BUILDING,BUILDING,393930.502N,0275351.623E,539.72,44.29,NO INFO,,NO,,,,
LTBF_1604,BUILDING,BUILDING,393930.441N,0275351.262E,532.91,34.45,NO INFO,,NO,,,,
LTBF_1605,BUILDING,BUILDING,393929.688N,0275351.204E,533.55,34.45,NO INFO,,NO,,,,
LTBF_1606,BUILDING,BUILDING,393929.667N,0275351.658E,530.51,34.45,NO INFO,,NO,,,,
LTBF_1607,BUILDING,BUILDING,393930.484N,0275352.578E,534.53,44.29,NO INFO,,NO,,,,
LTBF_1608,BUILDING,BUILDING,393929.504N,0275352.569E,525.43,34.45,NO INFO,,NO,,,,
LTBF_1609,BUILDING,BUILDING,393929.764N,0275352.522E,525.04,34.45,NO INFO,,NO,,,,
LTBF_1610,BUILDING,BUILDING,393928.693N,0275352.439E,536.27,44.29,NO INFO,,NO,,,,
LTBF_1611,BUILDING,BUILDING,393928.758N,0275351.966E,530.37,34.45,NO INFO,,NO,,,,
LTBF_1612,BUILDING,BUILDING,393928.003N,0275351.929E,531.25,34.45,NO INFO,,NO,,,,
LTBF_1613,BUILDING,BUILDING,393928.018N,0275352.364E,538.62,44.29,NO INFO,,NO,,,,
LTBF_1614,BUILDING,BUILDING,393928.768N,0275349.342E,557.71,44.29,NO INFO,,NO,,,,
LTBF_1615,BUILDING,BUILDING,393928.645N,0275350.155E,542.37,34.45,NO INFO,,NO,,,,
LTBF_1616,BUILDING,BUILDING,393928.929N,0275350.133E,541.71,34.45,NO INFO,,NO,,,,
LTBF_1617,BUILDING,BUILDING,393928.707N,0275348.258E,565.34,44.29,NO INFO,,NO,,,,
LTBF_1618,BUILDING,BUILDING,393928.099N,0275350.246E,542.35,34.45,NO INFO,,NO,,,,
LTBF_1619,BUILDING,BUILDING,393928.023N,0275350.763E,537.79,34.45,NO INFO,,NO,,,,
LTBF_1620,BUILDING,BUILDING,393926.562N,0275351.128E,538.71,34.45,NO INFO,,NO,,,,
LTBF_1621,BUILDING,BUILDING,393925.655N,0275348.799E,544.37,34.45,NO INFO,,NO,,,,
LTBF_1622,BUILDING,BUILDING,393925.517N,0275351.047E,536.10,34.45,NO INFO,,NO,,,,
LTBF_1623,BUILDING,BUILDING,393925.508N,0275351.413E,534.44,34.45,NO INFO,,NO,,,,
LTBF_1624,BUILDING,BUILDING,393925.436N,0275351.852E,532.23,34.45,NO INFO,,NO,,,,
LTBF_1625,BUILDING,BUILDING,393926.003N,0275351.307E,536.11,34.45,NO INFO,,NO,,,,
LTBF_1626,BUILDING,BUILDING,393928.827N,0275347.233E,561.78,34.45,NO INFO,,NO,,,,
LTBF_1627,BUILDING,BUILDING,393927.891N,0275346.090E,593.18,63.98,NO INFO,,NO,,,,
LTBF_1628,BUILDING,BUILDING,393927.169N,0275346.131E,570.71,44.29,NO INFO,,NO,,,,
LTBF_1629,BUILDING,BUILDING,393926.983N,0275346.895E,577.41,54.13,NO INFO,,NO,,,,
LTBF_1630,BUILDING,BUILDING,393928.164N,0275345.068E,588.87,54.13,NO INFO,,NO,,,,
LTBF_1631,BUILDING,BUILDING,393927.519N,0275345.087E,585.68,54.13,NO INFO,,NO,,,,
LTBF_1632,BUILDING,BUILDING,393927.602N,0275344.677E,577.20,44.29,NO INFO,,NO,,,,
LTBF_1633,BUILDING,BUILDING,393928.674N,0275345.191E,571.27,34.45,NO INFO,,NO,,,,
LTBF_1634,BUILDING,BUILDING,393928.838N,0275344.203E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1635,BUILDING,BUILDING,393928.861N,0275343.023E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1636,BUILDING,BUILDING,393927.854N,0275342.958E,583.81,44.29,NO INFO,,NO,,,,
LTBF_1637,BUILDING,BUILDING,393927.958N,0275342.563E,595.16,54.13,NO INFO,,NO,,,,
LTBF_1638,BUILDING,BUILDING,393926.719N,0275343.788E,585.59,54.13,NO INFO,,NO,,,,
LTBF_1639,BUILDING,BUILDING,393926.581N,0275344.208E,583.36,54.13,NO INFO,,NO,,,,
LTBF_1640,BUILDING,BUILDING,393926.528N,0275344.663E,581.99,54.13,NO INFO,,NO,,,,
LTBF_1641,BUILDING,BUILDING,393926.390N,0275345.083E,579.85,54.13,NO INFO,,NO,,,,
LTBF_1642,BUILDING,BUILDING,393926.092N,0275346.186E,565.95,44.29,NO INFO,,NO,,,,
LTBF_1643,BUILDING,BUILDING,393925.928N,0275346.938E,562.77,44.29,NO INFO,,NO,,,,
LTBF_1644,MOSQUE,BUILDING,393925.391N,0275346.243E,573.25,54.13,NO INFO,,NO,,,,
LTBF_1645,MINARET,BUILDING,393925.503N,0275345.682E,598.90,78.74,NO INFO,,NO,,,,
LTBF_1646,BUILDING,BUILDING,393925.649N,0275344.845E,556.31,34.45,NO INFO,,NO,,,,
LTBF_1647,BUILDING,BUILDING,393925.393N,0275344.811E,555.37,34.45,NO INFO,,NO,,,,
LTBF_1648,BUILDING,BUILDING,393925.580N,0275344.019E,558.41,34.45,NO INFO,,NO,,,,
LTBF_1649,BUILDING,BUILDING,393925.629N,0275343.662E,559.48,34.45,NO INFO,,NO,,,,
LTBF_1650,BUILDING,BUILDING,393925.586N,0275342.490E,582.16,54.13,NO INFO,,NO,,,,
LTBF_1651,BUILDING,BUILDING,393925.681N,0275341.608E,584.81,54.13,NO INFO,,NO,,,,
LTBF_1652,BUILDING,BUILDING,393925.734N,0275340.708E,587.04,54.13,NO INFO,,NO,,,,
LTBF_1653,BUILDING,BUILDING,393925.785N,0275339.822E,586.31,54.13,NO INFO,,NO,,,,
LTBF_1654,BUILDING,BUILDING,393925.863N,0275338.841E,584.15,54.13,NO INFO,,NO,,,,
LTBF_1655,BUILDING,BUILDING,393926.678N,0275339.113E,590.53,54.13,NO INFO,,NO,,,,
LTBF_1656,BUILDING,BUILDING,393926.747N,0275341.802E,591.94,54.13,NO INFO,,NO,,,,
LTBF_1657,BUILDING,BUILDING,393926.717N,0275342.675E,589.60,54.13,NO INFO,,NO,,,,
LTBF_1658,BUILDING,BUILDING,393926.896N,0275341.132E,584.34,44.29,NO INFO,,NO,,,,
LTBF_1659,BUILDING,BUILDING,393926.943N,0275340.343E,584.73,44.29,NO INFO,,NO,,,,
LTBF_1660,BUILDING,BUILDING,393928.236N,0275337.733E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1661,BUILDING,BUILDING,393928.095N,0275338.695E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1662,BUILDING,BUILDING,393928.061N,0275339.179E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1663,BUILDING,BUILDING,393928.012N,0275339.550E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1664,BUILDING,BUILDING,393928.141N,0275338.379E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1665,BUILDING,BUILDING,393928.990N,0275339.779E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1666,BUILDING,BUILDING,393928.953N,0275338.956E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1667,BUILDING,BUILDING,393928.934N,0275340.748E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1668,BUILDING,BUILDING,393929.026N,0275338.072E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1669,BUILDING,BUILDING,393926.912N,0275338.464E,581.15,44.29,NO INFO,,NO,,,,
LTBF_1670,BUILDING,BUILDING,393927.061N,0275338.031E,570.70,34.45,NO INFO,,NO,,,,
LTBF_1671,BUILDING,BUILDING,393926.102N,0275337.859E,562.33,34.45,NO INFO,,NO,,,,
LTBF_1672,BUILDING,BUILDING,393926.044N,0275338.188E,562.93,34.45,NO INFO,,NO,,,,
LTBF_1673,BUILDING,BUILDING,393926.095N,0275337.330E,570.33,44.29,NO INFO,,NO,,,,
LTBF_1674,BUILDING,BUILDING,393928.113N,0275340.837E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1675,BUILDING,BUILDING,393928.043N,0275341.194E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1676,BUILDING,BUILDING,393927.969N,0275340.020E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1677,BUILDING,BUILDING,393928.216N,0275340.025E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1678,BUILDING,BUILDING,393925.955N,0275339.182E,576.51,44.29,NO INFO,,NO,,,,
LTBF_1679,BUILDING,BUILDING,393924.817N,0275337.995E,554.05,34.45,NO INFO,,NO,,,,
LTBF_1680,BUILDING,BUILDING,393924.784N,0275338.938E,567.95,44.29,NO INFO,,NO,,,,
LTBF_1681,BUILDING,BUILDING,393924.716N,0275339.253E,567.42,44.29,NO INFO,,NO,,,,
LTBF_1682,BUILDING,BUILDING,393924.672N,0275339.722E,568.29,44.29,NO INFO,,NO,,,,
LTBF_1683,BUILDING,BUILDING,393924.675N,0275340.139E,569.21,44.29,NO INFO,,NO,,,,
LTBF_1684,BUILDING,BUILDING,393924.696N,0275340.614E,569.76,44.29,NO INFO,,NO,,,,
LTBF_1685,BUILDING,BUILDING,393924.618N,0275341.831E,577.61,54.13,NO INFO,,NO,,,,
LTBF_1686,BUILDING,BUILDING,393924.538N,0275342.631E,555.56,34.45,NO INFO,,NO,,,,
LTBF_1687,BUILDING,BUILDING,393924.119N,0275335.675E,546.67,34.45,NO INFO,,NO,,,,
LTBF_1688,BUILDING,BUILDING,393925.132N,0275334.920E,562.30,44.29,NO INFO,,NO,,,,
LTBF_1689,BUILDING,BUILDING,393925.072N,0275335.290E,561.34,44.29,NO INFO,,NO,,,,
LTBF_1690,BUILDING,BUILDING,393924.194N,0275334.054E,548.18,34.45,NO INFO,,NO,,,,
LTBF_1691,BUILDING,BUILDING,393924.180N,0275334.359E,548.00,34.45,NO INFO,,NO,,,,
LTBF_1692,BUILDING,BUILDING,393924.146N,0275334.857E,547.04,34.45,NO INFO,,NO,,,,
LTBF_1693,BUILDING,BUILDING,393925.286N,0275333.458E,562.94,44.29,NO INFO,,NO,,,,
LTBF_1694,BUILDING,BUILDING,393924.366N,0275332.663E,569.20,54.13,NO INFO,,NO,,,,
LTBF_1695,BUILDING,BUILDING,393924.415N,0275331.152E,571.03,54.13,NO INFO,,NO,,,,
LTBF_1696,BUILDING,BUILDING,393924.347N,0275331.911E,570.04,54.13,NO INFO,,NO,,,,
LTBF_1697,BUILDING,BUILDING,393925.421N,0275331.689E,574.30,54.13,NO INFO,,NO,,,,
LTBF_1698,BUILDING,BUILDING,393925.457N,0275332.540E,554.24,34.45,NO INFO,,NO,,,,
LTBF_1699,BUILDING,BUILDING,393925.151N,0275334.045E,552.82,34.45,NO INFO,,NO,,,,
LTBF_1700,BUILDING,BUILDING,393925.154N,0275334.449E,552.64,34.45,NO INFO,,NO,,,,
LTBF_1701,BUILDING,BUILDING,393923.090N,0275334.233E,562.36,54.13,NO INFO,,NO,,,,
LTBF_1702,BUILDING,BUILDING,393922.871N,0275335.231E,561.13,54.13,NO INFO,,NO,,,,
LTBF_1703,BUILDING,BUILDING,393923.008N,0275335.992E,561.53,54.13,NO INFO,,NO,,,,
LTBF_1704,BUILDING,BUILDING,393923.038N,0275336.495E,560.83,54.13,NO INFO,,NO,,,,
LTBF_1705,BUILDING,BUILDING,393923.161N,0275333.390E,553.04,44.29,NO INFO,,NO,,,,
LTBF_1706,BUILDING,BUILDING,393923.315N,0275332.373E,545.27,34.45,NO INFO,,NO,,,,
LTBF_1707,BUILDING,BUILDING,393927.426N,0275331.989E,582.11,54.13,NO INFO,,NO,,,,
LTBF_1708,BUILDING,BUILDING,393927.429N,0275332.392E,582.30,54.13,NO INFO,,NO,,,,
LTBF_1709,BUILDING,BUILDING,393926.580N,0275331.701E,579.07,54.13,NO INFO,,NO,,,,
LTBF_1710,BUILDING,BUILDING,393926.486N,0275332.111E,579.07,54.13,NO INFO,,NO,,,,
LTBF_1711,BUILDING,BUILDING,393926.465N,0275332.554E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1712,BUILDING,BUILDING,393926.413N,0275332.981E,568.54,44.29,NO INFO,,NO,,,,
LTBF_1713,BUILDING,BUILDING,393926.356N,0275333.741E,568.17,44.29,NO INFO,,NO,,,,
LTBF_1714,BUILDING,BUILDING,393926.385N,0275333.354E,568.36,44.29,NO INFO,,NO,,,,
LTBF_1715,BUILDING,BUILDING,393926.361N,0275334.576E,557.96,34.45,NO INFO,,NO,,,,
LTBF_1716,BUILDING,BUILDING,393926.210N,0275335.050E,557.00,34.45,NO INFO,,NO,,,,
LTBF_1717,BUILDING,BUILDING,393926.117N,0275335.433E,556.82,34.45,NO INFO,,NO,,,,
LTBF_1718,BUILDING,BUILDING,393930.736N,0275333.128E,620.98,73.82,NO INFO,,NO,,,,
LTBF_1719,BUILDING,BUILDING,393930.961N,0275334.113E,591.30,44.29,NO INFO,,NO,,,,
LTBF_1720,BUILDING,BUILDING,393930.180N,0275334.553E,588.99,44.29,NO INFO,,NO,,,,
LTBF_1721,BUILDING,BUILDING,393930.774N,0275334.816E,589.69,44.29,NO INFO,,NO,,,,
LTBF_1722,BUILDING,BUILDING,393930.073N,0275335.195E,577.84,34.45,NO INFO,,NO,,,,
LTBF_1723,BUILDING,BUILDING,393929.494N,0275332.748E,585.97,44.29,NO INFO,,NO,,,,
LTBF_1724,BUILDING,BUILDING,393929.099N,0275332.689E,583.68,44.29,NO INFO,,NO,,,,
LTBF_1725,BUILDING,BUILDING,393929.157N,0275333.305E,594.32,54.13,NO INFO,,NO,,,,
LTBF_1726,BUILDING,BUILDING,393929.128N,0275336.946E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1727,BUILDING,BUILDING,393928.487N,0275336.632E,595.47,54.13,NO INFO,,NO,,,,
LTBF_1728,BUILDING,BUILDING,393928.082N,0275336.545E,584.44,44.29,NO INFO,,NO,,,,
LTBF_1729,BUILDING,BUILDING,393928.278N,0275335.573E,581.55,44.29,NO INFO,,NO,,,,
LTBF_1730,BUILDING,BUILDING,393928.314N,0275335.020E,580.25,44.29,NO INFO,,NO,,,,
LTBF_1731,BUILDING,BUILDING,393928.371N,0275333.787E,579.75,44.29,NO INFO,,NO,,,,
LTBF_1732,BUILDING,BUILDING,393929.206N,0275334.561E,586.36,44.29,NO INFO,,NO,,,,
LTBF_1733,BUILDING,BUILDING,393929.220N,0275335.424E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1734,BUILDING,BUILDING,393929.079N,0275335.899E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1735,BUILDING,BUILDING,393929.210N,0275333.782E,585.97,44.29,NO INFO,,NO,,,,
LTBF_1736,BUILDING,BUILDING,393928.414N,0275332.400E,588.74,54.13,NO INFO,,NO,,,,
LTBF_1737,BUILDING,BUILDING,393928.428N,0275332.804E,568.59,34.45,NO INFO,,NO,,,,
LTBF_1738,BUILDING,BUILDING,393928.442N,0275333.180E,569.12,34.45,NO INFO,,NO,,,,
LTBF_1739,BUILDING,BUILDING,393928.288N,0275334.197E,568.84,34.45,NO INFO,,NO,,,,
LTBF_1740,BUILDING,BUILDING,393928.269N,0275334.613E,569.11,34.45,NO INFO,,NO,,,,
LTBF_1741,BUILDING,BUILDING,393929.054N,0275335.063E,585.63,44.29,NO INFO,,NO,,,,
LTBF_1742,BUILDING,BUILDING,393931.159N,0275331.584E,601.68,54.13,NO INFO,,NO,,,,
LTBF_1743,BUILDING,BUILDING,393931.498N,0275331.877E,584.02,34.45,NO INFO,,NO,,,,
LTBF_1744,BUILDING,BUILDING,393930.894N,0275331.185E,589.82,44.29,NO INFO,,NO,,,,
LTBF_1745,BUILDING,BUILDING,393930.361N,0275330.632E,577.44,34.45,NO INFO,,NO,,,,
LTBF_1746,BUILDING,BUILDING,393929.465N,0275331.408E,573.30,34.45,NO INFO,,NO,,,,
LTBF_1747,BUILDING,BUILDING,393929.330N,0275330.241E,572.58,34.45,NO INFO,,NO,,,,
LTBF_1748,BUILDING,BUILDING,393928.957N,0275330.134E,571.13,34.45,NO INFO,,NO,,,,
LTBF_1749,BUILDING,BUILDING,393928.363N,0275329.965E,568.24,34.45,NO INFO,,NO,,,,
LTBF_1750,BUILDING,BUILDING,393927.770N,0275329.775E,576.09,44.29,NO INFO,,NO,,,,
LTBF_1751,BUILDING,BUILDING,393929.551N,0275329.568E,573.99,34.45,NO INFO,,NO,,,,
LTBF_1752,BUILDING,BUILDING,393928.876N,0275328.904E,570.91,34.45,NO INFO,,NO,,,,
LTBF_1753,BUILDING,BUILDING,393928.736N,0275329.327E,570.41,34.45,NO INFO,,NO,,,,
LTBF_1754,BUILDING,BUILDING,393928.073N,0275331.022E,576.85,44.29,NO INFO,,NO,,,,
LTBF_1755,BUILDING,BUILDING,393928.510N,0275331.234E,568.02,34.45,NO INFO,,NO,,,,
LTBF_1756,BUILDING,BUILDING,393926.844N,0275330.648E,581.47,54.13,NO INFO,,NO,,,,
LTBF_1757,BUILDING,BUILDING,393927.173N,0275330.785E,582.78,54.13,NO INFO,,NO,,,,
LTBF_1758,BUILDING,BUILDING,393927.555N,0275330.881E,584.23,54.13,NO INFO,,NO,,,,
LTBF_1759,BUILDING,BUILDING,393926.392N,0275329.267E,571.91,44.29,NO INFO,,NO,,,,
LTBF_1760,BUILDING,BUILDING,393925.726N,0275329.182E,570.04,44.29,NO INFO,,NO,,,,
LTBF_1761,BUILDING,BUILDING,393925.087N,0275329.044E,568.29,44.29,NO INFO,,NO,,,,
LTBF_1762,BUILDING,BUILDING,393926.543N,0275328.234E,573.70,44.29,NO INFO,,NO,,,,
LTBF_1763,BUILDING,BUILDING,393926.870N,0275328.048E,574.96,44.29,NO INFO,,NO,,,,
LTBF_1764,BUILDING,BUILDING,393927.112N,0275327.844E,575.76,44.29,NO INFO,,NO,,,,
LTBF_1765,BUILDING,BUILDING,393926.041N,0275329.229E,580.82,54.13,NO INFO,,NO,,,,
LTBF_1766,BUILDING,BUILDING,393927.348N,0275329.787E,584.10,54.13,NO INFO,,NO,,,,
LTBF_1767,BUILDING,BUILDING,393927.018N,0275329.494E,583.38,54.13,NO INFO,,NO,,,,
LTBF_1768,BUILDING,BUILDING,393926.687N,0275329.402E,562.68,34.45,NO INFO,,NO,,,,
