Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTFO2403,BUILDING,BUILDING,410933.65N,0404809.57E,228.00,24.61,NO INFO,,NO
LTFO2404,BUILDING,BUILDING,410920.16N,0404819.50E,444.42,24.61,NO INFO,,NO
LTFO2405,BUILDING,BUILDING,410920.18N,0404819.03E,458.64,24.61,NO INFO,,NO
LTFO2406,BUILDING,BUILDING,410920.71N,0404818.97E,447.68,24.61,NO INFO,,NO
LTFO2407,BUILDING,BUILDING,410917.70N,0404811.34E,656.05,24.61,NO INFO,,NO
LTFO2408,BUILDING,BUILDING,410918.38N,0404810.36E,627.50,34.45,NO INFO,,NO
LTFO2409,BUILDING,BUILDING,410918.68N,0404809.05E,585.85,34.45,NO INFO,,NO
LTFO2410,BUILDING,BUILDING,410918.33N,0404808.73E,576.61,34.45,NO INFO,,NO
LTFO2411,BUILDING,BUILDING,410916.83N,0404809.91E,636.64,24.61,NO INFO,,NO
LTFO2412,BUILDING,BUILDING,410916.81N,0404808.96E,608.80,24.61,NO INFO,,NO
LTFO2413,BUILDING,BUILDING,410916.17N,0404809.76E,664.37,34.45,NO INFO,,NO
LTFO2414,BUILDING,BUILDING,410915.35N,0404809.50E,659.21,34.45,NO INFO,,NO
LTFO2415,BUILDING,BUILDING,410914.71N,0404809.19E,629.08,44.29,NO INFO,,NO
LTFO2416,BUILDING,BUILDING,410915.04N,0404810.47E,649.44,34.45,NO INFO,,NO
LTFO2417,BUILDING,BUILDING,410915.70N,0404810.60E,675.41,34.45,NO INFO,,NO
LTFO2418,BUILDING,BUILDING,410919.03N,0404810.83E,644.06,34.45,NO INFO,,NO
LTFO2419,BUILDING,BUILDING,410916.47N,0404805.80E,522.95,24.61,NO INFO,,NO
LTFO2420,BUILDING,BUILDING,410919.77N,0404809.96E,624.43,44.29,NO INFO,,NO
LTFO2421,BUILDING,BUILDING,410920.19N,0404809.05E,582.43,24.61,NO INFO,,NO
LTFO2422,BUILDING,BUILDING,410920.36N,0404807.91E,560.34,34.45,NO INFO,,NO
LTFO2423,BUILDING,BUILDING,410920.62N,0404807.14E,531.43,24.61,NO INFO,,NO
LTFO2424,BUILDING,BUILDING,410921.92N,0404809.51E,578.48,44.29,NO INFO,,NO
LTFO2425,BUILDING,BUILDING,410921.59N,0404809.15E,564.01,24.61,NO INFO,,NO
LTFO2426,BUILDING,BUILDING,410922.62N,0404808.94E,541.33,34.45,NO INFO,,NO
LTFO2427,BUILDING,BUILDING,410922.08N,0404807.68E,539.13,24.61,NO INFO,,NO
LTFO2428,BUILDING,BUILDING,410919.62N,0404810.92E,643.19,34.45,NO INFO,,NO
LTFO2429,BUILDING,BUILDING,410919.32N,0404811.31E,647.96,24.61,NO INFO,,NO
LTFO2430,BUILDING,BUILDING,410920.00N,0404812.63E,645.40,24.61,NO INFO,,NO
LTFO2431,BUILDING,BUILDING,410921.02N,0404813.28E,625.50,24.61,NO INFO,,NO
LTFO2432,BUILDING,BUILDING,410918.98N,0404813.53E,649.83,24.61,NO INFO,,NO
LTFO2433,BUILDING,BUILDING,410921.56N,0404810.76E,588.50,34.45,NO INFO,,NO
LTFO2434,BUILDING,BUILDING,410922.92N,0404813.33E,593.47,34.45,NO INFO,,NO
LTFO2435,BUILDING,BUILDING,410923.40N,0404812.68E,574.08,34.45,NO INFO,,NO
LTFO2436,BUILDING,BUILDING,410923.71N,0404813.41E,568.76,44.29,NO INFO,,NO
LTFO2437,BUILDING,BUILDING,410924.78N,0404813.07E,529.94,34.45,NO INFO,,NO
LTFO2438,MOSQUE,BUILDING,410923.14N,0404811.53E,556.30,29.53,NO INFO,,NO
LTFO2439,MINARET,BUILDING,410923.43N,0404811.63E,601.67,82.02,NO INFO,,NO
LTFO2440,BUILDING,BUILDING,410924.24N,0404809.92E,496.32,34.45,NO INFO,,NO
LTFO2441,BUILDING,BUILDING,410924.09N,0404808.23E,508.16,44.29,NO INFO,,NO
LTFO2442,BUILDING,BUILDING,410924.14N,0404807.47E,505.26,44.29,NO INFO,,NO
LTFO2443,BUILDING,BUILDING,410924.37N,0404808.70E,480.06,24.61,NO INFO,,NO
LTFO2444,BUILDING,BUILDING,410925.39N,0404809.02E,457.67,34.45,NO INFO,,NO
LTFO2445,BUILDING,BUILDING,410925.99N,0404808.02E,435.35,34.45,NO INFO,,NO
LTFO2446,BUILDING,BUILDING,410926.58N,0404808.37E,422.17,34.45,NO INFO,,NO
LTFO2447,BUILDING,BUILDING,410926.41N,0404804.55E,381.50,24.61,NO INFO,,NO
LTFO2448,BUILDING,BUILDING,410922.99N,0404804.03E,496.77,34.45,NO INFO,,NO
LTFO2449,BUILDING,BUILDING,410922.55N,0404804.06E,496.86,34.45,NO INFO,,NO
LTFO2450,BUILDING,BUILDING,410922.55N,0404803.34E,492.09,34.45,NO INFO,,NO
LTFO2451,BUILDING,BUILDING,410922.78N,0404802.20E,460.56,24.61,NO INFO,,NO
LTFO2452,BUILDING,BUILDING,410923.71N,0404803.23E,483.56,44.29,NO INFO,,NO
LTFO2453,BUILDING,BUILDING,410924.11N,0404802.20E,459.59,34.45,NO INFO,,NO
LTFO2454,BUILDING,BUILDING,410923.94N,0404801.65E,453.66,34.45,NO INFO,,NO
LTFO2455,BUILDING,BUILDING,410923.76N,0404800.88E,441.41,34.45,NO INFO,,NO
LTFO2456,BUILDING,BUILDING,410914.24N,0404758.24E,233.40,34.45,NO INFO,,NO
LTFO2457,BUILDING,BUILDING,410913.75N,0404756.59E,205.12,34.45,NO INFO,,NO
LTFO2458,BUILDING,BUILDING,410915.47N,0404800.64E,323.11,24.61,NO INFO,,NO
LTFO2459,BUILDING,BUILDING,410916.22N,0404756.37E,175.84,34.45,NO INFO,,NO
LTFO2460,MINARET,BUILDING,410920.60N,0404746.34E,203.41,170.60,NO INFO,,NO
LTFO2461,BUILDING,BUILDING,410915.04N,0404739.49E,227.24,44.29,NO INFO,,NO
LTFO2462,BUILDING,BUILDING,410914.85N,0404738.89E,220.35,24.61,NO INFO,,NO
LTFO2463,BUILDING,BUILDING,410914.49N,0404738.84E,230.27,44.29,NO INFO,,NO
LTFO2464,BUILDING,BUILDING,410913.20N,0404739.01E,179.94,24.61,NO INFO,,NO
LTFO2465,BUILDING,BUILDING,410911.51N,0404741.44E,192.14,34.45,NO INFO,,NO
LTFO2466,BUILDING,BUILDING,410910.90N,0404736.88E,323.60,24.61,NO INFO,,NO
LTFO2467,BUILDING,BUILDING,410911.23N,0404736.68E,326.00,24.61,NO INFO,,NO
LTFO2468,BUILDING,BUILDING,410911.75N,0404736.29E,337.77,24.61,NO INFO,,NO
LTFO2469,BUILDING,BUILDING,410907.89N,0404733.64E,451.11,24.61,NO INFO,,NO
LTFO2470,BUILDING,BUILDING,410907.70N,0404737.13E,394.32,24.61,NO INFO,,NO
LTFO2471,BUILDING,BUILDING,410908.79N,0404738.00E,357.00,34.45,NO INFO,,NO
LTFO2472,BUILDING,BUILDING,410906.26N,0404733.64E,457.96,24.61,NO INFO,,NO
LTFO2473,BUILDING,BUILDING,410906.55N,0404732.88E,474.52,24.61,NO INFO,,NO
LTFO2474,BUILDING,BUILDING,410905.93N,0404733.11E,469.51,24.61,NO INFO,,NO
LTFO2475,BUILDING,BUILDING,410904.91N,0404734.42E,424.01,24.61,NO INFO,,NO
LTFO2476,BUILDING,BUILDING,410903.10N,0404734.87E,430.04,34.45,NO INFO,,NO
LTFO2477,BUILDING,BUILDING,410902.97N,0404733.80E,447.12,34.45,NO INFO,,NO
LTFO2478,BUILDING,BUILDING,410903.56N,0404732.98E,456.55,34.45,NO INFO,,NO
LTFO2479,BUILDING,BUILDING,410903.55N,0404738.25E,326.24,24.61,NO INFO,,NO
LTFO2480,BUILDING,BUILDING,410903.21N,0404738.10E,334.02,24.61,NO INFO,,NO
LTFO2481,BUILDING,BUILDING,410905.70N,0404737.78E,389.61,34.45,NO INFO,,NO
LTFO2482,BUILDING,BUILDING,410902.46N,0404739.96E,322.39,34.45,NO INFO,,NO
LTFO2483,BUILDING,BUILDING,410902.38N,0404739.35E,338.75,34.45,NO INFO,,NO
LTFO2484,BUILDING,BUILDING,410901.21N,0404738.50E,376.12,24.61,NO INFO,,NO
LTFO2485,BUILDING,BUILDING,410901.56N,0404740.53E,333.89,24.61,NO INFO,,NO
LTFO2486,BUILDING,BUILDING,410906.25N,0404741.00E,314.83,24.61,NO INFO,,NO
LTFO2487,BUILDING,BUILDING,410907.05N,0404741.43E,321.43,24.61,NO INFO,,NO
LTFO2488,BUILDING,BUILDING,410907.33N,0404742.46E,287.20,24.61,NO INFO,,NO
LTFO2489,BUILDING,BUILDING,410908.18N,0404742.69E,282.86,24.61,NO INFO,,NO
LTFO2490,BUILDING,BUILDING,410906.82N,0404742.19E,294.83,24.61,NO INFO,,NO
LTFO2491,BUILDING,BUILDING,410905.75N,0404743.41E,219.59,24.61,NO INFO,,NO
LTFO2492,BUILDING,BUILDING,410907.02N,0404747.60E,166.24,34.45,NO INFO,,NO
LTFO2493,BUILDING,BUILDING,410901.75N,0404800.11E,203.85,24.61,NO INFO,,NO
LTFO2494,BUILDING,BUILDING,410856.36N,0404800.81E,234.68,34.45,NO INFO,,NO
LTFO2495,BUILDING,BUILDING,410855.16N,0404759.57E,231.68,24.61,NO INFO,,NO
LTFO2496,BUILDING,BUILDING,410854.44N,0404759.14E,241.71,34.45,NO INFO,,NO
LTFO2497,BUILDING,BUILDING,410854.04N,0404800.97E,299.02,24.61,NO INFO,,NO
LTFO2498,BUILDING,BUILDING,410854.35N,0404802.02E,324.09,24.61,NO INFO,,NO
LTFO2499,BUILDING,BUILDING,410852.08N,0404748.07E,287.09,24.61,NO INFO,,NO
LTFO2500,BUILDING,BUILDING,410852.77N,0404747.27E,319.34,24.61,NO INFO,,NO
LTFO2501,BUILDING,BUILDING,410852.46N,0404746.65E,320.87,24.61,NO INFO,,NO
LTFO2502,BUILDING,BUILDING,410853.73N,0404745.75E,365.27,24.61,NO INFO,,NO
LTFO2503,BUILDING,BUILDING,410855.03N,0404744.83E,397.52,24.61,NO INFO,,NO
LTFO2504,BUILDING,BUILDING,410855.10N,0404744.27E,406.01,24.61,NO INFO,,NO
LTFO2505,BUILDING,BUILDING,410855.36N,0404745.46E,383.79,24.61,NO INFO,,NO
LTFO2506,BUILDING,BUILDING,410855.66N,0404745.87E,370.05,24.61,NO INFO,,NO
LTFO2507,BUILDING,BUILDING,410856.15N,0404745.55E,384.52,34.45,NO INFO,,NO
LTFO2508,BUILDING,BUILDING,410854.83N,0404741.67E,461.28,24.61,NO INFO,,NO
LTFO2509,BUILDING,BUILDING,410855.07N,0404742.02E,460.63,24.61,NO INFO,,NO
LTFO2510,BUILDING,BUILDING,410854.17N,0404741.38E,446.58,24.61,NO INFO,,NO
LTFO2511,BUILDING,BUILDING,410855.80N,0404741.75E,464.90,24.61,NO INFO,,NO
LTFO2512,BUILDING,BUILDING,410850.53N,0404741.78E,321.98,24.61,NO INFO,,NO
LTFO2513,BUILDING,BUILDING,410850.74N,0404741.08E,344.21,24.61,NO INFO,,NO
LTFO2514,BUILDING,BUILDING,410850.09N,0404742.59E,329.72,34.45,NO INFO,,NO
LTFO2515,BUILDING,BUILDING,410849.65N,0404742.12E,321.94,34.45,NO INFO,,NO
LTFO2516,BUILDING,BUILDING,410850.07N,0404743.40E,310.06,34.45,NO INFO,,NO
LTFO2517,BUILDING,BUILDING,410849.25N,0404743.47E,290.07,24.61,NO INFO,,NO
LTFO2518,BUILDING,BUILDING,410849.48N,0404743.91E,275.83,24.61,NO INFO,,NO
LTFO2519,BUILDING,BUILDING,410848.71N,0404736.90E,314.94,24.61,NO INFO,,NO
LTFO2520,BUILDING,BUILDING,410848.78N,0404736.17E,332.59,24.61,NO INFO,,NO
LTFO2521,BUILDING,BUILDING,410846.61N,0404733.25E,455.69,24.61,NO INFO,,NO
LTFO2522,BUILDING,BUILDING,410855.58N,0404740.33E,506.57,34.45,NO INFO,,NO
LTFO2523,BUILDING,BUILDING,410855.78N,0404739.59E,520.09,34.45,NO INFO,,NO
LTFO2524,BUILDING,BUILDING,410855.75N,0404738.93E,524.46,24.61,NO INFO,,NO
LTFO2525,BUILDING,BUILDING,410855.60N,0404737.79E,549.90,24.61,NO INFO,,NO
LTFO2526,BUILDING,BUILDING,410854.61N,0404737.22E,538.84,24.61,NO INFO,,NO
LTFO2527,BUILDING,BUILDING,410855.29N,0404733.67E,661.40,34.45,NO INFO,,NO
LTFO2528,BUILDING,BUILDING,410857.52N,0404740.23E,460.15,34.45,NO INFO,,NO
LTFO2529,BUILDING,BUILDING,410858.05N,0404739.20E,462.66,34.45,NO INFO,,NO
LTFO2530,BUILDING,BUILDING,410858.48N,0404743.41E,364.22,34.45,NO INFO,,NO
LTFO2531,BUILDING,BUILDING,410859.08N,0404728.96E,610.69,24.61,NO INFO,,NO
LTFO2532,BUILDING,BUILDING,410859.20N,0404728.33E,605.23,24.61,NO INFO,,NO
LTFO2533,BUILDING,BUILDING,410856.15N,0404726.39E,657.27,24.61,NO INFO,,NO
LTFO2534,BUILDING,BUILDING,410853.68N,0404723.59E,656.46,24.61,NO INFO,,NO
LTFO2535,BUILDING,BUILDING,410852.74N,0404723.05E,675.27,24.61,NO INFO,,NO
LTFO2536,BUILDING,BUILDING,410846.82N,0404723.23E,746.38,24.61,NO INFO,,NO
LTFO2537,BUILDING,BUILDING,410845.94N,0404722.05E,756.22,34.45,NO INFO,,NO
LTFO2538,BUILDING,BUILDING,410845.34N,0404722.39E,756.22,34.45,NO INFO,,NO
LTFO2539,BUILDING,BUILDING,410844.83N,0404722.90E,746.38,24.61,NO INFO,,NO
LTFO2540,BUILDING,BUILDING,410844.05N,0404721.65E,755.69,44.29,NO INFO,,NO
LTFO2541,BUILDING,BUILDING,410841.47N,0404723.85E,749.23,24.61,NO INFO,,NO
LTFO2542,BUILDING,BUILDING,410843.92N,0404730.52E,576.18,34.45,NO INFO,,NO
LTFO2543,BUILDING,BUILDING,410843.58N,0404729.54E,597.18,24.61,NO INFO,,NO
LTFO2544,BUILDING,BUILDING,410842.15N,0404731.20E,591.06,34.45,NO INFO,,NO
LTFO2545,BUILDING,BUILDING,410842.35N,0404730.32E,602.52,34.45,NO INFO,,NO
LTFO2546,BUILDING,BUILDING,410841.06N,0404730.70E,577.85,24.61,NO INFO,,NO
LTFO2547,BUILDING,BUILDING,410840.84N,0404731.62E,568.80,24.61,NO INFO,,NO
LTFO2548,BUILDING,BUILDING,410840.27N,0404731.61E,547.78,24.61,NO INFO,,NO
LTFO2549,BUILDING,BUILDING,410840.23N,0404732.97E,539.21,24.61,NO INFO,,NO
LTFO2550,BUILDING,BUILDING,410839.93N,0404733.87E,515.58,24.61,NO INFO,,NO
LTFO2551,BUILDING,BUILDING,410838.58N,0404733.22E,477.30,24.61,NO INFO,,NO
LTFO2552,BUILDING,BUILDING,410840.76N,0404714.07E,702.01,24.61,NO INFO,,NO
LTFO2553,BUILDING,BUILDING,410837.86N,0404720.80E,812.00,24.61,NO INFO,,NO
LTFO2554,BUILDING,BUILDING,410837.31N,0404720.29E,821.84,34.45,NO INFO,,NO
LTFO2555,BUILDING,BUILDING,410838.86N,0404721.83E,786.87,24.61,NO INFO,,NO
LTFO2556,BUILDING,BUILDING,410838.52N,0404722.71E,767.32,24.61,NO INFO,,NO
LTFO2557,BUILDING,BUILDING,410839.78N,0404722.38E,788.36,34.45,NO INFO,,NO
LTFO2558,BUILDING,BUILDING,410840.32N,0404722.80E,789.03,34.45,NO INFO,,NO
LTFO2559,BUILDING,BUILDING,410835.77N,0404718.45E,812.00,24.61,NO INFO,,NO
LTFO2560,BUILDING,BUILDING,410832.85N,0404715.63E,854.65,34.45,NO INFO,,NO
LTFO2561,BUILDING,BUILDING,410833.25N,0404716.07E,839.63,24.61,NO INFO,,NO
LTFO2562,BUILDING,BUILDING,410832.50N,0404714.78E,867.29,24.61,NO INFO,,NO
LTFO2563,BUILDING,BUILDING,410831.96N,0404715.04E,861.92,24.61,NO INFO,,NO
LTFO2564,BUILDING,BUILDING,410830.64N,0404715.09E,836.22,24.61,NO INFO,,NO
LTFO2565,BUILDING,BUILDING,410828.87N,0404714.43E,863.43,24.61,NO INFO,,NO
LTFO2566,BUILDING,BUILDING,410828.23N,0404715.66E,826.09,24.61,NO INFO,,NO
LTFO2567,BUILDING,BUILDING,410830.59N,0404712.73E,910.42,24.61,NO INFO,,NO
LTFO2568,BUILDING,BUILDING,410834.02N,0404710.62E,811.14,34.45,NO INFO,,NO
LTFO2569,BUILDING,BUILDING,410832.69N,0404712.42E,846.72,34.45,NO INFO,,NO
LTFO2570,BUILDING,BUILDING,410836.17N,0404704.01E,782.47,44.29,NO INFO,,NO
LTFO2571,GSM TOWER,TOWER,410836.52N,0404703.34E,1046.58,308.40,NO INFO,,NO
LTFO2572,BUILDING,BUILDING,410838.19N,0404703.92E,742.41,24.61,NO INFO,,NO
LTFO2573,BUILDING,BUILDING,410838.52N,0404704.12E,729.81,24.61,NO INFO,,NO
LTFO2574,BUILDING,BUILDING,410838.06N,0404659.52E,746.38,24.61,NO INFO,,NO
LTFO2575,BUILDING,BUILDING,410838.24N,0404659.02E,746.38,24.61,NO INFO,,NO
LTFO2576,BUILDING,BUILDING,410838.50N,0404658.44E,746.38,24.61,NO INFO,,NO
LTFO2577,BUILDING,BUILDING,410837.78N,0404657.67E,737.24,24.61,NO INFO,,NO
LTFO2578,BUILDING,BUILDING,410832.36N,0404707.47E,796.19,24.61,NO INFO,,NO
LTFO2579,BUILDING,BUILDING,410829.93N,0404706.61E,805.37,24.61,NO INFO,,NO
LTFO2580,BUILDING,BUILDING,410829.42N,0404705.39E,795.30,24.61,NO INFO,,NO
LTFO2581,BUILDING,BUILDING,410830.01N,0404709.74E,878.69,24.61,NO INFO,,NO
LTFO2582,BUILDING,BUILDING,410827.14N,0404714.93E,855.48,24.61,NO INFO,,NO
LTFO2583,BUILDING,BUILDING,410827.31N,0404716.09E,817.03,24.61,NO INFO,,NO
LTFO2584,BUILDING,BUILDING,410822.55N,0404717.17E,943.23,24.61,NO INFO,,NO
LTFO2585,BUILDING,BUILDING,410822.11N,0404716.61E,943.23,24.61,NO INFO,,NO
LTFO2586,BUILDING,BUILDING,410824.67N,0404714.91E,915.49,24.61,NO INFO,,NO
LTFO2587,BUILDING,BUILDING,410821.25N,0404715.79E,960.17,24.61,NO INFO,,NO
LTFO2588,BUILDING,BUILDING,410821.02N,0404717.17E,955.01,24.61,NO INFO,,NO
LTFO2589,BUILDING,BUILDING,410823.43N,0404719.64E,905.42,24.61,NO INFO,,NO
LTFO2590,BUILDING,BUILDING,410824.19N,0404723.06E,800.18,24.61,NO INFO,,NO
LTFO2591,BUILDING,BUILDING,410823.55N,0404723.27E,814.44,24.61,NO INFO,,NO
LTFO2592,BUILDING,BUILDING,410822.16N,0404723.08E,835.49,34.45,NO INFO,,NO
LTFO2593,BUILDING,BUILDING,410825.53N,0404720.67E,826.76,24.61,NO INFO,,NO
LTFO2594,BUILDING,BUILDING,410826.20N,0404720.55E,803.53,24.61,NO INFO,,NO
LTFO2595,BUILDING,BUILDING,410826.52N,0404721.09E,790.24,24.61,NO INFO,,NO
LTFO2596,BUILDING,BUILDING,410819.28N,0404717.69E,979.73,34.45,NO INFO,,NO
LTFO2597,BUILDING,BUILDING,410818.42N,0404715.17E,971.49,34.45,NO INFO,,NO
LTFO2598,BUILDING,BUILDING,410816.96N,0404713.54E,938.19,24.61,NO INFO,,NO
LTFO2599,BUILDING,BUILDING,410816.83N,0404714.08E,956.51,24.61,NO INFO,,NO
LTFO2600,BUILDING,BUILDING,410817.17N,0404714.07E,955.19,24.61,NO INFO,,NO
LTFO2601,BUILDING,BUILDING,410817.02N,0404712.91E,921.85,24.61,NO INFO,,NO
LTFO2602,MOSQUE,BUILDING,410816.78N,0404715.90E,1047.54,68.90,NO INFO,,NO
LTFO2603,MOSQUE,BUILDING,410817.07N,0404715.90E,995.10,19.68,NO INFO,,NO
LTFO2604,MINARET,BUILDING,410816.94N,0404715.63E,1110.98,137.79,NO INFO,,NO
LTFO2605,BUILDING,BUILDING,410816.57N,0404717.59E,1014.85,24.61,NO INFO,,NO
LTFO2606,BUILDING,BUILDING,410815.18N,0404717.37E,1032.14,24.61,NO INFO,,NO
LTFO2607,BUILDING,BUILDING,410814.34N,0404718.62E,1051.50,34.45,NO INFO,,NO
LTFO2608,BUILDING,BUILDING,410813.70N,0404717.79E,1041.36,24.61,NO INFO,,NO
LTFO2609,BUILDING,BUILDING,410813.25N,0404718.93E,1041.65,24.61,NO INFO,,NO
LTFO2610,BUILDING,BUILDING,410812.90N,0404719.29E,1037.20,24.61,NO INFO,,NO
LTFO2611,BUILDING,BUILDING,410812.64N,0404719.48E,1038.74,24.61,NO INFO,,NO
LTFO2612,BUILDING,BUILDING,410812.40N,0404720.00E,1043.10,34.45,NO INFO,,NO
LTFO2613,BUILDING,BUILDING,410811.70N,0404718.62E,1051.50,34.45,NO INFO,,NO
LTFO2614,BUILDING,BUILDING,410811.02N,0404719.23E,1026.48,24.61,NO INFO,,NO
LTFO2615,BUILDING,BUILDING,410811.93N,0404714.86E,1014.52,24.61,NO INFO,,NO
LTFO2616,BUILDING,BUILDING,410810.03N,0404717.66E,1061.11,24.61,NO INFO,,NO
LTFO2617,BUILDING,BUILDING,410809.43N,0404717.31E,1069.24,24.61,NO INFO,,NO
LTFO2618,BUILDING,BUILDING,410810.03N,0404713.24E,1009.17,34.45,NO INFO,,NO
LTFO2619,BUILDING,BUILDING,410810.59N,0404712.39E,969.65,24.61,NO INFO,,NO
LTFO2620,BUILDING,BUILDING,410809.79N,0404710.08E,950.86,24.61,NO INFO,,NO
LTFO2621,BUILDING,BUILDING,410809.70N,0404708.87E,951.88,24.61,NO INFO,,NO
LTFO2622,BUILDING,BUILDING,410809.37N,0404707.25E,955.26,34.45,NO INFO,,NO
LTFO2623,BUILDING,BUILDING,410809.66N,0404705.04E,910.42,24.61,NO INFO,,NO
LTFO2624,BUILDING,BUILDING,410811.03N,0404704.26E,906.72,34.45,NO INFO,,NO
LTFO2625,BUILDING,BUILDING,410812.17N,0404700.34E,861.15,24.61,NO INFO,,NO
LTFO2626,BUILDING,BUILDING,410812.44N,0404659.37E,853.65,34.45,NO INFO,,NO
LTFO2627,BUILDING,BUILDING,410811.40N,0404658.14E,775.73,24.61,NO INFO,,NO
LTFO2628,BUILDING,BUILDING,410812.83N,0404658.45E,836.58,34.45,NO INFO,,NO
LTFO2629,BUILDING,BUILDING,410813.66N,0404658.13E,844.81,24.61,NO INFO,,NO
LTFO2630,BUILDING,BUILDING,410807.32N,0404715.32E,1097.64,24.61,NO INFO,,NO
LTFO2631,BUILDING,BUILDING,410807.67N,0404711.59E,1055.39,24.61,NO INFO,,NO
LTFO2632,BUILDING,BUILDING,410806.64N,0404714.08E,1117.11,34.45,NO INFO,,NO
LTFO2633,BUILDING,BUILDING,410806.44N,0404714.55E,1104.52,24.61,NO INFO,,NO
LTFO2634,BUILDING,BUILDING,410806.14N,0404713.84E,1108.22,34.45,NO INFO,,NO
LTFO2635,BUILDING,BUILDING,410805.91N,0404713.08E,1107.27,24.61,NO INFO,,NO
LTFO2636,BUILDING,BUILDING,410805.06N,0404712.79E,1107.27,24.61,NO INFO,,NO
LTFO2637,BUILDING,BUILDING,410803.98N,0404712.39E,1105.76,34.45,NO INFO,,NO
LTFO2638,ENERGY TRANSMISSION MAST,POLE,410806.59N,0404710.22E,1139.58,114.83,NO INFO,,NO
LTFO2639,ENERGY TRANSMISSION MAST,POLE,410812.45N,0404718.53E,1131.88,114.83,NO INFO,,NO
LTFO2640,ENERGY TRANSMISSION MAST,POLE,410820.84N,0404729.74E,840.90,114.83,NO INFO,,NO
LTFO2641,ENERGY TRANSMISSION MAST,POLE,410825.56N,0404736.20E,575.58,114.83,NO INFO,,NO
LTFO2642,BUILDING,BUILDING,410850.97N,0404750.66E,244.52,34.45,NO INFO,,NO
LTFO2643,BUILDING,BUILDING,410841.40N,0404735.29E,516.73,24.61,NO INFO,,NO
LTFO2644,BUILDING,BUILDING,410840.38N,0404735.85E,525.42,34.45,NO INFO,,NO
LTFO2645,BUILDING,BUILDING,410839.80N,0404734.66E,513.66,34.45,NO INFO,,NO
LTFO2646,BUILDING,BUILDING,410839.71N,0404735.07E,499.19,34.45,NO INFO,,NO
LTFO2647,BUILDING,BUILDING,410840.38N,0404736.81E,524.84,34.45,NO INFO,,NO
LTFO2648,BUILDING,BUILDING,410840.05N,0404737.25E,491.21,24.61,NO INFO,,NO
LTFO2649,BUILDING,BUILDING,410839.77N,0404738.72E,476.30,24.61,NO INFO,,NO
LTFO2650,BUILDING,BUILDING,410839.62N,0404739.79E,464.89,24.61,NO INFO,,NO
LTFO2651,BUILDING,BUILDING,410840.95N,0404741.65E,420.13,24.61,NO INFO,,NO
LTFO2652,BUILDING,BUILDING,410839.97N,0404807.10E,430.07,24.61,NO INFO,,NO
LTFO2653,BUILDING,BUILDING,410829.76N,0404807.76E,441.76,24.61,NO INFO,,NO
LTFO2654,BUILDING,BUILDING,410832.13N,0404804.71E,500.32,24.61,NO INFO,,NO
LTFO2655,BUILDING,BUILDING,410832.52N,0404802.85E,493.98,24.61,NO INFO,,NO
LTFO2656,BUILDING,BUILDING,410831.78N,0404802.94E,509.91,34.45,NO INFO,,NO
LTFO2657,BUILDING,BUILDING,410831.58N,0404802.16E,485.44,24.61,NO INFO,,NO
LTFO2658,BUILDING,BUILDING,410832.09N,0404801.29E,474.56,24.61,NO INFO,,NO
LTFO2659,BUILDING,BUILDING,410831.25N,0404801.13E,459.00,24.61,NO INFO,,NO
LTFO2660,BUILDING,BUILDING,410831.14N,0404759.83E,451.11,24.61,NO INFO,,NO
LTFO2661,BUILDING,BUILDING,410830.85N,0404758.03E,451.11,24.61,NO INFO,,NO
LTFO2662,BUILDING,BUILDING,410831.06N,0404757.48E,438.30,24.61,NO INFO,,NO
LTFO2663,BUILDING,BUILDING,410832.53N,0404806.10E,498.06,24.61,NO INFO,,NO
LTFO2664,BUILDING,BUILDING,410832.70N,0404807.15E,500.32,24.61,NO INFO,,NO
LTFO2665,BUILDING,BUILDING,410832.77N,0404808.97E,500.32,24.61,NO INFO,,NO
LTFO2666,BUILDING,BUILDING,410833.21N,0404810.68E,510.27,24.61,NO INFO,,NO
LTFO2667,BUILDING,BUILDING,410832.54N,0404811.06E,499.85,24.61,NO INFO,,NO
LTFO2668,BUILDING,BUILDING,410833.33N,0404812.11E,550.06,44.29,NO INFO,,NO
LTFO2669,BUILDING,BUILDING,410832.26N,0404812.98E,513.57,34.45,NO INFO,,NO
LTFO2670,BUILDING,BUILDING,410832.60N,0404811.83E,507.09,24.61,NO INFO,,NO
LTFO2671,BUILDING,BUILDING,410831.08N,0404812.89E,478.23,44.29,NO INFO,,NO
LTFO2672,BUILDING,BUILDING,410831.67N,0404813.33E,483.64,24.61,NO INFO,,NO
LTFO2673,BUILDING,BUILDING,410831.44N,0404817.44E,617.66,24.61,NO INFO,,NO
LTFO2674,BUILDING,BUILDING,410835.55N,0404810.38E,494.86,34.45,NO INFO,,NO
LTFO2675,BUILDING,BUILDING,410836.34N,0404810.46E,515.17,34.45,NO INFO,,NO
LTFO2676,BUILDING,BUILDING,410836.62N,0404812.32E,574.20,34.45,NO INFO,,NO
LTFO2677,BUILDING,BUILDING,410837.54N,0404811.60E,541.37,34.45,NO INFO,,NO
LTFO2678,BUILDING,BUILDING,410837.82N,0404810.12E,515.86,24.61,NO INFO,,NO
LTFO2679,BUILDING,BUILDING,410838.40N,0404808.40E,485.04,34.45,NO INFO,,NO
