Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTFO2680,BUILDING,BUILDING,410839.82N,0404824.56E,677.76,34.45,NO INFO,,NO
LTFO2681,BUILDING,BUILDING,410840.13N,0404828.15E,712.43,24.61,NO INFO,,NO
LTFO2682,BUILDING,BUILDING,410844.29N,0404819.07E,594.62,24.61,NO INFO,,NO
LTFO2683,BUILDING,BUILDING,410846.20N,0404819.24E,628.35,24.61,NO INFO,,NO
LTFO2684,BUILDING,BUILDING,410846.73N,0404818.82E,627.83,24.61,NO INFO,,NO
LTFO2685,BUILDING,BUILDING,410847.22N,0404817.47E,594.08,24.61,NO INFO,,NO
LTFO2686,BUILDING,BUILDING,410847.49N,0404820.36E,664.27,24.61,NO INFO,,NO
LTFO2687,BUILDING,BUILDING,410847.42N,0404826.43E,712.14,24.61,NO INFO,,NO
LTFO2688,BUILDING,BUILDING,410847.13N,0404829.71E,776.96,24.61,NO INFO,,NO
LTFO2689,ENERGY TRANSMISSION MAST,POLE,410902.73N,0404826.40E,811.09,82.02,NO INFO,,NO
LTFO2690,BUILDING,BUILDING,410906.05N,0404826.25E,713.57,24.61,NO INFO,,NO
LTFO2691,BUILDING,BUILDING,410906.83N,0404827.27E,711.20,24.61,NO INFO,,NO
LTFO2692,BUILDING,BUILDING,410907.02N,0404823.84E,659.53,24.61,NO INFO,,NO
LTFO2693,BUILDING,BUILDING,410908.48N,0404822.87E,647.96,24.61,NO INFO,,NO
LTFO2694,BUILDING,BUILDING,410910.39N,0404823.22E,634.93,24.61,NO INFO,,NO
LTFO2695,BUILDING,BUILDING,410910.79N,0404823.83E,617.94,24.61,NO INFO,,NO
LTFO2696,BUILDING,BUILDING,410910.93N,0404822.90E,641.61,24.61,NO INFO,,NO
LTFO2697,BUILDING,BUILDING,410910.77N,0404822.33E,646.71,24.61,NO INFO,,NO
LTFO2698,BUILDING,BUILDING,410910.58N,0404821.84E,657.80,34.45,NO INFO,,NO
LTFO2699,BUILDING,BUILDING,410910.51N,0404821.12E,641.64,24.61,NO INFO,,NO
LTFO2700,BUILDING,BUILDING,410910.82N,0404820.35E,641.40,34.45,NO INFO,,NO
LTFO2701,BUILDING,BUILDING,410833.40N,0404820.19E,713.57,24.61,NO INFO,,NO
LTFO2702,BUILDING,BUILDING,410832.80N,0404821.28E,723.42,34.45,NO INFO,,NO
LTFO2703,BUILDING,BUILDING,410832.07N,0404819.64E,697.88,34.45,NO INFO,,NO
LTFO2704,BUILDING,BUILDING,410831.21N,0404820.27E,684.03,24.61,NO INFO,,NO
LTFO2705,BUILDING,BUILDING,410830.55N,0404819.43E,618.90,24.61,NO INFO,,NO
LTFO2706,BUILDING,BUILDING,410830.23N,0404819.84E,627.30,24.61,NO INFO,,NO
LTFO2707,BUILDING,BUILDING,410830.73N,0404820.51E,679.82,24.61,NO INFO,,NO
LTFO2708,BUILDING,BUILDING,410833.49N,0404826.38E,699.54,34.45,NO INFO,,NO
LTFO2709,BUILDING,BUILDING,410830.33N,0404826.11E,812.00,24.61,NO INFO,,NO
LTFO2710,MOSQUE,BUILDING,410829.84N,0404826.09E,826.76,39.37,NO INFO,,NO
LTFO2711,MINARET,BUILDING,410829.90N,0404825.82E,882.54,95.14,NO INFO,,NO
LTFO2712,BUILDING,BUILDING,410829.92N,0404828.00E,844.81,24.61,NO INFO,,NO
LTFO2713,BUILDING,BUILDING,410829.88N,0404828.60E,844.81,24.61,NO INFO,,NO
LTFO2714,BUILDING,BUILDING,410829.30N,0404828.65E,844.81,24.61,NO INFO,,NO
LTFO2715,BUILDING,BUILDING,410827.94N,0404825.55E,758.71,24.61,NO INFO,,NO
LTFO2716,BUILDING,BUILDING,410831.61N,0404828.18E,774.49,24.61,NO INFO,,NO
LTFO2717,BUILDING,BUILDING,410830.30N,0404829.73E,844.81,24.61,NO INFO,,NO
LTFO2718,BUILDING,BUILDING,410829.79N,0404830.69E,873.72,24.61,NO INFO,,NO
LTFO2719,BUILDING,BUILDING,410829.29N,0404830.06E,865.49,24.61,NO INFO,,NO
LTFO2720,BUILDING,BUILDING,410828.81N,0404831.14E,874.84,24.61,NO INFO,,NO
LTFO2721,BUILDING,BUILDING,410828.83N,0404830.76E,867.42,24.61,NO INFO,,NO
LTFO2722,BUILDING,BUILDING,410828.60N,0404831.81E,880.44,24.61,NO INFO,,NO
LTFO2723,BUILDING,BUILDING,410829.10N,0404833.14E,906.07,24.61,NO INFO,,NO
LTFO2724,BUILDING,BUILDING,410829.90N,0404832.67E,888.88,24.61,NO INFO,,NO
LTFO2725,BUILDING,BUILDING,410830.00N,0404834.15E,897.74,24.61,NO INFO,,NO
LTFO2726,BUILDING,BUILDING,410830.05N,0404835.14E,907.66,24.61,NO INFO,,NO
LTFO2727,BUILDING,BUILDING,410827.37N,0404831.29E,843.31,24.61,NO INFO,,NO
LTFO2728,BUILDING,BUILDING,410827.61N,0404830.75E,842.62,24.61,NO INFO,,NO
LTFO2729,BUILDING,BUILDING,410827.21N,0404830.07E,826.54,24.61,NO INFO,,NO
LTFO2730,BUILDING,BUILDING,410827.25N,0404829.60E,820.83,24.61,NO INFO,,NO
LTFO2731,BUILDING,BUILDING,410827.40N,0404829.04E,811.64,24.61,NO INFO,,NO
LTFO2732,BUILDING,BUILDING,410827.60N,0404828.69E,805.97,24.61,NO INFO,,NO
LTFO2733,BUILDING,BUILDING,410825.65N,0404831.17E,810.97,34.45,NO INFO,,NO
LTFO2734,BUILDING,BUILDING,410826.32N,0404830.85E,815.77,24.61,NO INFO,,NO
LTFO2735,BUILDING,BUILDING,410825.00N,0404831.53E,800.64,24.61,NO INFO,,NO
LTFO2736,BUILDING,BUILDING,410823.93N,0404831.41E,773.11,24.61,NO INFO,,NO
LTFO2737,BUILDING,BUILDING,410823.54N,0404831.88E,760.28,24.61,NO INFO,,NO
LTFO2738,BUILDING,BUILDING,410823.84N,0404834.27E,787.15,24.61,NO INFO,,NO
LTFO2739,BUILDING,BUILDING,410825.90N,0404833.78E,852.14,24.61,NO INFO,,NO
LTFO2740,BUILDING,BUILDING,410827.03N,0404835.63E,919.41,24.61,NO INFO,,NO
LTFO2741,BUILDING,BUILDING,410825.92N,0404836.44E,920.26,24.61,NO INFO,,NO
LTFO2742,BUILDING,BUILDING,410825.56N,0404837.36E,932.43,24.61,NO INFO,,NO
LTFO2743,BUILDING,BUILDING,410825.06N,0404837.50E,916.72,24.61,NO INFO,,NO
LTFO2744,BUILDING,BUILDING,410826.64N,0404837.38E,946.57,24.61,NO INFO,,NO
LTFO2745,BUILDING,BUILDING,410826.66N,0404836.90E,940.82,24.61,NO INFO,,NO
LTFO2746,BUILDING,BUILDING,410827.01N,0404838.90E,966.26,34.45,NO INFO,,NO
LTFO2747,BUILDING,BUILDING,410827.53N,0404838.42E,960.02,34.45,NO INFO,,NO
LTFO2748,BUILDING,BUILDING,410826.48N,0404840.35E,969.91,34.45,NO INFO,,NO
LTFO2749,BUILDING,BUILDING,410828.65N,0404836.55E,921.13,24.61,NO INFO,,NO
LTFO2750,BUILDING,BUILDING,410829.04N,0404836.05E,930.46,34.45,NO INFO,,NO
LTFO2751,BUILDING,BUILDING,410828.22N,0404836.86E,935.59,24.61,NO INFO,,NO
LTFO2752,BUILDING,BUILDING,410824.63N,0404842.40E,985.88,34.45,NO INFO,,NO
LTFO2753,BUILDING,BUILDING,410824.28N,0404842.80E,976.04,24.61,NO INFO,,NO
LTFO2754,BUILDING,BUILDING,410824.50N,0404843.49E,976.04,24.61,NO INFO,,NO
LTFO2755,BUILDING,BUILDING,410823.96N,0404845.04E,993.46,24.61,NO INFO,,NO
LTFO2756,BUILDING,BUILDING,410823.29N,0404851.35E,1112.39,24.61,NO INFO,,NO
LTFO2757,BUILDING,BUILDING,410823.00N,0404852.16E,1109.81,24.61,NO INFO,,NO
LTFO2758,BUILDING,BUILDING,410821.15N,0404852.18E,995.73,24.61,NO INFO,,NO
LTFO2759,BUILDING,BUILDING,410818.94N,0404846.51E,841.20,24.61,NO INFO,,NO
LTFO2760,BUILDING,BUILDING,410817.21N,0404851.09E,956.41,24.61,NO INFO,,NO
LTFO2761,BUILDING,BUILDING,410817.19N,0404851.76E,973.18,24.61,NO INFO,,NO
LTFO2762,BUILDING,BUILDING,410817.33N,0404852.12E,981.38,24.61,NO INFO,,NO
LTFO2763,BUILDING,BUILDING,410815.82N,0404854.73E,1054.65,24.61,NO INFO,,NO
LTFO2764,BUILDING,BUILDING,410813.38N,0404849.13E,1053.82,44.29,NO INFO,,NO
LTFO2765,BUILDING,BUILDING,410812.77N,0404848.57E,1078.32,54.13,NO INFO,,NO
LTFO2766,BUILDING,BUILDING,410812.60N,0404849.40E,1062.28,24.61,NO INFO,,NO
LTFO2767,BUILDING,BUILDING,410812.15N,0404850.00E,1081.35,24.61,NO INFO,,NO
LTFO2768,BUILDING,BUILDING,410812.98N,0404850.01E,1067.84,34.45,NO INFO,,NO
LTFO2769,BUILDING,BUILDING,410813.16N,0404850.90E,1055.35,24.61,NO INFO,,NO
LTFO2770,BUILDING,BUILDING,410811.79N,0404848.99E,1076.14,24.61,NO INFO,,NO
LTFO2771,BUILDING,BUILDING,410812.08N,0404847.75E,1046.48,24.61,NO INFO,,NO
LTFO2772,BUILDING,BUILDING,410812.50N,0404847.93E,1064.46,44.29,NO INFO,,NO
LTFO2773,BUILDING,BUILDING,410811.61N,0404847.14E,1049.39,34.45,NO INFO,,NO
LTFO2774,BUILDING,BUILDING,410811.17N,0404846.98E,1054.19,34.45,NO INFO,,NO
LTFO2775,BUILDING,BUILDING,410811.81N,0404845.75E,1016.48,24.61,NO INFO,,NO
LTFO2776,BUILDING,BUILDING,410812.40N,0404846.20E,1022.05,24.61,NO INFO,,NO
LTFO2777,BUILDING,BUILDING,410812.63N,0404845.23E,1009.66,34.45,NO INFO,,NO
LTFO2778,BUILDING,BUILDING,410813.09N,0404845.30E,1005.63,34.45,NO INFO,,NO
LTFO2779,BUILDING,BUILDING,410813.18N,0404844.50E,976.93,24.61,NO INFO,,NO
LTFO2780,BUILDING,BUILDING,410812.86N,0404844.20E,972.85,24.61,NO INFO,,NO
LTFO2781,BUILDING,BUILDING,410811.16N,0404844.87E,993.40,24.61,NO INFO,,NO
LTFO2782,BUILDING,BUILDING,410815.67N,0404846.44E,922.47,34.45,NO INFO,,NO
LTFO2783,BUILDING,BUILDING,410814.86N,0404847.73E,978.55,34.45,NO INFO,,NO
LTFO2784,BUILDING,BUILDING,410817.26N,0404845.05E,853.59,24.61,NO INFO,,NO
LTFO2785,BUILDING,BUILDING,410817.10N,0404842.51E,853.74,34.45,NO INFO,,NO
LTFO2786,BUILDING,BUILDING,410816.58N,0404842.75E,857.12,24.61,NO INFO,,NO
LTFO2787,BUILDING,BUILDING,410816.48N,0404843.31E,864.08,24.61,NO INFO,,NO
LTFO2788,BUILDING,BUILDING,410816.20N,0404843.81E,870.01,24.61,NO INFO,,NO
LTFO2789,BUILDING,BUILDING,410815.97N,0404843.91E,879.00,24.61,NO INFO,,NO
LTFO2790,BUILDING,BUILDING,410814.99N,0404843.02E,912.08,34.45,NO INFO,,NO
LTFO2791,BUILDING,BUILDING,410815.21N,0404844.21E,909.63,34.45,NO INFO,,NO
LTFO2792,BUILDING,BUILDING,410816.45N,0404839.29E,829.39,34.45,NO INFO,,NO
LTFO2793,BUILDING,BUILDING,410817.06N,0404838.20E,793.38,24.61,NO INFO,,NO
LTFO2794,BUILDING,BUILDING,410816.58N,0404837.71E,785.84,24.61,NO INFO,,NO
LTFO2795,BUILDING,BUILDING,410814.23N,0404840.02E,880.81,24.61,NO INFO,,NO
LTFO2796,BUILDING,BUILDING,410814.19N,0404840.56E,885.78,24.61,NO INFO,,NO
LTFO2797,BUILDING,BUILDING,410813.90N,0404841.11E,901.02,24.61,NO INFO,,NO
LTFO2798,BUILDING,BUILDING,410814.04N,0404841.58E,904.33,24.61,NO INFO,,NO
LTFO2799,BUILDING,BUILDING,410812.69N,0404842.32E,943.61,24.61,NO INFO,,NO
LTFO2800,BUILDING,BUILDING,410812.62N,0404841.62E,929.52,24.61,NO INFO,,NO
LTFO2801,BUILDING,BUILDING,410812.82N,0404840.35E,902.84,24.61,NO INFO,,NO
LTFO2802,BUILDING,BUILDING,410812.41N,0404840.13E,898.78,24.61,NO INFO,,NO
LTFO2803,BUILDING,BUILDING,410812.00N,0404840.87E,907.65,24.61,NO INFO,,NO
LTFO2804,BUILDING,BUILDING,410811.45N,0404841.32E,910.26,24.61,NO INFO,,NO
LTFO2805,BUILDING,BUILDING,410811.02N,0404842.62E,938.93,34.45,NO INFO,,NO
LTFO2806,BUILDING,BUILDING,410814.79N,0404835.69E,801.45,24.61,NO INFO,,NO
LTFO2807,BUILDING,BUILDING,410813.19N,0404837.21E,841.22,24.61,NO INFO,,NO
LTFO2808,BUILDING,BUILDING,410812.46N,0404837.02E,832.49,24.61,NO INFO,,NO
LTFO2809,BUILDING,BUILDING,410812.25N,0404837.51E,839.72,24.61,NO INFO,,NO
LTFO2810,BUILDING,BUILDING,410811.80N,0404837.67E,837.60,24.61,NO INFO,,NO
LTFO2811,BUILDING,BUILDING,410811.23N,0404837.50E,822.13,24.61,NO INFO,,NO
LTFO2812,BUILDING,BUILDING,410811.04N,0404838.33E,836.48,24.61,NO INFO,,NO
LTFO2813,BUILDING,BUILDING,410810.26N,0404838.14E,812.50,24.61,NO INFO,,NO
LTFO2814,BUILDING,BUILDING,410810.57N,0404839.71E,861.42,34.45,NO INFO,,NO
LTFO2815,BUILDING,BUILDING,410810.08N,0404837.25E,790.63,24.61,NO INFO,,NO
LTFO2816,BUILDING,BUILDING,410809.57N,0404836.29E,768.33,24.61,NO INFO,,NO
LTFO2817,BUILDING,BUILDING,410812.75N,0404834.34E,774.98,24.61,NO INFO,,NO
LTFO2818,BUILDING,BUILDING,410808.33N,0404838.93E,786.54,24.61,NO INFO,,NO
LTFO2819,MOSQUE,BUILDING,410808.30N,0404838.42E,797.78,49.21,NO INFO,,NO
LTFO2820,MINARET,BUILDING,410808.51N,0404838.58E,893.14,134.51,NO INFO,,NO
LTFO2821,BUILDING,BUILDING,410806.24N,0404840.97E,799.28,24.61,NO INFO,,NO
LTFO2822,BUILDING,BUILDING,410806.06N,0404839.57E,756.27,24.61,NO INFO,,NO
LTFO2823,BUILDING,BUILDING,410806.36N,0404838.30E,733.16,24.61,NO INFO,,NO
LTFO2824,BUILDING,BUILDING,410806.81N,0404837.29E,729.31,24.61,NO INFO,,NO
LTFO2825,BUILDING,BUILDING,410808.75N,0404842.52E,907.64,24.61,NO INFO,,NO
LTFO2826,BUILDING,BUILDING,410808.89N,0404843.31E,932.86,24.61,NO INFO,,NO
LTFO2827,BUILDING,BUILDING,410809.63N,0404842.59E,910.95,24.61,NO INFO,,NO
LTFO2828,BUILDING,BUILDING,410810.09N,0404842.30E,906.50,24.61,NO INFO,,NO
LTFO2829,BUILDING,BUILDING,410816.20N,0404833.99E,743.59,34.45,NO INFO,,NO
LTFO2830,BUILDING,BUILDING,410815.66N,0404833.91E,744.36,24.61,NO INFO,,NO
LTFO2831,BUILDING,BUILDING,410815.85N,0404833.46E,731.64,24.61,NO INFO,,NO
LTFO2832,BUILDING,BUILDING,410816.27N,0404832.94E,724.63,34.45,NO INFO,,NO
LTFO2833,BUILDING,BUILDING,410818.23N,0404835.84E,723.36,24.61,NO INFO,,NO
LTFO2834,BUILDING,BUILDING,410818.05N,0404834.64E,688.50,24.61,NO INFO,,NO
LTFO2835,BUILDING,BUILDING,410818.00N,0404834.04E,670.37,24.61,NO INFO,,NO
LTFO2836,BUILDING,BUILDING,410804.51N,0404839.84E,729.67,24.61,NO INFO,,NO
LTFO2837,BUILDING,BUILDING,410804.69N,0404839.21E,723.18,24.61,NO INFO,,NO
LTFO2838,BUILDING,BUILDING,410805.03N,0404838.90E,724.29,24.61,NO INFO,,NO
LTFO2839,BUILDING,BUILDING,410805.02N,0404838.38E,713.58,24.61,NO INFO,,NO
LTFO2840,BUILDING,BUILDING,410804.09N,0404838.37E,702.80,24.61,NO INFO,,NO
LTFO2841,BUILDING,BUILDING,410803.41N,0404840.08E,706.79,24.61,NO INFO,,NO
LTFO2842,BUILDING,BUILDING,410804.46N,0404840.74E,736.91,24.61,NO INFO,,NO
LTFO2843,BUILDING,BUILDING,410804.42N,0404841.24E,741.30,24.61,NO INFO,,NO
LTFO2844,BUILDING,BUILDING,410803.95N,0404846.45E,854.05,24.61,NO INFO,,NO
LTFO2845,BUILDING,BUILDING,410804.20N,0404847.55E,919.42,34.45,NO INFO,,NO
LTFO2846,BUILDING,BUILDING,410801.20N,0404841.93E,596.68,24.61,NO INFO,,NO
LTFO2847,BUILDING,BUILDING,410801.41N,0404849.58E,900.27,34.45,NO INFO,,NO
LTFO2848,BUILDING,BUILDING,410801.28N,0404850.17E,897.96,24.61,NO INFO,,NO
LTFO2849,BUILDING,BUILDING,410805.87N,0404852.95E,1092.10,24.61,NO INFO,,NO
LTFO2850,BUILDING,BUILDING,410805.31N,0404852.30E,1070.27,34.45,NO INFO,,NO
LTFO2851,BUILDING,BUILDING,410807.62N,0404852.70E,1168.98,24.61,NO INFO,,NO
LTFO2852,BUILDING,BUILDING,410808.19N,0404852.95E,1197.40,34.45,NO INFO,,NO
LTFO2853,BUILDING,BUILDING,410808.40N,0404853.50E,1211.87,34.45,NO INFO,,NO
LTFO2854,BUILDING,BUILDING,410809.15N,0404853.70E,1223.11,34.45,NO INFO,,NO
LTFO2855,BUILDING,BUILDING,410809.99N,0404849.27E,1107.20,24.61,NO INFO,,NO
LTFO2856,BUILDING,BUILDING,410810.40N,0404849.56E,1110.60,24.61,NO INFO,,NO
LTFO2857,BUILDING,BUILDING,410800.47N,0404853.91E,935.47,24.61,NO INFO,,NO
LTFO2858,BUILDING,BUILDING,410759.55N,0404855.70E,944.76,24.61,NO INFO,,NO
LTFO2859,BUILDING,BUILDING,410755.92N,0404859.57E,1080.00,24.61,NO INFO,,NO
LTFO2860,BUILDING,BUILDING,410754.01N,0404857.39E,984.63,24.61,NO INFO,,NO
LTFO2861,BUILDING,BUILDING,410754.11N,0404847.84E,578.15,24.61,NO INFO,,NO
LTFO2862,BUILDING,BUILDING,410753.45N,0404848.27E,602.62,24.61,NO INFO,,NO
LTFO2863,BUILDING,BUILDING,410956.57N,0405149.62E,870.19,24.61,NO INFO,,NO
LTFO2864,BUILDING,BUILDING,410956.21N,0405149.42E,870.71,24.61,NO INFO,,NO
LTFO2865,BUILDING,BUILDING,410955.70N,0405149.18E,877.97,24.61,NO INFO,,NO
LTFO2866,BUILDING,BUILDING,410957.05N,0405150.45E,852.95,34.45,NO INFO,,NO
LTFO2867,BUILDING,BUILDING,410957.57N,0405155.92E,707.54,34.45,NO INFO,,NO
LTFO2868,BUILDING,BUILDING,410957.25N,0405156.44E,679.61,24.61,NO INFO,,NO
LTFO2869,BUILDING,BUILDING,410957.19N,0405157.73E,650.01,24.61,NO INFO,,NO
LTFO2870,BUILDING,BUILDING,410952.65N,0405147.43E,854.77,24.61,NO INFO,,NO
LTFO2871,BUILDING,BUILDING,410954.11N,0405141.92E,1022.63,34.45,NO INFO,,NO
LTFO2872,BUILDING,BUILDING,411002.19N,0405204.74E,444.22,34.45,NO INFO,,NO
LTFO2873,BUILDING,BUILDING,410949.12N,0405130.59E,1140.08,24.61,NO INFO,,NO
LTFO2874,BUILDING,BUILDING,410949.77N,0405126.01E,1095.87,24.61,NO INFO,,NO
LTFO2875,BUILDING,BUILDING,410949.99N,0405125.02E,1071.22,24.61,NO INFO,,NO
LTFO2876,BUILDING,BUILDING,410950.24N,0405126.30E,1107.27,24.61,NO INFO,,NO
LTFO2877,BUILDING,BUILDING,411006.66N,0405100.87E,710.57,34.45,NO INFO,,NO
LTFO2878,BUILDING,BUILDING,411006.32N,0405101.45E,711.80,34.45,NO INFO,,NO
LTFO2879,BUILDING,BUILDING,411005.94N,0405102.01E,711.70,34.45,NO INFO,,NO
LTFO2880,BUILDING,BUILDING,411005.02N,0405103.21E,726.16,44.29,NO INFO,,NO
LTFO2881,BUILDING,BUILDING,411005.88N,0405103.27E,713.57,24.61,NO INFO,,NO
LTFO2882,BUILDING,BUILDING,411006.15N,0405102.90E,723.42,34.45,NO INFO,,NO
LTFO2883,BUILDING,BUILDING,411006.39N,0405102.42E,713.57,24.61,NO INFO,,NO
LTFO2884,BUILDING,BUILDING,411006.82N,0405102.24E,713.57,24.61,NO INFO,,NO
LTFO2885,BUILDING,BUILDING,411006.80N,0405103.35E,723.42,34.45,NO INFO,,NO
LTFO2886,BUILDING,BUILDING,411006.43N,0405103.10E,723.42,34.45,NO INFO,,NO
LTFO2887,BUILDING,BUILDING,411007.22N,0405103.70E,726.43,34.45,NO INFO,,NO
LTFO2888,BUILDING,BUILDING,411006.20N,0405104.37E,752.39,34.45,NO INFO,,NO
LTFO2889,BUILDING,BUILDING,411005.94N,0405104.36E,756.22,34.45,NO INFO,,NO
LTFO2890,BUILDING,BUILDING,411005.04N,0405105.39E,773.27,34.45,NO INFO,,NO
LTFO2891,BUILDING,BUILDING,411004.79N,0405106.22E,803.75,44.29,NO INFO,,NO
LTFO2892,BUILDING,BUILDING,411004.50N,0405105.48E,779.63,34.45,NO INFO,,NO
LTFO2893,BUILDING,BUILDING,411005.24N,0405106.79E,785.65,24.61,NO INFO,,NO
LTFO2894,BUILDING,BUILDING,411003.00N,0405107.89E,824.48,24.61,NO INFO,,NO
LTFO2895,BUILDING,BUILDING,411002.98N,0405106.62E,809.42,24.61,NO INFO,,NO
LTFO2896,BUILDING,BUILDING,411009.73N,0405111.32E,653.39,24.61,NO INFO,,NO
LTFO2897,BUILDING,BUILDING,411008.75N,0405112.15E,694.58,34.45,NO INFO,,NO
LTFO2898,BUILDING,BUILDING,411008.66N,0405111.43E,665.37,24.61,NO INFO,,NO
LTFO2899,BUILDING,BUILDING,411012.91N,0405126.83E,692.83,34.45,NO INFO,,NO
LTFO2900,BUILDING,BUILDING,410945.09N,0405020.93E,522.13,24.61,NO INFO,,NO
LTFO2901,BUILDING,BUILDING,410945.06N,0405020.68E,526.57,34.45,NO INFO,,NO
LTFO2902,BUILDING,BUILDING,410946.26N,0405024.03E,614.65,24.61,NO INFO,,NO
LTFO2903,BUILDING,BUILDING,410946.42N,0405024.34E,620.86,24.61,NO INFO,,NO
LTFO2904,BUILDING,BUILDING,410946.97N,0405027.19E,688.40,34.45,NO INFO,,NO
LTFO2905,BUILDING,BUILDING,410854.51N,0405133.47E,1515.71,24.61,NO INFO,,NO
LTFO2906,BUILDING,BUILDING,410857.82N,0405139.02E,1445.19,34.45,NO INFO,,NO
LTFO2907,BUILDING,BUILDING,410908.38N,0405100.21E,1128.64,24.61,NO INFO,,NO
LTFO2908,BUILDING,BUILDING,410909.30N,0405057.81E,1160.25,24.61,NO INFO,,NO
LTFO2909,BUILDING,BUILDING,410904.81N,0405036.55E,1238.81,24.61,NO INFO,,NO
LTFO2910,BUILDING,BUILDING,410908.45N,0405034.16E,1236.03,44.29,NO INFO,,NO
LTFO2911,BUILDING,BUILDING,410912.01N,0405033.11E,1218.01,24.61,NO INFO,,NO
LTFO2912,BUILDING,BUILDING,410913.69N,0405036.35E,1143.33,24.61,NO INFO,,NO
LTFO2913,BUILDING,BUILDING,410914.90N,0405036.92E,1141.35,24.61,NO INFO,,NO
LTFO2914,BUILDING,BUILDING,410915.57N,0405036.57E,1147.26,24.61,NO INFO,,NO
LTFO2915,BUILDING,BUILDING,410915.78N,0405035.76E,1162.79,34.45,NO INFO,,NO
LTFO2916,BUILDING,BUILDING,410920.57N,0405044.69E,1140.08,24.61,NO INFO,,NO
LTFO2917,BUILDING,BUILDING,410905.41N,0405044.01E,1128.56,24.61,NO INFO,,NO
LTFO2918,BUILDING,BUILDING,410904.90N,0405043.97E,1140.08,24.61,NO INFO,,NO
LTFO2919,BUILDING,BUILDING,410905.01N,0405044.41E,1131.02,24.61,NO INFO,,NO
LTFO2920,BUILDING,BUILDING,410902.24N,0405043.53E,1160.23,24.61,NO INFO,,NO
LTFO2921,BUILDING,BUILDING,410902.27N,0405035.64E,1253.79,24.61,NO INFO,,NO
LTFO2922,BUILDING,BUILDING,410858.66N,0405034.27E,1297.50,24.61,NO INFO,,NO
LTFO2923,BUILDING,BUILDING,410859.33N,0405034.67E,1289.97,24.61,NO INFO,,NO
LTFO2924,BUILDING,BUILDING,410859.44N,0405033.28E,1362.38,24.61,NO INFO,,NO
LTFO2925,BUILDING,BUILDING,410858.96N,0405033.13E,1356.41,24.61,NO INFO,,NO
LTFO2926,BUILDING,BUILDING,410858.48N,0405032.09E,1367.71,24.61,NO INFO,,NO
LTFO2927,BUILDING,BUILDING,410858.20N,0405032.53E,1354.30,24.61,NO INFO,,NO
LTFO2928,BUILDING,BUILDING,410857.42N,0405031.83E,1353.33,24.61,NO INFO,,NO
LTFO2929,BUILDING,BUILDING,410857.72N,0405032.10E,1353.33,24.61,NO INFO,,NO
LTFO2930,BUILDING,BUILDING,410857.22N,0405030.94E,1323.52,24.61,NO INFO,,NO
LTFO2931,BUILDING,BUILDING,410856.26N,0405028.00E,1204.53,24.61,NO INFO,,NO
LTFO2932,BUILDING,BUILDING,410855.88N,0405028.33E,1199.46,24.61,NO INFO,,NO
LTFO2933,BUILDING,BUILDING,410856.82N,0405023.78E,1099.41,24.61,NO INFO,,NO
LTFO2934,BUILDING,BUILDING,410855.51N,0405030.32E,1287.64,24.61,NO INFO,,NO
LTFO2935,BUILDING,BUILDING,410854.81N,0405030.29E,1257.26,24.61,NO INFO,,NO
LTFO2936,BUILDING,BUILDING,410854.41N,0405030.52E,1253.97,24.61,NO INFO,,NO
LTFO2937,BUILDING,BUILDING,410854.06N,0405030.82E,1254.02,24.61,NO INFO,,NO
LTFO2938,BUILDING,BUILDING,410855.19N,0405031.74E,1319.75,24.61,NO INFO,,NO
LTFO2939,BUILDING,BUILDING,410855.60N,0405031.45E,1321.47,24.61,NO INFO,,NO
LTFO2940,BUILDING,BUILDING,410855.60N,0405032.72E,1353.33,24.61,NO INFO,,NO
LTFO2941,BUILDING,BUILDING,410855.09N,0405032.98E,1353.33,24.61,NO INFO,,NO
LTFO2942,BUILDING,BUILDING,410854.79N,0405033.50E,1363.17,34.45,NO INFO,,NO
LTFO2943,BUILDING,BUILDING,410854.31N,0405033.88E,1353.33,24.61,NO INFO,,NO
LTFO2944,BUILDING,BUILDING,410854.09N,0405034.27E,1351.99,24.61,NO INFO,,NO
LTFO2945,BUILDING,BUILDING,410854.68N,0405034.22E,1348.35,34.45,NO INFO,,NO
LTFO2946,BUILDING,BUILDING,410852.51N,0405029.69E,1236.38,24.61,NO INFO,,NO
LTFO2947,BUILDING,BUILDING,410852.24N,0405029.36E,1238.50,24.61,NO INFO,,NO
LTFO2948,BUILDING,BUILDING,410851.89N,0405029.08E,1240.49,34.45,NO INFO,,NO
LTFO2949,BUILDING,BUILDING,410852.14N,0405028.40E,1217.96,34.45,NO INFO,,NO
LTFO2950,BUILDING,BUILDING,410851.82N,0405028.31E,1212.31,24.61,NO INFO,,NO
LTFO2951,BUILDING,BUILDING,410851.71N,0405027.69E,1199.90,24.61,NO INFO,,NO
LTFO2952,BUILDING,BUILDING,410852.10N,0405027.75E,1193.58,24.61,NO INFO,,NO
LTFO2953,BUILDING,BUILDING,410851.24N,0405027.63E,1195.20,24.61,NO INFO,,NO
LTFO2954,BUILDING,BUILDING,410850.72N,0405027.09E,1176.23,24.61,NO INFO,,NO
LTFO2955,BUILDING,BUILDING,410850.59N,0405026.55E,1179.00,34.45,NO INFO,,NO
