Obstacle Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Colour of Lighting,Group,,,,
LTCI_353,TREE,TREE,382850.90N,0432044.09E,5526,52,NO INFO,,NO,,,,
LTCI_354,TREE,TREE,382850.90N,0432044.24E,5531,57,NO INFO,,NO,,,,
LTCI_355,TREE,TREE,382850.83N,0432044.33E,5528,53,NO INFO,,NO,,,,
LTCI_356,TREE,TREE,382850.95N,0432044.45E,5526,52,NO INFO,,NO,,,,
LTCI_357,TREE,TREE,382850.91N,0432044.87E,5534,59,NO INFO,,NO,,,,
LTCI_358,TREE,TREE,382850.93N,0432044.70E,5528,53,NO INFO,,NO,,,,
LTCI_359,TREE,TREE,382851.04N,0432045.15E,5526,51,NO INFO,,NO,,,,
LTCI_360,TREE,TREE,382850.89N,0432045.20E,5530,54,NO INFO,,NO,,,,
LTCI_361,TREE,TREE,382850.89N,0432045.32E,5529,54,NO INFO,,NO,,,,
LTCI_362,TREE,TREE,382850.92N,0432045.47E,5528,52,NO INFO,,NO,,,,
LTCI_363,TREE,TREE,382851.04N,0432045.49E,5528,54,NO INFO,,NO,,,,
LTCI_364,TREE,TREE,382851.85N,0432042.40E,5518,46,NO INFO,,NO,,,,
LTCI_365,TREE,TREE,382851.95N,0432042.10E,5518,47,NO INFO,,NO,,,,
LTCI_366,TREE,TREE,382851.89N,0432041.95E,5516,45,NO INFO,,NO,,,,
LTCI_367,TREE,TREE,382852.14N,0432042.00E,5517,46,NO INFO,,NO,,,,
LTCI_368,TREE,TREE,382852.36N,0432041.95E,5501,30,NO INFO,,NO,,,,
LTCI_369,TREE,TREE,382852.21N,0432042.12E,5500,29,NO INFO,,NO,,,,
LTCI_370,TREE,TREE,382851.87N,0432041.85E,5517,46,NO INFO,,NO,,,,
LTCI_371,TREE,TREE,382851.49N,0432042.23E,5515,43,NO INFO,,NO,,,,
LTCI_372,TREE,TREE,382851.36N,0432042.26E,5512,40,NO INFO,,NO,,,,
LTCI_373,TREE,TREE,382851.20N,0432042.27E,5509,36,NO INFO,,NO,,,,
LTCI_374,TREE,TREE,382851.05N,0432042.26E,5507,35,NO INFO,,NO,,,,
LTCI_375,TREE,TREE,382850.92N,0432042.11E,5510,38,NO INFO,,NO,,,,
LTCI_376,TREE,TREE,382852.75N,0432041.94E,5502,32,NO INFO,,NO,,,,
LTCI_377,TREE,TREE,382853.47N,0432041.74E,5511,42,NO INFO,,NO,,,,
LTCI_378,TREE,TREE,382853.64N,0432041.69E,5508,39,NO INFO,,NO,,,,
LTCI_379,TREE,TREE,382853.74N,0432041.71E,5505,35,NO INFO,,NO,,,,
LTCI_380,TREE,TREE,382854.05N,0432041.64E,5513,44,NO INFO,,NO,,,,
LTCI_381,TREE,TREE,382854.17N,0432041.65E,5512,43,NO INFO,,NO,,,,
LTCI_382,TREE,TREE,382853.99N,0432041.79E,5504,35,NO INFO,,NO,,,,
LTCI_383,TREE,TREE,382854.37N,0432041.81E,5503,33,NO INFO,,NO,,,,
LTCI_384,TREE,TREE,382854.72N,0432041.92E,5522,52,NO INFO,,NO,,,,
LTCI_385,TREE,TREE,382854.79N,0432042.06E,5520,50,NO INFO,,NO,,,,
LTCI_386,TREE,TREE,382854.69N,0432039.03E,5519,51,NO INFO,,NO,,,,
LTCI_387,TREE,TREE,382854.51N,0432038.96E,5514,47,NO INFO,,NO,,,,
LTCI_388,TREE,TREE,382854.51N,0432038.62E,5512,45,NO INFO,,NO,,,,
LTCI_389,TREE,TREE,382854.45N,0432038.23E,5505,38,NO INFO,,NO,,,,
LTCI_390,TREE,TREE,382853.28N,0432045.75E,5518,45,NO INFO,,NO,,,,
LTCI_391,TREE,TREE,382853.82N,0432045.53E,5515,42,NO INFO,,NO,,,,
LTCI_392,TREE,TREE,382854.50N,0432046.42E,5521,47,NO INFO,,NO,,,,
LTCI_393,TREE,TREE,382854.44N,0432045.95E,5507,33,NO INFO,,NO,,,,
LTCI_394,TREE,TREE,382854.35N,0432046.67E,5510,36,NO INFO,,NO,,,,
LTCI_395,TREE,TREE,382854.49N,0432047.00E,5519,45,NO INFO,,NO,,,,
LTCI_396,TREE,TREE,382853.41N,0432046.83E,5514,40,NO INFO,,NO,,,,
LTCI_397,TREE,TREE,382854.50N,0432047.27E,5521,47,NO INFO,,NO,,,,
LTCI_398,TREE,TREE,382854.04N,0432046.57E,5508,34,NO INFO,,NO,,,,
LTCI_399,TREE,TREE,382854.85N,0432049.86E,5524,49,NO INFO,,NO,,,,
LTCI_400,TREE,TREE,382852.86N,0432052.47E,5514,35,NO INFO,,NO,,,,
LTCI_401,TREE,TREE,382852.97N,0432052.65E,5514,35,NO INFO,,NO,,,,
LTCI_402,TREE,TREE,382853.21N,0432052.90E,5512,32,NO INFO,,NO,,,,
LTCI_403,TREE,TREE,382853.05N,0432053.04E,5514,34,NO INFO,,NO,,,,
LTCI_404,TREE,TREE,382853.11N,0432052.56E,5513,35,NO INFO,,NO,,,,
LTCI_405,TREE,TREE,382854.25N,0432056.18E,5524,41,NO INFO,,NO,,,,
LTCI_406,TREE,TREE,382854.47N,0432054.54E,5544,63,NO INFO,,NO,,,,
LTCI_407,TREE,TREE,382854.53N,0432055.07E,5536,55,NO INFO,,NO,,,,
LTCI_408,TREE,TREE,382857.31N,0432056.38E,5545,64,NO INFO,,NO,,,,
LTCI_409,TREE,TREE,382857.35N,0432056.69E,5550,68,NO INFO,,NO,,,,
LTCI_410,TREE,TREE,382857.39N,0432056.71E,5545,64,NO INFO,,NO,,,,
LTCI_411,TREE,TREE,382857.39N,0432056.59E,5537,56,NO INFO,,NO,,,,
LTCI_412,TREE,TREE,382858.11N,0432055.88E,5534,53,NO INFO,,NO,,,,
LTCI_413,TREE,TREE,382858.15N,0432056.03E,5535,54,NO INFO,,NO,,,,
LTCI_414,TREE,TREE,382858.07N,0432056.05E,5532,51,NO INFO,,NO,,,,
LTCI_415,TREE,TREE,382858.41N,0432057.49E,5553,71,NO INFO,,NO,,,,
LTCI_416,TREE,TREE,382858.46N,0432057.38E,5551,69,NO INFO,,NO,,,,
LTCI_417,TREE,TREE,382858.61N,0432057.25E,5543,62,NO INFO,,NO,,,,
LTCI_418,TREE,TREE,382858.69N,0432057.32E,5544,63,NO INFO,,NO,,,,
LTCI_419,TREE,TREE,382858.54N,0432057.32E,5539,57,NO INFO,,NO,,,,
LTCI_420,TREE,TREE,382857.60N,0432059.17E,5541,58,NO INFO,,NO,,,,
LTCI_421,TREE,TREE,382857.73N,0432059.69E,5543,59,NO INFO,,NO,,,,
LTCI_422,TREE,TREE,382900.20N,0432058.19E,5553,72,NO INFO,,NO,,,,
LTCI_423,TREE,TREE,382900.29N,0432058.18E,5552,71,NO INFO,,NO,,,,
LTCI_424,TREE,TREE,382900.40N,0432058.02E,5546,65,NO INFO,,NO,,,,
LTCI_425,TREE,TREE,382900.01N,0432057.27E,5552,71,NO INFO,,NO,,,,
LTCI_426,TREE,TREE,382900.05N,0432057.35E,5554,73,NO INFO,,NO,,,,
LTCI_427,TREE,TREE,382859.97N,0432057.15E,5544,64,NO INFO,,NO,,,,
LTCI_428,TREE,TREE,382900.38N,0432101.17E,5557,73,NO INFO,,NO,,,,
LTCI_429,TREE,TREE,382900.13N,0432101.13E,5546,61,NO INFO,,NO,,,,
LTCI_430,TREE,TREE,382900.14N,0432100.87E,5542,57,NO INFO,,NO,,,,
LTCI_431,TREE,TREE,382900.03N,0432100.85E,5542,57,NO INFO,,NO,,,,
LTCI_432,TREE,TREE,382900.73N,0432101.19E,5539,55,NO INFO,,NO,,,,
LTCI_433,TREE,TREE,382901.40N,0432101.30E,5534,49,NO INFO,,NO,,,,
LTCI_434,TREE,TREE,382901.56N,0432101.24E,5538,55,NO INFO,,NO,,,,
LTCI_435,TREE,TREE,382901.64N,0432101.37E,5540,55,NO INFO,,NO,,,,
LTCI_436,TREE,TREE,382901.96N,0432101.16E,5534,52,NO INFO,,NO,,,,
LTCI_437,TREE,TREE,382901.42N,0432103.79E,5548,65,NO INFO,,NO,,,,
LTCI_438,TREE,TREE,382901.57N,0432104.51E,5553,70,NO INFO,,NO,,,,
LTCI_439,TREE,TREE,382906.36N,0432109.42E,5557,74,NO INFO,,NO,,,,
LTCI_440,TREE,TREE,382906.36N,0432109.74E,5560,77,NO INFO,,NO,,,,
LTCI_441,TREE,TREE,382906.58N,0432110.51E,5563,79,NO INFO,,NO,,,,
LTCI_442,TREE,TREE,382906.70N,0432110.83E,5558,75,NO INFO,,NO,,,,
LTCI_443,TREE,TREE,382901.47N,0432047.28E,5540,69,NO INFO,,NO,,,,
LTCI_444,TREE,TREE,382901.43N,0432047.02E,5531,60,NO INFO,,NO,,,,
LTCI_445,TREE,TREE,382901.61N,0432047.38E,5519,48,NO INFO,,NO,,,,
LTCI_446,TREE,TREE,382901.55N,0432046.95E,5537,66,NO INFO,,NO,,,,
LTCI_447,TREE,TREE,382901.58N,0432046.86E,5533,63,NO INFO,,NO,,,,
LTCI_448,TREE,TREE,382901.64N,0432046.79E,5526,55,NO INFO,,NO,,,,
LTCI_449,TREE,TREE,382901.65N,0432046.72E,5525,55,NO INFO,,NO,,,,
LTCI_450,TREE,TREE,382901.83N,0432046.63E,5525,54,NO INFO,,NO,,,,
LTCI_451,TREE,TREE,382901.88N,0432046.29E,5530,61,NO INFO,,NO,,,,
LTCI_452,TREE,TREE,382901.91N,0432046.06E,5532,63,NO INFO,,NO,,,,
LTCI_453,TREE,TREE,382901.87N,0432046.00E,5532,63,NO INFO,,NO,,,,
LTCI_454,TREE,TREE,382901.83N,0432045.95E,5532,63,NO INFO,,NO,,,,
LTCI_455,TREE,TREE,382901.82N,0432046.13E,5527,58,NO INFO,,NO,,,,
LTCI_456,TREE,TREE,382902.00N,0432045.92E,5535,66,NO INFO,,NO,,,,
LTCI_457,TREE,TREE,382902.01N,0432046.03E,5532,63,NO INFO,,NO,,,,
LTCI_458,TREE,TREE,382902.11N,0432045.83E,5532,63,NO INFO,,NO,,,,
LTCI_459,TREE,TREE,382902.15N,0432045.73E,5533,64,NO INFO,,NO,,,,
LTCI_460,TREE,TREE,382902.10N,0432045.60E,5535,67,NO INFO,,NO,,,,
LTCI_461,TREE,TREE,382902.08N,0432045.71E,5529,61,NO INFO,,NO,,,,
LTCI_462,TREE,TREE,382902.17N,0432045.62E,5532,64,NO INFO,,NO,,,,
LTCI_463,TREE,TREE,382902.24N,0432045.54E,5526,58,NO INFO,,NO,,,,
LTCI_464,TREE,TREE,382902.43N,0432045.14E,5526,58,NO INFO,,NO,,,,
LTCI_465,TREE,TREE,382902.47N,0432045.33E,5524,56,NO INFO,,NO,,,,
LTCI_466,TREE,TREE,382902.32N,0432045.56E,5519,51,NO INFO,,NO,,,,
LTCI_467,TREE,TREE,382902.98N,0432043.92E,5529,63,NO INFO,,NO,,,,
LTCI_468,TREE,TREE,382902.98N,0432043.99E,5523,57,NO INFO,,NO,,,,
LTCI_469,TREE,TREE,382903.07N,0432043.78E,5524,58,NO INFO,,NO,,,,
LTCI_470,TREE,TREE,382903.10N,0432043.68E,5526,60,NO INFO,,NO,,,,
LTCI_471,TREE,TREE,382902.92N,0432043.62E,5527,61,NO INFO,,NO,,,,
LTCI_472,TREE,TREE,382903.00N,0432043.44E,5524,59,NO INFO,,NO,,,,
LTCI_473,TREE,TREE,382902.81N,0432043.44E,5523,58,NO INFO,,NO,,,,
LTCI_474,TREE,TREE,382902.83N,0432043.54E,5519,54,NO INFO,,NO,,,,
LTCI_475,TREE,TREE,382902.76N,0432043.38E,5519,54,NO INFO,,NO,,,,
LTCI_476,TREE,TREE,382902.45N,0432043.32E,5519,53,NO INFO,,NO,,,,
LTCI_477,TREE,TREE,382901.36N,0432042.88E,5522,57,NO INFO,,NO,,,,
LTCI_478,TREE,TREE,382901.50N,0432043.02E,5523,57,NO INFO,,NO,,,,
LTCI_479,TREE,TREE,382901.49N,0432042.78E,5521,56,NO INFO,,NO,,,,
LTCI_480,TREE,TREE,382901.79N,0432042.99E,5520,55,NO INFO,,NO,,,,
LTCI_481,TREE,TREE,382901.89N,0432043.02E,5523,57,NO INFO,,NO,,,,
LTCI_482,TREE,TREE,382901.91N,0432043.12E,5522,56,NO INFO,,NO,,,,
LTCI_483,TREE,TREE,382901.80N,0432043.09E,5525,59,NO INFO,,NO,,,,
LTCI_484,TREE,TREE,382901.62N,0432042.54E,5516,51,NO INFO,,NO,,,,
LTCI_485,TREE,TREE,382901.12N,0432042.86E,5524,59,NO INFO,,NO,,,,
LTCI_486,TREE,TREE,382901.05N,0432042.83E,5522,56,NO INFO,,NO,,,,
LTCI_487,TREE,TREE,382900.56N,0432042.58E,5519,54,NO INFO,,NO,,,,
LTCI_488,TREE,TREE,382900.74N,0432042.73E,5515,49,NO INFO,,NO,,,,
LTCI_489,TREE,TREE,382900.38N,0432042.82E,5517,51,NO INFO,,NO,,,,
LTCI_490,TREE,TREE,382900.41N,0432042.94E,5518,52,NO INFO,,NO,,,,
LTCI_491,TREE,TREE,382900.49N,0432042.87E,5515,49,NO INFO,,NO,,,,
LTCI_492,TREE,TREE,382900.31N,0432043.04E,5514,48,NO INFO,,NO,,,,
LTCI_493,TREE,TREE,382900.33N,0432043.27E,5514,49,NO INFO,,NO,,,,
LTCI_494,TREE,TREE,382900.22N,0432043.44E,5518,53,NO INFO,,NO,,,,
LTCI_495,TREE,TREE,382900.15N,0432043.56E,5513,47,NO INFO,,NO,,,,
LTCI_496,TREE,TREE,382900.13N,0432043.67E,5515,49,NO INFO,,NO,,,,
LTCI_497,TREE,TREE,382900.12N,0432043.78E,5518,52,NO INFO,,NO,,,,
LTCI_498,TREE,TREE,382859.98N,0432044.31E,5515,48,NO INFO,,NO,,,,
LTCI_499,TREE,TREE,382900.06N,0432044.31E,5514,48,NO INFO,,NO,,,,
LTCI_500,TREE,TREE,382859.85N,0432044.85E,5520,53,NO INFO,,NO,,,,
LTCI_501,TREE,TREE,382859.81N,0432044.81E,5519,51,NO INFO,,NO,,,,
LTCI_502,TREE,TREE,382859.74N,0432044.98E,5515,47,NO INFO,,NO,,,,
LTCI_503,TREE,TREE,382858.69N,0432042.59E,5512,46,NO INFO,,NO,,,,
LTCI_504,TREE,TREE,382857.79N,0432041.99E,5514,48,NO INFO,,NO,,,,
LTCI_505,TREE,TREE,382857.93N,0432041.96E,5513,47,NO INFO,,NO,,,,
LTCI_506,TREE,TREE,382857.81N,0432041.62E,5511,45,NO INFO,,NO,,,,
LTCI_507,TREE,TREE,382856.27N,0432037.99E,5502,37,NO INFO,,NO,,,,
LTCI_508,TREE,TREE,382855.70N,0432038.38E,5502,35,NO INFO,,NO,,,,
LTCI_509,TREE,TREE,382853.95N,0432036.41E,5499,33,NO INFO,,NO,,,,
LTCI_510,TREE,TREE,382853.76N,0432036.39E,5496,31,NO INFO,,NO,,,,
LTCI_511,TREE,TREE,382853.55N,0432036.34E,5498,33,NO INFO,,NO,,,,
LTCI_512,TREE,TREE,382853.52N,0432036.08E,5496,31,NO INFO,,NO,,,,
LTCI_513,TREE,TREE,382853.57N,0432035.93E,5497,32,NO INFO,,NO,,,,
LTCI_514,TREE,TREE,382853.23N,0432036.23E,5515,50,NO INFO,,NO,,,,
LTCI_515,TREE,TREE,382853.06N,0432036.23E,5520,55,NO INFO,,NO,,,,
LTCI_516,TREE,TREE,382852.96N,0432036.23E,5524,59,NO INFO,,NO,,,,
LTCI_517,TREE,TREE,382852.93N,0432036.20E,5524,58,NO INFO,,NO,,,,
LTCI_518,TREE,TREE,382852.77N,0432036.21E,5520,55,NO INFO,,NO,,,,
LTCI_519,TREE,TREE,382852.73N,0432036.24E,5519,54,NO INFO,,NO,,,,
LTCI_520,TREE,TREE,382852.55N,0432036.20E,5514,49,NO INFO,,NO,,,,
LTCI_521,TREE,TREE,382852.45N,0432036.20E,5511,46,NO INFO,,NO,,,,
LTCI_522,TREE,TREE,382852.51N,0432036.42E,5495,29,NO INFO,,NO,,,,
LTCI_523,TREE,TREE,382852.07N,0432036.21E,5504,38,NO INFO,,NO,,,,
LTCI_524,TREE,TREE,382851.86N,0432036.38E,5495,29,NO INFO,,NO,,,,
LTCI_525,TREE,TREE,382851.51N,0432036.14E,5504,38,NO INFO,,NO,,,,
LTCI_526,TREE,TREE,382851.22N,0432036.24E,5495,29,NO INFO,,NO,,,,
LTCI_527,TREE,TREE,382850.77N,0432036.30E,5491,24,NO INFO,,NO,,,,
LTCI_528,TREE,TREE,382851.02N,0432036.28E,5496,29,NO INFO,,NO,,,,
LTCI_529,TREE,TREE,382851.27N,0432035.70E,5495,29,NO INFO,,NO,,,,
LTCI_530,TREE,TREE,382851.24N,0432035.36E,5502,37,NO INFO,,NO,,,,
LTCI_531,TREE,TREE,382851.26N,0432035.54E,5496,31,NO INFO,,NO,,,,
LTCI_532,TREE,TREE,382850.81N,0432035.22E,5492,26,NO INFO,,NO,,,,
LTCI_533,TREE,TREE,382850.51N,0432035.43E,5491,25,NO INFO,,NO,,,,
LTCI_534,TREE,TREE,382850.28N,0432035.16E,5500,33,NO INFO,,NO,,,,
LTCI_535,TREE,TREE,382850.28N,0432034.93E,5500,34,NO INFO,,NO,,,,
LTCI_536,TREE,TREE,382850.38N,0432034.94E,5500,34,NO INFO,,NO,,,,
LTCI_537,TREE,TREE,382850.02N,0432034.79E,5504,38,NO INFO,,NO,,,,
LTCI_538,TREE,TREE,382850.10N,0432035.12E,5497,31,NO INFO,,NO,,,,
LTCI_539,TREE,TREE,382850.11N,0432035.37E,5491,25,NO INFO,,NO,,,,
LTCI_540,TREE,TREE,382849.86N,0432034.83E,5492,26,NO INFO,,NO,,,,
LTCI_541,TREE,TREE,382849.77N,0432034.79E,5493,28,NO INFO,,NO,,,,
LTCI_542,TREE,TREE,382848.95N,0432041.15E,5511,38,NO INFO,,NO,,,,
LTCI_543,TREE,TREE,382849.40N,0432040.86E,5494,22,NO INFO,,NO,,,,
LTCI_544,TREE,TREE,382848.99N,0432041.73E,5507,34,NO INFO,,NO,,,,
LTCI_545,TREE,TREE,382849.03N,0432041.98E,5499,25,NO INFO,,NO,,,,
LTCI_546,TREE,TREE,382848.99N,0432041.55E,5499,26,NO INFO,,NO,,,,
LTCI_547,TREE,TREE,382848.96N,0432040.62E,5499,27,NO INFO,,NO,,,,
LTCI_548,TREE,TREE,382848.92N,0432040.51E,5496,24,NO INFO,,NO,,,,
LTCI_549,TREE,TREE,382849.01N,0432040.34E,5502,31,NO INFO,,NO,,,,
LTCI_550,TREE,TREE,382848.94N,0432039.97E,5492,21,NO INFO,,NO,,,,
LTCI_551,TREE,TREE,382849.41N,0432039.69E,5496,26,NO INFO,,NO,,,,
LTCI_552,TREE,TREE,382849.45N,0432039.91E,5493,22,NO INFO,,NO,,,,
LTCI_553,TREE,TREE,382849.74N,0432039.63E,5493,22,NO INFO,,NO,,,,
LTCI_554,TREE,TREE,382849.76N,0432038.82E,5502,32,NO INFO,,NO,,,,
LTCI_555,TREE,TREE,382849.31N,0432037.63E,5492,24,NO INFO,,NO,,,,
LTCI_556,TREE,TREE,382848.90N,0432038.53E,5498,28,NO INFO,,NO,,,,
LTCI_557,TREE,TREE,382848.93N,0432038.75E,5491,22,NO INFO,,NO,,,,
LTCI_558,TREE,TREE,382848.98N,0432039.03E,5491,21,NO INFO,,NO,,,,
LTCI_559,TREE,TREE,382848.85N,0432038.06E,5492,22,NO INFO,,NO,,,,
LTCI_560,TREE,TREE,382848.87N,0432037.82E,5492,23,NO INFO,,NO,,,,
LTCI_561,TREE,TREE,382848.79N,0432036.19E,5494,27,NO INFO,,NO,,,,
LTCI_562,TREE,TREE,382848.72N,0432036.12E,5488,21,NO INFO,,NO,,,,
LTCI_563,TREE,TREE,382848.81N,0432035.88E,5494,27,NO INFO,,NO,,,,
LTCI_564,TREE,TREE,382848.79N,0432035.72E,5501,34,NO INFO,,NO,,,,
LTCI_565,TREE,TREE,382848.75N,0432035.63E,5496,30,NO INFO,,NO,,,,
LTCI_566,TREE,TREE,382848.75N,0432035.54E,5490,24,NO INFO,,NO,,,,
LTCI_567,TREE,TREE,382848.77N,0432035.47E,5492,25,NO INFO,,NO,,,,
LTCI_568,TREE,TREE,382848.76N,0432035.36E,5488,22,NO INFO,,NO,,,,
LTCI_569,TREE,TREE,382849.16N,0432035.67E,5488,22,NO INFO,,NO,,,,
LTCI_570,TREE,TREE,382849.21N,0432035.64E,5488,22,NO INFO,,NO,,,,
LTCI_571,TREE,TREE,382849.29N,0432035.68E,5489,24,NO INFO,,NO,,,,
LTCI_572,TREE,TREE,382849.46N,0432035.67E,5491,25,NO INFO,,NO,,,,
LTCI_573,TREE,TREE,382849.55N,0432035.66E,5492,26,NO INFO,,NO,,,,
LTCI_574,TREE,TREE,382849.61N,0432035.71E,5493,26,NO INFO,,NO,,,,
LTCI_575,TREE,TREE,382849.60N,0432036.17E,5494,27,NO INFO,,NO,,,,
LTCI_576,TREE,TREE,382849.45N,0432036.12E,5493,26,NO INFO,,NO,,,,
LTCI_577,TREE,TREE,382849.55N,0432036.23E,5492,26,NO INFO,,NO,,,,
LTCI_578,TREE,TREE,382849.40N,0432036.43E,5493,27,NO INFO,,NO,,,,
LTCI_579,TREE,TREE,382849.46N,0432036.45E,5494,27,NO INFO,,NO,,,,
LTCI_580,TREE,TREE,382849.55N,0432036.51E,5492,25,NO INFO,,NO,,,,
LTCI_581,TREE,TREE,382849.43N,0432036.55E,5491,24,NO INFO,,NO,,,,
LTCI_582,TREE,TREE,382849.21N,0432036.55E,5490,23,NO INFO,,NO,,,,
LTCI_583,TREE,TREE,382849.11N,0432036.53E,5493,26,NO INFO,,NO,,,,
LTCI_584,TREE,TREE,382849.02N,0432036.54E,5490,22,NO INFO,,NO,,,,
LTCI_585,TREE,TREE,382849.70N,0432036.39E,5490,23,NO INFO,,NO,,,,
LTCI_586,TREE,TREE,382849.74N,0432036.48E,5491,24,NO INFO,,NO,,,,
LTCI_587,TREE,TREE,382849.90N,0432036.57E,5492,25,NO INFO,,NO,,,,
LTCI_588,TREE,TREE,382849.96N,0432036.63E,5492,25,NO INFO,,NO,,,,
LTCI_589,TREE,TREE,382849.94N,0432036.61E,5495,28,NO INFO,,NO,,,,
LTCI_590,TREE,TREE,382850.02N,0432036.38E,5491,24,NO INFO,,NO,,,,
LTCI_591,TREE,TREE,382850.06N,0432036.30E,5493,26,NO INFO,,NO,,,,
LTCI_592,TREE,TREE,382850.11N,0432036.33E,5492,25,NO INFO,,NO,,,,
LTCI_593,TREE,TREE,382849.92N,0432036.32E,5491,24,NO INFO,,NO,,,,
LTCI_594,TREE,TREE,382850.45N,0432036.15E,5491,24,NO INFO,,NO,,,,
LTCI_595,TREE,TREE,382851.17N,0432034.58E,5492,28,NO INFO,,NO,,,,
LTCI_596,TREE,TREE,382851.12N,0432034.32E,5515,51,NO INFO,,NO,,,,
LTCI_597,TREE,TREE,382851.12N,0432034.12E,5512,48,NO INFO,,NO,,,,
LTCI_598,TREE,TREE,382851.13N,0432033.98E,5513,49,NO INFO,,NO,,,,
LTCI_599,TREE,TREE,382851.13N,0432033.93E,5519,55,NO INFO,,NO,,,,
LTCI_600,TREE,TREE,382851.12N,0432033.82E,5511,47,NO INFO,,NO,,,,
LTCI_601,TREE,TREE,382851.08N,0432033.83E,5510,46,NO INFO,,NO,,,,
LTCI_602,TREE,TREE,382851.16N,0432034.09E,5514,50,NO INFO,,NO,,,,
LTCI_603,TREE,TREE,382851.12N,0432033.65E,5511,48,NO INFO,,NO,,,,
LTCI_604,TREE,TREE,382851.13N,0432033.61E,5510,46,NO INFO,,NO,,,,
LTCI_605,TREE,TREE,382851.10N,0432033.47E,5504,41,NO INFO,,NO,,,,
LTCI_606,TREE,TREE,382851.06N,0432033.23E,5499,35,NO INFO,,NO,,,,
LTCI_607,TREE,TREE,382851.05N,0432032.91E,5496,33,NO INFO,,NO,,,,
LTCI_608,TREE,TREE,382851.66N,0432032.91E,5511,49,NO INFO,,NO,,,,
LTCI_609,TREE,TREE,382851.73N,0432033.14E,5505,43,NO INFO,,NO,,,,
LTCI_610,TREE,TREE,382851.69N,0432033.13E,5507,45,NO INFO,,NO,,,,
LTCI_611,TREE,TREE,382851.70N,0432033.55E,5490,27,NO INFO,,NO,,,,
LTCI_612,TREE,TREE,382851.77N,0432033.54E,5491,28,NO INFO,,NO,,,,
LTCI_613,TREE,TREE,382851.65N,0432033.39E,5491,29,NO INFO,,NO,,,,
LTCI_614,TREE,TREE,382852.15N,0432034.42E,5499,36,NO INFO,,NO,,,,
LTCI_615,TREE,TREE,382852.37N,0432034.37E,5500,37,NO INFO,,NO,,,,
LTCI_616,TREE,TREE,382854.07N,0432034.57E,5522,59,NO INFO,,NO,,,,
LTCI_617,TREE,TREE,382854.02N,0432034.45E,5517,53,NO INFO,,NO,,,,
LTCI_618,TREE,TREE,382854.06N,0432034.35E,5515,51,NO INFO,,NO,,,,
LTCI_619,TREE,TREE,382853.88N,0432034.10E,5500,37,NO INFO,,NO,,,,
LTCI_620,TREE,TREE,382850.69N,0432044.74E,5505,30,NO INFO,,NO,,,,
LTCI_621,TREE,TREE,382850.86N,0432044.52E,5529,54,NO INFO,,NO,,,,
LTCI_622,TREE,TREE,382850.35N,0432043.91E,5501,26,NO INFO,,NO,,,,
LTCI_623,TREE,TREE,382850.21N,0432043.92E,5499,24,NO INFO,,NO,,,,
LTCI_624,TREE,TREE,382849.70N,0432044.02E,5504,29,NO INFO,,NO,,,,
LTCI_625,TREE,TREE,382849.49N,0432044.04E,5500,25,NO INFO,,NO,,,,
LTCI_626,TREE,TREE,382849.25N,0432043.44E,5501,27,NO INFO,,NO,,,,
LTCI_627,TREE,TREE,382849.30N,0432043.49E,5500,26,NO INFO,,NO,,,,
LTCI_628,TREE,TREE,382849.49N,0432043.39E,5502,28,NO INFO,,NO,,,,
LTCI_629,TREE,TREE,382849.20N,0432043.75E,5498,23,NO INFO,,NO,,,,
LTCI_630,TREE,TREE,382849.27N,0432043.96E,5498,23,NO INFO,,NO,,,,
LTCI_631,TREE,TREE,382848.95N,0432044.01E,5518,44,NO INFO,,NO,,,,
LTCI_632,TREE,TREE,382848.98N,0432044.09E,5518,43,NO INFO,,NO,,,,
LTCI_633,TREE,TREE,382848.88N,0432044.06E,5512,37,NO INFO,,NO,,,,
LTCI_634,TREE,TREE,382848.82N,0432044.12E,5511,36,NO INFO,,NO,,,,
LTCI_635,TREE,TREE,382849.04N,0432043.86E,5495,21,NO INFO,,NO,,,,
LTCI_636,TREE,TREE,382848.51N,0432044.14E,5510,34,NO INFO,,NO,,,,
LTCI_637,TREE,TREE,382848.68N,0432044.36E,5498,23,NO INFO,,NO,,,,
LTCI_638,TREE,TREE,382848.73N,0432042.91E,5496,22,NO INFO,,NO,,,,
LTCI_639,TREE,TREE,382848.97N,0432043.49E,5496,21,NO INFO,,NO,,,,
LTCI_640,TREE,TREE,382848.97N,0432043.56E,5495,21,NO INFO,,NO,,,,
LTCI_641,TREE,TREE,382849.21N,0432043.24E,5496,22,NO INFO,,NO,,,,
LTCI_642,TREE,TREE,382849.20N,0432043.33E,5496,21,NO INFO,,NO,,,,
LTCI_643,TREE,TREE,382849.44N,0432043.39E,5500,26,NO INFO,,NO,,,,
LTCI_644,TREE,TREE,382848.00N,0432044.07E,5497,22,NO INFO,,NO,,,,
LTCI_645,TREE,TREE,382848.17N,0432044.21E,5497,21,NO INFO,,NO,,,,
LTCI_646,TREE,TREE,382847.77N,0432044.05E,5496,21,NO INFO,,NO,,,,
LTCI_647,TREE,TREE,382847.53N,0432044.13E,5494,19,NO INFO,,NO,,,,
