Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTCN9041,BUILDING,BUILDING,373436.28N,0365747.24E,1872.38,24.61,NO INFO,,NO
LTCN9042,BUILDING,BUILDING,373436.42N,0365747.95E,1874.21,24.61,NO INFO,,NO
LTCN9043,BUILDING,BUILDING,373436.74N,0365748.26E,1865.88,14.76,NO INFO,,NO
LTCN9044,BUILDING,BUILDING,373437.07N,0365748.34E,1867.41,14.76,NO INFO,,NO
LTCN9045,BUILDING,BUILDING,373437.49N,0365748.67E,1879.40,24.61,NO INFO,,NO
LTCN9046,BUILDING,BUILDING,373436.10N,0365747.85E,1872.69,24.61,NO INFO,,NO
LTCN9047,BUILDING,BUILDING,373435.99N,0365747.23E,1871.15,24.61,NO INFO,,NO
LTCN9048,BUILDING,BUILDING,373435.79N,0365747.69E,1861.33,14.76,NO INFO,,NO
LTCN9049,BUILDING,BUILDING,373435.62N,0365746.96E,1869.62,24.61,NO INFO,,NO
LTCN9050,BUILDING,BUILDING,373435.44N,0365747.65E,1860.15,14.76,NO INFO,,NO
LTCN9051,BUILDING,BUILDING,373435.26N,0365746.80E,1868.09,24.61,NO INFO,,NO
LTCN9052,BUILDING,BUILDING,373434.96N,0365746.59E,1866.56,24.61,NO INFO,,NO
LTCN9053,BUILDING,BUILDING,373434.61N,0365746.40E,1865.04,24.61,NO INFO,,NO
LTCN9054,BUILDING,BUILDING,373434.41N,0365746.86E,1855.27,14.76,NO INFO,,NO
LTCN9055,BUILDING,BUILDING,373434.75N,0365747.18E,1857.12,14.76,NO INFO,,NO
LTCN9056,BUILDING,BUILDING,373434.46N,0365748.08E,1867.55,24.61,NO INFO,,NO
LTCN9057,BUILDING,BUILDING,373434.05N,0365747.92E,1865.61,24.61,NO INFO,,NO
LTCN9058,BUILDING,BUILDING,373434.58N,0365748.81E,1859.81,14.76,NO INFO,,NO
LTCN9059,BUILDING,BUILDING,373434.70N,0365749.03E,1860.27,14.76,NO INFO,,NO
LTCN9060,BUILDING,BUILDING,373435.63N,0365749.38E,1873.79,24.61,NO INFO,,NO
LTCN9061,BUILDING,BUILDING,373435.22N,0365749.29E,1862.10,14.76,NO INFO,,NO
LTCN9062,BUILDING,BUILDING,373436.11N,0365749.00E,1864.85,14.76,NO INFO,,NO
LTCN9063,BUILDING,BUILDING,373435.72N,0365748.95E,1863.42,14.76,NO INFO,,NO
LTCN9064,BUILDING,BUILDING,373436.23N,0365751.23E,1879.23,24.61,NO INFO,,NO
LTCN9065,BUILDING,BUILDING,373436.62N,0365749.80E,1877.91,24.61,NO INFO,,NO
LTCN9066,BUILDING,BUILDING,373436.25N,0365749.64E,1866.58,14.76,NO INFO,,NO
LTCN9067,BUILDING,BUILDING,373436.43N,0365749.11E,1865.87,14.76,NO INFO,,NO
LTCN9068,BUILDING,BUILDING,373435.82N,0365752.32E,1878.63,24.61,NO INFO,,NO
LTCN9069,BUILDING,BUILDING,373435.63N,0365753.30E,1878.73,24.61,NO INFO,,NO
LTCN9070,BUILDING,BUILDING,373443.42N,0365743.31E,1896.54,24.61,NO INFO,,NO
LTCN9071,BUILDING,BUILDING,373443.16N,0365743.24E,1895.31,24.61,NO INFO,,NO
LTCN9072,BUILDING,BUILDING,373442.63N,0365743.30E,1894.53,24.61,NO INFO,,NO
LTCN9073,BUILDING,BUILDING,373442.28N,0365743.96E,1894.66,24.61,NO INFO,,NO
LTCN9074,BUILDING,BUILDING,373443.31N,0365743.98E,1897.34,24.61,NO INFO,,NO
LTCN9075,BUILDING,BUILDING,373443.77N,0365743.94E,1898.58,24.61,NO INFO,,NO
LTCN9076,BUILDING,BUILDING,373444.48N,0365744.11E,1890.80,14.76,NO INFO,,NO
LTCN9077,BUILDING,BUILDING,373444.76N,0365744.26E,1892.03,14.76,NO INFO,,NO
LTCN9078,BUILDING,BUILDING,373445.37N,0365744.17E,1893.38,14.76,NO INFO,,NO
LTCN9079,BUILDING,BUILDING,373445.46N,0365743.51E,1902.10,24.61,NO INFO,,NO
LTCN9080,BUILDING,BUILDING,373445.08N,0365743.22E,1900.81,24.61,NO INFO,,NO
LTCN9081,BUILDING,BUILDING,373444.66N,0365743.22E,1899.50,24.61,NO INFO,,NO
LTCN9082,BUILDING,BUILDING,373444.45N,0365743.21E,1898.68,24.61,NO INFO,,NO
LTCN9083,BUILDING,BUILDING,373445.17N,0365743.72E,1891.73,14.76,NO INFO,,NO
LTCN9084,BUILDING,BUILDING,373446.14N,0365743.39E,1903.94,24.61,NO INFO,,NO
LTCN9085,BUILDING,BUILDING,373446.75N,0365743.46E,1915.56,34.45,NO INFO,,NO
LTCN9086,BUILDING,BUILDING,373447.08N,0365743.48E,1906.64,24.61,NO INFO,,NO
LTCN9087,BUILDING,BUILDING,373447.09N,0365744.42E,1908.53,24.61,NO INFO,,NO
LTCN9088,BUILDING,BUILDING,373446.69N,0365744.31E,1907.25,24.61,NO INFO,,NO
LTCN9089,BUILDING,BUILDING,373446.38N,0365744.25E,1906.32,24.61,NO INFO,,NO
LTCN9090,BUILDING,BUILDING,373446.09N,0365744.30E,1905.37,24.61,NO INFO,,NO
LTCN9091,BUILDING,BUILDING,373446.74N,0365745.40E,1909.01,24.61,NO INFO,,NO
LTCN9092,BUILDING,BUILDING,373446.40N,0365745.27E,1908.17,24.61,NO INFO,,NO
LTCN9093,BUILDING,BUILDING,373446.03N,0365745.28E,1907.32,24.61,NO INFO,,NO
LTCN9094,BUILDING,BUILDING,373446.06N,0365746.05E,1898.99,14.76,NO INFO,,NO
LTCN9095,BUILDING,BUILDING,373445.34N,0365745.17E,1904.73,24.61,NO INFO,,NO
LTCN9096,BUILDING,BUILDING,373444.80N,0365745.77E,1904.58,24.61,NO INFO,,NO
LTCN9097,BUILDING,BUILDING,373444.41N,0365745.21E,1892.82,14.76,NO INFO,,NO
LTCN9098,BUILDING,BUILDING,373444.37N,0365745.56E,1912.67,34.45,NO INFO,,NO
LTCN9099,BUILDING,BUILDING,373444.30N,0365745.82E,1912.96,34.45,NO INFO,,NO
LTCN9100,BUILDING,BUILDING,373443.19N,0365744.99E,1898.54,24.61,NO INFO,,NO
LTCN9101,BUILDING,BUILDING,373443.13N,0365745.43E,1899.12,24.61,NO INFO,,NO
LTCN9102,BUILDING,BUILDING,373443.11N,0365745.84E,1899.20,24.61,NO INFO,,NO
LTCN9103,BUILDING,BUILDING,373442.55N,0365744.99E,1896.58,24.61,NO INFO,,NO
LTCN9104,BUILDING,BUILDING,373441.96N,0365744.90E,1904.67,34.45,NO INFO,,NO
LTCN9105,BUILDING,BUILDING,373441.92N,0365745.46E,1895.20,24.61,NO INFO,,NO
LTCN9106,BUILDING,BUILDING,373442.16N,0365744.32E,1884.90,14.76,NO INFO,,NO
LTCN9107,BUILDING,BUILDING,373441.89N,0365746.03E,1895.87,24.61,NO INFO,,NO
LTCN9108,BUILDING,BUILDING,373442.08N,0365746.52E,1896.76,24.61,NO INFO,,NO
LTCN9109,BUILDING,BUILDING,373441.90N,0365746.49E,1896.22,24.61,NO INFO,,NO
LTCN9110,BUILDING,BUILDING,373439.78N,0365744.05E,1884.73,24.61,NO INFO,,NO
LTCN9111,BUILDING,BUILDING,373443.53N,0365745.49E,1890.54,14.76,NO INFO,,NO
LTCN9112,BUILDING,BUILDING,373443.52N,0365745.81E,1890.83,14.76,NO INFO,,NO
LTCN9113,BUILDING,BUILDING,373443.53N,0365746.24E,1901.24,24.61,NO INFO,,NO
LTCN9114,BUILDING,BUILDING,373443.54N,0365746.60E,1891.96,14.76,NO INFO,,NO
LTCN9115,BUILDING,BUILDING,373443.39N,0365747.47E,1892.16,14.76,NO INFO,,NO
LTCN9116,BUILDING,BUILDING,373443.29N,0365747.04E,1891.81,14.76,NO INFO,,NO
LTCN9117,BUILDING,BUILDING,373443.12N,0365747.23E,1900.74,24.61,NO INFO,,NO
LTCN9118,BUILDING,BUILDING,373443.02N,0365748.14E,1900.99,24.61,NO INFO,,NO
LTCN9119,BUILDING,BUILDING,373442.93N,0365748.49E,1900.43,24.61,NO INFO,,NO
LTCN9120,BUILDING,BUILDING,373442.97N,0365748.99E,1900.51,24.61,NO INFO,,NO
LTCN9121,BUILDING,BUILDING,373443.32N,0365749.22E,1901.84,24.61,NO INFO,,NO
LTCN9122,BUILDING,BUILDING,373443.39N,0365749.61E,1902.78,24.61,NO INFO,,NO
LTCN9123,BUILDING,BUILDING,373444.12N,0365748.93E,1904.72,24.61,NO INFO,,NO
LTCN9124,BUILDING,BUILDING,373444.61N,0365748.56E,1896.67,14.76,NO INFO,,NO
LTCN9125,BUILDING,BUILDING,373444.80N,0365747.90E,1907.43,24.61,NO INFO,,NO
LTCN9126,BUILDING,BUILDING,373444.27N,0365747.86E,1895.24,14.76,NO INFO,,NO
LTCN9127,BUILDING,BUILDING,373444.32N,0365747.35E,1905.27,24.61,NO INFO,,NO
LTCN9128,BUILDING,BUILDING,373444.57N,0365747.37E,1895.97,14.76,NO INFO,,NO
LTCN9129,BUILDING,BUILDING,373444.95N,0365746.68E,1906.51,24.61,NO INFO,,NO
LTCN9130,BUILDING,BUILDING,373445.60N,0365746.86E,1908.76,24.61,NO INFO,,NO
LTCN9131,BUILDING,BUILDING,373446.03N,0365746.79E,1909.45,24.61,NO INFO,,NO
LTCN9132,BUILDING,BUILDING,373445.62N,0365747.52E,1899.77,14.76,NO INFO,,NO
LTCN9133,BUILDING,BUILDING,373445.42N,0365748.13E,1919.63,34.45,NO INFO,,NO
LTCN9134,BUILDING,BUILDING,373445.66N,0365748.74E,1900.93,14.76,NO INFO,,NO
LTCN9135,BUILDING,BUILDING,373445.16N,0365749.31E,1899.16,14.76,NO INFO,,NO
LTCN9136,BUILDING,BUILDING,373446.27N,0365749.53E,1903.45,14.76,NO INFO,,NO
LTCN9137,BUILDING,BUILDING,373446.18N,0365749.96E,1903.03,14.76,NO INFO,,NO
LTCN9138,BUILDING,BUILDING,373446.11N,0365750.49E,1903.48,14.76,NO INFO,,NO
LTCN9139,BUILDING,BUILDING,373445.96N,0365750.84E,1913.08,24.61,NO INFO,,NO
LTCN9140,BUILDING,BUILDING,373446.67N,0365750.54E,1905.40,14.76,NO INFO,,NO
LTCN9141,BUILDING,BUILDING,373446.85N,0365750.17E,1905.51,14.76,NO INFO,,NO
LTCN9142,BUILDING,BUILDING,373446.81N,0365749.51E,1915.11,24.61,NO INFO,,NO
LTCN9143,BUILDING,BUILDING,373446.96N,0365748.11E,1914.39,24.61,NO INFO,,NO
LTCN9144,BUILDING,BUILDING,373446.70N,0365748.64E,1904.09,14.76,NO INFO,,NO
LTCN9145,BUILDING,BUILDING,373446.62N,0365747.09E,1911.98,24.61,NO INFO,,NO
LTCN9146,BUILDING,BUILDING,373446.73N,0365746.66E,1901.86,14.76,NO INFO,,NO
LTCN9147,BUILDING,BUILDING,373447.95N,0365743.86E,1910.35,24.61,NO INFO,,NO
LTCN9148,BUILDING,BUILDING,373447.96N,0365744.26E,1910.84,24.61,NO INFO,,NO
LTCN9149,BUILDING,BUILDING,373447.87N,0365744.72E,1911.15,24.61,NO INFO,,NO
LTCN9150,BUILDING,BUILDING,373447.80N,0365745.49E,1912.18,24.61,NO INFO,,NO
LTCN9151,BUILDING,BUILDING,373447.91N,0365746.87E,1915.19,24.61,NO INFO,,NO
LTCN9152,BUILDING,BUILDING,373447.92N,0365747.21E,1915.85,24.61,NO INFO,,NO
LTCN9153,BUILDING,BUILDING,373447.92N,0365747.71E,1906.78,14.76,NO INFO,,NO
LTCN9154,BUILDING,BUILDING,373448.07N,0365748.71E,1908.84,14.76,NO INFO,,NO
LTCN9155,BUILDING,BUILDING,373447.69N,0365749.06E,1907.87,14.76,NO INFO,,NO
LTCN9156,BUILDING,BUILDING,373447.58N,0365749.65E,1918.10,24.61,NO INFO,,NO
LTCN9157,BUILDING,BUILDING,373448.01N,0365749.90E,1909.55,14.76,NO INFO,,NO
LTCN9158,BUILDING,BUILDING,373448.03N,0365750.37E,1929.37,34.45,NO INFO,,NO
LTCN9159,BUILDING,BUILDING,373447.60N,0365750.69E,1918.83,24.61,NO INFO,,NO
LTCN9160,BUILDING,BUILDING,373448.06N,0365751.23E,1920.44,24.61,NO INFO,,NO
LTCN9161,BUILDING,BUILDING,373447.59N,0365751.79E,1919.82,24.61,NO INFO,,NO
LTCN9162,BUILDING,BUILDING,373447.93N,0365752.13E,1911.49,14.76,NO INFO,,NO
LTCN9163,BUILDING,BUILDING,373447.92N,0365751.64E,1910.97,14.76,NO INFO,,NO
LTCN9164,BUILDING,BUILDING,373449.33N,0365753.70E,1917.52,14.76,NO INFO,,NO
LTCN9165,BUILDING,BUILDING,373449.42N,0365750.63E,1925.05,24.61,NO INFO,,NO
LTCN9166,BUILDING,BUILDING,373449.55N,0365749.40E,1914.11,14.76,NO INFO,,NO
LTCN9167,BUILDING,BUILDING,373449.70N,0365745.26E,1917.44,24.61,NO INFO,,NO
LTCN9168,BUILDING,BUILDING,373449.71N,0365745.94E,1918.65,24.61,NO INFO,,NO
LTCN9169,BUILDING,BUILDING,373450.25N,0365745.37E,1919.83,24.61,NO INFO,,NO
LTCN9170,BUILDING,BUILDING,373450.30N,0365746.43E,1911.31,14.76,NO INFO,,NO
LTCN9171,BUILDING,BUILDING,373450.64N,0365744.48E,1910.09,14.76,NO INFO,,NO
LTCN9172,BUILDING,BUILDING,373451.05N,0365745.77E,1912.63,14.76,NO INFO,,NO
LTCN9173,BUILDING,BUILDING,373451.14N,0365746.62E,1914.14,14.76,NO INFO,,NO
LTCN9174,BUILDING,BUILDING,373451.72N,0365746.58E,1915.76,14.76,NO INFO,,NO
LTCN9175,BUILDING,BUILDING,373451.75N,0365747.64E,1917.56,14.76,NO INFO,,NO
LTCN9176,BUILDING,BUILDING,373451.87N,0365748.13E,1919.47,14.76,NO INFO,,NO
LTCN9177,BUILDING,BUILDING,373451.98N,0365748.93E,1922.42,14.76,NO INFO,,NO
LTCN9178,BUILDING,BUILDING,373451.32N,0365748.78E,1919.10,14.76,NO INFO,,NO
LTCN9179,BUILDING,BUILDING,373451.46N,0365749.20E,1920.83,14.76,NO INFO,,NO
LTCN9180,BUILDING,BUILDING,373451.46N,0365749.60E,1921.86,14.76,NO INFO,,NO
LTCN9181,BUILDING,BUILDING,373451.46N,0365750.01E,1932.68,24.61,NO INFO,,NO
LTCN9182,BUILDING,BUILDING,373451.40N,0365750.34E,1932.41,24.61,NO INFO,,NO
LTCN9183,BUILDING,BUILDING,373452.07N,0365749.80E,1934.32,24.61,NO INFO,,NO
LTCN9184,BUILDING,BUILDING,373452.25N,0365750.84E,1927.34,14.76,NO INFO,,NO
LTCN9185,BUILDING,BUILDING,373451.82N,0365750.78E,1925.87,14.76,NO INFO,,NO
LTCN9186,BUILDING,BUILDING,373452.20N,0365751.74E,1928.72,14.76,NO INFO,,NO
LTCN9187,BUILDING,BUILDING,373451.83N,0365752.11E,1927.84,14.76,NO INFO,,NO
LTCN9188,BUILDING,BUILDING,373451.42N,0365752.02E,1925.59,14.76,NO INFO,,NO
LTCN9189,BUILDING,BUILDING,373451.83N,0365752.95E,1927.52,14.76,NO INFO,,NO
LTCN9190,BUILDING,BUILDING,373450.79N,0365752.76E,1932.70,24.61,NO INFO,,NO
LTCN9191,BUILDING,BUILDING,373451.18N,0365747.53E,1925.75,24.61,NO INFO,,NO
LTCN9192,BUILDING,BUILDING,373451.25N,0365747.99E,1926.59,24.61,NO INFO,,NO
LTCN9193,BUILDING,BUILDING,373448.95N,0365733.32E,1907.77,34.45,NO INFO,,NO
LTCN9194,BUILDING,BUILDING,373448.99N,0365734.02E,1917.92,44.29,NO INFO,,NO
LTCN9195,BUILDING,BUILDING,373449.71N,0365733.31E,1922.17,44.29,NO INFO,,NO
LTCN9196,BUILDING,BUILDING,373449.89N,0365733.69E,1913.44,34.45,NO INFO,,NO
LTCN9197,BUILDING,BUILDING,373449.75N,0365734.84E,1893.13,14.76,NO INFO,,NO
LTCN9198,BUILDING,BUILDING,373449.71N,0365735.23E,1911.93,34.45,NO INFO,,NO
LTCN9199,BUILDING,BUILDING,373449.87N,0365735.91E,1913.14,34.45,NO INFO,,NO
LTCN9200,BUILDING,BUILDING,373450.45N,0365735.71E,1906.88,24.61,NO INFO,,NO
LTCN9201,BUILDING,BUILDING,373450.52N,0365736.15E,1917.08,34.45,NO INFO,,NO
LTCN9202,BUILDING,BUILDING,373450.46N,0365734.98E,1906.72,24.61,NO INFO,,NO
LTCN9203,BUILDING,BUILDING,373450.50N,0365734.39E,1916.51,34.45,NO INFO,,NO
LTCN9204,BUILDING,BUILDING,373450.50N,0365733.90E,1906.59,24.61,NO INFO,,NO
LTCN9205,BUILDING,BUILDING,373450.57N,0365733.49E,1907.25,24.61,NO INFO,,NO
LTCN9206,BUILDING,BUILDING,373451.38N,0365733.40E,1911.53,24.61,NO INFO,,NO
LTCN9207,BUILDING,BUILDING,373451.44N,0365733.75E,1912.01,24.61,NO INFO,,NO
LTCN9208,BUILDING,BUILDING,373451.96N,0365733.72E,1914.75,24.61,NO INFO,,NO
LTCN9209,BUILDING,BUILDING,373451.97N,0365734.40E,1924.88,34.45,NO INFO,,NO
LTCN9210,BUILDING,BUILDING,373451.44N,0365734.53E,1912.28,24.61,NO INFO,,NO
LTCN9211,BUILDING,BUILDING,373451.74N,0365735.14E,1924.05,34.45,NO INFO,,NO
LTCN9212,BUILDING,BUILDING,373451.21N,0365736.17E,1920.68,34.45,NO INFO,,NO
LTCN9213,BUILDING,BUILDING,373451.82N,0365735.88E,1914.40,24.61,NO INFO,,NO
LTCN9214,BUILDING,BUILDING,373451.81N,0365736.60E,1914.77,24.61,NO INFO,,NO
LTCN9215,BUILDING,BUILDING,373451.76N,0365736.97E,1915.18,24.61,NO INFO,,NO
LTCN9216,BUILDING,BUILDING,373451.80N,0365737.39E,1915.58,24.61,NO INFO,,NO
LTCN9217,BUILDING,BUILDING,373451.16N,0365737.01E,1911.89,24.61,NO INFO,,NO
LTCN9218,BUILDING,BUILDING,373450.98N,0365737.77E,1921.22,34.45,NO INFO,,NO
LTCN9219,BUILDING,BUILDING,373450.32N,0365736.90E,1917.18,34.45,NO INFO,,NO
LTCN9220,BUILDING,BUILDING,373450.34N,0365737.79E,1907.96,24.61,NO INFO,,NO
LTCN9221,BUILDING,BUILDING,373449.43N,0365737.45E,1902.58,24.61,NO INFO,,NO
LTCN9222,BUILDING,BUILDING,373449.23N,0365736.96E,1911.22,34.45,NO INFO,,NO
LTCN9223,BUILDING,BUILDING,373449.27N,0365737.79E,1902.51,24.61,NO INFO,,NO
LTCN9224,BUILDING,BUILDING,373449.31N,0365738.85E,1904.48,24.61,NO INFO,,NO
LTCN9225,BUILDING,BUILDING,373449.87N,0365739.19E,1907.70,24.61,NO INFO,,NO
LTCN9226,BUILDING,BUILDING,373450.29N,0365739.03E,1909.47,24.61,NO INFO,,NO
LTCN9227,BUILDING,BUILDING,373450.31N,0365739.77E,1910.63,24.61,NO INFO,,NO
LTCN9228,BUILDING,BUILDING,373450.18N,0365740.22E,1910.55,24.61,NO INFO,,NO
LTCN9229,BUILDING,BUILDING,373449.85N,0365740.11E,1908.83,24.61,NO INFO,,NO
LTCN9230,BUILDING,BUILDING,373451.05N,0365739.93E,1913.75,24.61,NO INFO,,NO
LTCN9231,BUILDING,BUILDING,373451.02N,0365740.26E,1914.31,24.61,NO INFO,,NO
LTCN9232,BUILDING,BUILDING,373451.70N,0365739.99E,1916.70,24.61,NO INFO,,NO
LTCN9233,BUILDING,BUILDING,373451.73N,0365740.24E,1917.00,24.61,NO INFO,,NO
LTCN9234,BUILDING,BUILDING,373451.69N,0365740.78E,1917.74,24.61,NO INFO,,NO
LTCN9235,BUILDING,BUILDING,373451.68N,0365741.18E,1918.21,24.61,NO INFO,,NO
LTCN9236,BUILDING,BUILDING,373451.08N,0365741.10E,1925.05,34.45,NO INFO,,NO
LTCN9237,BUILDING,BUILDING,373451.04N,0365741.49E,1915.65,24.61,NO INFO,,NO
LTCN9238,BUILDING,BUILDING,373450.20N,0365741.10E,1912.31,24.61,NO INFO,,NO
LTCN9239,BUILDING,BUILDING,373446.13N,0365637.46E,2021.26,34.45,NO INFO,,NO
LTCN9240,BUILDING,BUILDING,373445.48N,0365636.14E,1996.66,14.76,NO INFO,,NO
LTCN9241,BUILDING,BUILDING,373445.66N,0365636.96E,2009.04,24.61,NO INFO,,NO
LTCN9242,BUILDING,BUILDING,373445.60N,0365638.33E,2010.71,24.61,NO INFO,,NO
LTCN9243,BUILDING,BUILDING,373445.60N,0365637.48E,1999.19,14.76,NO INFO,,NO
LTCN9244,BUILDING,BUILDING,373447.75N,0365636.93E,2027.88,34.45,NO INFO,,NO
LTCN9245,BUILDING,BUILDING,373448.16N,0365637.19E,2020.81,24.61,NO INFO,,NO
LTCN9246,BUILDING,BUILDING,373447.77N,0365637.85E,2010.14,14.76,NO INFO,,NO
LTCN9247,BUILDING,BUILDING,373450.32N,0365638.06E,2035.81,24.61,NO INFO,,NO
LTCN9248,BUILDING,BUILDING,373453.36N,0365639.26E,2058.70,24.61,NO INFO,,NO
LTCN9249,BUILDING,BUILDING,373451.74N,0365635.61E,2027.15,14.76,NO INFO,,NO
LTCN9250,BUILDING,BUILDING,373451.46N,0365635.94E,2037.76,24.61,NO INFO,,NO
LTCN9251,BUILDING,BUILDING,373451.11N,0365635.43E,2032.65,24.61,NO INFO,,NO
LTCN9252,BUILDING,BUILDING,373450.82N,0365635.18E,2020.26,14.76,NO INFO,,NO
LTCN9253,BUILDING,BUILDING,373451.06N,0365636.57E,2038.70,24.61,NO INFO,,NO
LTCN9254,BUILDING,BUILDING,373451.85N,0365637.07E,2046.02,24.61,NO INFO,,NO
LTCN9255,BUILDING,BUILDING,373450.14N,0365636.77E,2021.47,14.76,NO INFO,,NO
LTCN9256,BUILDING,BUILDING,373450.52N,0365636.81E,2035.14,24.61,NO INFO,,NO
LTCN9257,BUILDING,BUILDING,373450.87N,0365636.78E,2027.69,14.76,NO INFO,,NO
LTCN9258,BUILDING,BUILDING,373451.23N,0365636.97E,2030.74,14.76,NO INFO,,NO
LTCN9259,BUILDING,BUILDING,373450.78N,0365637.39E,2037.48,24.61,NO INFO,,NO
LTCN9260,BUILDING,BUILDING,373450.98N,0365637.45E,2039.14,24.61,NO INFO,,NO
LTCN9261,BUILDING,BUILDING,373451.79N,0365637.42E,2035.54,14.76,NO INFO,,NO
LTCN9262,BUILDING,BUILDING,373453.77N,0365637.75E,2068.54,34.45,NO INFO,,NO
LTCN9263,BUILDING,BUILDING,373453.41N,0365637.75E,2058.70,24.61,NO INFO,,NO
LTCN9264,BUILDING,BUILDING,373453.09N,0365637.65E,2046.11,14.76,NO INFO,,NO
LTCN9265,BUILDING,BUILDING,373452.31N,0365637.85E,2049.86,24.61,NO INFO,,NO
LTCN9266,BUILDING,BUILDING,373452.65N,0365637.60E,2043.54,14.76,NO INFO,,NO
LTCN9267,BUILDING,BUILDING,373451.45N,0365636.95E,2031.94,14.76,NO INFO,,NO
LTCN9268,BUILDING,BUILDING,373450.80N,0365635.90E,2025.53,14.76,NO INFO,,NO
LTCN9269,BUILDING,BUILDING,373450.96N,0365634.76E,2026.19,24.61,NO INFO,,NO
LTCN9270,BUILDING,BUILDING,373450.40N,0365633.60E,2035.74,34.45,NO INFO,,NO
LTCN9271,BUILDING,BUILDING,373450.19N,0365634.56E,2025.89,24.61,NO INFO,,NO
LTCN9272,BUILDING,BUILDING,373449.49N,0365637.05E,2017.42,14.76,NO INFO,,NO
LTCN9273,BUILDING,BUILDING,373448.67N,0365636.86E,2013.26,14.76,NO INFO,,NO
LTCN9274,BUILDING,BUILDING,373449.09N,0365632.28E,2014.04,14.76,NO INFO,,NO
LTCN9275,BUILDING,BUILDING,373448.84N,0365634.83E,2012.48,14.76,NO INFO,,NO
LTCN9276,BUILDING,BUILDING,373449.12N,0365633.46E,2024.82,24.61,NO INFO,,NO
LTCN9277,BUILDING,BUILDING,373446.29N,0365631.88E,1994.43,14.76,NO INFO,,NO
LTCN9278,BUILDING,BUILDING,373446.20N,0365633.18E,2006.63,24.61,NO INFO,,NO
LTCN9279,BUILDING,BUILDING,373446.25N,0365633.44E,2008.09,24.61,NO INFO,,NO
LTCN9280,BUILDING,BUILDING,373445.92N,0365631.64E,2001.64,24.61,NO INFO,,NO
LTCN9281,BUILDING,BUILDING,373445.77N,0365631.97E,2001.59,24.61,NO INFO,,NO
LTCN9282,BUILDING,BUILDING,373445.91N,0365630.93E,2008.45,34.45,NO INFO,,NO
LTCN9283,BUILDING,BUILDING,373446.17N,0365634.88E,1998.36,14.76,NO INFO,,NO
LTCN9284,BUILDING,BUILDING,373446.17N,0365635.32E,1998.71,14.76,NO INFO,,NO
LTCN9285,BUILDING,BUILDING,373445.86N,0365635.53E,2016.95,34.45,NO INFO,,NO
LTCN9286,BUILDING,BUILDING,373445.75N,0365634.25E,1995.84,14.76,NO INFO,,NO
LTCN9287,BUILDING,BUILDING,373445.06N,0365634.66E,2002.11,24.61,NO INFO,,NO
LTCN9288,BUILDING,BUILDING,373444.82N,0365635.00E,1991.49,14.76,NO INFO,,NO
LTCN9289,BUILDING,BUILDING,373444.53N,0365635.17E,1999.89,24.61,NO INFO,,NO
LTCN9290,BUILDING,BUILDING,373443.96N,0365634.85E,1996.04,24.61,NO INFO,,NO
LTCN9291,BUILDING,BUILDING,373444.15N,0365633.06E,1995.49,24.61,NO INFO,,NO
LTCN9292,BUILDING,BUILDING,373443.85N,0365630.52E,1985.71,24.61,NO INFO,,NO
LTCN9293,BUILDING,BUILDING,373444.31N,0365630.60E,1988.14,24.61,NO INFO,,NO
LTCN9294,BUILDING,BUILDING,373443.65N,0365630.63E,1975.05,14.76,NO INFO,,NO
LTCN9295,BUILDING,BUILDING,373452.66N,0365633.36E,2025.89,24.61,NO INFO,,NO
LTCN9296,BUILDING,BUILDING,373452.94N,0365633.56E,2025.89,24.61,NO INFO,,NO
LTCN9297,BUILDING,BUILDING,373451.30N,0365630.07E,2025.50,24.61,NO INFO,,NO
LTCN9298,BUILDING,BUILDING,373451.25N,0365630.33E,2025.89,24.61,NO INFO,,NO
LTCN9299,BUILDING,BUILDING,373451.13N,0365630.87E,2016.05,14.76,NO INFO,,NO
LTCN9300,BUILDING,BUILDING,373451.16N,0365631.20E,2035.74,34.45,NO INFO,,NO
LTCN9301,BUILDING,BUILDING,373450.90N,0365631.85E,2016.05,14.76,NO INFO,,NO
LTCN9302,BUILDING,BUILDING,373450.63N,0365632.28E,2025.89,24.61,NO INFO,,NO
LTCN9303,BUILDING,BUILDING,373450.53N,0365631.17E,2025.89,24.61,NO INFO,,NO
LTCN9304,BUILDING,BUILDING,373450.24N,0365632.15E,2025.89,24.61,NO INFO,,NO
LTCN9305,BUILDING,BUILDING,373418.12N,0365641.75E,1849.04,14.76,NO INFO,,NO
LTCN9306,BUILDING,BUILDING,373417.43N,0365642.01E,1854.16,24.61,NO INFO,,NO
LTCN9307,BUILDING,BUILDING,373417.49N,0365641.44E,1844.22,14.76,NO INFO,,NO
LTCN9308,BUILDING,BUILDING,373417.27N,0365643.15E,1855.15,24.61,NO INFO,,NO
LTCN9309,BUILDING,BUILDING,373417.54N,0365643.12E,1857.60,24.61,NO INFO,,NO
LTCN9310,BUILDING,BUILDING,373417.45N,0365643.53E,1847.79,14.76,NO INFO,,NO
LTCN9311,BUILDING,BUILDING,373418.32N,0365643.30E,1853.03,14.76,NO INFO,,NO
LTCN9312,BUILDING,BUILDING,373416.31N,0365638.55E,1837.24,14.76,NO INFO,,NO
