Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,,,,
LTCA_903,BUILDING,BUILDING,383646.24N,0391503.67E,3041,15,NO INFO,,NO,,,,,,,,
LTCA_904,BUILDING,BUILDING,383645.29N,0391504.40E,3052,34,NO INFO,,NO,,,,,,,,
LTCA_905,BUILDING,BUILDING,383643.21N,0391503.88E,3041,25,NO INFO,,NO,,,,,,,,
LTCA_906,BUILDING,BUILDING,383649.90N,0391504.90E,3055,15,NO INFO,,NO,,,,,,,,
LTCA_907,BUILDING,BUILDING,383652.24N,0391506.98E,3054,15,NO INFO,,NO,,,,,,,,
LTCA_908,BUILDING,BUILDING,383652.23N,0391506.66E,3057,15,NO INFO,,NO,,,,,,,,
LTCA_909,BUILDING,BUILDING,383651.95N,0391506.47E,3075,34,NO INFO,,NO,,,,,,,,
LTCA_910,BUILDING,BUILDING,383651.04N,0391506.40E,3068,34,NO INFO,,NO,,,,,,,,
LTCA_911,BUILDING,BUILDING,383652.81N,0391503.37E,3096,34,NO INFO,,NO,,,,,,,,
LTCA_912,MEDIUM VOLTAGE MAST,POLE,383643.68N,0391406.27E,3352,98,NO INFO,,NO,,,,,,,,
LTCA_913,MEDIUM VOLTAGE MAST,POLE,383643.24N,0391406.86E,3343,98,NO INFO,,NO,,,,,,,,
LTCA_914,LOW VOLTAGE MAST,POLE,383650.22N,0391425.77E,3285,66,NO INFO,,NO,,,,,,,,
LTCA_915,LOW VOLTAGE MAST,POLE,383651.30N,0391427.14E,3324,66,NO INFO,,NO,,,,,,,,
LTCA_916,MAST,POLE,383637.80N,0391433.40E,3145,38,NO INFO,,NO,,,,,,,,
LTCA_917,BUILDING,BUILDING,383633.20N,0391455.00E,3079,30,NO INFO,,NO,,,,,,,,
LTCA_918,BUILDING,BUILDING,383641.90N,0391456.20E,3078,31,NO INFO,,NO,,,,,,,,
LTCA_919,MAST,POLE,383636.90N,0391412.60E,3285,54,NO INFO,,NO,,,,,,,,
LTCA_920,MAST,POLE,383643.10N,0391407.10E,3319,78,NO INFO,,NO,,,,,,,,
LTCA_921,BUILDING,BUILDING,383636.39N,0391432.45E,3140,34,NO INFO,,NO,,,,,,,,
LTCA_922,BUILDING,BUILDING,383633.97N,0391435.44E,3128,34,NO INFO,,NO,,,,,,,,
LTCA_923,BUILDING,BUILDING,383636.05N,0391434.98E,3135,34,NO INFO,,NO,,,,,,,,
LTCA_924,BUILDING,BUILDING,383633.89N,0391432.42E,3134,34,NO INFO,,NO,,,,,,,,
LTCA_925,BUILDING,BUILDING,383638.39N,0391419.59E,3193,34,NO INFO,,NO,,,,,,,,
LTCA_926,BUILDING,BUILDING,383640.71N,0391412.34E,3230,34,NO INFO,,NO,,,,,,,,
LTCA_927,BUILDING,BUILDING,383642.22N,0391421.12E,3178,34,NO INFO,,NO,,,,,,,,
LTCA_928,BUILDING,BUILDING,383634.25N,0391502.79E,3040,25,NO INFO,,NO,,,,,,,,
LTCA_929,BUILDING,BUILDING,383634.62N,0391458.60E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_930,BUILDING,BUILDING,383633.19N,0391456.05E,3068,25,NO INFO,,NO,,,,,,,,
LTCA_931,BUILDING,BUILDING,383632.69N,0391455.72E,3058,15,NO INFO,,NO,,,,,,,,
LTCA_932,BUILDING,BUILDING,383635.87N,0391451.31E,3093,34,NO INFO,,NO,,,,,,,,
LTCA_933,BUILDING,BUILDING,383635.59N,0391459.56E,3048,15,NO INFO,,NO,,,,,,,,
LTCA_934,BUILDING,BUILDING,383636.10N,0391458.13E,3067,25,NO INFO,,NO,,,,,,,,
LTCA_935,BUILDING,BUILDING,383636.85N,0391500.78E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_936,BUILDING,BUILDING,383637.83N,0391501.20E,3050,25,NO INFO,,NO,,,,,,,,
LTCA_937,BUILDING,BUILDING,383638.05N,0391459.85E,3048,15,NO INFO,,NO,,,,,,,,
LTCA_938,BUILDING,BUILDING,383636.04N,0391457.35E,3071,25,NO INFO,,NO,,,,,,,,
LTCA_939,BUILDING,BUILDING,383636.06N,0391442.23E,3118,34,NO INFO,,NO,,,,,,,,
LTCA_940,BUILDING,BUILDING,383637.46N,0391444.49E,3128,44,NO INFO,,NO,,,,,,,,
LTCA_941,BUILDING,BUILDING,383639.85N,0391448.41E,3103,34,NO INFO,,NO,,,,,,,,
LTCA_942,BUILDING,BUILDING,383640.65N,0391448.81E,3113,44,NO INFO,,NO,,,,,,,,
LTCA_943,BUILDING,BUILDING,383642.71N,0391449.37E,3111,34,NO INFO,,NO,,,,,,,,
LTCA_944,BUILDING,BUILDING,383642.38N,0391449.93E,3106,34,NO INFO,,NO,,,,,,,,
LTCA_945,BUILDING,BUILDING,383641.03N,0391447.07E,3123,44,NO INFO,,NO,,,,,,,,
LTCA_946,BUILDING,BUILDING,383640.33N,0391445.77E,3118,34,NO INFO,,NO,,,,,,,,
LTCA_947,BUILDING,BUILDING,383642.97N,0391445.81E,3146,54,NO INFO,,NO,,,,,,,,
LTCA_948,BUILDING,BUILDING,383643.04N,0391443.62E,3135,34,NO INFO,,NO,,,,,,,,
LTCA_949,BUILDING,BUILDING,383642.79N,0391443.30E,3135,34,NO INFO,,NO,,,,,,,,
LTCA_950,BUILDING,BUILDING,383642.79N,0391431.88E,3174,34,NO INFO,,NO,,,,,,,,
LTCA_951,BUILDING,BUILDING,383642.92N,0391431.01E,3187,44,NO INFO,,NO,,,,,,,,
LTCA_952,BUILDING,BUILDING,383642.06N,0391435.01E,3160,34,NO INFO,,NO,,,,,,,,
LTCA_953,BUILDING,BUILDING,383641.17N,0391441.16E,3136,34,NO INFO,,NO,,,,,,,,
LTCA_954,BUILDING,BUILDING,383642.68N,0391429.20E,3172,34,NO INFO,,NO,,,,,,,,
LTCA_955,BUILDING,BUILDING,383638.50N,0391431.12E,3148,34,NO INFO,,NO,,,,,,,,
LTCA_956,BUILDING,BUILDING,383636.83N,0391430.93E,3145,34,NO INFO,,NO,,,,,,,,
LTCA_957,BUILDING,BUILDING,383638.36N,0391435.12E,3142,34,NO INFO,,NO,,,,,,,,
LTCA_958,BUILDING,BUILDING,383637.76N,0391437.80E,3136,34,NO INFO,,NO,,,,,,,,
LTCA_959,BUILDING,BUILDING,383639.42N,0391440.03E,3136,34,NO INFO,,NO,,,,,,,,
LTCA_960,BUILDING,BUILDING,383639.70N,0391440.55E,3134,34,NO INFO,,NO,,,,,,,,
LTCA_961,BUILDING,BUILDING,383638.88N,0391439.43E,3137,34,NO INFO,,NO,,,,,,,,
LTCA_962,BUILDING,BUILDING,383640.35N,0391441.47E,3131,34,NO INFO,,NO,,,,,,,,
LTCA_963,BUILDING,BUILDING,383640.94N,0391442.58E,3129,34,NO INFO,,NO,,,,,,,,
LTCA_964,BUILDING,BUILDING,383638.86N,0391442.86E,3121,34,NO INFO,,NO,,,,,,,,
LTCA_965,BUILDING,BUILDING,383638.48N,0391443.92E,3118,34,NO INFO,,NO,,,,,,,,
LTCA_966,BUILDING,BUILDING,383636.80N,0391439.41E,3131,34,NO INFO,,NO,,,,,,,,
LTCA_967,BUILDING,BUILDING,383639.85N,0391443.81E,3129,44,NO INFO,,NO,,,,,,,,
LTCA_968,BUILDING,BUILDING,383642.78N,0391501.74E,3061,34,NO INFO,,NO,,,,,,,,
LTCA_969,BUILDING,BUILDING,383641.14N,0391500.05E,3045,15,NO INFO,,NO,,,,,,,,
LTCA_970,BUILDING,BUILDING,383634.02N,0391443.95E,3123,44,NO INFO,,NO,,,,,,,,
LTCA_971,MEDIUM VOLTAGE MAST,POLE,383633.89N,0391336.92E,3504,98,NO INFO,,NO,,,,,,,,
LTCA_972,LOW VOLTAGE MAST,POLE,383633.43N,0391339.11E,3477,66,NO INFO,,NO,,,,,,,,
LTCA_973,MEDIUM VOLTAGE MAST,POLE,383642.88N,0391406.18E,3348,98,NO INFO,,NO,,,,,,,,
LTCA_974,MAST,POLE,383627.30N,0391323.50E,3509,66,NO INFO,,NO,,,,,,,,
LTCA_975,MAST,POLE,383623.30N,0391312.90E,3558,46,NO INFO,,NO,,,,,,,,
LTCA_976,BUILDING,BUILDING,383627.80N,0391416.50E,3207,27,NO INFO,,NO,,,,,,,,
LTCA_977,MAST,POLE,383626.70N,0391421.50E,3163,28,NO INFO,,NO,,,,,,,,
LTCA_978,BUILDING,BUILDING,383623.90N,0391454.60E,3066,34,NO INFO,,NO,,,,,,,,
LTCA_979,BUILDING,BUILDING,383625.20N,0391408.90E,3176,32,NO INFO,,NO,,,,,,,,
LTCA_980,BUILDING,BUILDING,383627.68N,0391420.23E,3180,34,NO INFO,,NO,,,,,,,,
LTCA_981,BUILDING,BUILDING,383629.44N,0391424.81E,3145,34,NO INFO,,NO,,,,,,,,
LTCA_982,BUILDING,BUILDING,383624.81N,0391426.51E,3127,34,NO INFO,,NO,,,,,,,,
LTCA_983,BUILDING,BUILDING,383627.37N,0391435.05E,3115,34,NO INFO,,NO,,,,,,,,
LTCA_984,BUILDING,BUILDING,383623.53N,0391457.53E,3039,25,NO INFO,,NO,,,,,,,,
LTCA_985,BUILDING,BUILDING,383626.32N,0391456.46E,3038,15,NO INFO,,NO,,,,,,,,
LTCA_986,BUILDING,BUILDING,383626.57N,0391455.94E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_987,BUILDING,BUILDING,383627.49N,0391459.08E,3049,34,NO INFO,,NO,,,,,,,,
LTCA_988,BUILDING,BUILDING,383632.07N,0391452.65E,3087,34,NO INFO,,NO,,,,,,,,
LTCA_989,BUILDING,BUILDING,383631.85N,0391454.06E,3084,34,NO INFO,,NO,,,,,,,,
LTCA_990,BUILDING,BUILDING,383631.11N,0391454.98E,3067,25,NO INFO,,NO,,,,,,,,
LTCA_991,BUILDING,BUILDING,383629.62N,0391454.61E,3075,34,NO INFO,,NO,,,,,,,,
LTCA_992,BUILDING,BUILDING,383630.00N,0391455.81E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_993,BUILDING,BUILDING,383629.20N,0391455.90E,3047,15,NO INFO,,NO,,,,,,,,
LTCA_994,BUILDING,BUILDING,383631.35N,0391455.81E,3054,15,NO INFO,,NO,,,,,,,,
LTCA_995,BUILDING,BUILDING,383632.21N,0391456.04E,3065,25,NO INFO,,NO,,,,,,,,
LTCA_996,BUILDING,BUILDING,383631.85N,0391456.07E,3054,15,NO INFO,,NO,,,,,,,,
LTCA_997,BUILDING,BUILDING,383631.85N,0391501.22E,3040,25,NO INFO,,NO,,,,,,,,
LTCA_998,BUILDING,BUILDING,383630.05N,0391439.93E,3114,34,NO INFO,,NO,,,,,,,,
LTCA_999,BUILDING,BUILDING,383632.45N,0391455.01E,3061,15,NO INFO,,NO,,,,,,,,
LTCA_1000,BUILDING,BUILDING,383626.24N,0391419.46E,3191,34,NO INFO,,NO,,,,,,,,
LTCA_1001,BUILDING,BUILDING,383627.13N,0391404.46E,3209,34,NO INFO,,NO,,,,,,,,
LTCA_1002,MEDIUM VOLTAGE MAST,POLE,383622.69N,0391313.52E,3604,98,NO INFO,,NO,,,,,,,,
LTCA_1003,MEDIUM VOLTAGE MAST,POLE,383623.03N,0391312.72E,3612,98,NO INFO,,NO,,,,,,,,
LTCA_1004,LOW VOLTAGE MAST,POLE,383626.51N,0391323.33E,3509,66,NO INFO,,NO,,,,,,,,
LTCA_1005,LOW VOLTAGE MAST,POLE,383627.17N,0391323.32E,3510,66,NO INFO,,NO,,,,,,,,
LTCA_1006,LOW VOLTAGE MAST,POLE,383631.39N,0391334.56E,3449,66,NO INFO,,NO,,,,,,,,
LTCA_1007,HIGH VOLTAGE MAST,POLE,383621.88N,0391844.70E,2985,131,NO INFO,,NO,,,,,,,,
LTCA_1008,MAST,POLE,383619.20N,0391358.10E,3214,53,NO INFO,,NO,,,,,,,,
LTCA_1009,MAST,POLE,383621.50N,0391308.10E,3588,53,NO INFO,,NO,,,,,,,,
LTCA_1010,MAST,POLE,383615.10N,0391414.00E,3103,34,NO INFO,,NO,,,,,,,,
LTCA_1011,BUILDING,BUILDING,383618.40N,0391426.90E,3085,28,NO INFO,,NO,,,,,,,,
LTCA_1012,BUILDING,BUILDING,383619.80N,0391336.10E,3347,31,NO INFO,,NO,,,,,,,,
LTCA_1013,BUILDING,BUILDING,383619.30N,0391344.60E,3240,28,NO INFO,,NO,,,,,,,,
LTCA_1014,BUILDING,BUILDING,383615.73N,0391448.88E,3051,25,NO INFO,,NO,,,,,,,,
LTCA_1015,BUILDING,BUILDING,383615.48N,0391448.62E,3041,15,NO INFO,,NO,,,,,,,,
LTCA_1016,BUILDING,BUILDING,383615.67N,0391449.25E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_1017,BUILDING,BUILDING,383615.90N,0391449.18E,3041,15,NO INFO,,NO,,,,,,,,
LTCA_1018,BUILDING,BUILDING,383615.81N,0391449.44E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_1019,BUILDING,BUILDING,383614.64N,0391438.31E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_1020,BUILDING,BUILDING,383611.49N,0391808.88E,2914,34,NO INFO,,NO,,,,,,,,
LTCA_1021,BUILDING,BUILDING,383613.58N,0391429.41E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_1022,BUILDING,BUILDING,383613.24N,0391428.30E,3049,15,NO INFO,,NO,,,,,,,,
LTCA_1023,BUILDING,BUILDING,383611.99N,0391428.14E,3044,15,NO INFO,,NO,,,,,,,,
LTCA_1024,BUILDING,BUILDING,383612.24N,0391416.11E,3090,34,NO INFO,,NO,,,,,,,,
LTCA_1025,BUILDING,BUILDING,383620.05N,0391402.48E,3175,34,NO INFO,,NO,,,,,,,,
LTCA_1026,BUILDING,BUILDING,383619.27N,0391350.04E,3223,34,NO INFO,,NO,,,,,,,,
LTCA_1027,LOW VOLTAGE MAST,POLE,383620.70N,0391308.22E,3583,66,NO INFO,,NO,,,,,,,,
LTCA_1028,LOW VOLTAGE MAST,POLE,383621.10N,0391307.88E,3592,66,NO INFO,,NO,,,,,,,,
LTCA_1029,LOW VOLTAGE MAST,POLE,383618.18N,0391301.59E,3479,66,NO INFO,,NO,,,,,,,,
LTCA_1030,LOW VOLTAGE MAST,POLE,383618.51N,0391300.45E,3463,66,NO INFO,,NO,,,,,,,,
LTCA_1031,HIGH VOLTAGE MAST,POLE,383613.89N,0391851.95E,2981,131,NO INFO,,NO,,,,,,,,
LTCA_1032,BUILDING,BUILDING,383613.15N,0391428.84E,3049,15,NO INFO,,NO,,,,,,,,
LTCA_1033,MAST,POLE,383607.30N,0391350.80E,3213,72,NO INFO,,NO,,,,,,,,
LTCA_1034,BUILDING,BUILDING,383602.70N,0391400.00E,3136,31,NO INFO,,NO,,,,,,,,
LTCA_1035,MOSQUE,BUILDING,383605.41N,0391517.99E,3043,89,NO INFO,,NO,,,,,,,,
LTCA_1036,BUILDING,BUILDING,383611.48N,0391437.27E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_1037,BUILDING,BUILDING,383609.22N,0391434.17E,3044,25,NO INFO,,NO,,,,,,,,
LTCA_1038,BUILDING,BUILDING,383608.99N,0391434.45E,3043,25,NO INFO,,NO,,,,,,,,
LTCA_1039,BUILDING,BUILDING,383608.41N,0391434.70E,3042,25,NO INFO,,NO,,,,,,,,
LTCA_1040,BUILDING,BUILDING,383608.09N,0391409.30E,3123,64,NO INFO,,NO,,,,,,,,
LTCA_1041,BUILDING,BUILDING,383607.19N,0391415.74E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_1042,BUILDING,BUILDING,383607.64N,0391416.18E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_1043,BUILDING,BUILDING,383609.26N,0391412.75E,3085,34,NO INFO,,NO,,,,,,,,
LTCA_1044,BUILDING,BUILDING,383603.65N,0391412.67E,3058,15,NO INFO,,NO,,,,,,,,
LTCA_1045,BUILDING,BUILDING,383602.50N,0391413.37E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_1046,BUILDING,BUILDING,383603.65N,0391413.79E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_1047,BUILDING,BUILDING,383602.52N,0391400.34E,3177,74,NO INFO,,NO,,,,,,,,
LTCA_1048,BUILDING,BUILDING,383603.43N,0391354.16E,3151,34,NO INFO,,NO,,,,,,,,
LTCA_1049,BUILDING,BUILDING,383608.33N,0391434.18E,3042,25,NO INFO,,NO,,,,,,,,
LTCA_1050,BUILDING,BUILDING,383607.44N,0391434.10E,3040,25,NO INFO,,NO,,,,,,,,
LTCA_1051,BUILDING,BUILDING,383607.79N,0391426.15E,3042,25,NO INFO,,NO,,,,,,,,
LTCA_1052,MAST,POLE,383559.00N,0391345.80E,3178,62,NO INFO,,NO,,,,,,,,
LTCA_1053,BUILDING,BUILDING,383556.70N,0391358.90E,3108,32,NO INFO,,NO,,,,,,,,
LTCA_1054,BUILDING,BUILDING,383557.70N,0391355.20E,3121,31,NO INFO,,NO,,,,,,,,
LTCA_1055,BUILDING,BUILDING,383600.10N,0391404.00E,3114,34,NO INFO,,NO,,,,,,,,
LTCA_1056,BUILDING,BUILDING,383557.43N,0391355.27E,3123,34,NO INFO,,NO,,,,,,,,
LTCA_1057,BUILDING,BUILDING,383551.38N,0391338.43E,3155,34,NO INFO,,NO,,,,,,,,
LTCA_1058,BUILDING,BUILDING,383551.78N,0391415.36E,3039,15,NO INFO,,NO,,,,,,,,
LTCA_1059,RVR MAST,POLE,383556.53N,0391741.10E,2900,6,NO INFO,,NO,,,,,,,,
LTCA_1060,RVR MAST,POLE,383556.30N,0391739.71E,2900,5,NO INFO,,NO,,,,,,,,
LTCA_1061,ANEMOMETER,GENERAL_UTILITY,383555.02N,0391740.51E,2930,36,NO INFO,,NO,,,,,,,,
LTCA_1062,LLZ CONTAINER,BUILDING,383557.18N,0391743.12E,2903,10,NO INFO,,NO,,,,,,,,
LTCA_1063,LLZ ANTENNA,ANTENNA,383557.32N,0391743.28E,2934,41,NO INFO,,NO,,,,,,,,
LTCA_1064,BUILDING,BUILDING,383548.29N,0391715.64E,2938,34,NO INFO,,NO,,,,,,,,
LTCA_1065,BUILDING,BUILDING,383540.98N,0391526.18E,2964,34,NO INFO,,NO,,,,,,,,
LTCA_1066,BUILDING,BUILDING,383542.46N,0391645.39E,2948,34,NO INFO,,NO,,,,,,,,
LTCA_1067,BUILDING,BUILDING,383543.91N,0391257.40E,3202,34,NO INFO,,NO,,,,,,,,
LTCA_1068,HIGH VOLTAGE MAST,POLE,383550.73N,0391340.82E,3247,131,NO INFO,,NO,,,,,,,,
LTCA_1069,HIGH VOLTAGE MAST,POLE,383547.79N,0391337.11E,3221,131,NO INFO,,NO,,,,,,,,
LTCA_1070,WIND SOCK,OTHER,383545.87N,0391603.60E,2930,10,NO INFO,,NO,,,,,,,,
LTCA_1071,VOR ANTENNA,ANTENNA,383547.66N,0391702.23E,2945,36,NO INFO,,NO,,,,,,,,
LTCA_1072,VOR CONTAINER,BUILDING,383548.44N,0391702.15E,2929,20,NO INFO,,NO,,,,,,,,
LTCA_1073,MAST,POLE,383547.50N,0391701.95E,2932,23,NO INFO,,NO,,,,,,,,
LTCA_1074,BUILDING,BUILDING,383539.28N,0391629.03E,2952,34,NO INFO,,NO,,,,,,,,
LTCA_1075,BUILDING,BUILDING,383531.53N,0391540.71E,2954,34,NO INFO,,NO,,,,,,,,
LTCA_1076,BUILDING,BUILDING,383538.60N,0391522.04E,2977,44,NO INFO,,NO,,,,,,,,
LTCA_1077,BUILDING,BUILDING,383538.86N,0391522.91E,2976,44,NO INFO,,NO,,,,,,,,
LTCA_1078,BUILDING,BUILDING,383530.78N,0391247.19E,3233,84,NO INFO,,NO,,,,,,,,
LTCA_1079,BUILDING,BUILDING,383531.92N,0391226.49E,3197,15,NO INFO,,NO,,,,,,,,
LTCA_1080,LOW VOLTAGE MAST,POLE,383532.07N,0391559.27E,2985,66,NO INFO,,NO,,,,,,,,
LTCA_1081,LOW VOLTAGE MAST,POLE,383531.53N,0391557.81E,2985,66,NO INFO,,NO,,,,,,,,
LTCA_1082,LOW VOLTAGE MAST,POLE,383532.73N,0391601.01E,2985,66,NO INFO,,NO,,,,,,,,
LTCA_1083,LOW VOLTAGE MAST,POLE,383533.15N,0391603.59E,2985,66,NO INFO,,NO,,,,,,,,
LTCA_1084,LOW VOLTAGE MAST,POLE,383533.27N,0391605.06E,2985,66,NO INFO,,NO,,,,,,,,
LTCA_1085,HIGH VOLTAGE MAST,POLE,383531.15N,0391328.87E,3213,131,NO INFO,,NO,,,,,,,,
LTCA_1086,RVR MAST,POLE,383538.93N,0391610.44E,2925,6,NO INFO,,NO,,,,,,,,
LTCA_1087,RVR MAST,POLE,383538.67N,0391609.21E,2925,5,NO INFO,,NO,,,,,,,,
LTCA_1088,ANEMOMETER,GENERAL_UTILITY,383537.27N,0391609.68E,2962,43,NO INFO,,NO,,,,,,,,
LTCA_1089,BUILDING,BUILDING,383530.33N,0391247.35E,3184,34,NO INFO,,NO,,,,,,,,
LTCA_1090,BUILDING,BUILDING,383522.79N,0391229.57E,3197,15,NO INFO,,NO,,,,,,,,
LTCA_1091,BUILDING,BUILDING,383530.03N,0391227.63E,3197,15,NO INFO,,NO,,,,,,,,
LTCA_1092,BUILDING,BUILDING,383523.90N,0391225.94E,3207,15,NO INFO,,NO,,,,,,,,
LTCA_1093,BUILDING,BUILDING,383524.34N,0391225.32E,3209,15,NO INFO,,NO,,,,,,,,
LTCA_1094,HIGH VOLTAGE MAST,POLE,383521.79N,0391323.05E,3206,131,NO INFO,,NO,,,,,,,,
LTCA_1095,LOW VOLTAGE MAST,POLE,383524.09N,0391312.46E,3156,66,NO INFO,,NO,,,,,,,,
LTCA_1096,BUILDING,BUILDING,383513.17N,0391252.42E,3131,25,NO INFO,,NO,,,,,,,,
LTCA_1097,BUILDING,BUILDING,383512.57N,0391252.00E,3121,15,NO INFO,,NO,,,,,,,,
LTCA_1098,BUILDING,BUILDING,383512.86N,0391252.48E,3120,15,NO INFO,,NO,,,,,,,,
LTCA_1099,BUILDING,BUILDING,383514.70N,0391237.84E,3171,15,NO INFO,,NO,,,,,,,,
LTCA_1100,BUILDING,BUILDING,383515.74N,0391237.57E,3183,15,NO INFO,,NO,,,,,,,,
LTCA_1101,BUILDING,BUILDING,383518.43N,0391244.09E,3156,15,NO INFO,,NO,,,,,,,,
LTCA_1102,BUILDING,BUILDING,383517.98N,0391244.02E,3153,15,NO INFO,,NO,,,,,,,,
LTCA_1103,BUILDING,BUILDING,383516.77N,0391243.14E,3156,15,NO INFO,,NO,,,,,,,,
LTCA_1104,LOW VOLTAGE MAST,POLE,383516.96N,0391318.51E,3140,66,NO INFO,,NO,,,,,,,,
LTCA_1105,HIGH VOLTAGE MAST,POLE,383512.61N,0391317.22E,3206,131,NO INFO,,NO,,,,,,,,
LTCA_1106,LOW VOLTAGE MAST,POLE,383502.24N,0390718.02E,4046,66,NO INFO,,NO,,,,,,,,
LTCA_1107,BUILDING,BUILDING,383505.44N,0391326.97E,3088,34,NO INFO,,NO,,,,,,,,
LTCA_1108,LOW VOLTAGE MAST,POLE,383455.39N,0390717.88E,4034,66,NO INFO,,NO,,,,,,,,
LTCA_1109,BUILDING,BUILDING,383459.21N,0391304.45E,3082,15,NO INFO,,NO,,,,,,,,
LTCA_1110,MEDIUM VOLTAGE MAST,POLE,383446.28N,0390647.15E,4066,98,NO INFO,,NO,,,,,,,,
LTCA_1111,MEDIUM VOLTAGE MAST,POLE,383440.13N,0390717.64E,3969,98,NO INFO,,NO,,,,,,,,
LTCA_1112,MEDIUM VOLTAGE MAST,POLE,383448.27N,0390717.74E,4003,98,NO INFO,,NO,,,,,,,,
LTCA_1113,MEDIUM VOLTAGE MAST,POLE,383432.21N,0390717.39E,3930,98,NO INFO,,NO,,,,,,,,
LTCA_1114,LOW VOLTAGE MAST,POLE,383422.40N,0390739.36E,3735,66,NO INFO,,NO,,,,,,,,
LTCA_1115,LOW VOLTAGE MAST,POLE,383422.02N,0390740.11E,3726,66,NO INFO,,NO,,,,,,,,
LTCA_1116,MEDIUM VOLTAGE MAST,POLE,383415.62N,0390717.13E,3953,98,NO INFO,,NO,,,,,,,,
LTCA_1117,LOW VOLTAGE MAST,POLE,383414.65N,0390715.30E,3932,66,NO INFO,,NO,,,,,,,,
LTCA_1118,MEDIUM VOLTAGE MAST,POLE,383414.32N,0390716.60E,3956,98,NO INFO,,NO,,,,,,,,
LTCA_1119,LOW VOLTAGE MAST,POLE,383414.58N,0390717.44E,3920,66,NO INFO,,NO,,,,,,,,
LTCA_1120,LOW VOLTAGE MAST,POLE,383415.59N,0390718.63E,3920,66,NO INFO,,NO,,,,,,,,
LTCA_1121,MEDIUM VOLTAGE MAST,POLE,383416.27N,0390722.22E,3948,98,NO INFO,,NO,,,,,,,,
LTCA_1122,MEDIUM VOLTAGE MAST,POLE,383418.12N,0390726.24E,3916,98,NO INFO,,NO,,,,,,,,
LTCA_1123,MEDIUM VOLTAGE MAST,POLE,383417.87N,0390727.45E,3905,98,NO INFO,,NO,,,,,,,,
LTCA_1124,MEDIUM VOLTAGE MAST,POLE,383408.63N,0390656.98E,4058,66,NO INFO,,NO,,,,,,,,
LTCA_1125,MEDIUM VOLTAGE MAST,POLE,383411.33N,0390707.14E,3986,66,NO INFO,,NO,,,,,,,,
LTCA_1126,MEDIUM VOLTAGE MAST,POLE,383411.90N,0390705.85E,3997,66,NO INFO,,NO,,,,,,,,
LTCA_1127,MEDIUM VOLTAGE MAST,POLE,383405.28N,0390648.25E,4127,66,NO INFO,,NO,,,,,,,,
LTCA_1128,MEDIUM VOLTAGE MAST,POLE,383359.96N,0390632.81E,4093,66,NO INFO,,NO,,,,,,,,
LTCA_1129,MEDIUM VOLTAGE MAST,POLE,383402.74N,0390640.54E,4139,66,NO INFO,,NO,,,,,,,,
LTCA_1130,MEDIUM VOLTAGE MAST,POLE,383404.03N,0390644.89E,4150,66,NO INFO,,NO,,,,,,,,
LTCA_1131,MEDIUM VOLTAGE MAST,POLE,383407.96N,0390659.44E,4020,66,NO INFO,,NO,,,,,,,,
LTCA_1132,MEDIUM VOLTAGE MAST,POLE,383400.42N,0390632.28E,4100,66,NO INFO,,NO,,,,,,,,
LTCA_1133,MEDIUM VOLTAGE MAST,POLE,383403.00N,0390639.53E,4133,66,NO INFO,,NO,,,,,,,,
LTCA_1134,MEDIUM VOLTAGE MAST,POLE,383349.52N,0390600.08E,4052,66,NO INFO,,NO,,,,,,,,
LTCA_1135,MEDIUM VOLTAGE MAST,POLE,383352.03N,0390607.84E,4087,66,NO INFO,,NO,,,,,,,,
LTCA_1136,MEDIUM VOLTAGE MAST,POLE,383354.28N,0390614.99E,4100,66,NO INFO,,NO,,,,,,,,
LTCA_1137,MEDIUM VOLTAGE MAST,POLE,383356.77N,0390622.60E,4084,66,NO INFO,,NO,,,,,,,,
LTCA_1138,MEDIUM VOLTAGE MAST,POLE,383348.48N,0390554.88E,4028,66,NO INFO,,NO,,,,,,,,
LTCA_1139,MEDIUM VOLTAGE MAST,POLE,383351.71N,0390604.69E,4079,66,NO INFO,,NO,,,,,,,,
LTCA_1140,MEDIUM VOLTAGE MAST,POLE,383354.71N,0390613.81E,4100,66,NO INFO,,NO,,,,,,,,
LTCA_1141,MEDIUM VOLTAGE MAST,POLE,383357.31N,0390621.55E,4084,66,NO INFO,,NO,,,,,,,,
LTCA_1142,SILO,BUILDING,383343.07N,0390633.60E,3988,26,NO INFO,,NO,,,,,,,,
LTCA_1143,MEDIUM VOLTAGE MAST,POLE,383346.90N,0390552.53E,4035,66,NO INFO,,NO,,,,,,,,
