Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,,,,
LTCA_1257, TREE,TREE,383538.75N,0391523.79E,2982,47,NO INFO,,NO,,,,,,,,
LTCA_1258, TREE,TREE,383538.68N,0391524.10E,2972,37,NO INFO,,NO,,,,,,,,
LTCA_1259, TREE,TREE,383539.16N,0391522.72E,2977,43,NO INFO,,NO,,,,,,,,
LTCA_1260, TREE,TREE,383539.13N,0391522.18E,2976,40,NO INFO,,NO,,,,,,,,
LTCA_1261, TREE,TREE,383543.03N,0391522.26E,2982,45,NO INFO,,NO,,,,,,,,
LTCA_1262, BUILDING,BUILDING,383543.96N,0391524.34E,2969,34,NO INFO,,NO,,,,,,,,
LTCA_1263,WATER TANK ON BUILDING,BUILDING,383542.61N,0391522.78E,2971,34,NO INFO,,NO,,,,,,,,
LTCA_1264, TREE,TREE,383547.40N,0391526.60E,2969,33,NO INFO,,NO,,,,,,,,
LTCA_1265, TREE,TREE,383547.48N,0391526.11E,2964,28,NO INFO,,NO,,,,,,,,
LTCA_1266, TREE,TREE,383547.60N,0391525.96E,2966,30,NO INFO,,NO,,,,,,,,
LTCA_1267, TREE,TREE,383547.68N,0391524.48E,2972,35,NO INFO,,NO,,,,,,,,
LTCA_1268,TREE,TREE,383548.19N,0391523.84E,2974,35,NO INFO,,NO,,,,,,,,
LTCA_1269,BUILDING,BUILDING,383548.84N,0391528.42E,2969,32,NO INFO,,NO,,,,,,,,
LTCA_1270,TREE,TREE,383548.22N,0391528.70E,2966,30,NO INFO,,NO,,,,,,,,
LTCA_1271,TREE,TREE,383548.12N,0391528.70E,2962,26,NO INFO,,NO,,,,,,,,
LTCA_1272, POLE ,POLE,383547.01N,0391530.02E,2969,32,NO INFO,,NO,,,,,,,,
LTCA_1273,TREE,TREE,383547.47N,0391530.24E,2959,24,NO INFO,,NO,,,,,,,,
LTCA_1274, FLUE ON BULDING,BUILDING,383547.43N,0391530.82E,2953,19,NO INFO,,NO,,,,,,,,
LTCA_1275,TREE,TREE,383547.14N,0391531.43E,2966,33,NO INFO,,NO,,,,,,,,
LTCA_1276,TREE,TREE,383547.45N,0391531.64E,2958,24,NO INFO,,NO,,,,,,,,
LTCA_1277,TREE,TREE,383547.96N,0391530.87E,2966,32,NO INFO,,NO,,,,,,,,
LTCA_1278,TREE,TREE,383547.59N,0391531.95E,2958,24,NO INFO,,NO,,,,,,,,
LTCA_1279,TREE,TREE,383547.82N,0391531.79E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1280,TREE,TREE,383547.71N,0391531.96E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1281,TREE,TREE,383547.72N,0391532.22E,2956,23,NO INFO,,NO,,,,,,,,
LTCA_1282,SURVEILANCE TOWER,TOWER,383546.20N,0391536.08E,2954,21,NO INFO,,NO,,,,,,,,
LTCA_1283, POLE ,POLE,383545.99N,0391535.44E,2971,38,NO INFO,,NO,,,,,,,,
LTCA_1284, LIGHTING POLE,POLE,383546.93N,0391535.16E,2960,26,NO INFO,,NO,,,,,,,,
LTCA_1285, LIGHTING POLE,POLE,383547.76N,0391535.25E,2960,26,NO INFO,,NO,,,,,,,,
LTCA_1286, LIGHTING POLE,POLE,383548.20N,0391536.05E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1287, LIGHTING POLE,POLE,383548.44N,0391537.25E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1288, LIGHTING POLE,POLE,383548.67N,0391538.45E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1289, LIGHTING POLE,POLE,383548.90N,0391539.65E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1290, LIGHTING POLE,POLE,383549.14N,0391540.85E,2959,26,NO INFO,,NO,,,,,,,,
LTCA_1291, LIGHTING POLE,POLE,383549.37N,0391542.07E,2958,26,NO INFO,,NO,,,,,,,,
LTCA_1292, LIGHTING POLE,POLE,383549.60N,0391543.26E,2958,26,NO INFO,,NO,,,,,,,,
LTCA_1293, LIGHTING POLE,POLE,383549.84N,0391544.47E,2958,26,NO INFO,,NO,,,,,,,,
LTCA_1294, LIGHTING POLE,POLE,383550.07N,0391545.67E,2958,26,NO INFO,,NO,,,,,,,,
LTCA_1295, ENERGY CABIN,POLE,383549.11N,0391540.82E,2937,4,NO INFO,,NO,,,,,,,,
LTCA_1296,TREE,TREE,383534.45N,0391534.37E,2959,32,NO INFO,,NO,,,,,,,,
LTCA_1297,TREE,TREE,383534.48N,0391534.42E,2958,30,NO INFO,,NO,,,,,,,,
LTCA_1298,TREE,TREE,383534.52N,0391534.51E,2959,32,NO INFO,,NO,,,,,,,,
LTCA_1299,TREE,TREE,383533.25N,0391538.52E,2953,26,NO INFO,,NO,,,,,,,,
LTCA_1300,TREE,TREE,383533.23N,0391538.78E,2953,27,NO INFO,,NO,,,,,,,,
LTCA_1301,TREE,TREE,383533.24N,0391538.86E,2953,27,NO INFO,,NO,,,,,,,,
LTCA_1302,TREE,TREE,383533.17N,0391538.88E,2953,26,NO INFO,,NO,,,,,,,,
LTCA_1303,TREE,TREE,383533.97N,0391534.03E,2959,31,NO INFO,,NO,,,,,,,,
LTCA_1304,LIGHTING POLE,POLE,383547.62N,0391519.83E,2984,34,NO INFO,,NO,,,,,,,,
LTCA_1305,LIGHTING POLE,POLE,383540.79N,0391519.73E,2981,34,NO INFO,,NO,,,,,,,,
LTCA_1306,LIGHTING POLE,POLE,383541.92N,0391519.72E,2981,34,NO INFO,,NO,,,,,,,,
LTCA_1307,LIGHTING POLE,POLE,383543.06N,0391519.77E,2982,34,NO INFO,,NO,,,,,,,,
LTCA_1308,LIGHTING POLE,POLE,383544.20N,0391519.78E,2983,34,NO INFO,,NO,,,,,,,,
LTCA_1309,LIGHTING POLE,POLE,383545.34N,0391519.80E,2983,34,NO INFO,,NO,,,,,,,,
LTCA_1310,LIGHTING POLE,POLE,383546.47N,0391519.82E,2984,34,NO INFO,,NO,,,,,,,,
LTCA_1311,LIGHTING POLE,POLE,383533.98N,0391519.65E,2983,34,NO INFO,,NO,,,,,,,,
LTCA_1312,LIGHTING POLE,POLE,383535.12N,0391519.66E,2977,34,NO INFO,,NO,,,,,,,,
LTCA_1313,LIGHTING POLE,POLE,383536.24N,0391519.68E,2980,34,NO INFO,,NO,,,,,,,,
LTCA_1314,LIGHTING POLE,POLE,383537.40N,0391519.70E,2980,34,NO INFO,,NO,,,,,,,,
LTCA_1315,LIGHTING POLE,POLE,383538.51N,0391519.71E,2980,34,NO INFO,,NO,,,,,,,,
LTCA_1316,LIGHTING POLE,POLE,383539.65N,0391519.72E,2981,34,NO INFO,,NO,,,,,,,,
LTCA_1317,LIGHTING POLE,POLE,383529.44N,0391519.59E,2976,34,NO INFO,,NO,,,,,,,,
LTCA_1318,LIGHTING POLE,POLE,383530.57N,0391519.60E,2982,35,NO INFO,,NO,,,,,,,,
LTCA_1319,LIGHTING POLE,POLE,383531.70N,0391519.61E,2982,36,NO INFO,,NO,,,,,,,,
LTCA_1320,LIGHTING POLE,POLE,383532.86N,0391519.64E,2983,39,NO INFO,,NO,,,,,,,,
LTCA_1321, POLE ,POLE,383534.14N,0391523.69E,2976,42,NO INFO,,NO,,,,,,,,
LTCA_1322, LIGHTING POLE,POLE,383535.61N,0391523.98E,2972,28,NO INFO,,NO,,,,,,,,
LTCA_1323, LIGHTING POLE,POLE,383531.55N,0391540.00E,2955,28,NO INFO,,NO,,,,,,,,
LTCA_1324, LIGHTING POLE,POLE,383532.47N,0391539.70E,2955,28,NO INFO,,NO,,,,,,,,
LTCA_1325, LIGHTING POLE,POLE,383534.48N,0391539.07E,2956,27,NO INFO,,NO,,,,,,,,
LTCA_1326, LIGHTING POLE,POLE,383539.37N,0391537.53E,2956,28,NO INFO,,NO,,,,,,,,
LTCA_1327, LIGHTING POLE,POLE,383540.29N,0391537.23E,2956,28,NO INFO,,NO,,,,,,,,
LTCA_1328, LIGHTING POLE,POLE,383541.26N,0391536.93E,2956,28,NO INFO,,NO,,,,,,,,
LTCA_1329, POLE ,POLE,383536.84N,0391527.44E,2964,29,NO INFO,,NO,,,,,,,,
LTCA_1330,TREE,TREE,383617.55N,0391758.75E,2913,30,NO INFO,,NO,,,,,,,,
LTCA_1331,TREE,TREE,383617.25N,0391758.70E,2908,25,NO INFO,,NO,,,,,,,,
LTCA_1332, TREE,TREE,383616.67N,0391758.30E,2918,35,NO INFO,,NO,,,,,,,,
LTCA_1333, TREE,TREE,383616.58N,0391758.10E,2904,21,NO INFO,,NO,,,,,,,,
LTCA_1334, TREE,TREE,383616.30N,0391756.72E,2907,24,NO INFO,,NO,,,,,,,,
LTCA_1335, TREE,TREE,383615.67N,0391755.00E,2904,20,NO INFO,,NO,,,,,,,,
LTCA_1336, TREE,TREE,383615.49N,0391754.55E,2915,31,NO INFO,,NO,,,,,,,,
LTCA_1337, TREE,TREE,383615.65N,0391754.40E,2912,28,NO INFO,,NO,,,,,,,,
LTCA_1338, TREE,TREE,383615.89N,0391754.38E,2922,38,NO INFO,,NO,,,,,,,,
LTCA_1339, TREE,TREE,383615.47N,0391754.03E,2897,13,NO INFO,,NO,,,,,,,,
LTCA_1340, TREE,TREE,383615.44N,0391753.73E,2917,32,NO INFO,,NO,,,,,,,,
LTCA_1341, TREE,TREE,383615.54N,0391753.76E,2920,36,NO INFO,,NO,,,,,,,,
LTCA_1342, TREE,TREE,383602.65N,0391650.19E,2933,14,NO INFO,,NO,,,,,,,,
LTCA_1343,TREE,TREE,383602.73N,0391650.13E,2928,9,NO INFO,,NO,,,,,,,,
LTCA_1344,BUILDING,BUILDING,383603.89N,0391649.38E,2947,27,NO INFO,,NO,,,,,,,,
LTCA_1345,ARFF SURVEILANCE TOWER,TOWER,383604.37N,0391649.19E,2970,49,NO INFO,,NO,,,,,,,,
LTCA_1346, STRUCTURE,POLE,383602.52N,0391647.92E,2932,12,NO INFO,,NO,,,,,,,,
LTCA_1347,TREE,TREE,383602.46N,0391641.02E,2949,27,NO INFO,,NO,,,,,,,,
LTCA_1348,TREE,TREE,383601.64N,0391641.40E,2938,15,NO INFO,,NO,,,,,,,,
LTCA_1349, POLE,POLE,383602.17N,0391647.81E,2947,26,NO INFO,,NO,,,,,,,,
LTCA_1350,STRUCTURE,POLE,383557.19N,0391620.67E,2938,9,NO INFO,,NO,,,,,,,,
LTCA_1351,STRUCTURE,POLE,383557.22N,0391620.69E,2937,9,NO INFO,,NO,,,,,,,,
LTCA_1352,STRUCTURE,POLE,383557.26N,0391620.87E,2937,12,NO INFO,,NO,,,,,,,,
LTCA_1353,STRUCTURE,POLE,383557.30N,0391621.04E,2937,11,NO INFO,,NO,,,,,,,,
LTCA_1354,POLE,POLE,383556.80N,0391619.72E,2978,46,NO INFO,,NO,,,,,,,,
LTCA_1355,SURVEILANCE TOWER,TOWER,383557.33N,0391620.24E,2949,20,NO INFO,,NO,,,,,,,,
LTCA_1356,STRUCTURE,POLE,383557.48N,0391620.11E,2940,10,NO INFO,,NO,,,,,,,,
LTCA_1357, ATC TOWER,TOWER,383602.26N,0391615.68E,3063,130,NO INFO,,NO,,,,,,,,
LTCA_1358,APRON LIGHTING MAST,POLE,383600.66N,0391611.88E,3018,83,NO INFO,,NO,,,,,,,,
LTCA_1359,APRON LIGHTING MAST,POLE,383600.18N,0391609.48E,3019,83,NO INFO,,NO,,,,,,,,
LTCA_1360,APRON LIGHTING MAST,POLE,383559.86N,0391607.89E,3019,84,NO INFO,,NO,,,,,,,,
LTCA_1361,APRON LIGHTING MAST,POLE,383559.56N,0391606.27E,3019,83,NO INFO,,NO,,,,,,,,
LTCA_1362,APRON LIGHTING MAST,POLE,383559.09N,0391603.86E,3019,83,NO INFO,,NO,,,,,,,,
LTCA_1363,APRON LIGHTING MAST,POLE,383558.78N,0391602.26E,3019,83,NO INFO,,NO,,,,,,,,
LTCA_1364,APRON LIGHTING MAST,POLE,383558.46N,0391600.65E,3019,83,NO INFO,,NO,,,,,,,,
LTCA_1365,APRON LIGHTING MAST,POLE,383558.00N,0391558.24E,3019,83,NO INFO,,NO,,,,,,,,
LTCA_1366,APRON LIGHTING MAST,POLE,383557.55N,0391556.01E,3019,84,NO INFO,,NO,,,,,,,,
LTCA_1367,APRON LIGHTING MAST,POLE,383557.09N,0391553.60E,3018,84,NO INFO,,NO,,,,,,,,
LTCA_1368,APRON LIGHTING MAST,POLE,383556.61N,0391551.19E,3017,83,NO INFO,,NO,,,,,,,,
LTCA_1369,APRON LIGHTING MAST,POLE,383556.15N,0391548.77E,3017,83,NO INFO,,NO,,,,,,,,
LTCA_1370, POLE,POLE,383550.38N,0391546.74E,2958,26,NO INFO,,NO,,,,,,,,
LTCA_1371,TREE,TREE,383549.16N,0391520.77E,2981,32,NO INFO,,NO,,,,,,,,
LTCA_1372,TREE,TREE,383548.28N,0391517.70E,2981,35,NO INFO,,NO,,,,,,,,
LTCA_1373,TREE,TREE,383548.31N,0391518.04E,2979,34,NO INFO,,NO,,,,,,,,
LTCA_1374, WINDSOCK ,POLE,383614.25N,0391749.65E,2901,13,NO INFO,,NO,,,,,,,,
LTCA_1375,BORDER WALL,POLE,383557.35N,0391621.32E,2935,5,NO INFO,,NO,,,,,,,,
LTCA_1376,APRON LIGHTING MAST,POLE,383601.41N,0391615.73E,3018,83,NO INFO,,NO,,,,,,,,
LTCA_1377,TREE,TREE,383549.40N,0391520.79E,2987,41,NO INFO,,NO,,,,,,,,
LTCA_1378,TREE,TREE,383615.69N,0391752.94E,2918,34,NO INFO,,NO,,,,,,,,
LTCA_1379,TREE,TREE,383615.79N,0391752.64E,2907,22,NO INFO,,NO,,,,,,,,
LTCA_1380,TREE,TREE,383616.03N,0391753.22E,2917,32,NO INFO,,NO,,,,,,,,
LTCA_1381, APRON LIGHTING MAST,POLE,383601.03N,0391613.82E,3019,84,NO INFO,,NO,,,,,,,,
LTCA_1382,TREE,TREE,383614.72N,0391753.35E,2900,16,NO INFO,,NO,,,,,,,,
LTCA_1383,TREE,TREE,383614.15N,0391754.40E,2928,45,NO INFO,,NO,,,,,,,,
LTCA_1384,BUILDING,BUILDING,383614.14N,0391753.90E,2902,17,NO INFO,,NO,,,,,,,,
LTCA_1385,BUILDING,BUILDING,383614.84N,0391754.37E,2901,17,NO INFO,,NO,,,,,,,,
LTCA_1386,BUILDING,BUILDING,383615.01N,0391754.77E,2901,18,NO INFO,,NO,,,,,,,,
LTCA_1387,TREE,TREE,383614.64N,0391755.01E,2918,35,NO INFO,,NO,,,,,,,,
LTCA_1388,TREE,TREE,383614.39N,0391754.74E,2895,12,NO INFO,,NO,,,,,,,,
LTCA_1389,TREE,TREE,383615.03N,0391756.58E,2900,18,NO INFO,,NO,,,,,,,,
LTCA_1390,TREE,TREE,383615.11N,0391755.92E,2900,17,NO INFO,,NO,,,,,,,,
LTCA_1391,TREE,TREE,383615.62N,0391755.98E,2899,15,NO INFO,,NO,,,,,,,,
LTCA_1392,TREE,TREE,383615.37N,0391757.77E,2899,16,NO INFO,,NO,,,,,,,,
LTCA_1393,TREE,TREE,383615.75N,0391757.88E,2902,19,NO INFO,,NO,,,,,,,,
LTCA_1394,TREE,TREE,383615.87N,0391758.00E,2902,19,NO INFO,,NO,,,,,,,,
LTCA_1395,TREE,TREE,383616.21N,0391757.49E,2897,15,NO INFO,,NO,,,,,,,,
LTCA_1396,TREE,TREE,383616.54N,0391758.29E,2915,32,NO INFO,,NO,,,,,,,,
LTCA_1397,TREE,TREE,383615.53N,0391804.65E,2912,35,NO INFO,,NO,,,,,,,,
LTCA_1398,TREE,TREE,383615.24N,0391807.14E,2912,36,NO INFO,,NO,,,,,,,,
LTCA_1399,TREE,TREE,383615.25N,0391807.24E,2912,36,NO INFO,,NO,,,,,,,,
LTCA_1400,TREE,TREE,383615.21N,0391807.30E,2912,37,NO INFO,,NO,,,,,,,,
LTCA_1401,TREE,TREE,383615.24N,0391807.36E,2912,36,NO INFO,,NO,,,,,,,,
LTCA_1402,BUILDING,BUILDING,383620.32N,0391810.70E,2922,48,NO INFO,,NO,,,,,,,,
LTCA_1403, WATER TANK ON BUILDING,BUILDING,383618.06N,0391811.79E,2918,46,NO INFO,,NO,,,,,,,,
LTCA_1404,WALL,POLE,383614.52N,0391753.30E,2892,7,NO INFO,,NO,,,,,,,,
LTCA_1405,TREE,TREE,383615.47N,0391754.94E,2903,19,NO INFO,,NO,,,,,,,,
LTCA_1406,TREE,TREE,383615.43N,0391755.27E,2903,19,NO INFO,,NO,,,,,,,,
LTCA_1407, LIGHTING POLE,POLE,383614.94N,0391758.05E,2906,26,NO INFO,,NO,,,,,,,,
LTCA_1408, LIGHTING POLE,POLE,383615.17N,0391759.30E,2905,26,NO INFO,,NO,,,,,,,,
LTCA_1409, LIGHTING POLE,POLE,383615.40N,0391800.43E,2905,26,NO INFO,,NO,,,,,,,,
LTCA_1410, LIGHTING POLE,POLE,383615.62N,0391801.58E,2904,26,NO INFO,,NO,,,,,,,,
LTCA_1411, LIGHTING POLE,POLE,383615.46N,0391802.48E,2904,26,NO INFO,,NO,,,,,,,,
LTCA_1412, LIGHTING POLE,POLE,383614.73N,0391803.03E,2904,26,NO INFO,,NO,,,,,,,,
LTCA_1413,PARATONER,POLE,383537.80N,0391523.70E,2970,36,NO INFO,,NO,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
